PeakID (cmd=annotatePeaks.pl GATA2.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_14402	chr3	182955368	182955582	+	0	NA	intron (DCUN1D1, intron 4 of 6)	NA	24689	DCUN1D1								
Interval_15432	chr4	150310498	150310845	+	0	NA	intron (LRBA, intron 52 of 57)	NA	232397	DCLK2								
Interval_4271	chr12	18996258	18996449	+	0	NA	Intergenic	NA	-133379	PLEKHA5								
Interval_21707	chrX	53794464	53794798	+	0	NA	Intergenic	NA	-108447	HUWE1								
Interval_12077	chr20	32051687	32051937	+	0	NA	promoter-TSS (HCK)	NA	-376	HCK								
Interval_17779	chr6	131445090	131445273	+	0	NA	Intergenic	NA	-128023	ARG1								
Interval_7415	chr16	29790492	29790695	+	0	NA	promoter-TSS (KIF22)	NA	-120	KIF22								
Interval_14234	chr3	153622070	153622318	+	0	NA	Intergenic	NA	137699	C3orf79								
Interval_17804	chr6	134539906	134540178	+	0	NA	exon (RP11-557H15.4, exon 1 of 3)	NA	290	RP11-557H15.4								
Interval_195	chr1	22490011	22490187	+	0	NA	exon (ZBTB40, exon 2 of 18)	NA	38248	ZBTB40								
Interval_17057	chr6	23823387	23823758	+	0	NA	Intergenic	NA	-297874	LOC102724585								
Interval_7862	chr17	2282484	2282625	+	0	NA	intron (SMG6, intron 8 of 8)	NA	-21400	SRR								
Interval_6702	chr15	51815432	51815638	+	0	NA	exon (TMOD2, exon 10 of 10)	NA	-14093	TMOD3								
Interval_18616	chr7	69764970	69765205	+	0	NA	intron (AUTS2, intron 1 of 4)	NA	165595	AUTS2								
Interval_7436	chr16	31128824	31129034	+	0	NA	intron (KAT8, intron 6 of 9)	NA	6901	PRSS8								
Interval_21829	chrX	109959561	109959743	+	0	NA	Intergenic	NA	-43408	TMEM164								
Interval_974	chr1	114336739	114336961	+	0	NA	Intergenic	NA	-64591	LOC101928890								
Interval_20244	chr8	109320605	109320735	+	0	NA	intron (NUDCD1, intron 2 of 9)	NA	13451	NUDCD1								
Interval_13790	chr3	97910901	97911264	+	0	NA	intron (CRYBG3, intron 15 of 21)	NA	61369	MINA								
Interval_6762	chr15	58651662	58651792	+	0	NA	intron (ADAM10, intron 5 of 14)	NA	41880	HSP90AB4P								
Interval_2538	chr10	63002989	63003119	+	0	NA	Intergenic	NA	-130193	NRBF2								
Interval_13879	chr3	108102515	108102746	+	0	NA	Intergenic	NA	-11542	CD47								
Interval_16220	chr5	99819531	99819661	+	0	NA	Intergenic	NA	-232681	LOC102724870								
Interval_10201	chr2	17303332	17303565	+	0	NA	Intergenic	NA	-210944	LOC101928149								
Interval_4038	chr11	129966287	129966558	+	0	NA	intron (PRDM10, intron 1 of 21)	NA	-36202	LINC00167								
Interval_16533	chr5	143429063	143429214	+	0	NA	intron (NR3C1, intron 1 of 8)	NA	-22456	LOC102723997								
Interval_4594	chr12	57352332	57352506	+	0	NA	intron (LOC102724160, intron 1 of 3)	NA	2592	LOC102724160								
Interval_7156	chr15	99986352	99986586	+	0	NA	intron (ADAMTS17, intron 20 of 21)	NA	25150	LOC102724973								
Interval_14726	chr4	27720143	27720296	+	0	NA	Intergenic	NA	502740	RP11-415C15.2								
Interval_9348	chr19	6737591	6737845	+	0	NA	promoter-TSS (GPR108)	NA	-96	GPR108								
Interval_1848	chr1	224333927	224334301	+	0	NA	Intergenic	NA	-3942	NVL								
Interval_4178	chr12	8328699	8329100	+	0	NA	Intergenic	NA	61853	LINC00937								
Interval_6078	chr14	71856607	71856996	+	0	NA	Intergenic	NA	-75638	RGS6								
Interval_15712	chr5	17829115	17829297	+	0	NA	intron (RP11-454P21.1, intron 2 of 7)	NA	21900	RP11-454P21.1								
Interval_1400	chr1	171841378	171841569	+	0	NA	promoter-TSS (DNM3)	NA	-5	DNM3								
Interval_19148	chr7	149873806	149874054	+	0	NA	promoter-TSS (ATP6V0E2-AS1)	NA	-68	ATP6V0E2-AS1								
Interval_19255	chr8	6748729	6748910	+	0	NA	intron (AGPAT5, intron 6 of 7)	NA	-3588	MIR4659B								
Interval_3427	chr11	55865971	55866268	+	0	NA	Intergenic	NA	-17178	TRIM51								
Interval_18076	chr6	161068395	161068525	+	0	NA	intron (MAP3K4, intron 3 of 26)	NA	76676	MAP3K4								
Interval_17853	chr6	137559508	137559966	+	0	NA	Intergenic	NA	-65343	OLIG3								
Interval_10927	chr2	121561589	121561905	+	0	NA	intron (CLASP1, intron 2 of 38)	NA	30867	RNU4ATAC								
Interval_4615	chr12	62703233	62703365	+	0	NA	intron (PPM1H, intron 6 of 9)	NA	99613	MIRLET7I								
Interval_5267	chr13	25168902	25169124	+	0	NA	exon (AMER2, exon 2 of 2)	NA	3275	AMER2								
Interval_10019	chr19	52936407	52936616	+	0	NA	intron (ZNF816-ZNF321P, intron 3 of 3)	NA	6083	ZNF321P								
Interval_6389	chr14_GL000225v1_random	25837	26082	+	0	NA	Intergenic	NA	-10330	LOC100287823								
Interval_16500	chr5	142053471	142053662	+	0	NA	Intergenic	NA	-40511	GNPDA1								
Interval_13213	chr3	14513165	14513295	+	0	NA	intron (GRIP2, intron 14 of 24)	NA	28851	GRIP2								
Interval_9111	chr18	63100144	63100440	+	0	NA	Intergenic	NA	219486	BCL2								
Interval_14555	chr3	197627866	197628033	+	0	NA	promoter-TSS (LOC220729)	NA	-68	LOC220729								
Interval_9647	chr19	29044700	29044862	+	0	NA	Intergenic	NA	42226	LOC100505835								
Interval_13482	chr3	45109209	45109654	+	0	NA	TTS (CDCP1)	NA	36991	CDCP1								
Interval_7150	chr15	99646346	99646504	+	0	NA	intron (MEF2A, intron 5 of 11)	NA	80462	MEF2A								
Interval_3254	chr11	21360983	21361280	+	0	NA	intron (NELL1, intron 13 of 18)	NA	691580	NELL1								
Interval_8167	chr17	33639293	33639441	+	0	NA	intron (ASIC2, intron 1 of 9)	NA	105257	LOC147004								
Interval_3769	chr11	94526648	94526796	+	0	NA	intron (LINC01171, intron 2 of 3)	NA	14193	LINC01171								
Interval_5498	chr13	48999762	48999941	+	0	NA	intron (FNDC3A, intron 1 of 25)	NA	-110452	FNDC3A								
Interval_17536	chr6	90594589	90594886	+	0	NA	Intergenic	NA	-7436	MAP3K7								
Interval_15298	chr4	120216567	120216782	+	0	NA	Intergenic	NA	-149816	MAD2L1								
Interval_12977	chr22	40477965	40478325	+	0	NA	intron (MKL1, intron 3 of 14)	NA	-43655	RP4-591N18.2								
Interval_20893	chr9	75671351	75671814	+	0	NA	Intergenic	NA	-219062	PCSK5								
Interval_13820	chr3	100600049	100600327	+	0	NA	Intergenic	NA	-35350	GPR128								
Interval_10142	chr2	8559839	8560223	+	0	NA	exon (AC011747.4, exon 6 of 6)	NA	23761	AC011747.4								
Interval_10762	chr2	98736403	98736655	+	0	NA	intron (LOC102724486, intron 1 of 1)	NA	4901	LOC102724486								
Interval_15743	chr5	27306459	27306589	+	0	NA	Intergenic	NA	-165768	LINC01021								
Interval_19	chr1	1919269	1919497	+	0	NA	promoter-TSS (TMEM52)	NA	-82	TMEM52								
Interval_19095	chr7	142280449	142280613	+	0	NA	Intergenic	NA	-8282	TRY2P								
Interval_21930	chrX	143199321	143199507	+	0	NA	Intergenic	NA	173496	SPANXN4								
Interval_17528	chr6	90239634	90239764	+	0	NA	intron (BACH2, intron 1 of 6)	NA	-73043	MIR4464								
Interval_2531	chr10	62811392	62811527	+	0	NA	TTS (EGR2)	NA	4907	EGR2								
Interval_11032	chr2	138893853	138894041	+	0	NA	Intergenic	NA	-3377	YY1P2								
Interval_17769	chr6	129840783	129840913	+	0	NA	intron (TMEM244, intron 3 of 4)	NA	20423	TMEM244								
Interval_10022	chr19	53904266	53904439	+	0	NA	intron (PRKCG, intron 15 of 17)	NA	-5098	CACNG7								
Interval_14238	chr3	154585032	154585194	+	0	NA	Intergenic	NA	-155398	GPR149								
Interval_7883	chr17	3984732	3984947	+	0	NA	Intergenic	NA	-20375	ATP2A3								
Interval_16034	chr5	72747323	72747540	+	0	NA	Intergenic	NA	-69217	TNPO1								
Interval_11742	chr2	234483549	234483745	+	0	NA	Intergenic	NA	13406	ARL4C								
Interval_1101	chr1	143222654	143222792	+	0	NA	Intergenic	NA	81613	LOC101929814								
Interval_375	chr1	38815870	38816265	+	0	NA	Intergenic	NA	43756	RRAGC								
Interval_17582	chr6	101538012	101538142	+	0	NA	intron (GRIK2, intron 2 of 17)	NA	-83782	LOC101927388								
Interval_7038	chr15	85794918	85795055	+	0	NA	promoter-TSS (KLHL25)	NA	-14186	KLHL25								
Interval_20423	chr8	125462999	125463213	+	0	NA	Intergenic	NA	30247	TRIB1								
Interval_11116	chr2	152094088	152094384	+	0	NA	intron (CACNB4, intron 2 of 13)	NA	4485	CACNB4								
Interval_18124	chr6	168450784	168450914	+	0	NA	intron (SMOC2, intron 1 of 12)	NA	9698	SMOC2								
Interval_15257	chr4	112319951	112320213	+	0	NA	intron (ALPK1, intron 2 of 14)	NA	22714	ALPK1								
Interval_9694	chr19	35268043	35268297	+	0	NA	promoter-TSS (USF2)	NA	-823	USF2								
Interval_14519	chr3	194951559	194951689	+	0	NA	Intergenic	NA	-142964	XXYLT1-AS1								
Interval_7850	chr17	1587686	1587871	+	0	NA	intron (SLC43A2, intron 9 of 14)	NA	17256	SLC43A2								
Interval_12188	chr20	41437054	41437316	+	0	NA	intron (CHD6, intron 2 of 11)	NA	-70327	EMILIN3								
Interval_2310	chr10	29893894	29894097	+	0	NA	Intergenic	NA	55273	LOC102724333								
Interval_21069	chr9	105672744	105672983	+	0	NA	Intergenic	NA	10406	TAL2								
Interval_16187	chr5	95861646	95861827	+	0	NA	Intergenic	NA	9504	C5orf27								
Interval_21904	chrX	134965327	134965593	+	0	NA	Intergenic	NA	15911	RP3-473B4.3								
Interval_16928	chr6	12277125	12277332	+	0	NA	Intergenic	NA	-13068	EDN1								
Interval_13471	chr3	43892555	43892852	+	0	NA	Intergenic	NA	-110923	LOC101928458								
Interval_16545	chr5	144170619	144170757	+	0	NA	promoter-TSS (YIPF5)	NA	26	YIPF5								
Interval_8766	chr18	3706543	3706746	+	0	NA	intron (DLGAP1, intron 5 of 11)	NA	112530	DLGAP1-AS1								
Interval_13970	chr3	121724086	121724335	+	0	NA	intron (GOLGB1, intron 5 of 21)	NA	25557	GOLGB1								
Interval_6186	chr14	81427809	81428043	+	0	NA	promoter-TSS (STON2)	NA	-714	STON2								
Interval_17037	chr6	20710524	20710706	+	0	NA	intron (CDKAL1, intron 5 of 12)	NA	175926	CDKAL1								
Interval_3310	chr11	34555476	34555612	+	0	NA	Intergenic	NA	-41744	ELF5								
Interval_20983	chr9	94659411	94659570	+	0	NA	Intergenic	NA	-19241	FBP1								
Interval_15811	chr5	39716601	39716792	+	0	NA	Intergenic	NA	196265	LOC101926940								
Interval_15179	chr4	100842986	100843158	+	0	NA	Intergenic	NA	-167959	LINC01216								
Interval_16315	chr5	119319541	119319671	+	0	NA	intron (TNFAIP8, intron 2 of 2)	NA	-35167	TNFAIP8								
Interval_8848	chr18	19329042	19329172	+	0	NA	Intergenic	NA	1782744	ROCK1								
Interval_11692	chr2	230459183	230459532	+	0	NA	intron (SP100, intron 8 of 14)	NA	43201	SP100								
Interval_12734	chr22	19722237	19722367	+	0	NA	exon (SEPT5, exon 11 of 12)	NA	-1241	GP1BB								
Interval_13269	chr3	18891572	18891949	+	0	NA	Intergenic	NA	306127	LOC101927805								
Interval_17856	chr6	137698790	137698967	+	0	NA	Intergenic	NA	25364	LOC102723649								
Interval_14569	chr4	800222	800531	+	0	NA	intron (CPLX1, intron 2 of 3)	NA	-18528	LOC100129917								
Interval_18311	chr7	22799319	22799616	+	0	NA	Intergenic	NA	23385	TOMM7								
Interval_16172	chr5	93929991	93930188	+	0	NA	intron (FAM172A, intron 5 of 9)	NA	181610	FAM172A								
Interval_3943	chr11	119538895	119539030	+	0	NA	Intergenic	NA	-115426	THY1								
Interval_12692	chr21	46324454	46324643	+	0	NA	promoter-TSS (PCNT)	NA	440	PCNT								
Interval_16283	chr5	114433333	114433473	+	0	NA	promoter-TSS (KCNN2)	NA	-127	KCNN2								
Interval_11698	chr2	230855429	230855728	+	0	NA	Intergenic	NA	-9372	ITM2C								
Interval_3170	chr11	10748235	10748673	+	0	NA	Intergenic	NA	-2810	CTR9								
Interval_9250	chr19	1103806	1104016	+	0	NA	promoter-TSS (GPX4)	NA	-739	GPX4								
Interval_335	chr1	33061914	33062056	+	0	NA	Intergenic	NA	-19128	ADC								
Interval_19494	chr8	28945171	28945396	+	0	NA	intron (HMBOX1, intron 2 of 10)	NA	54575	HMBOX1								
Interval_8532	chr17	67366893	67367096	+	0	NA	promoter-TSS (PSMD12)	NA	-389	PSMD12								
Interval_11865	chr20	4767157	4767386	+	0	NA	Intergenic	NA	-26603	PRNT								
Interval_19783	chr8	59612394	59612553	+	0	NA	Intergenic	NA	493211	LOC100505501								
Interval_12550	chr21	34020518	34020784	+	0	NA	Intergenic	NA	45168	LOC101928126								
Interval_17453	chr6	75211233	75211481	+	0	NA	Intergenic	NA	-5450	COL12A1								
Interval_2784	chr10	91798298	91798415	+	0	NA	promoter-TSS (TNKS2)	NA	-160	TNKS2-AS1								
Interval_17345	chr6	52230979	52231124	+	0	NA	Intergenic	NA	13449	IL17F								
Interval_103	chr1	13749244	13749368	+	0	NA	promoter-TSS (PRDM2)	NA	44451	PRDM2								
Interval_1773	chr1	213051675	213051970	+	0	NA	intron (RPS6KC1, intron 1 of 13)	NA	-36344	ANGEL2								
Interval_1103	chr1	143225178	143225351	+	0	NA	Intergenic	NA	79072	LOC101929814								
Interval_17483	chr6	85450797	85450982	+	0	NA	intron (NT5E, intron 1 of 7)	NA	1305	NT5E								
Interval_11611	chr2	218752722	218753053	+	0	NA	exon (TTLL4, exon 16 of 19)	NA	-28862	CYP27A1								
Interval_7992	chr17	13933134	13933336	+	0	NA	Intergenic	NA	-91263	CDRT15P1								
Interval_1864	chr1	225754815	225755498	+	0	NA	Intergenic	NA	-22657	SRP9								
Interval_13366	chr3	31615867	31616064	+	0	NA	intron (STT3B, intron 6 of 15)	NA	82966	STT3B								
Interval_17484	chr6	85604825	85605018	+	0	NA	Intergenic	NA	-10781	SNX14								
Interval_17190	chr6	35833619	35833874	+	0	NA	exon (SRPK1, exon 16 of 16)	NA	-20142	LOC102723620								
Interval_16794	chr5	179527011	179527301	+	0	NA	Intergenic	NA	-23522	RUFY1								
Interval_4747	chr12	81815732	81815882	+	0	NA	Intergenic	NA	-57300	PPFIA2								
Interval_7030	chr15	85010340	85010550	+	0	NA	intron (PDE8A, intron 1 of 22)	NA	29026	PDE8A								
Interval_4891	chr12	99138719	99139082	+	0	NA	intron (ANKS1B, intron 15 of 24)	NA	45541	RP11-406H4.1								
Interval_3859	chr11	110479123	110479522	+	0	NA	Intergenic	NA	49385	FDX1								
Interval_6515	chr15	31207110	31207487	+	0	NA	Intergenic	NA	23532	RP11-16E12.2								
Interval_13932	chr3	115054912	115055224	+	0	NA	intron (ZBTB20, intron 1 of 9)	NA	-135906	LOC101926886								
Interval_7330	chr16	17469697	17469902	+	0	NA	intron (XYLT1, intron 1 of 11)	NA	1082	XYLT1								
Interval_16997	chr6	16109075	16109307	+	0	NA	Intergenic	NA	-19910	MYLIP								
Interval_6957	chr15	75039566	75039762	+	0	NA	intron (PPCDC, intron 2 of 3)	NA	16072	PPCDC								
Interval_5070	chr12	119665632	119665998	+	0	NA	Intergenic	NA	-2049	PRKAB1								
Interval_13794	chr3	98521987	98522136	+	0	NA	intron (CLDND1, intron 1 of 5)	NA	1005	CLDND1								
Interval_15605	chr4	187928976	187929130	+	0	NA	Intergenic	NA	-66718	ZFP42								
Interval_1649	chr1	202159586	202159718	+	0	NA	exon (PTPN7, exon 1 of 9)	NA	339	PTPN7								
Interval_8801	chr18	9758716	9759309	+	0	NA	intron (RAB31, intron 1 of 6)	NA	50781	RAB31								
Interval_1666	chr1	202938205	202938364	+	0	NA	Intergenic	NA	-9646	KLHL12								
Interval_21884	chrX	129048439	129048569	+	0	NA	Intergenic	NA	79819	LOC101928522								
Interval_4951	chr12	106357968	106358116	+	0	NA	promoter-TSS (POLR3B)	NA	349	POLR3B								
Interval_13859	chr3	106109336	106109467	+	0	NA	Intergenic	NA	-241146	CBLB								
Interval_5127	chr12	123292908	123293055	+	0	NA	exon (SBNO1, exon 32 of 32)	NA	-22747	CDK2AP1								
Interval_5655	chr13	99501324	99501441	+	0	NA	promoter-TSS (TM9SF2)	NA	8	TM9SF2								
Interval_2129	chr10	5031473	5031623	+	0	NA	Intergenic	NA	-13515	AKR1C2								
Interval_12181	chr20	41143038	41143322	+	0	NA	intron (PLCG1, intron 1 of 30)	NA	-5180	RP1-1J6.2								
Interval_20508	chr8	133015682	133015910	+	0	NA	intron (TG, intron 37 of 47)	NA	30720	MIR7848								
Interval_16487	chr5	140777667	140777812	+	0	NA	Intergenic	NA	-8397	PCDHA1								
Interval_13301	chr3	23113866	23114211	+	0	NA	Intergenic	NA	-88969	UBE2E2								
Interval_4859	chr12	94480525	94480784	+	0	NA	intron (LOC102724960, intron 2 of 2)	NA	8345	LOC102724960								
Interval_19071	chr7	139119084	139119304	+	0	NA	Intergenic	NA	-9475	ZC3HAV1								
Interval_16600	chr5	150442617	150442787	+	0	NA	Intergenic	NA	7084	RPS14								
Interval_14149	chr3	142850942	142851219	+	0	NA	intron (PCOLCE2, intron 2 of 8)	NA	38123	PCOLCE2								
Interval_16162	chr5	91163075	91163421	+	0	NA	intron (GPR98, intron 89 of 89)	NA	39383	LOC102724662								
Interval_4941	chr12	104959459	104959592	+	0	NA	Intergenic	NA	-26795	C12orf45								
Interval_10468	chr2	54479515	54479654	+	0	NA	intron (SPTBN1, intron 1 of 35)	NA	23267	SPTBN1								
Interval_6470	chr15	20341929	20342254	+	0	NA	Intergenic	NA	59347	CHEK2P2								
Interval_11275	chr2	176284604	176284901	+	0	NA	intron (MTX2, intron 2 of 10)	NA	15357	MTX2								
Interval_5689	chr13	110528380	110528589	+	0	NA	intron (RAB20, intron 1 of 1)	NA	-20305	COL4A2-AS1								
Interval_4244	chr12	14643208	14643767	+	0	NA	intron (GUCY2C, intron 17 of 26)	NA	53098	GUCY2C								
Interval_6805	chr15	63247108	63247462	+	0	NA	intron (RAB8B, intron 2 of 7)	NA	-30265	APH1B								
Interval_1521	chr1	184385322	184385499	+	0	NA	Intergenic	NA	-1606	C1orf21								
Interval_12773	chr22	23839034	23839293	+	0	NA	promoter-TSS (DERL3)	NA	-76	DERL3								
Interval_17959	chr6	146905365	146905552	+	0	NA	intron (STXBP5-AS1, intron 7 of 10)	NA	-101634	KATNBL1P6								
Interval_18326	chr7	24643140	24643270	+	0	NA	intron (MPP6, intron 3 of 11)	NA	23153	MPP6								
Interval_2356	chr10	34010954	34011106	+	0	NA	Intergenic	NA	-238350	LINC00838								
Interval_4335	chr12	26683895	26684025	+	0	NA	intron (ITPR2, intron 11 of 56)	NA	149237	ITPR2								
Interval_9288	chr19	2841234	2841492	+	0	NA	promoter-TSS (ZNF555)	NA	-72	ZNF555								
Interval_14483	chr3	190560874	190561026	+	0	NA	intron (IL1RAP, intron 2 of 11)	NA	46899	IL1RAP								
Interval_3249	chr11	19582031	19582161	+	0	NA	intron (NAV2, intron 1 of 37)	NA	6782	MIR4486								
Interval_4596	chr12	57522613	57522916	+	0	NA	promoter-TSS (MBD6)	NA	2038	MBD6								
Interval_6212	chr14	85512121	85512400	+	0	NA	Intergenic	NA	19499	LOC100506731								
Interval_6497	chr15	28715221	28715405	+	0	NA	Intergenic	NA	-3843	GOLGA8M								
Interval_20625	chr9	2022462	2022884	+	0	NA	intron (SMARCA2, intron 1 of 33)	NA	7454	SMARCA2								
Interval_2508	chr10	61665984	61666155	+	0	NA	intron (C10orf107, intron 1 of 7)	NA	3118	C10orf107								
Interval_1769	chr1	212636708	212637129	+	0	NA	Intergenic	NA	12471	FAM71A								
Interval_8563	chr17	69414455	69414657	+	0	NA	promoter-TSS (MAP2K6)	NA	-87374	ABCA5								
Interval_8909	chr18	30706041	30706242	+	0	NA	Intergenic	NA	336674	DSC3								
Interval_10172	chr2	11955346	11955494	+	0	NA	Intergenic	NA	-51696	AC096559.1								
Interval_19926	chr8	73976119	73976238	+	0	NA	promoter-TSS (TMEM70)	NA	36	TMEM70								
Interval_15229	chr4	107720195	107720421	+	0	NA	promoter-TSS (PAPSS1)	NA	-45	PAPSS1								
Interval_1927	chr1	231112382	231112583	+	0	NA	Intergenic	NA	-50488	TRIM67								
Interval_20509	chr8	133033126	133033331	+	0	NA	intron (TG, intron 41 of 47)	NA	13288	MIR7848								
Interval_5900	chr14	50813603	50813803	+	0	NA	intron (NIN, intron 3 of 28)	NA	17005	NIN								
Interval_14383	chr3	179562732	179562920	+	0	NA	promoter-TSS (ACTL6A)	NA	-94	ACTL6A								
Interval_546	chr1	58294847	58295061	+	0	NA	Intergenic	NA	-44415	DAB1								
Interval_5080	chr12	120266531	120266774	+	0	NA	promoter-TSS (PXN)	NA	-881	PXN								
Interval_6966	chr15	75451723	75452280	+	0	NA	promoter-TSS (SIN3A)	NA	-416	SIN3A								
Interval_4599	chr12	57751863	57751993	+	0	NA	intron (CDK4, intron 1 of 7)	NA	519	CDK4								
Interval_905	chr1	108551595	108551742	+	0	NA	Intergenic	NA	-8681	FAM102B								
Interval_9619	chr19	20565648	20566145	+	0	NA	promoter-TSS (ZNF737)	NA	-76	ZNF737								
Interval_18563	chr7	56064074	56064321	+	0	NA	promoter-TSS (SUMF2)	NA	190	SUMF2								
Interval_15922	chr5	56566372	56566649	+	0	NA	intron (LOC101928448, intron 1 of 5)	NA	39722	LOC101928448								
Interval_17903	chr6	142728988	142729392	+	0	NA	Intergenic	NA	-91301	RP11-440G9.1								
Interval_10273	chr2	30290742	30291039	+	0	NA	Intergenic	NA	9588	LOC102723594								
Interval_2597	chr10	71476178	71476388	+	0	NA	intron (CDH23, intron 3 of 69)	NA	35534	LOC102723377								
Interval_10319	chr2	37928436	37928722	+	0	NA	promoter-TSS (RMDN2)	NA	-21896	RMDN2								
Interval_7802	chr16	87956238	87956481	+	0	NA	promoter-TSS (BANP)	NA	4898	BANP								
Interval_6060	chr14	70468868	70468998	+	0	NA	TTS (ADAM20P1)	NA	1599	LOC102723984								
Interval_19464	chr8	27333348	27333627	+	0	NA	intron (PTK2B, intron 1 of 29)	NA	22005	PTK2B								
Interval_7440	chr16	31327888	31328154	+	0	NA	intron (ITGAM, intron 22 of 29)	NA	-27113	ITGAX								
Interval_12889	chr22	32734141	32734527	+	0	NA	intron (SYN3, intron 5 of 11)	NA	-66482	TIMP3								
Interval_4723	chr12	76155876	76156191	+	0	NA	Intergenic	NA	-71341	NAP1L1								
Interval_100	chr1	12529546	12529676	+	0	NA	Intergenic	NA	22365	SNORA59A								
Interval_11528	chr2	208130253	208130417	+	0	NA	promoter-TSS (CRYGC)	NA	-505	CRYGC								
Interval_5177	chr12	132222037	132222276	+	0	NA	Intergenic	NA	-16128	GALNT9								
Interval_9168	chr18	72438536	72439094	+	0	NA	Intergenic	NA	113821	CBLN2								
Interval_2396	chr10	41880924	41881123	+	0	NA	Intergenic	NA	-361500	LOC101929373								
Interval_8280	chr17	42906047	42906344	+	0	NA	intron (G6PC, intron 2 of 4)	NA	5398	G6PC								
Interval_21239	chr9	124322786	124323001	+	0	NA	intron (NEK6, intron 5 of 9)	NA	-30580	LOC100129034								
Interval_7693	chr16	71771643	71771822	+	0	NA	intron (AP1G1, intron 4 of 22)	NA	-13245	SNORD71								
Interval_15318	chr4	123580517	123580718	+	0	NA	Intergenic	NA	-71696	TRNAC16								
Interval_14213	chr3	152241205	152241449	+	0	NA	Intergenic	NA	28299	MBNL1-AS1								
Interval_13082	chr22_KI270733v1_random	148182	148324	+	0	NA	Intergenic	NA	11848	LOC102724621								
Interval_12299	chr20	53750943	53751125	+	0	NA	Intergenic	NA	124675	SUMO1P1								
Interval_9888	chr19	45770617	45770917	+	0	NA	intron (DMPK, intron 12 of 12)	NA	-1528	SIX5								
