PeakID (cmd=annotatePeaks.pl GFI1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_4129	chr2	159250097	159250257	+	0	NA	intron (WDSUB1, intron 9 of 10)	NA	36528	WDSUB1								
Interval_3928	chr2	69927116	69927456	+	0	NA	intron (MXD1, intron 3 of 5)	NA	12245	MXD1								
Interval_393	chr1	151458278	151458467	+	0	NA	intron (POGZ, intron 1 of 17)	NA	-3313	POGZ								
Interval_1514	chr12	7241501	7241704	+	0	NA	Intergenic	NA	51752	PEX5								
Interval_627	chr1	220881264	220881480	+	0	NA	exon (HLX, exon 2 of 4)	NA	-1232	HLX-AS1								
Interval_7037	chr7	136846161	136846451	+	0	NA	Intergenic	NA	-22779	CHRM2								
Interval_7082	chr7	149741650	149741829	+	0	NA	Intergenic	NA	26682	KRBA1								
Interval_2586	chr16	11495372	11495642	+	0	NA	intron (LOC102723843, intron 2 of 11)	NA	6472	LOC102723843								
Interval_4090	chr2	138948044	138948385	+	0	NA	Intergenic	NA	50890	YY1P2								
Interval_390	chr1	150922575	150922883	+	0	NA	Intergenic	NA	-3610	SETDB1								
Interval_4732	chr22	27124213	27124491	+	0	NA	Intergenic	NA	-63847	LOC284898								
Interval_3796	chr2	28716269	28716473	+	0	NA	intron (LOC100505774, intron 1 of 1)	NA	19854	LOC100505774								
Interval_2873	chr17	10150109	10150342	+	0	NA	intron (GAS7, intron 1 of 13)	NA	-90409	GAS7								
Interval_4657	chr21	35478600	35478923	+	0	NA	intron (LOC100506403, intron 1 of 2)	NA	102003	LOC100506403								
Interval_3865	chr2	47071352	47071851	+	0	NA	intron (TTC7A, intron 18 of 18)	NA	83777	C2orf61								
Interval_8021	chrX	45714963	45715288	+	0	NA	Intergenic	NA	-15963	LOC392452								
Interval_738	chr1	244868304	244868453	+	0	NA	Intergenic	NA	-3853	HNRNPU								
Interval_20	chr1	8525958	8526160	+	0	NA	promoter-TSS (RERE)	NA	-102372	RERE								
Interval_5845	chr5	56172422	56172635	+	0	NA	intron (ANKRD55, intron 4 of 11)	NA	48383	LOC101928419								
Interval_5585	chr4	107992378	107992522	+	0	NA	intron (HADH, intron 1 of 7)	NA	2736	HADH								
Interval_3665	chr19	50374937	50375228	+	0	NA	Intergenic	NA	-1341	NR1H2								
Interval_214	chr1	62783605	62783871	+	0	NA	promoter-TSS (ATG4C)	NA	-368	ATG4C								
Interval_5465	chr4	48780028	48780374	+	0	NA	promoter-TSS (FRYL)	NA	-50877	OCIAD1								
Interval_3956	chr2	85499090	85499296	+	0	NA	Intergenic	NA	39693	LOC100630918								
Interval_5891	chr5	73160273	73160440	+	0	NA	Intergenic	NA	-12864	TMEM174								
Interval_420	chr1	156482454	156484148	+	0	NA	exon (MEF2D, exon 2 of 11)	NA	17519	MEF2D								
Interval_7113	chr8	4256859	4257071	+	0	NA	intron (CSMD1, intron 3 of 69)	NA	737841	CSMD1								
Interval_7714	chr9	33829709	33829961	+	0	NA	intron (UBE2R2, intron 1 of 3)	NA	-10191	RP11-133O22.6								
Interval_4665	chr21	37792452	37792646	+	0	NA	intron (KCNJ6, intron 2 of 3)	NA	40994	LOC101928368								
Interval_3907	chr2	64667601	64667812	+	0	NA	intron (SERTAD2, intron 1 of 1)	NA	-13794	SERTAD2								
Interval_7663	chr9	7589822	7589976	+	0	NA	Intergenic	NA	209900	TMEM261								
Interval_7019	chr7	130913205	130913493	+	0	NA	promoter-TSS (LOC100506860)	NA	-39	AC058791.1								
Interval_888	chr10	58350539	58350764	+	0	NA	intron (UBE2D1, intron 1 of 6)	NA	15672	UBE2D1								
Interval_7877	chr9	130061856	130062062	+	0	NA	intron (GPR107, intron 1 of 18)	NA	8253	GPR107								
Interval_177	chr1	48219215	48219263	+	0	NA	Intergenic	NA	-3446	SLC5A9								
Interval_3898	chr2	60927081	60927384	+	0	NA	intron (REL, intron 8 of 8)	NA	45658	REL								
Interval_2041	chr14	22646681	22647033	+	0	NA	Intergenic	NA	48559	ABHD4								
Interval_2342	chr15	42183053	42183301	+	0	NA	intron (VPS39, intron 8 of 24)	NA	16474	MIR627								
Interval_4360	chr2	238377117	238377276	+	0	NA	intron (TRAF3IP1, intron 14 of 15)	NA	-49789	ASB1								
Interval_8035	chrX	65283051	65283100	+	0	NA	Intergenic	NA	-205660	ZC3H12B								
Interval_1637	chr12	48197551	48197867	+	0	NA	Intergenic	NA	5583	OR10AD1								
Interval_3625	chr19	45479103	45479404	+	0	NA	promoter-TSS (ERCC1)	NA	-566	TRNAU1								
Interval_5325	chr3	195084321	195084465	+	0	NA	intron (XXYLT1, intron 3 of 3)	NA	-10195	XXYLT1-AS1								
Interval_4006	chr2	102003811	102003865	+	0	NA	intron (IL1R2, intron 1 of 8)	NA	11860	IL1R2								
Interval_3788	chr2	27832466	27832668	+	0	NA	intron (RBKS, intron 6 of 7)	NA	57829	RBKS								
Interval_7565	chr8	124247407	124247551	+	0	NA	promoter-TSS (RP11-37N22.1)	NA	-81	RP11-37N22.1								
Interval_4672	chr21	38831480	38831668	+	0	NA	Intergenic	NA	-25965	LOC101928398								
Interval_4416	chr20	9989031	9989245	+	0	NA	intron (LOC101929371, intron 1 of 1)	NA	2805	LOC101929371								
Interval_3486	chr19	10871995	10872318	+	0	NA	intron (CARM1, intron 1 of 15)	NA	579	CARM1								
Interval_5893	chr5	73363882	73364064	+	0	NA	Intergenic	NA	84554	FOXD1								
Interval_103	chr1	26363971	26364115	+	0	NA	intron (ZNF683, intron 4 of 6)	NA	6226	ZNF683								
Interval_6091	chr5	149740507	149740821	+	0	NA	intron (PPARGC1B, intron 1 of 10)	NA	7839	MIR378A								
Interval_2440	chr15	70492768	70492978	+	0	NA	Intergenic	NA	93733	LOC101929151								
Interval_6739	chr7	6723801	6724075	+	0	NA	Intergenic	NA	-11367	PMS2CL								
Interval_2202	chr14	81416891	81417151	+	0	NA	intron (STON2, intron 2 of 7)	NA	-18441	STON2								
Interval_7924	chrUn_KI270438v1	110499	110567	+	0	NA	NA	NA	NA	NA								
Interval_7065	chr7	143125972	143126433	+	0	NA	Intergenic	NA	-5879	PIP								
Interval_2384	chr15	58143345	58143674	+	0	NA	intron (LOC102724696, intron 2 of 2)	NA	5300	AQP9								
Interval_4243	chr2	204736615	204736664	+	0	NA	intron (PARD3B, intron 2 of 21)	NA	-367054	PARD3B								
Interval_3005	chr17	45293537	45293796	+	0	NA	intron (MAP3K14, intron 1 of 15)	NA	23382	MAP3K14								
Interval_535	chr1	186776223	186776395	+	0	NA	Intergenic	NA	-52591	PLA2G4A								
Interval_7054	chr7	140233133	140233405	+	0	NA	Intergenic	NA	56008	JHDM1D-AS1								
Interval_4065	chr2	131146255	131146517	+	0	NA	intron (PLEKHB2, intron 8 of 8)	NA	41539	PLEKHB2								
Interval_7185	chr8	22974479	22974636	+	0	NA	Intergenic	NA	-25022	RHOBTB2								
Interval_7725	chr9	36493711	36493859	+	0	NA	Intergenic	NA	-79077	MELK								
Interval_8012	chrX	41297900	41298067	+	0	NA	intron (LOC102724302, intron 1 of 2)	NA	13899	LOC102724302								
Interval_1698	chr12	68358653	68359393	+	0	NA	Intergenic	NA	-10376	LOC100507195								
Interval_5903	chr5	76851562	76851813	+	0	NA	intron (S100Z, intron 1 of 4)	NA	1686	S100Z								
Interval_2542	chr15	101320681	101320912	+	0	NA	intron (PCSK6, intron 17 of 18)	NA	-11492	LOC100507472								
Interval_5864	chr5	61162498	61162787	+	0	NA	promoter-TSS (SMIM15)	NA	-167	SMIM15								
Interval_7280	chr8	41250866	41251031	+	0	NA	Intergenic	NA	20195	MIR548AO								
Interval_4261	chr2	214963931	214963978	+	0	NA	TTS (AC072062.1)	NA	153725	AC072062.1								
Interval_6677	chr6	161547629	161547852	+	0	NA	intron (PARK2, intron 9 of 11)	NA	-382097	AGPAT4								
Interval_1604	chr12	29094885	29095034	+	0	NA	Intergenic	NA	-54044	FAR2								
Interval_6816	chr7	36185807	36186038	+	0	NA	intron (EEPD1, intron 2 of 7)	NA	32695	EEPD1								
Interval_2912	chr17	28118520	28118691	+	0	NA	intron (NLK, intron 1 of 10)	NA	71807	LOC102724517								
Interval_7583	chr8	128428129	128428443	+	0	NA	promoter-TSS (LOC101927774)	NA	-370	LOC101927774								
Interval_2517	chr15	94165391	94165626	+	0	NA	Intergenic	NA	-57570	LOC101927112								
Interval_5736	chr5	1608302	1608549	+	0	NA	intron (LOC728613, intron 2 of 3)	NA	-13894	SDHAP3								
Interval_4248	chr2	205813680	205813856	+	0	NA	Intergenic	NA	131268	NRP2								
Interval_6394	chr6	52156080	52156231	+	0	NA	Intergenic	NA	7167	MIR133B								
Interval_7421	chr8	81010089	81010377	+	0	NA	intron (PAG1, intron 3 of 9)	NA	101812	PAG1								
Interval_657	chr1	228928402	228928720	+	0	NA	Intergenic	NA	-282403	RNA5S17								
Interval_5937	chr5	88833595	88833815	+	0	NA	intron (MEF2C, intron 2 of 11)	NA	50829	MEF2C								
Interval_6578	chr6	135498128	135498442	+	0	NA	promoter-TSS (AHI1)	NA	484	LINC00271								
Interval_3619	chr19	44691698	44691844	+	0	NA	Intergenic	NA	-7380	CEACAM16								
Interval_6161	chr5	174983989	174984036	+	0	NA	intron (FLJ16171, intron 1 of 2)	NA	11719	FLJ16171								
Interval_5496	chr4	57781489	57781536	+	0	NA	Intergenic	NA	290657	LOC102724598								
Interval_5473	chr4	49709412	49709554	+	0	NA	Intergenic	NA	-220159	LOC101060532								
Interval_7307	chr8	47702057	47702121	+	0	NA	intron (SPIDR, intron 10 of 15)	NA	36075	CEBPD								
Interval_3304	chr18	59033402	59033642	+	0	NA	Intergenic	NA	-2217	OACYLP								
Interval_6750	chr7	16404789	16405085	+	0	NA	intron (ISPD, intron 2 of 9)	NA	16385	ISPD								
Interval_5065	chr3	102229262	102229554	+	0	NA	intron (ZPLD1, intron 4 of 17)	NA	19436	ZPLD1								
Interval_2882	chr17	14436944	14437155	+	0	NA	Intergenic	NA	133309	MGC12916								
Interval_3192	chr18	5709791	5710033	+	0	NA	Intergenic	NA	-38907	RP11-945C19.1								
Interval_3044	chr17	57946905	57947171	+	0	NA	promoter-TSS (CUEDC1)	NA	8285	CUEDC1								
Interval_570	chr1	203289703	203290000	+	0	NA	Intergenic	NA	2815	RP11-134P9.3								
Interval_2436	chr15	70191577	70191734	+	0	NA	Intergenic	NA	-94775	TLE3								
Interval_7153	chr8	18720735	18720883	+	0	NA	intron (PSD3, intron 9 of 15)	NA	62382	LOC101929092								
Interval_418	chr1	155764040	155764306	+	0	NA	TTS (GON4L)	NA	18405	MSTO2P								
Interval_7779	chr9	99367162	99367312	+	0	NA	intron (NAMA, intron 4 of 5)	NA	8020	NAMA								
Interval_922	chr10	70191821	70192205	+	0	NA	Intergenic	NA	-21484	SAR1A								
Interval_5811	chr5	49602363	49602488	+	0	NA	Intergenic	NA	838975	EMB								
Interval_2040	chr14	21549254	21549399	+	0	NA	Intergenic	NA	21418	OR10G3								
Interval_2889	chr17	15831191	15831482	+	0	NA	Intergenic	NA	-13594	AC015922.6								
Interval_5463	chr4	48247172	48247316	+	0	NA	intron (TEC, intron 1 of 17)	NA	-18689	TEC								
Interval_355	chr1	121092767	121092977	+	0	NA	intron (FCGR1B, intron 3 of 4)	NA	5393	LOC100996318								
Interval_6773	chr7	24831293	24831528	+	0	NA	intron (OSBPL3, intron 14 of 21)	NA	61211	OSBPL3								
Interval_2192	chr14	77065827	77065977	+	0	NA	intron (RP11-7F17.5, intron 2 of 3)	NA	10451	LOC102724190								
Interval_6628	chr6	148999916	149000157	+	0	NA	intron (UST, intron 5 of 7)	NA	35327	LOC101928683								
Interval_7305	chr8	47574178	47574639	+	0	NA	intron (SPIDR, intron 1 of 12)	NA	53777	SPIDR								
Interval_1657	chr12	52980938	52981116	+	0	NA	Intergenic	NA	-25251	EIF4B								
Interval_571	chr1	203702144	203702301	+	0	NA	intron (ATP2B4, intron 7 of 21)	NA	-27359	SNORA77								
Interval_1867	chr12	123939038	123939182	+	0	NA	intron (CCDC92, intron 4 of 4)	NA	33506	CCDC92								
Interval_5317	chr3	194136990	194137260	+	0	NA	intron (HES1, intron 3 of 3)	NA	983	HES1								
Interval_4185	chr2	178413869	178414028	+	0	NA	exon (AC009948.5, exon 1 of 3)	NA	289	AC009948.5								
Interval_6190	chr6	1665205	1665580	+	0	NA	intron (GMDS, intron 9 of 10)	NA	-44635	FLJ46552								
Interval_5673	chr4	158610818	158611085	+	0	NA	intron (RXFP1, intron 7 of 16)	NA	-61150	ETFDH								
Interval_5994	chr5	119397737	119397899	+	0	NA	Intergenic	NA	-42061	LOC102723444								
Interval_325	chr1	110116493	110116637	+	0	NA	Intergenic	NA	4125	UBL4B								
Interval_7942	chrUn_KI270752v1	3500	3637	+	0	NA	Intergenic	NA	-7812	LOC102723822								
Interval_7416	chr8	80075636	80075911	+	0	NA	intron (TPD52, intron 1 of 7)	NA	-45502	MRPS28								
Interval_2059	chr14	28386253	28386307	+	0	NA	Intergenic	NA	-380792	FOXG1								
Interval_7375	chr8	63923990	63924037	+	0	NA	Intergenic	NA	154583	RP11-579E24.1								
Interval_3019	chr17	48483565	48483709	+	0	NA	Intergenic	NA	38804	LOC101927166								
Interval_1576	chr12	18457599	18457828	+	0	NA	intron (PIK3C2G, intron 17 of 31)	NA	196173	PIK3C2G								
Interval_1419	chr11	111531674	111531994	+	0	NA	intron (C11orf88, intron 4 of 6)	NA	-5079	LOC101928666								
Interval_4989	chr3	56483857	56483904	+	0	NA	Intergenic	NA	-15523	ERC2								
Interval_6689	chr6	165735138	165735350	+	0	NA	Intergenic	NA	-135246	PDE10A								
Interval_2581	chr16	11312485	11312759	+	0	NA	Intergenic	NA	-6110	MIR548H2								
Interval_701	chr1	235083616	235083870	+	0	NA	Intergenic	NA	-13925	LOC731656								
Interval_91	chr1	24191351	24191548	+	0	NA	Intergenic	NA	-4174	IFNLR1								
Interval_4662	chr21	36181638	36181915	+	0	NA	intron (DOPEY2, intron 2 of 36)	NA	24989	DOPEY2								
Interval_2780	chr16	83206513	83206682	+	0	NA	intron (CDH13, intron 4 of 13)	NA	-301752	MIR3182								
Interval_1890	chr12	131924297	131924540	+	0	NA	TTS (LOC102724075)	NA	3859	LOC102724075								
Interval_3002	chr17	45148469	45148698	+	0	NA	exon (HEXIM1, exon 1 of 1)	NA	1266	HEXIM1								
Interval_2468	chr15	77180844	77181218	+	0	NA	exon (PEAK1, exon 5 of 8)	NA	44373	LINC00597								
Interval_3239	chr18	34877969	34878016	+	0	NA	intron (DTNA, intron 21 of 24)	NA	35884	LOC101927757								
Interval_3886	chr2	55871671	55871815	+	0	NA	intron (EFEMP1, intron 7 of 9)	NA	52420	EFEMP1								
Interval_5064	chr3	102177247	102177391	+	0	NA	Intergenic	NA	13614	LOC101929411								
Interval_2409	chr15	64027373	64027420	+	0	NA	intron (DAPK2, intron 2 of 11)	NA	43991	DAPK2								
Interval_3263	chr18	50925319	50925366	+	0	NA	intron (ME2, intron 11 of 13)	NA	-42675	ELAC1								
Interval_7770	chr9	98326603	98326982	+	0	NA	intron (GABBR2, intron 13 of 18)	NA	-97623	MIR6854								
Interval_5434	chr4	39353850	39354242	+	0	NA	intron (RFC1, intron 1 of 24)	NA	12335	RFC1								
Interval_4815	chr22_KI270733v1_random	149476	149545	+	0	NA	Intergenic	NA	10591	LOC102724621								
Interval_7199	chr8	24293939	24294134	+	0	NA	promoter-TSS (ADAM28)	NA	-4	ADAM28								
Interval_5661	chr4	153151617	153152289	+	0	NA	Intergenic	NA	-52493	TRIM2								
Interval_7720	chr9	35844962	35845401	+	0	NA	intron (TMEM8B, intron 6 of 12)	NA	-15093	LINC00950								
Interval_7981	chrX	13016876	13017130	+	0	NA	Intergenic	NA	27795	FAM9C								
Interval_7684	chr9	21253216	21253594	+	0	NA	Intergenic	NA	-13426	IFNA14								
Interval_2335	chr15	40847405	40847549	+	0	NA	intron (SPINT1, intron 2 of 10)	NA	3032	SPINT1								
Interval_4594	chr21	8230694	8230744	+	0	NA	Intergenic	NA	12354	LOC102723570								
Interval_6819	chr7	36695432	36695664	+	0	NA	intron (AOAH, intron 1 of 21)	NA	29001	AOAH								
Interval_3799	chr2	29593620	29594163	+	0	NA	intron (ALK, intron 3 of 28)	NA	274320	LOC101929386								
Interval_2765	chr16	78688176	78688320	+	0	NA	intron (WWOX, intron 8 of 8)	NA	-446782	LOC102724047								
Interval_3887	chr2	55885854	55886040	+	0	NA	intron (EFEMP1, intron 5 of 9)	NA	38216	EFEMP1								
Interval_706	chr1	235917550	235918027	+	0	NA	Intergenic	NA	-50861	LYST								
Interval_2822	chr17	1188741	1189058	+	0	NA	intron (ABR, intron 1 of 22)	NA	-81665	BHLHA9								
Interval_2250	chr14	93185213	93185895	+	0	NA	promoter-TSS (MOAP1)	NA	524	TMEM251								
Interval_3072	chr17	64074238	64074621	+	0	NA	intron (ERN1, intron 7 of 23)	NA	-53795	ICAM2								
Interval_402	chr1	152049733	152050017	+	0	NA	Intergenic	NA	-1304	LOC101927949								
Interval_7824	chr9	113219334	113219519	+	0	NA	intron (FKBP15, intron 1 of 27)	NA	1852	FKBP15								
Interval_6055	chr5	140589254	140589398	+	0	NA	intron (LOC100505798, intron 5 of 10)	NA	5244	LOC100505798								
Interval_1270	chr11	60477058	60477309	+	0	NA	Intergenic	NA	-15530	MS4A12								
Interval_3079	chr17	64706276	64706473	+	0	NA	Intergenic	NA	-44022	LOC101929240								
Interval_6894	chr7	77754582	77754962	+	0	NA	intron (RSBN1L, intron 3 of 7)	NA	43658	TMEM60								
Interval_3567	chr19	34218400	34218572	+	0	NA	intron (LSM14A, intron 6 of 7)	NA	45988	LSM14A								
Interval_5367	chr4	7960764	7961309	+	0	NA	Intergenic	NA	22029	LOC389199								
Interval_4130	chr2	159326850	159326995	+	0	NA	intron (BAZ2B, intron 33 of 35)	NA	-40217	WDSUB1								
Interval_4042	chr2	118954559	118955017	+	0	NA	intron (MARCO, intron 1 of 16)	NA	12619	MARCO								
Interval_6802	chr7	30179115	30179551	+	0	NA	Intergenic	NA	44397	MTURN								
Interval_123	chr1	30868969	30869355	+	0	NA	TTS (SDC3)	NA	8254	LOC102723832								
Interval_2066	chr14	34856803	34856982	+	0	NA	intron (BAZ1A, intron 3 of 26)	NA	18755	BAZ1A								
Interval_2735	chr16	69171319	69171618	+	0	NA	Intergenic	NA	-15679	SNTB2								
Interval_290	chr1	97451447	97451680	+	0	NA	intron (DPYD, intron 12 of 21)	NA	-345358	DPYD-AS2								
Interval_9	chr1	4312104	4312350	+	0	NA	Intergenic	NA	-99824	RP5-1166F10.1								
Interval_1276	chr11	61684103	61684532	+	0	NA	intron (DAGLA, intron 1 of 19)	NA	-34628	DAGLA								
Interval_7723	chr9	36150926	36151185	+	0	NA	intron (GLIPR2, intron 4 of 4)	NA	14519	GLIPR2								
Interval_7662	chr9	7531707	7531855	+	0	NA	Intergenic	NA	-185697	LOC102723994								
Interval_6587	chr6	137680995	137681215	+	0	NA	Intergenic	NA	7591	LOC102723649								
Interval_5703	chr4	176195586	176195928	+	0	NA	promoter-TSS (SPATA4)	NA	-86	SPATA4								
Interval_5274	chr3	186074967	186075031	+	0	NA	intron (ETV5, intron 7 of 12)	NA	34113	ETV5								
Interval_1391	chr11	100689733	100689932	+	0	NA	intron (ARHGAP42, intron 1 of 23)	NA	2156	ARHGAP42								
Interval_8018	chrX	44261353	44261608	+	0	NA	intron (EFHC2, intron 2 of 13)	NA	17305	EFHC2								
Interval_338	chr1	114548215	114548550	+	0	NA	Intergenic	NA	33262	BCAS2								
Interval_1707	chr12	75154238	75154498	+	0	NA	intron (KCNC2, intron 2 of 5)	NA	55380	KCNC2								
Interval_46	chr1	15618102	15618527	+	0	NA	intron (DDI2, intron 1 of 9)	NA	856	DDI2								
Interval_3147	chr17	79798455	79798615	+	0	NA	Intergenic	NA	-1419	CBX8								
Interval_6207	chr6	5658235	5658499	+	0	NA	intron (FARS2, intron 6 of 6)	NA	36905	RP1-256G22.2								
Interval_1019	chr10	96587418	96587562	+	0	NA	promoter-TSS (TM9SF3)	NA	-438	TM9SF3								
Interval_2844	chr17	4879753	4879930	+	0	NA	intron (MINK1, intron 2 of 31)	NA	-19812	C17orf107								
Interval_3361	chr18	74485000	74485268	+	0	NA	Intergenic	NA	-13198	CNDP2								
Interval_1402	chr11	104198561	104198894	+	0	NA	Intergenic	NA	-34428	PDGFD								
Interval_546	chr1	198176037	198176084	+	0	NA	intron (NEK7, intron 1 of 9)	NA	19082	NEK7								
Interval_146	chr1	39107062	39107328	+	0	NA	intron (MACF1, intron 1 of 101)	NA	80900	NDUFS5								
Interval_5355	chr4	3301882	3302209	+	0	NA	intron (RGS12, intron 1 of 17)	NA	-12102	RGS12								
Interval_2761	chr16	75333736	75334160	+	0	NA	intron (CFDP1, intron 5 of 6)	NA	57560	LOC101928178								
Interval_1962	chr13	43830540	43830957	+	0	NA	Intergenic	NA	48942	CCDC122								
Interval_3537	chr19	18181039	18181273	+	0	NA	Intergenic	NA	7376	IFI30								
Interval_2502	chr15	90592306	90592554	+	0	NA	intron (CRTC3, intron 2 of 14)	NA	62502	CRTC3								
Interval_7829	chr9	114394582	114394744	+	0	NA	promoter-TSS (AKNA)	NA	-6676	AKNA								
Interval_5472	chr4	49657575	49657639	+	0	NA	Intergenic	NA	-168283	LOC101060532								
Interval_7230	chr8	29249941	29250215	+	0	NA	promoter-TSS (KIF13B)	NA	13225	KIF13B								
Interval_5711	chr4	183193431	183193636	+	0	NA	intron (WWC2, intron 1 of 23)	NA	47101	LOC101928734								
Interval_5972	chr5	111756286	111756523	+	0	NA	promoter-TSS (NREP)	NA	1556	NREP								
Interval_1303	chr11	66311974	66312156	+	0	NA	Intergenic	NA	4979	CD248								
Interval_3741	chr2	11933984	11934128	+	0	NA	Intergenic	NA	-73060	AC096559.1								
Interval_401	chr1	152036681	152036828	+	0	NA	intron (S100A11, intron 1 of 2)	NA	281	S100A11								
Interval_3592	chr19	39430632	39431020	+	0	NA	Intergenic	NA	5152	RPS16								
Interval_3126	chr17	74682490	74683031	+	0	NA	intron (RAB37, intron 1 of 8)	NA	30240	CD300LF								
Interval_4429	chr20	11776944	11776991	+	0	NA	Intergenic	NA	-89615	LOC102724924								
Interval_2996	chr17	44348750	44349016	+	0	NA	intron (GRN, intron 1 of 12)	NA	3571	GRN								
Interval_1177	chr11	11012336	11012544	+	0	NA	Intergenic	NA	154223	ZBED5-AS1								
Interval_3124	chr17	74623753	74623965	+	0	NA	promoter-TSS (CD300E)	NA	-101	CD300E								
Interval_8070	chrX	116205091	116205374	+	0	NA	Intergenic	NA	34527	AGTR2								
Interval_5944	chr5	94433578	94433722	+	0	NA	intron (KIAA0825, intron 14 of 20)	NA	184954	KIAA0825								
Interval_910	chr10	66176828	66177018	+	0	NA	intron (CTNNA3, intron 9 of 13)	NA	603955	LOC101928913								
Interval_4166	chr2	172692967	172693146	+	0	NA	Intergenic	NA	43150	RAPGEF4-AS1								
Interval_2213	chr14	88837635	88837788	+	0	NA	intron (TTC8, intron 3 of 15)	NA	13481	TTC8								
Interval_7887	chr9	134919421	134919634	+	0	NA	Intergenic	NA	-1567	FCN1								
Interval_6785	chr7	27334475	27334695	+	0	NA	Intergenic	NA	91217	EVX1								
Interval_7818	chr9	112037762	112038088	+	0	NA	Intergenic	NA	105778	MIR4668								
Interval_5270	chr3	184637650	184637989	+	0	NA	Intergenic	NA	74229	MAGEF1								
Interval_1398	chr11	102760248	102760690	+	0	NA	Intergenic	NA	20159	MMP10								
Interval_4064	chr2	131104431	131104575	+	0	NA	promoter-TSS (PLEKHB2)	NA	-344	PLEKHB2								
Interval_335	chr1	113663302	113663474	+	0	NA	intron (MAGI3, intron 16 of 20)	NA	95767	PHTF1								
Interval_3336	chr18	66821388	66821539	+	0	NA	Intergenic	NA	-249184	CDH19								
Interval_6157	chr5	173615842	173616319	+	0	NA	intron (BOD1, intron 1 of 3)	NA	583	BOD1								
Interval_6756	chr7	17533039	17533318	+	0	NA	intron (AC017060.1, intron 1 of 3)	NA	25731	AC017060.1								
