PeakID (cmd=annotatePeaks.pl JUND.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1880	chr20	37990463	37990891	+	0	NA	intron (TTI1, intron 8 of 8)	NA	42754	TTI1								
Interval_1563	chr19	54208083	54208461	+	0	NA	TTS (RPS9)	NA	7414	RPS9								
Interval_3205	chr8	116332996	116333203	+	0	NA	Intergenic	NA	-8040	LINC00536								
Interval_792	chr13	28268734	28269011	+	0	NA	intron (PAN3, intron 11 of 17)	NA	36371	RNU6-82P								
Interval_1632	chr2	43426599	43426836	+	0	NA	intron (THADA, intron 26 of 35)	NA	169329	THADA								
Interval_2837	chr7	13575031	13575204	+	0	NA	Intergenic	NA	414900	ETV1								
Interval_3110	chr8	64760019	64760219	+	0	NA	intron (CYP7B1, intron 1 of 5)	NA	38672	CYP7B1								
Interval_1287	chr18	110370	110462	+	0	NA	intron (ROCK1P1, intron 1 of 4)	NA	1351	ROCK1P1								
Interval_762	chr12	121649823	121650004	+	0	NA	Intergenic	NA	22708	MORN3								
Interval_2046	chr3	10552005	10552325	+	0	NA	intron (ATP2B2, intron 2 of 26)	NA	155790	ATP2B2								
Interval_34	chr1	27772959	27773174	+	0	NA	promoter-TSS (STX12)	NA	-117	STX12								
Interval_1619	chr2	37713411	37713684	+	0	NA	Intergenic	NA	-41012	CDC42EP3								
Interval_1044	chr16	30065421	30065712	+	0	NA	promoter-TSS (ALDOA)	NA	1069	ALDOA								
Interval_280	chr1	233112945	233113388	+	0	NA	intron (PCNXL2, intron 21 of 22)	NA	-87262	LOC101927736								
Interval_2576	chr5	146007304	146007572	+	0	NA	intron (SH3RF2, intron 4 of 10)	NA	70868	SH3RF2								
Interval_2570	chr5	143009123	143009446	+	0	NA	intron (ARHGAP26, intron 11 of 22)	NA	-140374	ARHGAP26-AS1								
Interval_1250	chr17	70205522	70205720	+	0	NA	Intergenic	NA	36086	KCNJ2								
Interval_1541	chr19	49877405	49877653	+	0	NA	promoter-TSS (AKT1S1)	NA	48	TBC1D17								
Interval_1551	chr19	51395468	51395761	+	0	NA	Intergenic	NA	-5040	C19orf84								
Interval_1705	chr2	122737777	122737969	+	0	NA	Intergenic	NA	958573	LOC101927801								
Interval_2453	chr5	39399515	39399878	+	0	NA	intron (DAB2, intron 1 of 13)	NA	25537	DAB2								
Interval_2635	chr6	11318391	11318626	+	0	NA	intron (NEDD9, intron 1 of 9)	NA	63840	NEDD9								
Interval_2880	chr7	45402921	45403164	+	0	NA	Intergenic	NA	-171484	ADCY1								
Interval_900	chr14	99174303	99174374	+	0	NA	exon (BCL11B, exon 3 of 3)	NA	97375	BCL11B								
Interval_1654	chr2	62039362	62039642	+	0	NA	intron (COMMD1, intron 2 of 2)	NA	133834	COMMD1								
Interval_124	chr1	113943061	113943248	+	0	NA	intron (HIPK1, intron 2 of 15)	NA	-13922	RP5-1073O3.7								
Interval_165	chr1	151867774	151868072	+	0	NA	Intergenic	NA	-14226	THEM5								
Interval_80	chr1	74024993	74025166	+	0	NA	TTS (LRRIQ3)	NA	173108	LRRIQ3								
Interval_2640	chr6	12011298	12011508	+	0	NA	Intergenic	NA	-4123	HIVEP1								
Interval_1092	chr16	55437763	55437994	+	0	NA	Intergenic	NA	-1292	LOC102723429								
Interval_1638	chr2	53969397	53969570	+	0	NA	intron (PSME4, intron 1 of 46)	NA	-20991	PSME4								
Interval_3021	chr8	23074571	23074897	+	0	NA	intron (RP11-875O11.2, intron 1 of 2)	NA	-5547	TNFRSF10B								
Interval_2187	chr3	126472325	126472578	+	0	NA	intron (ZXDC, intron 1 of 5)	NA	3468	ZXDC								
Interval_1947	chr21	26469844	26470075	+	0	NA	intron (CYYR1, intron 4 of 4)	NA	64016	LOC100996571								
Interval_674	chr12	45192366	45192604	+	0	NA	intron (PLEKHA8P1, intron 1 of 2)	NA	23521	PLEKHA8P1								
Interval_1438	chr19	8355702	8355907	+	0	NA	Intergenic	NA	-8323	ANGPTL4								
Interval_2397	chr4	140251204	140251377	+	0	NA	Intergenic	NA	-92153	SCOC								
Interval_992	chr15	85413580	85413826	+	0	NA	intron (AKAP13, intron 1 of 37)	NA	33116	AKAP13								
Interval_1909	chr20	53583092	53583310	+	0	NA	promoter-TSS (ZNF217)	NA	11061	ZNF217								
Interval_3069	chr8	42790537	42790718	+	0	NA	Intergenic	NA	-21841	CHRNA6								
Interval_2006	chr22	34847153	34847451	+	0	NA	Intergenic	NA	-218835	ISX								
Interval_2571	chr5	143554261	143554512	+	0	NA	intron (NR3C1, intron 1 of 8)	NA	-118874	NR3C1								
Interval_662	chr12	29428759	29429015	+	0	NA	intron (OVCH1, intron 27 of 27)	NA	-8474	LOC101928800								
Interval_1246	chr17	68090022	68090214	+	0	NA	Intergenic	NA	-11437	LINC00674								
Interval_2013	chr22	37303895	37304174	+	0	NA	intron (CYTH4, intron 8 of 12)	NA	21580	CYTH4								
Interval_3440	chrX	1212630	1212809	+	0	NA	promoter-TSS (CRLF2)	NA	-83	CRLF2								
Interval_352	chr10	52755484	52755679	+	0	NA	Intergenic	NA	17237	MBL2								
Interval_2247	chr3	183537453	183537744	+	0	NA	intron (KLHL6, intron 1 of 6)	NA	18113	KLHL6								
Interval_2429	chr5	5351534	5351605	+	0	NA	Intergenic	NA	70513	LOC101929200								
Interval_1175	chr17	28926154	28926296	+	0	NA	exon (LOC101927018, exon 1 of 2)	NA	414	LOC101927018								
Interval_3013	chr8	21509350	21509601	+	0	NA	Intergenic	NA	211236	RP11-24P4.1								
Interval_416	chr10	102152101	102152430	+	0	NA	promoter-TSS (NOLC1)	NA	89	NOLC1								
Interval_855	chr14	64633219	64633467	+	0	NA	Intergenic	NA	70907	LOC101927856								
Interval_153	chr1	143253508	143253592	+	0	NA	Intergenic	NA	50786	LOC101929814								
Interval_2306	chr4	40121662	40121842	+	0	NA	exon (N4BP2, exon 8 of 17)	NA	-64553	LOC344967								
Interval_2821	chr6	169269635	169269808	+	0	NA	Intergenic	NA	-15607	THBS2								
Interval_1407	chr19	2085404	2085607	+	0	NA	intron (MOB3A, intron 1 of 4)	NA	10765	MOB3A								
Interval_370	chr10	71108059	71108308	+	0	NA	Intergenic	NA	-104352	UNC5B								
Interval_3039	chr8	30720185	30720428	+	0	NA	intron (GSR, intron 1 of 11)	NA	7663	GSR								
Interval_1661	chr2	65436519	65436696	+	0	NA	Intergenic	NA	-1721	LOC102724258								
Interval_858	chr14	65291001	65291178	+	0	NA	Intergenic	NA	44055	MIR4708								
Interval_468	chr11	9001939	9002121	+	0	NA	intron (NRIP3, intron 1 of 6)	NA	2019	NRIP3								
Interval_2826	chr7	2019836	2020127	+	0	NA	intron (MAD1L1, intron 12 of 18)	NA	-175737	MIR4655								
Interval_733	chr12	100988146	100988322	+	0	NA	intron (ANO4, intron 8 of 27)	NA	86588	ANO4								
Interval_1737	chr2	157469251	157469708	+	0	NA	Intergenic	NA	-25387	CYTIP								
Interval_836	chr14	45134456	45134763	+	0	NA	promoter-TSS (FKBP3)	NA	-80	FKBP3								
Interval_1809	chr2	227818713	227818932	+	0	NA	Intergenic	NA	4980	CCL20								
Interval_2704	chr6	45445855	45446104	+	0	NA	intron (RUNX2, intron 3 of 5)	NA	23405	RUNX2								
Interval_2703	chr6	44058573	44058929	+	0	NA	Intergenic	NA	-15162	LOC101929683								
Interval_1772	chr2	199862802	199862983	+	0	NA	Intergenic	NA	-11719	FTCDNL1								
Interval_393	chr10	86971198	86971395	+	0	NA	TTS (ADIRF)	NA	549	LOC102723625								
Interval_2190	chr3	128651470	128651668	+	0	NA	promoter-TSS (RPN1)	NA	-693	RPN1								
Interval_2739	chr6	100617952	100618313	+	0	NA	intron (ASCC3, intron 30 of 41)	NA	-153203	SIM1								
Interval_1177	chr17	29140078	29140302	+	0	NA	intron (MYO18A, intron 2 of 41)	NA	40199	MYO18A								
Interval_2467	chr5	60652294	60652471	+	0	NA	intron (DEPDC1B, intron 2 of 9)	NA	47784	DEPDC1B								
Interval_1358	chr18	63161799	63162052	+	0	NA	intron (BCL2, intron 2 of 2)	NA	157853	BCL2								
Interval_649	chr12	24073499	24073710	+	0	NA	intron (SOX5, intron 4 of 17)	NA	-138817	MIR920								
Interval_39	chr1	31605893	31606184	+	0	NA	Intergenic	NA	-11648	HCRTR1								
Interval_1569	chr19	55207166	55207415	+	0	NA	promoter-TSS (PTPRH)	NA	2216	PTPRH								
Interval_1215	chr17	46215461	46215699	+	0	NA	intron (KANSL1, intron 2 of 15)	NA	9794	KANSL1								
Interval_3434	chrUn_KI270467v1	1634	3564	+	0	NA	NA	NA	NA	NA								
Interval_13	chr1	10986224	10986461	+	0	NA	Intergenic	NA	-4305	C1orf127								
Interval_1762	chr2	186422305	186422499	+	0	NA	Intergenic	NA	-63756	ZC3H15								
Interval_1032	chr16	19107817	19108034	+	0	NA	Intergenic	NA	-6007	ITPRIPL2								
Interval_3052	chr8	37551454	37551709	+	0	NA	Intergenic	NA	-30081	RP11-150O12.6								
Interval_2947	chr7	118372702	118373006	+	0	NA	Intergenic	NA	112993	LOC102724495								
Interval_2233	chr3	161388882	161389234	+	0	NA	Intergenic	NA	-16975	SPTSSB								
Interval_454	chr10	133764800	133764999	+	0	NA	Intergenic	NA	81231	LOC102723538								
Interval_394	chr10	87761962	87762184	+	0	NA	intron (ATAD1, intron 8 of 9)	NA	56120	ATAD1								
Interval_3181	chr8	103580534	103580796	+	0	NA	intron (RIMS2, intron 1 of 26)	NA	-165330	SLC25A32								
Interval_270	chr1	225444959	225445180	+	0	NA	Intergenic	NA	-16214	LBR								
Interval_274	chr1	227396502	227396773	+	0	NA	Intergenic	NA	-78145	CDC42BPA								
Interval_2658	chr6	16851986	16852165	+	0	NA	Intergenic	NA	90204	LOC101928433								
Interval_3155	chr8	91662096	91662365	+	0	NA	Intergenic	NA	433032	RUNX1T1								
Interval_717	chr12	89244622	89244833	+	0	NA	Intergenic	NA	107792	DUSP6								
Interval_74	chr1	65811993	65812281	+	0	NA	intron (PDE4B, intron 1 of 16)	NA	19627	PDE4B								
Interval_3153	chr8	90263529	90263722	+	0	NA	intron (LINC00534, intron 2 of 3)	NA	42137	LINC00534								
Interval_90	chr1	86137507	86137834	+	0	NA	intron (COL24A1, intron 2 of 59)	NA	18768	COL24A1								
Interval_214	chr1	186819278	186819453	+	0	NA	Intergenic	NA	-51354	PLA2G4A								
Interval_1099	chr16	58882361	58882667	+	0	NA	Intergenic	NA	-148157	GOT2								
Interval_1534	chr19	48963730	48963990	+	0	NA	Intergenic	NA	-1449	FTL								
Interval_941	chr15	51121206	51121434	+	0	NA	Intergenic	NA	-26721	TNFAIP8L3								
Interval_3006	chr8	19385872	19386250	+	0	NA	intron (SH2D4A, intron 8 of 9)	NA	15216	LOC102724881								
Interval_978	chr15	71295525	71295748	+	0	NA	intron (THSD4, intron 6 of 17)	NA	-106620	RP11-673C5.2								
Interval_1292	chr18	3603299	3603744	+	0	NA	intron (DLGAP1, intron 4 of 9)	NA	9407	DLGAP1-AS1								
Interval_24	chr1	21783518	21783714	+	0	NA	promoter-TSS (USP48)	NA	-673	USP48								
Interval_2462	chr5	54626128	54626325	+	0	NA	Intergenic	NA	108467	SNX18								
Interval_560	chr11	76444632	76444805	+	0	NA	promoter-TSS (C11orf30)	NA	-205	C11orf30								
Interval_2152	chr3	99505925	99506295	+	0	NA	Intergenic	NA	-132486	COL8A1								
Interval_1673	chr2	70851731	70852024	+	0	NA	Intergenic	NA	-16054	CD207								
Interval_671	chr12	33588168	33588362	+	0	NA	Intergenic	NA	-148446	SYT10								
Interval_510	chr11	44862284	44862522	+	0	NA	intron (TSPAN18, intron 2 of 8)	NA	88903	TP53I11								
Interval_3338	chr9	93091476	93091768	+	0	NA	TTS (LOC101927993)	NA	3882	LOC101927993								
Interval_3391	chrM	594	1043	+	0	NA	promoter-TSS (TRNV)	NA	170	RNR1								
Interval_3002	chr8	17363089	17363373	+	0	NA	intron (MTMR7, intron 3 of 13)	NA	-16906	LOC102724838								
Interval_592	chr11	116948415	116948654	+	0	NA	intron (SIK3, intron 3 of 23)	NA	-110912	APOA1								
Interval_330	chr10	29554797	29554971	+	0	NA	exon (SVIL, exon 5 of 40)	NA	-9787	MIR604								
Interval_2075	chr3	24686834	24687055	+	0	NA	Intergenic	NA	-142403	LOC101927874								
Interval_3244	chr8	125607919	125608132	+	0	NA	Intergenic	NA	175166	TRIB1								
Interval_170	chr1	154431607	154431876	+	0	NA	intron (IL6R, intron 3 of 8)	NA	-24918	LOC101928101								
Interval_215	chr1	186849986	186850159	+	0	NA	intron (PLA2G4A, intron 1 of 17)	NA	-20647	PLA2G4A								
Interval_1554	chr19	51785029	51785351	+	0	NA	Intergenic	NA	-9968	FPR3								
Interval_2196	chr3	132432680	132432948	+	0	NA	intron (DNAJC13, intron 1 of 56)	NA	15105	DNAJC13								
Interval_898	chr14	96249116	96249369	+	0	NA	Intergenic	NA	-6968	BDKRB1								
Interval_1182	chr17	30344980	30345193	+	0	NA	Intergenic	NA	-11033	TMIGD1								
Interval_901	chr14	100376127	100376360	+	0	NA	promoter-TSS (WARS)	NA	-190	WDR25								
Interval_2905	chr7	74610344	74610560	+	0	NA	Intergenic	NA	-77075	GTF2I								
Interval_3129	chr8	80347945	80348194	+	0	NA	Intergenic	NA	106680	MIR5708								
Interval_1987	chr22	18892363	18892647	+	0	NA	Intergenic	NA	-13718	DGCR6								
Interval_1514	chr19	44587843	44588824	+	0	NA	Intergenic	NA	-25571	IGSF23								
Interval_2015	chr22	37905167	37905442	+	0	NA	promoter-TSS (MICALL1)	NA	-1031	MICALL1								
Interval_1669	chr2	69934463	69934641	+	0	NA	intron (MXD1, intron 3 of 5)	NA	19511	MXD1								
Interval_778	chr13	16147542	16147726	+	0	NA	Intergenic	NA	-2047663	FAM230C								
Interval_1171	chr17	27245016	27245096	+	0	NA	Intergenic	NA	48940	MIR4522								
Interval_3163	chr8	96570954	96571191	+	0	NA	intron (SDC2, intron 1 of 4)	NA	-9275	SDC2								
Interval_556	chr11	73211002	73211198	+	0	NA	Intergenic	NA	-7198	P2RY2								
Interval_2741	chr6	103093074	103093285	+	0	NA	Intergenic	NA	1245501	LOC102724443								
Interval_3081	chr8	50852909	50853176	+	0	NA	Intergenic	NA	-862794	LOC102724313								
Interval_3074	chr8	47369526	47369731	+	0	NA	intron (SPIDR, intron 1 of 15)	NA	108692	SPIDR								
Interval_2427	chr5	402865	403125	+	0	NA	intron (AHRR, intron 4 of 10)	NA	40148	C5orf55								
Interval_1584	chr2	8545063	8545266	+	0	NA	Intergenic	NA	38628	AC011747.4								
Interval_2108	chr3	49238566	49238812	+	0	NA	intron (CCDC36, intron 3 of 7)	NA	-35431	MIR4271								
Interval_1015	chr16	9047826	9048143	+	0	NA	Intergenic	NA	-43696	C16orf72								
Interval_2525	chr5	112959942	112960152	+	0	NA	Intergenic	NA	-16663	DCP2								
Interval_1748	chr2	169038285	169038645	+	0	NA	Intergenic	NA	-7143	ABCB11								
Interval_2252	chr3	186570335	186570602	+	0	NA	promoter-TSS (TBCCD1)	NA	75	TBCCD1								
Interval_1539	chr19	49675625	49675889	+	0	NA	Intergenic	NA	-1510	PRMT1								
Interval_2765	chr6	129491030	129491275	+	0	NA	intron (LAMA2, intron 55 of 63)	NA	67185	LOC102723409								
Interval_2680	chr6	30066978	30067236	+	0	NA	promoter-TSS (PPP1R11)	NA	-48	PPP1R11								
Interval_154	chr1	143263317	143263603	+	0	NA	Intergenic	NA	40876	LOC101929814								
Interval_911	chr14_GL000225v1_random	131608	131875	+	0	NA	Intergenic	NA	95452	LOC100287823								
Interval_1272	chr17	80856542	80856778	+	0	NA	intron (RPTOR, intron 12 of 33)	NA	-51028	RP11-28G8.1								
Interval_1657	chr2	64831309	64831595	+	0	NA	Intergenic	NA	32179	AC007880.1								
Interval_2483	chr5	75566905	75567200	+	0	NA	intron (POLK, intron 3 of 12)	NA	-1641	POLK								
Interval_2262	chr3	194089598	194089949	+	0	NA	Intergenic	NA	11498	LOC102724877								
Interval_2872	chr7	43572466	43572850	+	0	NA	Intergenic	NA	-10435	STK17A								
Interval_639	chr12	10613500	10613802	+	0	NA	promoter-TSS (MAGOHB)	NA	-42	MAGOHB								
Interval_1	chr1	633890	634169	+	0	NA	Intergenic	NA	-1616	MIR6723								
Interval_1335	chr18	54776326	54776568	+	0	NA	intron (RAB27B, intron 2 of 6)	NA	-85591	RAB27B								
Interval_2326	chr4	56863871	56864054	+	0	NA	Intergenic	NA	-42220	SPINK2								
Interval_145	chr1	124495196	124495378	+	0	NA	Intergenic	NA	2976175	EMBP1								
Interval_2251	chr3	185937947	185938252	+	0	NA	promoter-TSS (TRA2B)	NA	37	TRA2B								
Interval_2049	chr3	12187965	12188183	+	0	NA	intron (SYN2, intron 9 of 9)	NA	-28723	TIMP4								
Interval_1259	chr17	75784939	75785240	+	0	NA	promoter-TSS (MIR4738)	NA	-538	MIR4738								
Interval_3432	chrUn_KI270466v1	326	1197	+	0	NA	NA	NA	NA	NA								
Interval_736	chr12	104740769	104740954	+	0	NA	intron (CHST11, intron 2 of 2)	NA	149228	MIR3922								
Interval_187	chr1	161722011	161722220	+	0	NA	promoter-TSS (FCRLB)	NA	571	FCRLB								
Interval_550	chr11	69297340	69297665	+	0	NA	TTS (MYEOV)	NA	3347	MYEOV								
Interval_1749	chr2	169069419	169069610	+	0	NA	exon (DHRS9, exon 2 of 6)	NA	2479	DHRS9								
Interval_3257	chr8	129666355	129666731	+	0	NA	Intergenic	NA	120345	GSDMC								
Interval_3448	chrX	23781381	23781600	+	0	NA	Intergenic	NA	-1668	SAT1								
Interval_3462	chrY	11534001	11534125	+	0	NA	Intergenic	NA	887527	GYG2P1								
Interval_455	chr11	269475	269759	+	0	NA	Intergenic	NA	-8953	NLRP6								
Interval_2073	chr3	24500774	24500978	+	0	NA	TTS (THRB-AS1)	NA	-6054	THRB								
Interval_877	chr14	77303771	77303992	+	0	NA	intron (POMT2, intron 4 of 20)	NA	17001	POMT2								
Interval_3034	chr8	29513355	29513567	+	0	NA	Intergenic	NA	-164656	DUSP4								
Interval_1943	chr21	25171603	25171684	+	0	NA	Intergenic	NA	260058	LINC00158								
Interval_3454	chrX	49043402	49043620	+	0	NA	promoter-TSS (TFE3)	NA	6	TFE3								
Interval_1421	chr19	5791132	5791351	+	0	NA	promoter-TSS (DUS3L)	NA	-31	DUS3L								
Interval_3263	chr8	132120431	132120744	+	0	NA	TTS (KCNQ3)	NA	-15322	HHLA1								
Interval_3031	chr8	27408901	27409219	+	0	NA	intron (PTK2B, intron 3 of 31)	NA	-24353	MIR6842								
Interval_648	chr12	21615569	21615870	+	0	NA	intron (GYS2, intron 1 of 15)	NA	-35418	GYS2								
Interval_337	chr10	33365802	33366322	+	0	NA	Intergenic	NA	-31383	NRP1								
Interval_3232	chr8	124956120	124956299	+	0	NA	Intergenic	NA	14201	LINC00964								
Interval_3389	chr9	137328272	137328547	+	0	NA	intron (EXD3, intron 15 of 19)	NA	24535	EXD3								
Interval_2112	chr3	50299380	50299706	+	0	NA	promoter-TSS (HYAL3)	NA	-75	HYAL3								
Interval_2428	chr5	543946	544199	+	0	NA	Intergenic	NA	-8190	MIR4456								
Interval_1873	chr20	34112220	34112429	+	0	NA	promoter-TSS (EIF2S2)	NA	-45	EIF2S2								
Interval_2356	chr4	89324849	89325111	+	0	NA	Intergenic	NA	-17778	GPRIN3								
Interval_1120	chr16	83339161	83339389	+	0	NA	intron (CDH13, intron 5 of 8)	NA	-169071	MIR3182								
Interval_1596	chr2	12456331	12456720	+	0	NA	intron (AC096559.1, intron 4 of 5)	NA	257387	MIR3681								
Interval_703	chr12	70053036	70053239	+	0	NA	Intergenic	NA	144620	MYRFL								
Interval_2291	chr4	25173603	25173858	+	0	NA	intron (SEPSECS-AS1, intron 1 of 1)	NA	13058	SEPSECS-AS1								
Interval_1198	chr17	39450882	39451435	+	0	NA	exon (MED1, exon 1 of 16)	NA	116	MED1								
Interval_386	chr10	76306913	76307133	+	0	NA	intron (C10orf11, intron 4 of 5)	NA	-580981	LOC101929328								
Interval_1271	chr17	80833177	80833402	+	0	NA	intron (RPTOR, intron 9 of 33)	NA	-27657	RP11-28G8.1								
Interval_1040	chr16	25048603	25049214	+	0	NA	Intergenic	NA	17167	LOC554206								
Interval_2405	chr4	148056705	148056878	+	0	NA	intron (ARHGAP10, intron 20 of 21)	NA	-163979	LOC102724672								
Interval_1780	chr2	203788036	203788259	+	0	NA	Intergenic	NA	-79641	CTLA4								
Interval_1668	chr2	69914564	69914893	+	0	NA	promoter-TSS (MXD1)	NA	-313	MXD1								
Interval_3269	chr8	133297935	133298110	+	0	NA	promoter-TSS (NDRG1)	NA	-718	NDRG1								
Interval_2776	chr6	136774641	136775146	+	0	NA	intron (MAP3K5, intron 2 of 15)	NA	-9223	LOC101928429								
Interval_68	chr1	58783992	58784374	+	0	NA	promoter-TSS (JUN)	NA	-70	JUN								
Interval_569	chr11	86202871	86203141	+	0	NA	Intergenic	NA	-41758	EED								
Interval_3461	chrY	11327563	11327789	+	0	NA	Intergenic	NA	1093914	GYG2P1								
Interval_3353	chr9	108622452	108622761	+	0	NA	Intergenic	NA	233389	ACTL7B								
Interval_3403	chrM	10110	10708	+	0	NA	promoter-TSS (TRNR)	NA	4	TRNR								
Interval_2586	chr5	156473372	156473635	+	0	NA	intron (SGCD, intron 3 of 8)	NA	-377035	PPP1R2P3								
Interval_2608	chr5	177454543	177454736	+	0	NA	intron (PRR7, intron 2 of 3)	NA	-6695	PRR7-AS1								
Interval_943	chr15	51629719	51629932	+	0	NA	Intergenic	NA	-6992	DMXL2								
Interval_1493	chr19	38374515	38374794	+	0	NA	exon (PSMD8, exon 1 of 7)	NA	104	PSMD8								
Interval_989	chr15	82832677	82832908	+	0	NA	intron (WHAMM, intron 9 of 9)	NA	22544	WHAMM								
Interval_1038	chr16	23863823	23864053	+	0	NA	intron (PRKCB, intron 2 of 16)	NA	27959	PRKCB								
Interval_1833	chr20	4129426	4129605	+	0	NA	intron (LOC101929155, intron 2 of 2)	NA	9573	LOC101929155								
Interval_2017	chr22	38982254	38982449	+	0	NA	promoter-TSS (APOBEC3B)	NA	-48	APOBEC3B								
Interval_3341	chr9	97703766	97704017	+	0	NA	intron (LOC102724595, intron 4 of 4)	NA	-6488	XPA								
Interval_3268	chr8	133216471	133216768	+	0	NA	intron (WISP1, intron 2 of 2)	NA	-3705	LOC102723635								
Interval_3047	chr8	35337989	35338258	+	0	NA	intron (UNC5D, intron 1 of 16)	NA	102666	UNC5D								
Interval_1993	chr22	28799289	28799534	+	0	NA	intron (XBP1, intron 1 of 5)	NA	1161	XBP1								
Interval_84	chr1	82225593	82225788	+	0	NA	Intergenic	NA	424753	LPHN2								
Interval_500	chr11	33912852	33913037	+	0	NA	Intergenic	NA	-41857	LMO2								
Interval_529	chr11	62622003	62622241	+	0	NA	promoter-TSS (B3GAT3)	NA	53	B3GAT3								
Interval_689	chr12	55676622	55676822	+	0	NA	Intergenic	NA	-4824	METTL7B								
Interval_1176	chr17	28928068	28928272	+	0	NA	intron (PHF12, intron 2 of 8)	NA	2359	LOC101927018								
Interval_374	chr10	72165041	72165348	+	0	NA	intron (ASCC1, intron 4 of 9)	NA	-50806	ANAPC16								
Interval_581	chr11	102760399	102760788	+	0	NA	Intergenic	NA	20035	MMP10								
Interval_3237	chr8	125342325	125342534	+	0	NA	intron (NSMCE2, intron 5 of 7)	NA	-90430	TRIB1								
Interval_2388	chr4	128517886	128518059	+	0	NA	intron (LOC100507487, intron 3 of 3)	NA	2323	LOC100507487								
Interval_1642	chr2	55050416	55050692	+	0	NA	promoter-TSS (RTN4)	NA	-1364	RTN4								
Interval_2113	chr3	50611998	50612195	+	0	NA	promoter-TSS (CISH)	NA	234	MAPKAPK3								
Interval_549	chr11	69297071	69297261	+	0	NA	TTS (MYEOV)	NA	3011	MYEOV								
Interval_1709	chr2	128090986	128091217	+	0	NA	promoter-TSS (UGGT1)	NA	-107	UGGT1								
Interval_3106	chr8	63168344	63168547	+	0	NA	promoter-TSS (YTHDF3)	NA	-3	YTHDF3-AS1								
Interval_1366	chr18	66225621	66225891	+	0	NA	Intergenic	NA	346523	CDH19								
