PeakID (cmd=annotatePeaks.pl IRF2BP2.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_6584	chr3	49238365	49238812	+	0	NA	intron (CCDC36, intron 3 of 7)	NA	-35570	MIR4271								
Interval_5785	chr20	5078526	5078850	+	0	NA	Intergenic	NA	34399	TMEM230								
Interval_3885	chr17	59848870	59849097	+	0	NA	Intergenic	NA	7672	MIR21								
Interval_1511	chr11	33039170	33039409	+	0	NA	promoter-TSS (TCP11L1)	NA	-726	TCP11L1								
Interval_3104	chr16	2868456	2868643	+	0	NA	promoter-TSS (LOC101929566)	NA	-931	LOC101929566								
Interval_1934	chr12	9118050	9118618	+	0	NA	Intergenic	NA	-2394	A2M								
Interval_6153	chr21	41366691	41366965	+	0	NA	intron (MX2, intron 1 of 13)	NA	-3265	MX2								
Interval_5667	chr2	229488960	229489366	+	0	NA	intron (DNER, intron 6 of 11)	NA	-217822	PID1								
Interval_1829	chr11	117098352	117098646	+	0	NA	promoter-TSS (SIK3)	NA	-84	SIK3								
Interval_2275	chr12	121712665	121712871	+	0	NA	promoter-TSS (TMEM120B)	NA	-40147	MORN3								
Interval_8116	chr6	131628232	131628401	+	0	NA	promoter-TSS (MED23)	NA	-77	MED23								
Interval_2447	chr13	99231675	99231984	+	0	NA	intron (UBAC2, intron 2 of 9)	NA	30066	GPR18								
Interval_57	chr1	8703340	8703634	+	0	NA	promoter-TSS (RERE)	NA	-273	RERE								
Interval_4874	chr19	45770639	45770816	+	0	NA	intron (DMPK, intron 12 of 12)	NA	-1488	SIX5								
Interval_6227	chr22	26294633	26294968	+	0	NA	intron (SEZ6L, intron 3 of 15)	NA	125326	SEZ6L								
Interval_2790	chr15	31326702	31326833	+	0	NA	promoter-TSS (KLF13)	NA	-113	KLF13								
Interval_5251	chr2	54904215	54904367	+	0	NA	intron (EML6, intron 20 of 36)	NA	179279	EML6								
Interval_1508	chr11	32091440	32091640	+	0	NA	intron (RCN1, intron 1 of 5)	NA	609	RCN1								
Interval_1811	chr11	104074003	104074363	+	0	NA	intron (PDGFD, intron 1 of 6)	NA	37603	DDI1								
Interval_3188	chr16	19107881	19108048	+	0	NA	Intergenic	NA	-5968	ITPRIPL2								
Interval_7626	chr5	159865374	159865515	+	0	NA	intron (AC011343.1, intron 2 of 2)	NA	5940	AC011343.1								
Interval_1187	chr10	74176560	74176794	+	0	NA	exon (ADK, exon 1 of 11)	NA	25492	ADK								
Interval_5201	chr2	38602739	38603167	+	0	NA	promoter-TSS (HNRNPLL)	NA	83	HNRNPLL								
Interval_5344	chr2	74958230	74958680	+	0	NA	promoter-TSS (POLE4)	NA	-193	POLE4								
Interval_3982	chr17	75313987	75314149	+	0	NA	Intergenic	NA	-24856	SLC25A19								
Interval_4073	chr17	81735764	81736108	+	0	NA	Intergenic	NA	23700	SLC25A10								
Interval_8212	chr6	161366566	161366714	+	0	NA	intron (PARK2, intron 10 of 11)	NA	-99842	AGPAT4								
Interval_7420	chr5	76402885	76403360	+	0	NA	promoter-TSS (IQGAP2)	NA	-38387	IQGAP2								
Interval_7802	chr6	15063485	15063732	+	0	NA	Intergenic	NA	185088	JARID2-AS1								
Interval_7523	chr5	132491130	132491438	+	0	NA	promoter-TSS (IRF1)	NA	-511	IRF1								
Interval_2200	chr12	108838338	108838652	+	0	NA	intron (SSH1, intron 2 of 13)	NA	-1512	MIR619								
Interval_3319	chr16	53094023	53094213	+	0	NA	intron (CHD9, intron 1 of 38)	NA	39125	CHD9								
Interval_6952	chr4	2536480	2536862	+	0	NA	Intergenic	NA	67218	RNF4								
Interval_5602	chr2	201208944	201209241	+	0	NA	TTS (CASP10)	NA	-24351	CASP8								
Interval_8461	chr7	76364633	76365036	+	0	NA	Intergenic	NA	-5809	YWHAG								
Interval_1647	chr11	64886137	64886319	+	0	NA	Intergenic	NA	4952	MIR192								
Interval_2880	chr15	59300543	59300684	+	0	NA	intron (MYO1E, intron 1 of 27)	NA	72259	MYO1E								
Interval_6329	chr22	40856741	40856967	+	0	NA	promoter-TSS (XPNPEP3)	NA	154	ST13								
Interval_8788	chr8	28348172	28348772	+	0	NA	exon (ZNF395, exon 10 of 10)	NA	9824	PNOC								
Interval_212	chr1	27885479	27885620	+	0	NA	intron (THEMIS2, intron 5 of 5)	NA	13006	THEMIS2								
Interval_5962	chr20	49277975	49278250	+	0	NA	promoter-TSS (ZFAS1)	NA	-55	ZNFX1								
Interval_2441	chr13	75505398	75505656	+	0	NA	Intergenic	NA	32345	COMMD6								
Interval_8046	chr6	85593926	85594169	+	0	NA	promoter-TSS (SNX14)	NA	85	SNX14								
Interval_7359	chr5	43042420	43042657	+	0	NA	exon (LOC153684, exon 1 of 2)	NA	404	LOC153684								
Interval_7646	chr5	172150595	172150829	+	0	NA	intron (STK10, intron 2 of 18)	NA	37630	STK10								
Interval_6538	chr3	42490325	42490494	+	0	NA	intron (VIPR1, intron 1 of 13)	NA	-12234	VIPR1								
Interval_4749	chr19	35135743	35135918	+	0	NA	promoter-TSS (LGI4)	NA	-556	LGI4								
Interval_6795	chr3	152269051	152269466	+	0	NA	promoter-TSS (MBNL1)	NA	189	MBNL1								
Interval_9559	chr9	126390129	126390270	+	0	NA	intron (MVB12B, intron 4 of 9)	NA	20305	NRON								
Interval_4298	chr18	76499993	76500280	+	0	NA	Intergenic	NA	4615	FLJ44313								
Interval_2812	chr15	41115750	41115956	+	0	NA	intron (INO80, intron 1 of 34)	NA	393	INO80								
Interval_1388	chr10	132666023	132666292	+	0	NA	intron (INPP5A, intron 4 of 15)	NA	119876	NKX6-2								
Interval_2798	chr15	34224740	34225081	+	0	NA	promoter-TSS (EMC4)	NA	-87	EMC4								
Interval_357	chr1	51519283	51519620	+	0	NA	promoter-TSS (EPS15)	NA	-97330	EPS15								
Interval_8052	chr6	87723289	87723550	+	0	NA	Intergenic	NA	-21152	AKIRIN2								
Interval_2933	chr15	69760896	69761233	+	0	NA	Intergenic	NA	-74170	LINC00593								
Interval_6376	chr22	49962431	49962635	+	0	NA	promoter-TSS (MIR6821)	NA	-386	MIR6821								
Interval_1152	chr10	70578508	70578734	+	0	NA	Intergenic	NA	24154	PRF1								
Interval_5571	chr2	191013814	191014539	+	0	NA	promoter-TSS (STAT1)	NA	21	STAT1								
Interval_348	chr1	46579048	46579416	+	0	NA	intron (MKNK1, intron 3 of 11)	NA	-5194	LOC101929673								
Interval_7644	chr5	171388498	171388688	+	0	NA	intron (NPM1, intron 1 of 9)	NA	889	NPM1								
Interval_5294	chr2	65436442	65436718	+	0	NA	Intergenic	NA	-1694	LOC102724258								
Interval_4980	chr19	51394069	51394589	+	0	NA	Intergenic	NA	-3755	C19orf84								
Interval_9305	chr9	6068975	6069221	+	0	NA	Intergenic	NA	-53458	RANBP6								
Interval_1889	chr12	949566	949874	+	0	NA	promoter-TSS (RAD52)	NA	41148	RAD52								
Interval_6676	chr3	103218175	103218353	+	0	NA	Intergenic	NA	71458	LOC101929453								
Interval_5170	chr2	28392700	28393092	+	0	NA	promoter-TSS (FOSL2)	NA	59	FOSL2								
Interval_574	chr1	144560725	144560967	+	0	NA	Intergenic	NA	6742	TRNAN15								
Interval_2470	chr14	19772459	19772600	+	0	NA	Intergenic	NA	-7794	OR4M1								
Interval_6654	chr3	75433020	75433160	+	0	NA	intron (FAM86DP, intron 1 of 7)	NA	2025	FAM86DP								
Interval_8950	chr8	70608227	70608368	+	0	NA	promoter-TSS (LOC286190)	NA	162	TRAM1								
Interval_5504	chr2	152717538	152717669	+	0	NA	promoter-TSS (PRPF40A)	NA	389	PRPF40A								
Interval_3606	chr17	10172416	10172794	+	0	NA	intron (GAS7, intron 1 of 13)	NA	-112789	GAS7								
Interval_2862	chr15	55289448	55289641	+	0	NA	intron (RAB27A, intron 1 of 6)	NA	288	RAB27A								
Interval_3086	chr16	1379027	1379164	+	0	NA	intron (UNKL, intron 9 of 9)	NA	27196	GNPTG								
Interval_7966	chr6	37698038	37698440	+	0	NA	promoter-TSS (MDGA1)	NA	-249	MDGA1								
Interval_6163	chr21	42467348	42467489	+	0	NA	Intergenic	NA	28889	RSPH1								
Interval_5027	chr19	54859508	54859670	+	0	NA	intron (KIR3DL2, intron 6 of 8)	NA	9146	KIR3DL2								
Interval_9419	chr9	93091511	93091704	+	0	NA	TTS (LOC101927993)	NA	3897	LOC101927993								
Interval_7021	chr4	26135399	26135592	+	0	NA	Intergenic	NA	-185910	RBPJ								
Interval_4615	chr19	14217460	14217629	+	0	NA	Intergenic	NA	-11458	LPHN1								
Interval_6964	chr4	4333458	4333635	+	0	NA	Intergenic	NA	43349	ZBTB49								
Interval_9010	chr8	96854001	96854208	+	0	NA	intron (CPQ, intron 4 of 8)	NA	208877	CPQ								
Interval_1251	chr10	95290883	95291025	+	0	NA	exon (PDLIM1, exon 1 of 7)	NA	194	PDLIM1								
Interval_8658	chr7	158818399	158818777	+	0	NA	intron (ESYT2, intron 1 of 21)	NA	11040	ESYT2								
Interval_2918	chr15	67175804	67176013	+	0	NA	intron (SMAD3, intron 5 of 8)	NA	37887	SMAD3								
Interval_9187	chr8	133362824	133362965	+	0	NA	Intergenic	NA	-65590	NDRG1								
Interval_1297	chr10	103908282	103908596	+	0	NA	intron (OBFC1, intron 3 of 6)	NA	9848	OBFC1								
Interval_2474	chr14	20613561	20613741	+	0	NA	promoter-TSS (TRNAP2)	NA	-179	TRNAP2								
Interval_6236	chr22	27252310	27252536	+	0	NA	Intergenic	NA	-58228	LOC100507657								
Interval_211	chr1	27875168	27875492	+	0	NA	intron (THEMIS2, intron 1 of 5)	NA	2787	THEMIS2								
Interval_7703	chr5	179623278	179623486	+	0	NA	intron (HNRNPH1, intron 1 of 13)	NA	328	HNRNPH1								
Interval_9685	chrUn_KI270337v1	367	605	+	0	NA	NA	NA	NA	NA								
Interval_2522	chr14	45250269	45250502	+	0	NA	intron (MIS18BP1, intron 1 of 17)	NA	3017	MIS18BP1								
Interval_8854	chr8	42175419	42175560	+	0	NA	exon (PLAT, exon 14 of 14)	NA	22543	AP3M2								
Interval_2047	chr12	52025763	52026000	+	0	NA	intron (NR4A1, intron 1 of 7)	NA	-11941	LOC102723998								
Interval_1385	chr10	132571300	132571449	+	0	NA	intron (INPP5A, intron 1 of 15)	NA	33525	INPP5A								
Interval_8934	chr8	66113272	66113403	+	0	NA	promoter-TSS (TRNAA39)	NA	-30	TRNAY15								
Interval_581	chr1	146051511	146051694	+	0	NA	TTS (RNVU1-6)	NA	642	RNVU1-6								
Interval_6934	chr3	198080626	198080830	+	0	NA	promoter-TSS (ANKRD18DP)	NA	-57	ANKRD18DP								
Interval_6626	chr3	58491887	58492074	+	0	NA	promoter-TSS (KCTD6)	NA	-6385	KCTD6								
Interval_3217	chr16	23863814	23863984	+	0	NA	intron (PRKCB, intron 2 of 16)	NA	27920	PRKCB								
Interval_4976	chr19	51138568	51138881	+	0	NA	exon (SIGLEC9, exon 8 of 8)	NA	-3577	SIGLEC7								
Interval_7216	chr4	139556185	139556599	+	0	NA	promoter-TSS (SETD7)	NA	31	SETD7								
Interval_768	chr1	182594738	182594900	+	0	NA	Intergenic	NA	-5560	RNASEL								
Interval_9160	chr8	130008932	130009189	+	0	NA	promoter-TSS (MIR5194)	NA	-679	MIR5194								
Interval_9374	chr9	35644694	35644896	+	0	NA	Intergenic	NA	-1443	LOC101926948								
Interval_8801	chr8	29637533	29637777	+	0	NA	Intergenic	NA	110454	LINC00589								
Interval_9049	chr8	102806459	102807136	+	0	NA	Intergenic	NA	57372	AZIN1								
Interval_5654	chr2	223957130	223957528	+	0	NA	promoter-TSS (MRPL44)	NA	-75	MRPL44								
Interval_8142	chr6	138988184	138988402	+	0	NA	promoter-TSS (REPS1)	NA	-32	REPS1								
Interval_2649	chr14	75427533	75428111	+	0	NA	promoter-TSS (JDP2)	NA	-132	LOC101928377								
Interval_2760	chr14	105070220	105070511	+	0	NA	Intergenic	NA	-4815	GPR132								
Interval_8305	chr7	14000399	14000626	+	0	NA	Intergenic	NA	-13998	ETV1								
Interval_5427	chr2	112690864	112691040	+	0	NA	Intergenic	NA	14734	LOC102724955								
Interval_1147	chr10	69335294	69335453	+	0	NA	intron (HK1, intron 1 of 17)	NA	65373	HK1								
Interval_6581	chr3	48989637	48989887	+	0	NA	promoter-TSS (P4HTM)	NA	-26	LOC101928838								
Interval_9098	chr8	122595875	122596121	+	0	NA	Intergenic	NA	-226439	ZHX2								
Interval_4193	chr18	35809744	35809979	+	0	NA	Intergenic	NA	95031	MIR187								
Interval_636	chr1	152036874	152037159	+	0	NA	promoter-TSS (S100A11)	NA	19	S100A11								
Interval_5991	chr20	52269398	52269608	+	0	NA	Intergenic	NA	-77518	ZFP64								
Interval_7486	chr5	112861188	112861329	+	0	NA	promoter-TSS (SRP19)	NA	70	SRP19								
Interval_4841	chr19	44925371	44925792	+	0	NA	Intergenic	NA	-1222	APOC1P1								
Interval_3207	chr16	23055490	23055631	+	0	NA	Intergenic	NA	60258	USP31								
Interval_6094	chr21	33078955	33079317	+	0	NA	Intergenic	NA	7873	LOC102723612								
Interval_6221	chr22	24434182	24435068	+	0	NA	intron (ADORA2A, intron 3 of 3)	NA	2506	ADORA2A								
Interval_3117	chr16	4416190	4416526	+	0	NA	intron (CORO7-PAM16, intron 1 of 30)	NA	603	CORO7-PAM16								
Interval_8338	chr7	30285416	30285555	+	0	NA	exon (ZNRF2, exon 1 of 5)	NA	1178	ZNRF2								
Interval_4994	chr19	53830126	53830400	+	0	NA	Intergenic	NA	-5860	NLRP12								
Interval_1496	chr11	21888841	21889032	+	0	NA	Intergenic	NA	-190733	LOC102723370								
Interval_1864	chr11	125514601	125514800	+	0	NA	Intergenic	NA	-18390	FEZ1								
Interval_7381	chr5	54901428	54901716	+	0	NA	Intergenic	NA	84014	ESM1								
Interval_3237	chr16	28974567	28974770	+	0	NA	promoter-TSS (SPNS1)	NA	-107	SPNS1								
Interval_4957	chr19	49929253	49930263	+	0	NA	promoter-TSS (IL4I1)	NA	-219	IL4I1								
Interval_4096	chr17	82230751	82231117	+	0	NA	intron (SLC16A3, intron 1 of 4)	NA	2528	SLC16A3								
Interval_3076	chr16	76304	76456	+	0	NA	promoter-TSS (RHBDF1)	NA	-1790	MPG								
Interval_6230	chr22	26543050	26543191	+	0	NA	intron (TPST2, intron 2 of 6)	NA	12175	MIR548J								
Interval_3441	chr16	86952214	86952693	+	0	NA	Intergenic	NA	-105331	LOC440390								
Interval_4366	chr19	1252877	1253432	+	0	NA	intron (MIDN, intron 4 of 7)	NA	4601	MIDN								
Interval_3738	chr17	40108161	40108400	+	0	NA	Intergenic	NA	-7555	NR1D1								
Interval_9278	chr8	144508191	144508856	+	0	NA	promoter-TSS (MFSD3)	NA	-646	MFSD3								
Interval_1546	chr11	46243329	46243500	+	0	NA	Intergenic	NA	31053	LOC101928919								
Interval_8939	chr8	66130245	66130390	+	0	NA	intron (TRIM55, intron 2 of 9)	NA	3188	TRIM55								
Interval_7723	chr6	693015	693221	+	0	NA	promoter-TSS (EXOC2)	NA	23	EXOC2								
Interval_7770	chr6	11519626	11519990	+	0	NA	Intergenic	NA	-18419	TMEM170B								
Interval_900	chr1	222644116	222644431	+	0	NA	promoter-TSS (MIA3)	NA	-35	MIA3								
Interval_5246	chr2	47906359	47906792	+	0	NA	promoter-TSS (FBXO11)	NA	-136	LOC100506235								
Interval_3295	chr16	46391848	46392085	+	0	NA	Intergenic	NA	177131	ANKRD26P1								
Interval_8599	chr7	139732166	139732462	+	0	NA	intron (HIPK2, intron 1 of 14)	NA	45580	HIPK2								
Interval_785	chr1	186082428	186082563	+	0	NA	intron (HMCN1, intron 56 of 106)	NA	-213778	PRG4								
Interval_1474	chr11	9759570	9759942	+	0	NA	promoter-TSS (RP11-540A21.2)	NA	-223	RP11-540A21.2								
Interval_3538	chr17	4365584	4365722	+	0	NA	intron (UBE2G1, intron 1 of 5)	NA	1021	UBE2G1								
Interval_3223	chr16	27203429	27203570	+	0	NA	promoter-TSS (KDM8)	NA	-11249	KDM8								
Interval_339	chr1	45752445	45752653	+	0	NA	Intergenic	NA	-1744	IPP								
Interval_2123	chr12	75330114	75330496	+	0	NA	promoter-TSS (CAPS2)	NA	-3465	GLIPR1L1								
Interval_8103	chr6	119147175	119147654	+	0	NA	intron (FAM184A, intron 1 of 15)	NA	-68767	FAM184A								
Interval_4936	chr19	48966606	48966937	+	0	NA	exon (FTL, exon 4 of 4)	NA	1462	FTL								
Interval_9805	chrX	138336608	138336889	+	0	NA	Intergenic	NA	280890	LINC00889								
Interval_4235	chr18	56468516	56468660	+	0	NA	Intergenic	NA	170101	TXNL1								
Interval_8303	chr7	13990585	13990949	+	0	NA	promoter-TSS (ETV1)	NA	-4253	ETV1								
Interval_9418	chr9	93064587	93064800	+	0	NA	intron (SUSD3, intron 1 of 2)	NA	6005	SUSD3								
Interval_7639	chr5	170287493	170287965	+	0	NA	intron (LCP2, intron 3 of 20)	NA	10089	LCP2								
Interval_1407	chr11	537269	537529	+	0	NA	promoter-TSS (LRRC56)	NA	-1838	HRAS								
Interval_2303	chr12	123743180	123743320	+	0	NA	intron (ATP6V0A2, intron 5 of 15)	NA	-18989	DNAH10								
Interval_5112	chr2	10497796	10498269	+	0	NA	Intergenic	NA	45588	LOC102723993								
Interval_55	chr1	8525957	8526271	+	0	NA	promoter-TSS (RERE)	NA	102547	LOC102724552								
Interval_2588	chr14	67488282	67488433	+	0	NA	intron (TMEM229B, intron 1 of 2)	NA	27114	TMEM229B								
Interval_2773	chr14_GL000225v1_random	114127	114268	+	0	NA	Intergenic	NA	77908	LOC100287823								
Interval_1205	chr10	79321245	79321462	+	0	NA	Intergenic	NA	-26113	PPIF								
Interval_2546	chr14	54488923	54489168	+	0	NA	promoter-TSS (GMFB)	NA	-19	GMFB								
Interval_4691	chr19	18274886	18275186	+	0	NA	promoter-TSS (KIAA1683)	NA	-527	KIAA1683								
Interval_3755	chr17	42188789	42188976	+	0	NA	TTS (GHDC)	NA	-3430	HCRT								
Interval_4230	chr18	55376273	55376448	+	0	NA	intron (TCF4, intron 5 of 18)	NA	46132	TCF4								
Interval_3690	chr17	28928120	28928327	+	0	NA	intron (PHF12, intron 2 of 14)	NA	-1165	PHF12								
Interval_4339	chr19	797137	797283	+	0	NA	promoter-TSS (PTBP1)	NA	-182	PTBP1								
Interval_845	chr1	206612309	206612632	+	0	NA	promoter-TSS (EIF2D)	NA	1	EIF2D								
Interval_7680	chr5	177133693	177133924	+	0	NA	promoter-TSS (NSD1)	NA	-24	NSD1								
Interval_3710	chr17	34242671	34242852	+	0	NA	Intergenic	NA	-12516	CCL2								
Interval_3549	chr17	5191848	5192100	+	0	NA	promoter-TSS (ZNF594)	NA	-91	ZNF594								
Interval_8750	chr8	22554056	22554218	+	0	NA	promoter-TSS (SORBS3)	NA	-11529	SORBS3								
Interval_329	chr1	44723525	44723666	+	0	NA	intron (C1orf228, intron 6 of 11)	NA	-1694	RNU5F-1								
Interval_2330	chr12	131852984	131853139	+	0	NA	Intergenic	NA	24665	MMP17								
Interval_6387	chr22	50531261	50531428	+	0	NA	intron (ODF3B, intron 1 of 2)	NA	1173	ODF3B								
Interval_7510	chr5	131536497	131536697	+	0	NA	intron (RAPGEF6, intron 6 of 28)	NA	85574	LOC101927670								
Interval_4642	chr19	16118516	16118846	+	0	NA	intron (RAB8A, intron 2 of 7)	NA	7001	RAB8A								
Interval_4069	chr17	81512499	81512745	+	0	NA	exon (ACTG1, exon 1 of 4)	NA	244	ACTG1								
Interval_7028	chr4	35343014	35343288	+	0	NA	Intergenic	NA	702862	LOC101928667								
Interval_1467	chr11	9314698	9315021	+	0	NA	promoter-TSS (TMEM41B)	NA	-91	TMEM41B								
Interval_1697	chr11	66443722	66443905	+	0	NA	Intergenic	NA	-4961	MRPL11								
Interval_9095	chr8	121811850	121812038	+	0	NA	Intergenic	NA	-170554	HAS2								
Interval_9663	chrM	9029	9641	+	0	NA	promoter-TSS (TRNG)	NA	-656	TRNG								
Interval_8127	chr6	135497810	135497951	+	0	NA	promoter-TSS (LINC00271)	NA	79	LINC00271								
Interval_9050	chr8	102807288	102807754	+	0	NA	Intergenic	NA	56648	AZIN1								
Interval_1137	chr10	68331868	68332076	+	0	NA	promoter-TSS (HNRNPH3)	NA	-58	HNRNPH3								
Interval_3120	chr16	4680186	4680514	+	0	NA	exon (MGRN1, exon 1 of 6)	NA	9032	MIR6769A								
Interval_4263	chr18	61980457	61980598	+	0	NA	Intergenic	NA	-112071	RNF152								
Interval_1027	chr10	17230095	17230279	+	0	NA	promoter-TSS (VIM-AS1)	NA	-202	VIM-AS1								
Interval_5150	chr2	26008947	26009239	+	0	NA	Intergenic	NA	24040	LOC102723485								
Interval_9506	chr9	112384772	112384946	+	0	NA	intron (HSDL2, intron 1 of 9)	NA	-24076	HSDL2								
Interval_3045	chr15	92803779	92804218	+	0	NA	intron (LOC101926994, intron 1 of 3)	NA	8514	ASB9P1								
Interval_8572	chr7	129524528	129524805	+	0	NA	Intergenic	NA	22187	SMKR1								
Interval_7089	chr4	70892268	70892708	+	0	NA	Intergenic	NA	-9852	MOB1B								
Interval_4083	chr17	81923905	81924239	+	0	NA	promoter-TSS (MAFG)	NA	3639	MAFG								
Interval_9326	chr9	20973698	20974010	+	0	NA	intron (FOCAD, intron 37 of 45)	NA	57605	PTPLAD2								
Interval_2929	chr15	69609251	69609419	+	0	NA	Intergenic	NA	47615	RP11-279F6.1								
Interval_8089	chr6	110815312	110816208	+	0	NA	promoter-TSS (CDK19)	NA	1139	AMD1								
Interval_2669	chr14	78450953	78451576	+	0	NA	intron (NRXN3, intron 1 of 16)	NA	280891	NRXN3								
Interval_1930	chr12	7960769	7960910	+	0	NA	Intergenic	NA	-24543	SLC2A3								
Interval_3318	chr16	53091845	53092039	+	0	NA	intron (CHD9, intron 1 of 38)	NA	36949	CHD9								
Interval_1786	chr11	86740710	86740934	+	0	NA	Intergenic	NA	-22695	LOC102724775								
Interval_6716	chr3	125375279	125375445	+	0	NA	promoter-TSS (ZNF148)	NA	-8	ZNF148								
Interval_7374	chr5	50667614	50667851	+	0	NA	intron (PARP8, intron 2 of 23)	NA	794	PARP8								
Interval_2755	chr14	105024861	105025294	+	0	NA	Intergenic	NA	-3989	CDCA4								
Interval_8157	chr6	143450640	143450857	+	0	NA	promoter-TSS (ADAT2)	NA	-33	PEX3								
Interval_9090	chr8	120827664	120827845	+	0	NA	Intergenic	NA	-14693	SNTB1								
Interval_6321	chr22	39319436	39319923	+	0	NA	promoter-TSS (SNORD43)	NA	-14	RPL3								
Interval_4953	chr19	49844208	49844542	+	0	NA	exon (PTOV1-AS1, exon 3 of 4)	NA	-6058	PTOV1								
Interval_5355	chr2	85587646	85587957	+	0	NA	intron (VAMP5, intron 1 of 2)	NA	3393	VAMP5								
Interval_1992	chr12	27710687	27710828	+	0	NA	promoter-TSS (MRPS35)	NA	-16	MRPS35								
Interval_5499	chr2	151289333	151289932	+	0	NA	promoter-TSS (NMI)	NA	284	NMI								
Interval_2434	chr13	50124265	50124545	+	0	NA	exon (FLJ31945, exon 2 of 6)	NA	1136	DLEU2								
Interval_3525	chr17	2440130	2440303	+	0	NA	intron (METTL16, intron 6 of 8)	NA	-24780	LOC284009								
Interval_4610	chr19	14140017	14140331	+	0	NA	intron (LOC100507373, intron 1 of 2)	NA	3022	LOC100507373								
Interval_5751	chr20	615498	615818	+	0	NA	Intergenic	NA	-5392	TCF15								
Interval_6904	chr3	194134596	194134785	+	0	NA	Intergenic	NA	-1452	HES1								
Interval_2804	chr15	40115838	40115979	+	0	NA	Intergenic	NA	-7030	BMF								
Interval_9736	chrX	16771596	16771861	+	0	NA	Intergenic	NA	-14704	TXLNG								
Interval_7648	chr5	172412795	172413288	+	0	NA	intron (SH3PXD2B, intron 2 of 12)	NA	41482	SH3PXD2B								
Interval_2009	chr12	42631632	42631775	+	0	NA	intron (RP11-609L23.1, intron 4 of 5)	NA	14795	RP11-609L23.1								
Interval_3917	chr17	64776937	64777078	+	0	NA	intron (LOC146880, intron 3 of 12)	NA	-3752	MIR6080								
Interval_649	chr1	153990645	153990814	+	0	NA	promoter-TSS (RPS27)	NA	-34	RPS27								
Interval_6957	chr4	3041893	3042092	+	0	NA	Intergenic	NA	32522	HTT-AS								
Interval_1704	chr11	66958580	66958810	+	0	NA	promoter-TSS (PC)	NA	-16588	C11orf86								
Interval_2922	chr15	67851383	67851579	+	0	NA	Intergenic	NA	-11436	RNU6-1								
Interval_7350	chr5	40486415	40487141	+	0	NA	Intergenic	NA	-194173	PTGER4								
Interval_8551	chr7	112080573	112080769	+	0	NA	intron (DOCK4, intron 1 of 51)	NA	125723	DOCK4								
Interval_8091	chr6	111259230	111259371	+	0	NA	promoter-TSS (KIAA1919)	NA	21	KIAA1919								
Interval_6403	chr3	4868330	4868649	+	0	NA	Intergenic	NA	38012	BHLHE40-AS1								
Interval_4632	chr19	15280979	15281152	+	0	NA	promoter-TSS (BRD4)	NA	-614	BRD4								
Interval_7875	chr6	27837968	27838109	+	0	NA	promoter-TSS (HIST1H2BN)	NA	301	HIST1H2AK								
