PeakID (cmd=annotatePeaks.pl ERG.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_16246	chr17	45172646	45173107	+	0	NA	Intergenic	NA	11045	HEXIM2								
Interval_6609	chr11	61435474	61435763	+	0	NA	intron (SDHAF2, intron 1 of 3)	NA	5493	SDHAF2								
Interval_15293	chr16	88968123	88968482	+	0	NA	intron (CBFA2T3, intron 1 of 11)	NA	8854	CBFA2T3								
Interval_33516	chr6	47414773	47415070	+	0	NA	Intergenic	NA	-62825	CD2AP								
Interval_16869	chr17	74193411	74193622	+	0	NA	Intergenic	NA	-10140	RPL38								
Interval_1946	chr1	101081573	101081861	+	0	NA	intron (LOC102606465, intron 3 of 4)	NA	55871	LOC102606465								
Interval_29542	chr4	75724354	75725327	+	0	NA	promoter-TSS (G3BP2)	NA	253	USO1								
Interval_13576	chr15	80241606	80241888	+	0	NA	intron (LOC100996492, intron 1 of 2)	NA	10514	LOC100996492								
Interval_30378	chr5	6714551	6714736	+	0	NA	promoter-TSS (PAPD7)	NA	32	PAPD7								
Interval_10778	chr13	68719878	68720157	+	0	NA	Intergenic	NA	165308	LINC00550								
Interval_9897	chr12	121888420	121888917	+	0	NA	promoter-TSS (PSMD9)	NA	-57	HPD								
Interval_1779	chr1	89762489	89763085	+	0	NA	promoter-TSS (LOC101927933)	NA	-758	LOC101927933								
Interval_31176	chr5	93620583	93620887	+	0	NA	promoter-TSS (MIR2277)	NA	36	MIR2277								
Interval_28363	chr3	186242601	186242796	+	0	NA	intron (DGKG, intron 18 of 23)	NA	119536	DGKG								
Interval_38754	chr9	82128151	82128340	+	0	NA	Intergenic	NA	-65904	SPATA31B1								
Interval_2328	chr1	148333975	148334225	+	0	NA	TTS (MIR5087)	NA	444	MIR5087								
Interval_29224	chr4	48779126	48779942	+	0	NA	intron (FRYL, intron 1 of 64)	NA	764	FRYL								
Interval_6126	chr11	9719885	9720194	+	0	NA	promoter-TSS (SWAP70)	NA	-13643	LOC101927955								
Interval_16991	chr17	75778671	75779987	+	0	NA	intron (H3F3B, intron 1 of 3)	NA	450	H3F3B								
Interval_31723	chr5	139293476	139293651	+	0	NA	promoter-TSS (MATR3)	NA	14783	SNORA74A								
Interval_19282	chr19	29815170	29815557	+	0	NA	intron (CCNE1, intron 3 of 10)	NA	3369	CCNE1								
Interval_11841	chr14	70171794	70172049	+	0	NA	intron (SLC8A3, intron 1 of 5)	NA	17149	SLC8A3								
Interval_4010	chr1	244451691	244452360	+	0	NA	exon (ADSS, exon 1 of 13)	NA	109	ADSS								
Interval_15958	chr17	37854366	37854589	+	0	NA	exon (YWHAEP7, exon 5 of 7)	NA	30266	YWHAEP7								
Interval_27439	chr3	114904686	114904992	+	0	NA	intron (ZBTB20, intron 2 of 11)	NA	-138731	LOC102723469								
Interval_134	chr1	3454962	3455153	+	0	NA	intron (ARHGEF16, intron 1 of 14)	NA	-16555	ARHGEF16								
Interval_14020	chr16	1252486	1252740	+	0	NA	Intergenic	NA	-3659	TPSD1								
Interval_28976	chr4	16001631	16001839	+	0	NA	intron (PROM1, intron 12 of 25)	NA	-38499	FGFBP2								
Interval_40531	chrX	87100760	87101035	+	0	NA	Intergenic	NA	-416815	KLHL4								
Interval_40217	chrX	41301295	41301555	+	0	NA	intron (LOC102724302, intron 1 of 2)	NA	10457	LOC102724302								
Interval_23194	chr2	226325590	226325844	+	0	NA	Intergenic	NA	182923	LOC646736								
Interval_3838	chr1	231627315	231627629	+	0	NA	intron (DISC1, intron 1 of 4)	NA	657	DISC1								
Interval_5947	chr10	133258099	133258315	+	0	NA	Intergenic	NA	-10322	MIR202HG								
Interval_14042	chr16	1772983	1773510	+	0	NA	promoter-TSS (MRPS34)	NA	24	EME2								
Interval_35418	chr7	55593865	55594032	+	0	NA	Intergenic	NA	-41175	VOPP1								
Interval_11903	chr14	73569170	73569364	+	0	NA	exon (ACOT2, exon 1 of 3)	NA	1647	ACOT2								
Interval_28328	chr3	185152426	185153040	+	0	NA	exon (C3orf70, exon 1 of 2)	NA	281	C3orf70								
Interval_3099	chr1	184663999	184664196	+	0	NA	Intergenic	NA	8463	LOC101929044								
Interval_34307	chr6	139375097	139375722	+	0	NA	promoter-TSS (CITED2)	NA	-1047	CITED2								
Interval_40099	chrX	23781314	23781717	+	0	NA	Intergenic	NA	-1643	SAT1								
Interval_13356	chr15	72272684	72273026	+	0	NA	promoter-TSS (PARP6)	NA	-311	PARP6								
Interval_9515	chr12	101775867	101776147	+	0	NA	intron (GNPTAB, intron 7 of 18)	NA	28759	LOC101929005								
Interval_3983	chr1	243101842	243102041	+	0	NA	promoter-TSS (RP11-261C10.3)	NA	-197	RP11-261C10.3								
Interval_4868	chr10	63133913	63134077	+	0	NA	intron (NRBF2, intron 1 of 2)	NA	670	NRBF2								
Interval_19572	chr19	40663152	40663339	+	0	NA	Intergenic	NA	28512	NUMBL								
Interval_19289	chr19	30023396	30023606	+	0	NA	Intergenic	NA	99851	URI1								
Interval_27214	chr3	72258764	72258975	+	0	NA	Intergenic	NA	107612	LINC00870								
Interval_9235	chr12	71503824	71504229	+	0	NA	intron (LGR5, intron 1 of 17)	NA	64256	LGR5								
Interval_27986	chr3	153373640	153374032	+	0	NA	Intergenic	NA	-110659	C3orf79								
Interval_12559	chr15	21272161	21272371	+	0	NA	Intergenic	NA	25563	LOC646214								
Interval_20453	chr2	9630911	9631388	+	0	NA	promoter-TSS (YWHAQ)	NA	-94	YWHAQ								
Interval_28856	chr4	6886241	6886490	+	0	NA	Intergenic	NA	-101143	TBC1D14								
Interval_31887	chr5	147857562	147857891	+	0	NA	Intergenic	NA	-18495	SPINK1								
Interval_808	chr1	28176587	28176899	+	0	NA	exon (PTAFR, exon 1 of 2)	NA	201	PTAFR								
Interval_4662	chr10	38886777	38886933	+	0	NA	Intergenic	NA	190259	ACTR3BP5								
Interval_29145	chr4	39638598	39639584	+	0	NA	promoter-TSS (SMIM14)	NA	-230	SMIM14								
Interval_7109	chr11	72112301	72112985	+	0	NA	promoter-TSS (ANAPC15)	NA	-408	ANAPC15								
Interval_23848	chr20	23258478	23258759	+	0	NA	Intergenic	NA	70651	LOC100505664								
Interval_3092	chr1	184296425	184296980	+	0	NA	Intergenic	NA	-82730	LOC102724846								
Interval_33095	chr6	32128182	32128457	+	0	NA	promoter-TSS (ATF6B)	NA	-79	ATF6B								
Interval_30644	chr5	42992524	42992704	+	0	NA	exon (FLJ32255, exon 1 of 2)	NA	719	FLJ32255								
Interval_241	chr1	8517011	8517318	+	0	NA	intron (RERE, intron 8 of 23)	NA	8871	RERE								
Interval_33179	chr6	34196284	34196625	+	0	NA	Intergenic	NA	-42337	HMGA1								
Interval_7872	chr11	128757275	128757588	+	0	NA	intron (FLI1, intron 2 of 9)	NA	-61408	SENCR								
Interval_15795	chr17	28712105	28712454	+	0	NA	promoter-TSS (PROCA1)	NA	-167	PROCA1								
Interval_17285	chr17	80991552	80992254	+	0	NA	promoter-TSS (CHMP6)	NA	62	CHMP6								
Interval_5334	chr10	91672252	91672627	+	0	NA	Intergenic	NA	-39338	PPP1R3C								
Interval_27728	chr3	131969028	131969297	+	0	NA	intron (CPNE4, intron 1 of 15)	NA	16769	MIR5704								
Interval_18263	chr19	522955	523766	+	0	NA	Intergenic	NA	-8373	CDC34								
Interval_1061	chr1	38872629	38872894	+	0	NA	intron (GJA9-MYCBP, intron 1 of 3)	NA	617	MYCBP								
Interval_4588	chr10	32346208	32347040	+	0	NA	promoter-TSS (LOC102031319)	NA	594	EPC1								
Interval_37034	chr8	50056527	50056808	+	0	NA	intron (SNTG1, intron 1 of 16)	NA	144888	SNTG1								
Interval_12362	chr14	101854373	101854701	+	0	NA	intron (PPP2R5C, intron 1 of 13)	NA	92739	PPP2R5C								
Interval_30951	chr5	74415751	74416207	+	0	NA	Intergenic	NA	93493	LOC101929082								
Interval_35809	chr7	100100226	100101001	+	0	NA	promoter-TSS (AP4M1)	NA	-916	AP4M1								
Interval_3443	chr1	206766324	206766561	+	0	NA	Intergenic	NA	6052	IL10								
Interval_5845	chr10	124530172	124530426	+	0	NA	intron (LHPP, intron 7 of 7)	NA	68527	LHPP								
Interval_27684	chr3	129627764	129627998	+	0	NA	Intergenic	NA	-21142	PLXND1								
Interval_14640	chr16	56356458	56357066	+	0	NA	exon (GNAO1, exon 9 of 9)	NA	68776	AMFR								
Interval_40488	chrX	75156157	75156702	+	0	NA	promoter-TSS (ABCB7)	NA	-89	ABCB7								
Interval_2184	chr1	116504343	116504862	+	0	NA	Intergenic	NA	-25740	RP4-655J12.4								
Interval_27114	chr3	59777680	59777949	+	0	NA	intron (FHIT, intron 7 of 8)	NA	588418	LOC102724718								
Interval_21514	chr2	85524384	85524817	+	0	NA	Intergenic	NA	14286	LOC100630918								
Interval_32098	chr5	169651000	169651294	+	0	NA	intron (DOCK2, intron 1 of 51)	NA	13900	DOCK2								
Interval_20624	chr2	23926084	23926283	+	0	NA	intron (ATAD2B, intron 1 of 20)	NA	883	ATAD2B								
Interval_24910	chr21	37370500	37370894	+	0	NA	intron (DYRK1A, intron 1 of 11)	NA	-48208	DYRK1A								
Interval_1782	chr1	89804759	89805011	+	0	NA	Intergenic	NA	16081	LOC101927975								
Interval_24413	chr20	53949312	53949633	+	0	NA	intron (BCAS1, intron 12 of 12)	NA	-73763	SUMO1P1								
Interval_23394	chr2	238108962	238109202	+	0	NA	intron (ESPNL, intron 4 of 8)	NA	-18308	ESPNL								
Interval_20642	chr2	24785664	24785910	+	0	NA	Intergenic	NA	-7519	CENPO								
Interval_2148	chr1	113904868	113905440	+	0	NA	promoter-TSS (DCLRE1B)	NA	-107	AP4B1								
Interval_344	chr1	11852823	11853020	+	0	NA	Intergenic	NA	-5138	NPPA								
Interval_11378	chr14	30621991	30622581	+	0	NA	promoter-TSS (SCFD1)	NA	32	SCFD1								
Interval_25610	chr22	37282281	37282556	+	0	NA	promoter-TSS (CYTH4)	NA	-36	CYTH4								
Interval_38347	chr9	21118992	21119551	+	0	NA	Intergenic	NA	22874	IFNW1								
Interval_25892	chr22	43956004	43956165	+	0	NA	intron (SAMM50, intron 1 of 14)	NA	703	SAMM50								
Interval_30259	chr4	183722751	183722989	+	0	NA	Intergenic	NA	14703	LOC101928783								
Interval_25989	chr22	48098199	48098597	+	0	NA	Intergenic	NA	-175966	MIR3201								
Interval_38174	chr8	144477731	144478294	+	0	NA	promoter-TSS (PPP1R16A)	NA	30	PPP1R16A								
Interval_14674	chr16	57357746	57358020	+	0	NA	promoter-TSS (CCL22)	NA	-900	CCL22								
Interval_6926	chr11	66842870	66843703	+	0	NA	promoter-TSS (RCE1)	NA	-126	RCE1								
Interval_32561	chr6	7618392	7618631	+	0	NA	Intergenic	NA	28290	SNRNP48								
Interval_32590	chr6	10747340	10748142	+	0	NA	promoter-TSS (TMEM14B)	NA	-5	LOC100506379								
Interval_34823	chr7	5494736	5495120	+	0	NA	TTS (MIR589)	NA	929	MIR589								
Interval_11302	chr14	23120066	23120356	+	0	NA	promoter-TSS (CEBPE)	NA	-600	CEBPE								
Interval_1842	chr1	93317247	93317546	+	0	NA	intron (LOC100131564, intron 8 of 8)	NA	28415	LOC100131564								
Interval_4922	chr10	69087863	69088213	+	0	NA	promoter-TSS (SRGN)	NA	-34	SRGN								
Interval_22189	chr2	135820084	135820315	+	0	NA	promoter-TSS (LOC100507600)	NA	8	LOC100507600								
Interval_7428	chr11	96389293	96390116	+	0	NA	promoter-TSS (JRKL)	NA	214	CCDC82								
Interval_35610	chr7	76101937	76102136	+	0	NA	promoter-TSS (LOC101927126)	NA	6209	LOC101927126								
Interval_11808	chr14	68814521	68814923	+	0	NA	Intergenic	NA	-20808	ZFP36L1								
Interval_27095	chr3	58332734	58332952	+	0	NA	promoter-TSS (PXK)	NA	-47	PXK								
Interval_40566	chrX	102580980	102581272	+	0	NA	Intergenic	NA	-18222	ARMCX5-GPRASP2								
Interval_12309	chr14	100065019	100065522	+	0	NA	promoter-TSS (EVL)	NA	-144	EVL								
Interval_39706	chr9	133701346	133701894	+	0	NA	intron (SARDH, intron 13 of 20)	NA	36241	SARDH								
Interval_37433	chr8	100810470	100810748	+	0	NA	Intergenic	NA	-88127	PABPC1								
Interval_25066	chr21	44854655	44855245	+	0	NA	intron (PTTG1IP, intron 2 of 2)	NA	18953	PTTG1IP								
Interval_9624	chr12	109020831	109021126	+	0	NA	promoter-TSS (SVOP)	NA	62	SVOP								
Interval_37030	chr8	48624757	48625216	+	0	NA	intron (RP11-770E5.1, intron 2 of 3)	NA	4583	LOC101929217								
Interval_39366	chr9	124868855	124869362	+	0	NA	promoter-TSS (ARPC5L)	NA	6978	ARPC5L								
Interval_1198	chr1	43936398	43936791	+	0	NA	exon (ARTN, exon 3 of 3)	NA	3274	ARTN								
Interval_16379	chr17	49393934	49394182	+	0	NA	Intergenic	NA	20800	PHB								
Interval_23784	chr20	19456672	19456898	+	0	NA	intron (SLC24A3, intron 2 of 16)	NA	-172189	RP5-1027G4.3								
Interval_2097	chr1	111513650	111513988	+	0	NA	intron (ADORA3, intron 1 of 5)	NA	-8784	ADORA3								
Interval_19659	chr19	42283858	42284040	+	0	NA	promoter-TSS (CIC)	NA	-716	CIC								
Interval_16880	chr17	74369332	74369540	+	0	NA	intron (GPR142, intron 1 of 3)	NA	2043	GPR142								
Interval_33249	chr6	36099185	36099669	+	0	NA	intron (MAPK14, intron 9 of 10)	NA	22397	LOC101929346								
Interval_14013	chr16	1010322	1010531	+	0	NA	Intergenic	NA	28618	SOX8								
Interval_19067	chr19	17091651	17091983	+	0	NA	intron (MYO9B, intron 1 of 39)	NA	16036	MYO9B								
Interval_14735	chr16	58756012	58756733	+	0	NA	Intergenic	NA	-22015	GOT2								
Interval_10099	chr12	132561104	132561482	+	0	NA	intron (FBRSL1, intron 5 of 19)	NA	9263	LOC100996573								
Interval_40412	chrX	66013349	66013833	+	0	NA	Intergenic	NA	-5304	MIR223								
Interval_29865	chr4	98288604	98288764	+	0	NA	intron (RAP1GDS1, intron 1 of 13)	NA	27308	RAP1GDS1								
Interval_587	chr1	23539894	23540247	+	0	NA	Intergenic	NA	18140	LOC101928163								
Interval_6539	chr11	59058495	59058711	+	0	NA	promoter-TSS (RP11-142C4.6)	NA	-151	RP11-142C4.6								
Interval_6420	chr11	46345183	46345575	+	0	NA	promoter-TSS (DGKZ)	NA	12456	DGKZ								
Interval_22719	chr2	186748235	186748898	+	0	NA	intron (FAM171B, intron 4 of 7)	NA	54504	FAM171B								
Interval_5037	chr10	72319356	72320108	+	0	NA	Intergenic	NA	35417	DNAJB12								
Interval_27002	chr3	52455336	52455679	+	0	NA	promoter-TSS (NISCH)	NA	-1466	TNNC1								
Interval_410	chr1	15833216	15833646	+	0	NA	TTS (FLJ37453)	NA	-14433	SPEN								
Interval_33681	chr6	79078069	79078821	+	0	NA	promoter-TSS (PHIP)	NA	-151	PHIP								
Interval_27349	chr3	108004758	108005117	+	0	NA	Intergenic	NA	86121	CD47								
Interval_14943	chr16	72853613	72853870	+	0	NA	intron (ZFHX3, intron 4 of 9)	NA	76051	LOC101927978								
Interval_10367	chr13	30915904	30916408	+	0	NA	intron (MEDAG, intron 1 of 4)	NA	9981	MEDAG								
Interval_21781	chr2	104443222	104443495	+	0	NA	intron (LINC01102, intron 1 of 3)	NA	9011	LINC01102								
Interval_15907	chr17	35244463	35244698	+	0	NA	intron (SLFN5, intron 1 of 4)	NA	1513	SLFN5								
Interval_39008	chr9	98867794	98867988	+	0	NA	Intergenic	NA	4486	LOC102724684								
Interval_21152	chr2	60674662	60674828	+	0	NA	Intergenic	NA	-81485	PAPOLG								
Interval_39974	chrX	3700224	3700387	+	0	NA	intron (PRKX, intron 1 of 7)	NA	13329	PRKX								
Interval_22138	chr2	130371785	130372934	+	0	NA	exon (PTPN18, exon 13 of 16)	NA	16352	PTPN18								
Interval_24610	chr20	63854031	63854573	+	0	NA	Intergenic	NA	-5990	C20orf181								
Interval_3954	chr1	236523867	236524068	+	0	NA	exon (LGALS8, exon 1 of 10)	NA	240	LGALS8								
Interval_33450	chr6	44177075	44177375	+	0	NA	intron (CAPN11, intron 11 of 19)	NA	18379	CAPN11								
Interval_27338	chr3	106206168	106206605	+	0	NA	Intergenic	NA	179365	LOC101929485								
Interval_18995	chr19	15631855	15632080	+	0	NA	Intergenic	NA	-9332	CYP4F3								
Interval_2314	chr1	147225210	147225387	+	0	NA	exon (FMO5, exon 1 of 8)	NA	340	FMO5								
Interval_38277	chr9	6667678	6667989	+	0	NA	Intergenic	NA	-22141	GLDC								
Interval_31139	chr5	89043810	89044024	+	0	NA	Intergenic	NA	-139812	MEF2C								
Interval_10706	chr13	51905512	51905682	+	0	NA	TTS (ATP7B)	NA	43616	CCDC70								
Interval_14298	chr16	19907538	19907699	+	0	NA	Intergenic	NA	-21573	GPRC5B								
Interval_1910	chr1	98698822	98699020	+	0	NA	intron (SNX7, intron 6 of 8)	NA	37241	SNX7								
Interval_36914	chr8	37737421	37737988	+	0	NA	exon (LOC102723701, exon 1 of 2)	NA	166	LOC102723701								
Interval_17546	chr18	7273649	7273842	+	0	NA	Intergenic	NA	42606	LRRC30								
Interval_25287	chr22	23215739	23216314	+	0	NA	intron (BCR, intron 1 of 22)	NA	35661	BCR								
Interval_26587	chr3	37493116	37493457	+	0	NA	intron (ITGA9, intron 4 of 27)	NA	40964	ITGA9								
Interval_12192	chr14	91380730	91380964	+	0	NA	intron (CCDC88C, intron 3 of 25)	NA	36949	CCDC88C								
Interval_39564	chr9	129963082	129963381	+	0	NA	intron (FNBP1, intron 4 of 14)	NA	79936	FNBP1								
Interval_19069	chr19	17110074	17110391	+	0	NA	intron (MYO9B, intron 1 of 37)	NA	34451	MYO9B								
Interval_24625	chr20	63970725	63971010	+	0	NA	promoter-TSS (ZNF512B)	NA	-1626	ZNF512B								
Interval_37228	chr8	71576948	71577119	+	0	NA	Intergenic	NA	25983	LOC102724772								
Interval_34339	chr6	142378293	142378784	+	0	NA	intron (GPR126, intron 4 of 24)	NA	76517	GPR126								
Interval_15464	chr17	3740846	3741103	+	0	NA	intron (ITGAE, intron 19 of 30)	NA	17071	GSG2								
Interval_1752	chr1	88874024	88874310	+	0	NA	intron (GTF2B, intron 2 of 6)	NA	17451	GTF2B								
Interval_9889	chr12	121793520	121793867	+	0	NA	promoter-TSS (RHOF)	NA	-5	RHOF								
Interval_11223	chr14	20682636	20682934	+	0	NA	promoter-TSS (TRNAY3)	NA	-488	TRNAY3								
Interval_1103	chr1	40131014	40131212	+	0	NA	Intergenic	NA	-30256	RLF								
Interval_20797	chr2	32262139	32262370	+	0	NA	intron (NLRC4, intron 1 of 8)	NA	3366	NLRC4								
Interval_15529	chr17	6443621	6443999	+	0	NA	promoter-TSS (FAM64A)	NA	-611	FAM64A								
Interval_9459	chr12	96109097	96109292	+	0	NA	Intergenic	NA	-65674	LTA4H								
Interval_28776	chr4	3041580	3041823	+	0	NA	TTS (GRK4)	NA	32813	HTT-AS								
Interval_27397	chr3	112473290	112473854	+	0	NA	intron (BTLA, intron 2 of 4)	NA	25989	BTLA								
Interval_29528	chr4	74632577	74632942	+	0	NA	Intergenic	NA	161913	BTC								
Interval_21644	chr2	96962463	96962807	+	0	NA	intron (FAM178B, intron 4 of 15)	NA	43529	LOC101927053								
Interval_38454	chr9	34171759	34172141	+	0	NA	Intergenic	NA	-7442	UBAP1								
Interval_10225	chr13	24605959	24606224	+	0	NA	Intergenic	NA	25883	TPTE2P6								
Interval_12613	chr15	30420665	30421030	+	0	NA	Intergenic	NA	-6587	GOLGA8R								
Interval_39102	chr9	109101938	109102224	+	0	NA	intron (TMEM245, intron 3 of 17)	NA	17864	TMEM245								
Interval_8074	chr12	4269049	4270140	+	0	NA	Intergenic	NA	-4142	CCND2								
Interval_1736	chr1	86705172	86705615	+	0	NA	intron (SH3GLB1, intron 1 of 9)	NA	823	SH3GLB1								
Interval_36741	chr8	23246438	23247060	+	0	NA	exon (CHMP7, exon 2 of 11)	NA	3112	CHMP7								
Interval_37187	chr8	66663640	66663993	+	0	NA	intron (VCPIP1, intron 1 of 2)	NA	3401	VCPIP1								
Interval_22038	chr2	121699421	121700048	+	0	NA	intron (NIFK-AS1, intron 2 of 3)	NA	37193	NIFK								
Interval_17498	chr18	2898242	2898682	+	0	NA	intron (EMILIN2, intron 4 of 7)	NA	48161	LOC727896								
Interval_8513	chr12	27523996	27524296	+	0	NA	promoter-TSS (PPFIBP1)	NA	-54049	PPFIBP1								
Interval_7596	chr11	116931621	116931948	+	0	NA	intron (SIK3, intron 3 of 23)	NA	-94185	APOA1								
Interval_9050	chr12	57458889	57459253	+	0	NA	Intergenic	NA	-1080	GLI1								
Interval_15717	chr17	17712603	17712831	+	0	NA	intron (RAI1, intron 1 of 5)	NA	31244	RAI1								
Interval_40893	chrX	154123822	154124261	+	0	NA	Intergenic	NA	-20183	OPN1LW								
Interval_2452	chr1	153386442	153386750	+	0	NA	Intergenic	NA	4592	S100A8								
Interval_9109	chr12	61870891	61871268	+	0	NA	intron (FAM19A2, intron 2 of 5)	NA	321760	FAM19A2								
Interval_8133	chr12	6554916	6555162	+	0	NA	intron (IFFO1, intron 1 of 9)	NA	-3537	IFFO1								
Interval_40776	chrX	135344507	135344827	+	0	NA	promoter-TSS (ZNF75D)	NA	-104	ZNF449								
Interval_14087	chr16	2842545	2842959	+	0	NA	promoter-TSS (PRSS30P)	NA	-1	PRSS30P								
Interval_13915	chr15	99683190	99683352	+	0	NA	intron (MEF2A, intron 6 of 9)	NA	49991	LYSMD4								
Interval_11734	chr14	65054516	65055018	+	0	NA	intron (CHURC1-FNTB, intron 13 of 13)	NA	10070	MIR4706								
Interval_9578	chr12	105409960	105410362	+	0	NA	Intergenic	NA	79525	C12orf75								
Interval_33411	chr6	43013558	43014415	+	0	NA	promoter-TSS (MEA1)	NA	-64	MEA1								
Interval_3676	chr1	224957808	224957982	+	0	NA	intron (DNAH14, intron 3 of 6)	NA	28241	DNAH14								
Interval_6492	chr11	53788200	53788356	+	0	NA	Intergenic	NA	815720	OR4C46								
Interval_23626	chr20	4254184	4254493	+	0	NA	Intergenic	NA	-5326	ADRA1D								
Interval_1971	chr1	107829314	107829771	+	0	NA	intron (VAV3, intron 2 of 25)	NA	-43918	VAV3								
Interval_14029	chr16	1453488	1453867	+	0	NA	intron (CLCN7, intron 13 of 23)	NA	-9188	CCDC154								
Interval_26216	chr3	11643734	11644237	+	0	NA	promoter-TSS (VGLL4)	NA	-83618	VGLL4								
Interval_40331	chrX	52920711	52921468	+	0	NA	Intergenic	NA	21706	FAM156B								
Interval_17659	chr18	13611664	13611931	+	0	NA	promoter-TSS (LDLRAD4)	NA	683	MIR4526								
Interval_15893	chr17	34361488	34361738	+	0	NA	intron (CCL1, intron 2 of 2)	NA	1620	CCL1								
Interval_38258	chr9	5336793	5336977	+	0	NA	intron (RLN1, intron 1 of 1)	NA	2407	RLN1								
Interval_32597	chr6	11232873	11233143	+	0	NA	promoter-TSS (NEDD9)	NA	-326	NEDD9								
Interval_5129	chr10	77190383	77190600	+	0	NA	intron (KCNMA1, intron 3 of 29)	NA	49726	RP11-180I22.2								
Interval_28175	chr3	177357913	177358116	+	0	NA	Intergenic	NA	63572	LINC00501								
Interval_36485	chr8	7042107	7042499	+	0	NA	Intergenic	NA	-12814	DEFA11P								
Interval_1937	chr1	100631131	100631557	+	0	NA	intron (RP11-84O12.4, intron 3 of 4)	NA	15660	RP11-84O12.4								
Interval_1477	chr1	59146710	59147008	+	0	NA	promoter-TSS (HSD52)	NA	-52	HSD52								
Interval_10214	chr13	24161122	24161318	+	0	NA	intron (SPATA13, intron 1 of 11)	NA	504	SPATA13								
Interval_33109	chr6	32797084	32797266	+	0	NA	Intergenic	NA	19873	HLA-DOB								
Interval_33138	chr6	33289031	33289831	+	0	NA	promoter-TSS (WDR46)	NA	96	WDR46								
Interval_34924	chr7	12625915	12626194	+	0	NA	intron (SCIN, intron 5 of 13)	NA	36531	SCIN								
Interval_33044	chr6	31304783	31304951	+	0	NA	Intergenic	NA	-32731	HLA-C								
Interval_5915	chr10	132294703	132294922	+	0	NA	intron (STK32C, intron 1 of 11)	NA	13131	STK32C								
Interval_16480	chr17	56003897	56004191	+	0	NA	Intergenic	NA	253065	PCTP								
Interval_3833	chr1	231581032	231581220	+	0	NA	intron (TSNAX-DISC1, intron 3 of 10)	NA	30964	LINC00582								
