PeakID (cmd=annotatePeaks.pl ETV6.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1274	chr1	160031693	160032255	+	0	NA	promoter-TSS (PIGM)	NA	19	PIGM								
Interval_9648	chr19	41627141	41627409	+	0	NA	promoter-TSS (CEACAM4)	NA	-201	CEACAM4								
Interval_4583	chr12	93127785	93128076	+	0	NA	exon (LOC102724901, exon 2 of 2)	NA	11143	LOC102724901								
Interval_16248	chr6	9116260	9116388	+	0	NA	Intergenic	NA	464115	HULC								
Interval_12785	chr22	45552637	45552995	+	0	NA	intron (FBLN1, intron 14 of 16)	NA	49977	FBLN1								
Interval_9893	chr19	51751826	51752088	+	0	NA	promoter-TSS (FPR1)	NA	-60	FPR1								
Interval_8726	chr18	54269101	54269746	+	0	NA	promoter-TSS (POLI)	NA	-166	POLI								
Interval_3835	chr11	126268681	126269241	+	0	NA	promoter-TSS (SRPR)	NA	21	SRPR								
Interval_940	chr1	108646706	108647152	+	0	NA	Intergenic	NA	14193	HENMT1								
Interval_7324	chr16	87833170	87833372	+	0	NA	intron (SLC7A5, intron 9 of 9)	NA	1341	MIR6775								
Interval_14291	chr4	6917733	6918251	+	0	NA	intron (TBC1D14, intron 1 of 13)	NA	8548	TBC1D14								
Interval_8004	chr17	59209852	59210088	+	0	NA	promoter-TSS (SMG8)	NA	-40	SMG8								
Interval_20090	chr9	128552188	128552595	+	0	NA	promoter-TSS (SPTAN1)	NA	-2963	SPTAN1								
Interval_13857	chr3	157436627	157436770	+	0	NA	promoter-TSS (PTX3)	NA	-93	PTX3								
Interval_6670	chr15	100612667	100612872	+	0	NA	intron (ASB7, intron 4 of 5)	NA	10219	ASB7								
Interval_13644	chr3	127778038	127778326	+	0	NA	intron (MGLL, intron 3 of 7)	NA	44700	MGLL								
Interval_9156	chr19	10076656	10076874	+	0	NA	Intergenic	NA	-9542	C19orf66								
Interval_11294	chr2	207632837	207633068	+	0	NA	Intergenic	NA	-7665	METTL21A								
Interval_13013	chr3	18445494	18445770	+	0	NA	promoter-TSS (SATB1)	NA	-761	SATB1								
Interval_10986	chr2	146318068	146318228	+	0	NA	Intergenic	NA	-268909	PABPC1P2								
Interval_11094	chr2	172513918	172514167	+	0	NA	Intergenic	NA	-17592	LOC101926931								
Interval_15723	chr5	131067674	131067853	+	0	NA	Intergenic	NA	97585	HINT1								
Interval_2026	chr10	3769652	3769847	+	0	NA	Intergenic	NA	15532	KLF6								
Interval_3567	chr11	82889295	82889629	+	0	NA	intron (PRCP, intron 1 of 9)	NA	11053	PRCP								
Interval_14441	chr4	37866072	37866246	+	0	NA	Intergenic	NA	39499	PGM2								
Interval_262	chr1	23019328	23019537	+	0	NA	promoter-TSS (KDM1A)	NA	-16	KDM1A								
Interval_5426	chr14	25909432	25909684	+	0	NA	Intergenic	NA	688196	NOVA1								
Interval_305	chr1	25831902	25832175	+	0	NA	exon (AUNIP, exon 4 of 4)	NA	-8432	LOC646471								
Interval_11793	chr20	24992738	24992914	+	0	NA	promoter-TSS (APMAP)	NA	148	APMAP								
Interval_19041	chr8	109019792	109019981	+	0	NA	Intergenic	NA	-67538	TRHR								
Interval_19616	chr9	35114807	35115268	+	0	NA	intron (FAM214B, intron 1 of 8)	NA	-3585	FAM214B								
Interval_7649	chr17	31549286	31550308	+	0	NA	promoter-TSS (TRNAT10)	NA	-277	TRNAT10								
Interval_17162	chr6	139524234	139524438	+	0	NA	Intergenic	NA	-49740	RP11-12A2.3								
Interval_12779	chr22	45163607	45164019	+	0	NA	promoter-TSS (NUP50)	NA	-32	LOC100506714								
Interval_9657	chr19	41972711	41972957	+	0	NA	intron (ATP1A3, intron 16 of 22)	NA	-13458	RABAC1								
Interval_10687	chr2	96396198	96396323	+	0	NA	Intergenic	NA	60519	NCAPH								
Interval_4493	chr12	71663668	71664340	+	0	NA	promoter-TSS (ZFC3H1)	NA	-35	ZFC3H1								
Interval_8096	chr17	64781399	64781740	+	0	NA	promoter-TSS (LOC146880)	NA	430	LOC146880								
Interval_15670	chr5	116339656	116339823	+	0	NA	Intergenic	NA	34831	LOC101927190								
Interval_4474	chr12	68447623	68447766	+	0	NA	intron (RP11-81H14.2, intron 1 of 4)	NA	3975	RP11-81H14.2								
Interval_14225	chr4	1347371	1347720	+	0	NA	promoter-TSS (UVSSA)	NA	-140	UVSSA								
Interval_1780	chr1	225924160	225924453	+	0	NA	promoter-TSS (PYCR2)	NA	34	PYCR2								
Interval_2226	chr10	32139409	32139585	+	0	NA	Intergenic	NA	-83054	KIF5B								
Interval_8917	chr19	555913	556216	+	0	NA	Intergenic	NA	12030	GZMM								
Interval_17474	chr7	6436190	6436648	+	0	NA	exon (DAGLB, exon 3 of 15)	NA	11593	DAGLB								
Interval_14382	chr4	20331772	20331897	+	0	NA	intron (SLIT2, intron 4 of 37)	NA	-60355	SLIT2-IT1								
Interval_14239	chr4	2468786	2469341	+	0	NA	promoter-TSS (RNF4)	NA	-390	RNF4								
Interval_20150	chr9	131270385	131271048	+	0	NA	intron (FAM78A, intron 1 of 1)	NA	5803	FAM78A								
Interval_2206	chr10	30027214	30027816	+	0	NA	exon (KIAA1462, exon 3 of 4)	NA	32044	KIAA1462								
Interval_1331	chr1	165854240	165854394	+	0	NA	intron (UCK2, intron 1 of 6)	NA	26822	UCK2								
Interval_5741	chr14	77407204	77407447	+	0	NA	intron (NOXRED1, intron 4 of 6)	NA	15731	NOXRED1								
Interval_16650	chr6	41790079	41790273	+	0	NA	TTS (TOMM6)	NA	2733	TOMM6								
Interval_1423	chr1	180926441	180926793	+	0	NA	intron (KIAA1614, intron 3 of 8)	NA	13440	KIAA1614								
Interval_7380	chr16	89917937	89918204	+	0	NA	exon (MC1R, exon 1 of 1)	NA	191	MC1R								
Interval_8816	chr18	64734211	64734367	+	0	NA	Intergenic	NA	258532	LOC101927404								
Interval_8854	chr18	74204707	74204832	+	0	NA	Intergenic	NA	56258	TIMM21								
Interval_3277	chr11	63888626	63888772	+	0	NA	exon (MARK2, exon 1 of 18)	NA	28236	RCOR2								
Interval_350	chr1	27435941	27436107	+	0	NA	intron (WASF2, intron 1 of 8)	NA	43380	GPR3								
Interval_20629	chrX	123860067	123860502	+	0	NA	exon (XIAP, exon 1 of 7)	NA	472	XIAP								
Interval_15806	chr5	139520943	139521068	+	0	NA	Intergenic	NA	-38247	TMEM173								
Interval_18939	chr8	95792981	95793171	+	0	NA	intron (LOC100616530, intron 3 of 4)	NA	155272	LOC100500773								
Interval_2302	chr10	48607037	48607179	+	0	NA	intron (ARHGAP22, intron 1 of 9)	NA	-1977	ARHGAP22								
Interval_12801	chr22	46602129	46602463	+	0	NA	intron (GRAMD4, intron 1 of 17)	NA	25069	GRAMD4								
Interval_2267	chr10	43231576	43231909	+	0	NA	intron (RASGEF1A, intron 1 of 12)	NA	-27930	RASGEF1A								
Interval_16282	chr6	11732036	11732510	+	0	NA	intron (ADTRP, intron 5 of 6)	NA	46774	ADTRP								
Interval_4231	chr12	44969123	44969395	+	0	NA	Intergenic	NA	81840	DBX2								
Interval_19137	chr8	123167551	123167813	+	0	NA	Intergenic	NA	-10380	TRNAM11								
Interval_4860	chr12	122367021	122367146	+	0	NA	intron (CLIP1, intron 3 of 24)	NA	-28459	RP11-450K4.1								
Interval_15939	chr5	156530032	156530193	+	0	NA	intron (SGCD, intron 4 of 7)	NA	202947	SGCD								
Interval_4394	chr12	56321185	56321337	+	0	NA	intron (PAN2, intron 20 of 25)	NA	-4917	CNPY2								
Interval_3898	chr11	133808856	133809164	+	0	NA	intron (SPATA19, intron 8 of 8)	NA	36528	SPATA19								
Interval_2464	chr10	74328410	74328636	+	0	NA	intron (ADK, intron 4 of 9)	NA	152034	ADK								
Interval_14394	chr4	24979531	24979934	+	0	NA	intron (CCDC149, intron 1 of 12)	NA	-16004	LOC102723675								
Interval_267	chr1	23344110	23344477	+	0	NA	promoter-TSS (HNRNPR)	NA	67	HNRNPR								
Interval_2315	chr10	49606866	49607208	+	0	NA	Intergenic	NA	-3264	SLC18A3								
Interval_8328	chr17	78725800	78726080	+	0	NA	intron (CYTH1, intron 1 of 12)	NA	-2340	CYTH1								
Interval_7905	chr17	49677547	49677744	+	0	NA	intron (SPOP, intron 1 of 10)	NA	30306	SLC35B1								
Interval_15993	chr5	168790789	168790914	+	0	NA	intron (SLIT3, intron 10 of 35)	NA	-22596	MIR218-2								
Interval_19226	chr8	129269273	129269445	+	0	NA	Intergenic	NA	-28119	LINC00977								
Interval_170	chr1	15434853	15435010	+	0	NA	Intergenic	NA	-3511	CTRC								
Interval_8785	chr18	62425769	62425915	+	0	NA	Intergenic	NA	-97583	ZCCHC2								
Interval_19081	chr8	117669832	117670008	+	0	NA	Intergenic	NA	149207	MED30								
Interval_9852	chr19	49987141	49987572	+	0	NA	intron (VRK3, intron 12 of 12)	NA	17701	SIGLEC16								
Interval_17690	chr7	44573670	44574259	+	0	NA	exon (DDX56, exon 1 of 13)	NA	574	DDX56								
Interval_11628	chr20	4037944	4038405	+	0	NA	Intergenic	NA	-22605	RNF24								
Interval_5031	chr13	28574052	28574251	+	0	NA	Intergenic	NA	-79023	FLT1								
Interval_1610	chr1	204807245	204807487	+	0	NA	Intergenic	NA	-63400	NFASC								
Interval_4245	chr12	46473643	46473874	+	0	NA	intron (RP11-96H19.1, intron 2 of 2)	NA	86363	RP11-96H19.1								
Interval_4508	chr12	76348238	76348543	+	0	NA	promoter-TSS (BBS10)	NA	516	BBS10								
Interval_9891	chr19	51621233	51621467	+	0	NA	intron (SIGLEC5, intron 8 of 8)	NA	9124	SIGLEC5								
Interval_18431	chr8	23501907	23502092	+	0	NA	Intergenic	NA	-44268	ENTPD4								
Interval_17362	chr6	169163732	169163928	+	0	NA	promoter-TSS (LOC101929484)	NA	-805	LOC101929484								
Interval_6935	chr16	29790622	29790880	+	0	NA	promoter-TSS (KIF22)	NA	689	KIF22								
Interval_6155	chr15	49706861	49707145	+	0	NA	Intergenic	NA	85968	DTWD1								
Interval_5392	chr14	22823377	22823538	+	0	NA	Intergenic	NA	-6430	MRPL52								
Interval_3175	chr11	48107179	48107452	+	0	NA	intron (PTPRJ, intron 1 of 8)	NA	10524	MIR3161								
Interval_10262	chr2	32356709	32357260	+	0	NA	promoter-TSS (BIRC6)	NA	317	BIRC6								
Interval_7079	chr16	58847891	58848025	+	0	NA	Intergenic	NA	-113601	GOT2								
Interval_11270	chr2	202997294	202997447	+	0	NA	Intergenic	NA	-17504	NBEAL1								
Interval_20188	chr9	133336113	133336539	+	0	NA	promoter-TSS (SURF6)	NA	-116	SURF6								
Interval_11121	chr2	175903272	175903463	+	0	NA	Intergenic	NA	98914	KIAA1715								
Interval_1583	chr1	202968911	202969248	+	0	NA	Intergenic	NA	-1803	CYB5R1								
Interval_4019	chr12	8513506	8513798	+	0	NA	exon (CLEC4D, exon 1 of 6)	NA	112	CLEC4D								
Interval_19802	chr9	94726580	94726756	+	0	NA	promoter-TSS (C9orf3)	NA	-32981	C9orf3								
Interval_5402	chr14	23094795	23095716	+	0	NA	promoter-TSS (C14orf119)	NA	-219	C14orf119								
Interval_20683	chrX	143633010	143633217	+	0	NA	intron (SLITRK4, intron 1 of 1)	NA	2091	SLITRK4								
Interval_4089	chr12	14577497	14577622	+	0	NA	intron (RP11-695J4.2, intron 1 of 5)	NA	9382	RP11-695J4.2								
Interval_15538	chr5	87411977	87412246	+	0	NA	intron (CCNH, intron 1 of 8)	NA	760	CCNH								
Interval_14199	chr3	197554739	197554928	+	0	NA	intron (BDH1, intron 1 of 7)	NA	18490	BDH1								
Interval_14138	chr3	194942998	194943192	+	0	NA	Intergenic	NA	-151493	XXYLT1-AS1								
Interval_13730	chr3	138494409	138494574	+	0	NA	TTS (CEP70)	NA	59905	ESYT3								
Interval_6978	chr16	31458274	31458888	+	0	NA	promoter-TSS (ARMC5)	NA	-415	ARMC5								
Interval_10216	chr2	27370330	27370528	+	0	NA	promoter-TSS (EIF2B4)	NA	-67	SNX17								
Interval_14374	chr4	18075884	18076127	+	0	NA	Intergenic	NA	-54145	LCORL								
Interval_19696	chr9	77648628	77648817	+	0	NA	promoter-TSS (GNA14)	NA	-406	GNA14								
Interval_3451	chr11	70315602	70315885	+	0	NA	intron (PPFIA1, intron 2 of 27)	NA	31788	MIR548K								
Interval_15227	chr5	33129404	33129536	+	0	NA	Intergenic	NA	182027	LOC340113								
Interval_14029	chr3	186035370	186035495	+	0	NA	Intergenic	NA	73680	ETV5								
Interval_13235	chr3	47421124	47421527	+	0	NA	intron (SCAP, intron 7 of 19)	NA	21769	SCAP								
Interval_2974	chr11	10612330	10612922	+	0	NA	intron (MRVI1, intron 10 of 20)	NA	39675	MRVI1								
Interval_8592	chr18	29069981	29070134	+	0	NA	Intergenic	NA	-892576	CDH2								
Interval_16230	chr6	6884469	6884620	+	0	NA	Intergenic	NA	166707	LOC101928047								
Interval_1618	chr1	205319666	205319800	+	0	NA	intron (NUAK2, intron 1 of 6)	NA	-14195	NUAK2								
Interval_17819	chr7	75528054	75528274	+	0	NA	promoter-TSS (PMS2P3)	NA	-41	PMS2P3								
Interval_8017	chr17	59844651	59844829	+	0	NA	Intergenic	NA	3467	MIR21								
Interval_17472	chr7	6423398	6423547	+	0	NA	intron (DAGLB, intron 6 of 12)	NA	24540	DAGLB								
Interval_17936	chr7	98802293	98802490	+	0	NA	Intergenic	NA	67659	TMEM130								
Interval_8778	chr18	61733661	61733798	+	0	NA	Intergenic	NA	-14447	RP11-1096D5.1								
Interval_13835	chr3	152376745	152377077	+	0	NA	intron (MBNL1, intron 1 of 9)	NA	-35921	TMEM14E								
Interval_15365	chr5	56736151	56736441	+	0	NA	Intergenic	NA	-80765	MAP3K1								
Interval_10456	chr2	60100065	60100453	+	0	NA	Intergenic	NA	287186	MIR4432								
Interval_20471	chrX	41084422	41085006	+	0	NA	promoter-TSS (USP9X)	NA	-921	USP9X								
Interval_12074	chr20	52948563	52948784	+	0	NA	Intergenic	NA	230877	LOC728805								
Interval_17251	chr6	149717954	149718242	+	0	NA	promoter-TSS (LATS1)	NA	-247	LATS1								
Interval_1592	chr1	203529557	203529746	+	0	NA	Intergenic	NA	35508	OPTC								
Interval_4731	chr12	110661549	110661913	+	0	NA	intron (HVCN1, intron 2 of 6)	NA	28081	HVCN1								
Interval_17656	chr7	40134548	40134818	+	0	NA	promoter-TSS (SUGCT)	NA	-31	MPLKIP								
Interval_12101	chr20	56412313	56412468	+	0	NA	exon (CASS4, exon 2 of 7)	NA	132	CASS4								
Interval_12994	chr3	16866654	16866828	+	0	NA	Intergenic	NA	-18218	PLCL2								
Interval_16199	chr6	4407899	4408024	+	0	NA	Intergenic	NA	-61064	LOC101927888								
Interval_671	chr1	57986579	57986705	+	0	NA	intron (DAB1, intron 1 of 16)	NA	126099	DAB1-AS1								
Interval_17725	chr7	50217840	50218132	+	0	NA	Intergenic	NA	-86796	IKZF1								
Interval_17468	chr7	6288136	6288613	+	0	NA	Intergenic	NA	-15763	CYTH3								
Interval_10168	chr2	20439677	20439842	+	0	NA	Intergenic	NA	-7315	RHOB								
Interval_20528	chrX	57121428	57121793	+	0	NA	promoter-TSS (SPIN2B)	NA	-64	SPIN2B								
Interval_18430	chr8	23246352	23246976	+	0	NA	promoter-TSS (CHMP7)	NA	49	CHMP7								
Interval_15593	chr5	97844295	97844441	+	0	NA	Intergenic	NA	339672	LOC102546227								
Interval_8579	chr18	23860089	23860250	+	0	NA	intron (LAMA3, intron 34 of 73)	NA	-12851	LAMA3								
Interval_7786	chr17	42388608	42389096	+	0	NA	promoter-TSS (STAT3)	NA	-284	STAT3								
Interval_11959	chr20	45935294	45935768	+	0	NA	intron (PCIF1, intron 1 of 16)	NA	853	PCIF1								
Interval_13672	chr3	129022394	129022818	+	0	NA	intron (EFCC1, intron 2 of 7)	NA	20977	EFCC1								
Interval_19388	chr8	143368672	143368897	+	0	NA	promoter-TSS (RHPN1)	NA	-71	RHPN1								
Interval_12264	chr21	29079219	29079516	+	0	NA	intron (MAP3K7CL, intron 1 of 8)	NA	1896	MAP3K7CL								
Interval_9110	chr19	7714706	7714842	+	0	NA	Intergenic	NA	-15295	FCER2								
Interval_5640	chr14	69625393	69625828	+	0	NA	intron (KIAA0247, intron 1 of 5)	NA	14017	KIAA0247								
Interval_3483	chr11	73142017	73143258	+	0	NA	promoter-TSS (FCHSD2)	NA	-539	FCHSD2								
Interval_10595	chr2	73035115	73035247	+	0	NA	intron (SFXN5, intron 3 of 13)	NA	24676	SFXN5								
Interval_7961	chr17	56985527	56986109	+	0	NA	intron (SCPEP1, intron 3 of 12)	NA	7711	SCPEP1								
Interval_7028	chr16	53091734	53092055	+	0	NA	intron (CHD9, intron 1 of 38)	NA	36901	CHD9								
Interval_12802	chr22	46604421	46604784	+	0	NA	intron (GRAMD4, intron 1 of 17)	NA	27375	GRAMD4								
Interval_8124	chr17	67257747	67258328	+	0	NA	promoter-TSS (LOC101928021)	NA	9081	LOC101928021								
Interval_3267	chr11	63582443	63582879	+	0	NA	intron (PLA2G16, intron 3 of 3)	NA	-19278	HRASLS2								
Interval_1860	chr1	233518501	233518686	+	0	NA	Intergenic	NA	-95411	KCNK1								
Interval_599	chr1	45550602	45550791	+	0	NA	promoter-TSS (AKR1A1)	NA	-87	AKR1A1								
Interval_12507	chr22	21862016	21862141	+	0	NA	intron (MAPK1, intron 1 of 8)	NA	5602	MAPK1								
Interval_1775	chr1	225250557	225250770	+	0	NA	exon (DNAH14, exon 43 of 84)	NA	177450	LBR								
Interval_20014	chr9	123927944	123928129	+	0	NA	intron (DENND1A, intron 1 of 21)	NA	625	DENND1A								
Interval_1220	chr1	156127142	156127473	+	0	NA	intron (LMNA, intron 2 of 10)	NA	12637	LMNA								
Interval_9654	chr19	41880285	41880719	+	0	NA	intron (CD79A, intron 3 of 4)	NA	3382	CD79A								
Interval_3547	chr11	77820916	77821093	+	0	NA	promoter-TSS (RSF1)	NA	-135	RSF1								
Interval_16294	chr6	12945155	12945391	+	0	NA	intron (PHACTR1, intron 3 of 14)	NA	228468	PHACTR1								
Interval_18192	chr7	149071203	149072194	+	0	NA	exon (ZNF786, exon 4 of 4)	NA	19079	ZNF786								
Interval_19178	chr8	125342307	125342488	+	0	NA	intron (NSMCE2, intron 5 of 7)	NA	-87924	TRIB1								
Interval_5236	chr13	78649832	78650255	+	0	NA	intron (RNF219, intron 1 of 5)	NA	-6966	RNF219								
Interval_10187	chr2	24652626	24652805	+	0	NA	intron (NCOA1, intron 3 of 22)	NA	68238	NCOA1								
Interval_5468	chr14	39762767	39762991	+	0	NA	Intergenic	NA	-330379	FBXO33								
Interval_123	chr1	10965521	10965906	+	0	NA	intron (C1orf127, intron 3 of 11)	NA	10575	C1orf127								
Interval_15343	chr5	53560444	53560687	+	0	NA	promoter-TSS (NDUFS4)	NA	-71	NDUFS4								
Interval_18307	chr8	9555707	9556019	+	0	NA	promoter-TSS (TNKS)	NA	612	TNKS								
Interval_6146	chr15	48878044	48878194	+	0	NA	promoter-TSS (EID1)	NA	26	EID1								
Interval_9673	chr19	43342095	43342220	+	0	NA	Intergenic	NA	-6899	PRG1								
Interval_20444	chrX	38379249	38379390	+	0	NA	intron (OTC, intron 3 of 9)	NA	26836	OTC								
Interval_16592	chr6	36196670	36196875	+	0	NA	promoter-TSS (LOC102723648)	NA	141	BRPF3								
Interval_4142	chr12	24838683	24838986	+	0	NA	intron (BCAT1, intron 6 of 9)	NA	-63481	LOC102724371								
Interval_2491	chr10	77944564	77944710	+	0	NA	Intergenic	NA	17825	DLG5-AS1								
Interval_10127	chr2	12856976	12857431	+	0	NA	Intergenic	NA	119827	MIR3125								
Interval_14617	chr4	70705202	70705460	+	0	NA	intron (RUFY3, intron 1 of 11)	NA	16852	UTP3								
Interval_601	chr1	45722955	45723119	+	0	NA	intron (IPP, intron 5 of 8)	NA	27776	IPP								
Interval_1326	chr1	164720800	164721021	+	0	NA	intron (PBX1, intron 1 of 7)	NA	53731	RP11-506O24.1								
Interval_20244	chr9	136648907	136649150	+	0	NA	exon (LOC102724193, exon 2 of 3)	NA	2284	LOC102724193								
Interval_19271	chr8	133072274	133072551	+	0	NA	intron (SLA, intron 1 of 7)	NA	-25831	MIR7848								
Interval_18593	chr8	38721168	38721307	+	0	NA	Intergenic	NA	-7068	TACC1								
Interval_3227	chr11	61362056	61362642	+	0	NA	promoter-TSS (CYB561A3)	NA	-12	TMEM138								
Interval_10678	chr2	92007684	92007873	+	0	NA	Intergenic	NA	66645	ACTR3BP2								
Interval_13767	chr3	142723942	142724118	+	0	NA	promoter-TSS (TRPC1)	NA	-394	TRPC1								
Interval_10079	chr2	9538194	9538319	+	0	NA	intron (ADAM17, intron 2 of 18)	NA	17532	ADAM17								
Interval_5363	chr14	20881261	20881473	+	0	NA	Intergenic	NA	-5599	LOC100507513								
Interval_1743	chr1	221667583	221667804	+	0	NA	Intergenic	NA	74481	DUSP10								
Interval_2131	chr10	20202448	20202601	+	0	NA	intron (PLXDC2, intron 8 of 12)	NA	-349446	MIR4675								
Interval_4728	chr12	110513893	110514230	+	0	NA	intron (RAD9B, intron 5 of 10)	NA	11861	RAD9B								
Interval_12527	chr22	23383930	23384119	+	0	NA	Intergenic	NA	-1898	CES5AP1								
Interval_10689	chr2	96536643	96536832	+	0	NA	promoter-TSS (ARID5A)	NA	-16	ARID5A								
Interval_8090	chr17	64497401	64497660	+	0	NA	promoter-TSS (POLG2)	NA	-464	POLG2								
Interval_4171	chr12	27627223	27627362	+	0	NA	intron (PPFIBP1, intron 2 of 28)	NA	49097	PPFIBP1								
Interval_10886	chr2	127087000	127087419	+	0	NA	intron (BIN1, intron 1 of 15)	NA	20058	BIN1								
Interval_6726	chr16	3134877	3135250	+	0	NA	promoter-TSS (ZNF213)	NA	-186	RP11-473M20.14								
Interval_3488	chr11	73272069	73272336	+	0	NA	promoter-TSS (P2RY6)	NA	-20598	P2RY6								
Interval_15229	chr5	33241915	33242175	+	0	NA	Intergenic	NA	-198731	TARS								
Interval_7775	chr17	42064225	42064401	+	0	NA	Intergenic	NA	-10450	ZNF385C								
Interval_18205	chr7	150716431	150716724	+	0	NA	promoter-TSS (GIMAP1-GIMAP5)	NA	20	GIMAP1								
Interval_11417	chr2	226118729	226118993	+	0	NA	Intergenic	NA	-23933	LOC646736								
Interval_16159	chr6	816675	817007	+	0	NA	Intergenic	NA	-51598	LOC101927691								
Interval_19475	chr9	3243831	3244005	+	0	NA	intron (RFX3, intron 15 of 17)	NA	62329	RP11-32F11.2								
Interval_5711	chr14	75278367	75278762	+	0	NA	promoter-TSS (FOS)	NA	-214	FOS								
Interval_15269	chr5	39074332	39074615	+	0	NA	promoter-TSS (RICTOR)	NA	-65	RICTOR								
Interval_20717	chrX	154717882	154718206	+	0	NA	intron (GAB3, intron 1 of 10)	NA	33539	GAB3								
Interval_4593	chr12	93848795	93849014	+	0	NA	intron (CRADD, intron 2 of 2)	NA	-111081	RP11-887P2.5								
Interval_16202	chr6	4852079	4852756	+	0	NA	intron (CDYL, intron 1 of 6)	NA	57762	CDYL								
Interval_14033	chr3	186339775	186339932	+	0	NA	intron (DGKG, intron 1 of 23)	NA	22381	DGKG								
Interval_20155	chr9	131398264	131398767	+	0	NA	Intergenic	NA	-31575	PRRC2B								
Interval_15954	chr5	159207974	159208252	+	0	NA	promoter-TSS (RNF145)	NA	1	RNF145								
Interval_20255	chr9	137030496	137030813	+	0	NA	exon (FUT7, exon 2 of 2)	NA	-1732	ABCA2								
Interval_8314	chr17	78343819	78344008	+	0	NA	Intergenic	NA	16166	SOCS3								
Interval_11380	chr2	219455664	219455942	+	0	NA	intron (SPEG, intron 8 of 42)	NA	13758	SPEG								
Interval_15239	chr5	35565112	35565270	+	0	NA	Intergenic	NA	-52607	SPEF2								
Interval_16467	chr6	28896116	28896396	+	0	NA	promoter-TSS (TRNAL-CAA)	NA	72	TRNAL-CAA								
Interval_16407	chr6	24951826	24952202	+	0	NA	intron (FAM65B, intron 1 of 13)	NA	-53448	FAM65B								
Interval_9272	chr19	13836483	13837477	+	0	NA	promoter-TSS (MIR24-2)	NA	-365	MIR23A								
Interval_17771	chr7	69373154	69373483	+	0	NA	Intergenic	NA	224177	LOC100507468								
Interval_3545	chr11	77633972	77634125	+	0	NA	intron (CLNS1A, intron 1 of 6)	NA	3758	CLNS1A								
Interval_12720	chr22	40856929	40857101	+	0	NA	promoter-TSS (ST13)	NA	-7	ST13								
Interval_5010	chr13	27270907	27271134	+	0	NA	promoter-TSS (RASL11A)	NA	-140	RASL11A								
