PeakID (cmd=annotatePeaks.pl P31FUJ_4_776_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
P31FUJ_4_776_R1_peak_12107	chr16	85762128	85762559	+	76	NA	Intergenic	NA	-20693	MIR1910								
P31FUJ_4_776_R1_peak_763	chr1	38873764	38874060	+	76	NA	promoter-TSS (MYCBP)	NA	-534	MYCBP								
P31FUJ_4_776_R1_peak_4577	chr11	797496	798079	+	76	NA	exon (PANO, exon 1 of 1)	NA	208	SLC25A22								
P31FUJ_4_776_R1_peak_7404	chr12	93135895	93137472	+	76	NA	intron (LOC102724901, intron 1 of 1)	NA	2390	LOC102724901								
P31FUJ_4_776_R1_peak_15316	chr19	40285691	40286004	+	76	NA	promoter-TSS (AKT2)	NA	-452	AKT2								
P31FUJ_4_776_R1_peak_16240	chr2	30447333	30447979	+	76	NA	intron (LCLAT1, intron 1 of 5)	NA	385	LCLAT1								
P31FUJ_4_776_R1_peak_9804	chr14	91985322	91986145	+	76	NA	intron (TRIP11, intron 16 of 20)	NA	28568	TRIP11								
P31FUJ_4_776_R1_peak_18815	chr20	43724660	43725490	+	76	NA	Intergenic	NA	1927	GTSF1L								
P31FUJ_4_776_R1_peak_13671	chr17	78384495	78385075	+	76	NA	intron (PGS1, intron 1 of 9)	NA	6161	PGS1								
P31FUJ_4_776_R1_peak_26260	chr6	144284882	144285451	+	76	NA	Intergenic	NA	-1188	UTRN								
P31FUJ_4_776_R1_peak_4903	chr11	19278801	19279572	+	76	NA	Intergenic	NA	-37531	E2F8								
P31FUJ_4_776_R1_peak_1035	chr1	53946576	53947251	+	76	NA	promoter-TSS (HSPB11)	NA	243	LRRC42								
P31FUJ_4_776_R1_peak_15709	chr19	51417622	51418185	+	76	NA	promoter-TSS (SIGLEC10)	NA	-267	SIGLEC10								
P31FUJ_4_776_R1_peak_3614	chr10	48800679	48801185	+	76	NA	intron (WDFY4, intron 24 of 61)	NA	-3804	WDFY4								
P31FUJ_4_776_R1_peak_9652	chr14	75418964	75419511	+	76	NA	Intergenic	NA	8453	LOC101928377								
P31FUJ_4_776_R1_peak_20888	chr3	48685417	48685872	+	76	NA	exon (NCKIPSD, exon 1 of 12)	NA	283	NCKIPSD								
P31FUJ_4_776_R1_peak_1637	chr1	117930049	117930410	+	76	NA	promoter-TSS (GDAP2)	NA	480	WDR3								
P31FUJ_4_776_R1_peak_7426	chr12	94459107	94459862	+	76	NA	promoter-TSS (CCDC41-AS1)	NA	498	CCDC41								
P31FUJ_4_776_R1_peak_1937	chr1	156505514	156506047	+	76	NA	Intergenic	NA	-4960	MEF2D								
P31FUJ_4_776_R1_peak_24966	chr6	16342624	16344012	+	76	NA	intron (ATXN1, intron 7 of 8)	NA	104738	GMPR								
P31FUJ_4_776_R1_peak_7435	chr12	95217881	95218494	+	76	NA	promoter-TSS (FGD6)	NA	-67	VEZT								
P31FUJ_4_776_R1_peak_17717	chr2	180539929	180540653	+	76	NA	Intergenic	NA	-151813	SCHLAP1								
P31FUJ_4_776_R1_peak_6084	chr11	122808934	122809468	+	76	NA	intron (UBASH3B, intron 13 of 13)	NA	-29346	CRTAM								
P31FUJ_4_776_R1_peak_29695	chr9	108624516	108625174	+	76	NA	Intergenic	NA	231150	ACTL7B								
P31FUJ_4_776_R1_peak_13164	chr17	50333936	50334323	+	76	NA	Intergenic	NA	-11903	XYLT2								
P31FUJ_4_776_R1_peak_14104	chr18	48164478	48167460	+	76	NA	intron (ZBTB7C, intron 3 of 4)	NA	68588	ZBTB7C								
P31FUJ_4_776_R1_peak_2165	chr1	172497074	172497682	+	76	NA	Intergenic	NA	-34971	SUCO								
P31FUJ_4_776_R1_peak_21552	chr3	136250177	136250706	+	76	NA	exon (PCCB, exon 1 of 13)	NA	116	PCCB								
P31FUJ_4_776_R1_peak_22948	chr4	117986927	117988159	+	76	NA	Intergenic	NA	-46802	NDST3								
P31FUJ_4_776_R1_peak_18296	chr20	2299690	2300502	+	76	NA	intron (TGM3, intron 1 of 12)	NA	-8362	TGM3								
P31FUJ_4_776_R1_peak_27019	chr7	80643161	80644192	+	76	NA	intron (CD36, intron 1 of 14)	NA	-2770	CD36								
P31FUJ_4_776_R1_peak_5687	chr11	77995148	77995521	+	76	NA	promoter-TSS (INTS4)	NA	-663	INTS4								
P31FUJ_4_776_R1_peak_17214	chr2	112707484	112708377	+	76	NA	Intergenic	NA	31712	LOC102724955								
P31FUJ_4_776_R1_peak_14031	chr18	35154231	35155083	+	76	NA	Intergenic	NA	-86373	ZNF397								
P31FUJ_4_776_R1_peak_1242	chr1	77412343	77412637	+	76	NA	intron (AK5, intron 7 of 13)	NA	129888	AK5								
P31FUJ_4_776_R1_peak_668	chr1	35454542	35454907	+	76	NA	intron (KIAA0319L, intron 9 of 19)	NA	52143	KIAA0319L								
P31FUJ_4_776_R1_peak_26053	chr6	134631073	134631366	+	76	NA	Intergenic	NA	76143	LOC101928277								
P31FUJ_4_776_R1_peak_446	chr1	26035472	26036011	+	76	NA	exon (EXTL1, exon 11 of 11)	NA	-4982	LOC101928216								
P31FUJ_4_776_R1_peak_14105	chr18	48221629	48222030	+	76	NA	intron (ZBTB7C, intron 1 of 3)	NA	12728	ZBTB7C								
P31FUJ_4_776_R1_peak_27383	chr7	115060750	115061212	+	76	NA	Intergenic	NA	-57757	LOC102724386								
P31FUJ_4_776_R1_peak_3878	chr10	73909481	73909957	+	76	NA	TTS (C10orf55)	NA	-1385	PLAU								
P31FUJ_4_776_R1_peak_6257	chr12	2259582	2260611	+	76	NA	intron (CACNA1C, intron 3 of 47)	NA	-9680	CACNA1C-IT3								
P31FUJ_4_776_R1_peak_21068	chr3	55791667	55792509	+	76	NA	intron (ERC2, intron 14 of 15)	NA	60506	MIR3938								
P31FUJ_4_776_R1_peak_18740	chr20	36097496	36098322	+	76	NA	intron (EPB41L1, intron 1 of 21)	NA	5230	EPB41L1								
P31FUJ_4_776_R1_peak_28902	chr8	143947702	143948469	+	76	NA	intron (PLEC, intron 2 of 33)	NA	-1693	PLEC								
P31FUJ_4_776_R1_peak_29923	chr9	124771336	124771695	+	76	NA	promoter-TSS (NR6A1)	NA	-205	NR6A1								
P31FUJ_4_776_R1_peak_10298	chr15	51360235	51360711	+	76	NA	intron (GLDN, intron 1 of 9)	NA	18818	GLDN								
P31FUJ_4_776_R1_peak_17736	chr2	181454685	181455616	+	76	NA	Intergenic	NA	-1742	ITGA4								
P31FUJ_4_776_R1_peak_724	chr1	37689729	37690389	+	76	NA	exon (C1orf109, exon 1 of 5)	NA	585	C1orf109								
P31FUJ_4_776_R1_peak_17650	chr2	172556199	172557459	+	76	NA	intron (PDK1, intron 1 of 10)	NA	755	PDK1								
P31FUJ_4_776_R1_peak_26225	chr6	141874193	141874993	+	76	NA	Intergenic	NA	214206	NMBR								
P31FUJ_4_776_R1_peak_762	chr1	38872276	38873093	+	76	NA	intron (GJA9-MYCBP, intron 1 of 3)	NA	694	MYCBP								
P31FUJ_4_776_R1_peak_5437	chr11	66051489	66051957	+	76	NA	promoter-TSS (SF3B2)	NA	-622	SF3B2								
P31FUJ_4_776_R1_peak_29603	chr9	98248262	98248786	+	76	NA	intron (TBC1D2, intron 1 of 11)	NA	7197	TBC1D2								
P31FUJ_4_776_R1_peak_5374	chr11	65117164	65117629	+	76	NA	exon (ZNHIT2, exon 1 of 1)	NA	302	ZNHIT2								
P31FUJ_4_776_R1_peak_12486	chr17	10086998	10087407	+	76	NA	intron (GAS7, intron 1 of 13)	NA	-60896	GAS7								
P31FUJ_4_776_R1_peak_8398	chr13	48574206	48574784	+	76	NA	Intergenic	NA	6406	LINC00462								
P31FUJ_4_776_R1_peak_6363	chr12	6763896	6764295	+	76	NA	Intergenic	NA	-2280	PTMS								
P31FUJ_4_776_R1_peak_20976	chr3	51982462	51983346	+	76	NA	promoter-TSS (ACY1)	NA	-380	ACY1								
P31FUJ_4_776_R1_peak_7730	chr12	120230075	120231347	+	76	NA	intron (PXN, intron 1 of 15)	NA	29420	PXN-AS1								
P31FUJ_4_776_R1_peak_24360	chr5	151480137	151481237	+	76	NA	intron (SLC36A1, intron 10 of 10)	NA	41461	MIR6499								
P31FUJ_4_776_R1_peak_8418	chr13	49301411	49301697	+	76	NA	Intergenic	NA	-24100	LOC102723669								
P31FUJ_4_776_R1_peak_18351	chr20	4051596	4052134	+	76	NA	Intergenic	NA	-36296	RNF24								
P31FUJ_4_776_R1_peak_24552	chr5	176994986	176995461	+	76	NA	intron (UIMC1, intron 1 of 14)	NA	11448	UIMC1								
P31FUJ_4_776_R1_peak_9077	chr14	22474242	22475389	+	76	NA	intron (LOC102724753, intron 1 of 2)	NA	4079	LOC102724753								
P31FUJ_4_776_R1_peak_24849	chr6	11536710	11537322	+	76	NA	Intergenic	NA	-1211	TMEM170B								
P31FUJ_4_776_R1_peak_4695	chr11	6235228	6235659	+	76	NA	promoter-TSS (FAM160A2)	NA	662	CNGA4								
P31FUJ_4_776_R1_peak_24945	chr6	15622710	15623454	+	76	NA	intron (DTNBP1, intron 5 of 9)	NA	39976	DTNBP1								
P31FUJ_4_776_R1_peak_4606	chr11	1850819	1851835	+	76	NA	Intergenic	NA	8199	MIR4298								
P31FUJ_4_776_R1_peak_24288	chr5	149551543	149552013	+	76	NA	promoter-TSS (CSNK1A1)	NA	-1447	CSNK1A1								
P31FUJ_4_776_R1_peak_17421	chr2	143130827	143132283	+	76	NA	intron (ARHGAP15, intron 1 of 13)	NA	253929	KYNU								
P31FUJ_4_776_R1_peak_1631	chr1	117366800	117367844	+	76	NA	promoter-TSS (MAN1A2)	NA	-141	MAN1A2								
P31FUJ_4_776_R1_peak_11857	chr16	67279638	67280047	+	76	NA	exon (PLEKHG4, exon 1 of 20)	NA	695	PLEKHG4								
P31FUJ_4_776_R1_peak_4644	chr11	3798046	3798485	+	76	NA	promoter-TSS (NUP98)	NA	-473	NUP98								
P31FUJ_4_776_R1_peak_580	chr1	30913200	30913663	+	76	NA	Intergenic	NA	-4798	SDC3								
P31FUJ_4_776_R1_peak_23513	chr5	65826317	65826908	+	76	NA	exon (NLN, exon 13 of 13)	NA	-99942	ERBB2IP								
P31FUJ_4_776_R1_peak_23213	chr5	10563249	10564114	+	76	NA	promoter-TSS (ANKRD33B)	NA	-54487	LOC389273								
P31FUJ_4_776_R1_peak_19961	chr22	37309805	37310331	+	76	NA	intron (CYTH4, intron 9 of 12)	NA	27614	CYTH4								
P31FUJ_4_776_R1_peak_6499	chr12	9949044	9949539	+	76	NA	exon (FLJ46363, exon 3 of 3)	NA	4046	FLJ46363								
P31FUJ_4_776_R1_peak_6918	chr12	50354049	50354606	+	76	NA	exon (FAM186A, exon 4 of 8)	NA	42295	FAM186A								
P31FUJ_4_776_R1_peak_3619	chr10	49240528	49241108	+	76	NA	Intergenic	NA	-52418	C10orf128								
P31FUJ_4_776_R1_peak_8332	chr13	45828518	45828896	+	76	NA	intron (SIAH3, intron 1 of 1)	NA	23004	SIAH3								
P31FUJ_4_776_R1_peak_15333	chr19	40714375	40715036	+	76	NA	intron (ADCK4, intron 1 of 14)	NA	375	ADCK4								
P31FUJ_4_776_R1_peak_4117	chr10	93742931	93743359	+	76	NA	Intergenic	NA	14568	LOC101927013								
P31FUJ_4_776_R1_peak_19303	chr21	29245069	29245763	+	76	NA	intron (LINC00189, intron 1 of 1)	NA	51922	LINC00189								
P31FUJ_4_776_R1_peak_12889	chr17	39927868	39928255	+	75	NA	promoter-TSS (ORMDL3)	NA	-457	ORMDL3								
P31FUJ_4_776_R1_peak_13546	chr17	74751937	74752394	+	75	NA	intron (SLC9A3R1, intron 1 of 5)	NA	3552	MIR3615								
P31FUJ_4_776_R1_peak_26631	chr7	38334264	38335562	+	75	NA	intron (LOC102724797, intron 2 of 2)	NA	3808	LOC102724797								
P31FUJ_4_776_R1_peak_22712	chr4	80125774	80127802	+	75	NA	Intergenic	NA	-53465	ANTXR2								
P31FUJ_4_776_R1_peak_7579	chr12	110047888	110048382	+	75	NA	intron (C12orf76, intron 3 of 3)	NA	17922	C12orf76								
P31FUJ_4_776_R1_peak_6919	chr12	50400271	50400759	+	75	NA	promoter-TSS (LARP4)	NA	-381	LARP4								
P31FUJ_4_776_R1_peak_10099	chr15	40277127	40278580	+	75	NA	TTS (PAK6)	NA	4733	ANKRD63								
P31FUJ_4_776_R1_peak_24022	chr5	133465552	133465990	+	75	NA	intron (FSTL4, intron 3 of 15)	NA	-38134	MIR1289-2								
P31FUJ_4_776_R1_peak_16777	chr2	69611899	69612270	+	75	NA	intron (AAK1, intron 2 of 21)	NA	31761	AAK1								
P31FUJ_4_776_R1_peak_23454	chr5	58460129	58460823	+	75	NA	promoter-TSS (PLK2)	NA	-337	PLK2								
P31FUJ_4_776_R1_peak_19913	chr22	36423567	36424612	+	75	NA	Intergenic	NA	-36071	MYH9								
P31FUJ_4_776_R1_peak_23450	chr5	56909266	56909713	+	75	NA	promoter-TSS (SETD9)	NA	229	SETD9								
P31FUJ_4_776_R1_peak_19459	chr21	39079875	39080265	+	75	NA	Intergenic	NA	-68811	LOC102724740								
P31FUJ_4_776_R1_peak_25089	chr6	27808516	27809225	+	75	NA	promoter-TSS (HIST1H2BL)	NA	671	HIST1H2AI								
P31FUJ_4_776_R1_peak_5389	chr11	65425601	65426208	+	75	NA	exon (NEAT1, exon 1 of 1)	NA	3106	NEAT1								
P31FUJ_4_776_R1_peak_13888	chr18	9153203	9153755	+	75	NA	intron (LOC102724383, intron 3 of 3)	NA	16726	ANKRD12								
P31FUJ_4_776_R1_peak_6844	chr12	48215882	48217849	+	75	NA	Intergenic	NA	-11545	OR10AD1								
P31FUJ_4_776_R1_peak_17376	chr2	136136836	136137758	+	75	NA	Intergenic	NA	-19142	CXCR4								
P31FUJ_4_776_R1_peak_23432	chr5	56159060	56159966	+	75	NA	intron (ANKRD55, intron 2 of 7)	NA	35368	LOC101928419								
P31FUJ_4_776_R1_peak_1177	chr1	66396622	66397170	+	75	NA	Intergenic	NA	64996	PDE4B								
P31FUJ_4_776_R1_peak_21203	chr3	88059457	88060032	+	75	NA	promoter-TSS (CGGBP1)	NA	-79368	ZNF654								
P31FUJ_4_776_R1_peak_16662	chr2	64667008	64667568	+	75	NA	intron (SERTAD2, intron 1 of 1)	NA	-13376	SERTAD2								
P31FUJ_4_776_R1_peak_2794	chr1	223832582	223832999	+	75	NA	intron (TP53BP2, intron 1 of 18)	NA	12462	TP53BP2								
P31FUJ_4_776_R1_peak_19024	chr20	53846676	53848352	+	75	NA	Intergenic	NA	28195	SUMO1P1								
P31FUJ_4_776_R1_peak_28298	chr8	70402165	70402487	+	75	NA	exon (NCOA2, exon 1 of 23)	NA	960	NCOA2								
P31FUJ_4_776_R1_peak_734	chr1	37859815	37860176	+	75	NA	promoter-TSS (MTF1)	NA	-375	MTF1								
P31FUJ_4_776_R1_peak_5676	chr11	76783386	76784222	+	75	NA	promoter-TSS (RP11-21L23.3)	NA	-582	RP11-21L23.3								
P31FUJ_4_776_R1_peak_7359	chr12	89156614	89157040	+	75	NA	Intergenic	NA	-137135	RP11-13A1.1								
P31FUJ_4_776_R1_peak_12105	chr16	85734067	85735340	+	75	NA	intron (C16orf74, intron 2 of 3)	NA	1604	C16orf74								
P31FUJ_4_776_R1_peak_17205	chr2	112625833	112626741	+	75	NA	Intergenic	NA	17893	FLJ42351								
P31FUJ_4_776_R1_peak_657	chr1	35264560	35265135	+	75	NA	Intergenic	NA	-4015	ZMYM4								
P31FUJ_4_776_R1_peak_3790	chr10	71597342	71598702	+	75	NA	promoter-TSS (LOC101929085)	NA	-368	LOC101929085								
P31FUJ_4_776_R1_peak_28011	chr8	27310528	27311210	+	75	NA	promoter-TSS (PTK2B)	NA	444	TRIM35								
P31FUJ_4_776_R1_peak_24580	chr5	177600193	177600838	+	75	NA	intron (B4GALT7, intron 1 of 5)	NA	-2289	B4GALT7								
P31FUJ_4_776_R1_peak_27670	chr7	142482348	142483250	+	75	NA	Intergenic	NA	-183500	MTRNR2L6								
P31FUJ_4_776_R1_peak_13912	chr18	9824832	9825691	+	75	NA	intron (RAB31, intron 5 of 6)	NA	-60694	TXNDC2								
P31FUJ_4_776_R1_peak_18044	chr2	218124799	218127119	+	75	NA	promoter-TSS (CXCR2)	NA	669	CXCR2								
P31FUJ_4_776_R1_peak_16445	chr2	45862619	45863183	+	75	NA	intron (PRKCE, intron 2 of 10)	NA	-210854	LOC102724965								
P31FUJ_4_776_R1_peak_29168	chr9	33817861	33818235	+	75	NA	intron (UBE2R2, intron 1 of 3)	NA	864	UBE2R2								
P31FUJ_4_776_R1_peak_29224	chr9	37290748	37291343	+	75	NA	intron (ZCCHC7, intron 2 of 8)	NA	-131651	GRHPR								
P31FUJ_4_776_R1_peak_9850	chr14	94394894	94395625	+	75	NA	Intergenic	NA	-4567	SERPINA1								
P31FUJ_4_776_R1_peak_29467	chr9	89400951	89401279	+	75	NA	intron (SEMA4D, intron 3 of 12)	NA	78581	SEMA4D								
P31FUJ_4_776_R1_peak_4688	chr11	6128357	6130901	+	75	NA	Intergenic	NA	21850	OR56B4								
P31FUJ_4_776_R1_peak_22309	chr4	16238017	16238478	+	75	NA	intron (TAPT1-AS1, intron 1 of 2)	NA	11584	TAPT1-AS1								
P31FUJ_4_776_R1_peak_16450	chr2	46315156	46315687	+	75	NA	intron (EPAS1, intron 1 of 15)	NA	18019	EPAS1								
P31FUJ_4_776_R1_peak_21887	chr3	178001261	178001929	+	75	NA	Intergenic	NA	184730	LOC102724550								
P31FUJ_4_776_R1_peak_10104	chr15	40333410	40334276	+	75	NA	exon (C15orf52, exon 11 of 11)	NA	7124	C15orf52								
P31FUJ_4_776_R1_peak_7488	chr12	101830109	101830701	+	75	NA	intron (GNPTAB, intron 1 of 20)	NA	462	GNPTAB								
P31FUJ_4_776_R1_peak_13622	chr17	76500587	76501093	+	75	NA	intron (RHBDF2, intron 1 of 18)	NA	544	RHBDF2								
P31FUJ_4_776_R1_peak_8365	chr13	46855447	46856201	+	75	NA	intron (HTR2A-AS1, intron 2 of 2)	NA	3684	HTR2A-AS1								
P31FUJ_4_776_R1_peak_19318	chr21	33007198	33007828	+	75	NA	Intergenic	NA	-18395	OLIG2								
P31FUJ_4_776_R1_peak_2675	chr1	207864121	207864670	+	75	NA	Intergenic	NA	-41692	LOC101929385								
P31FUJ_4_776_R1_peak_6950	chr12	51326012	51326791	+	75	NA	Intergenic	NA	-2203	BIN2								
P31FUJ_4_776_R1_peak_14038	chr18	35290418	35290960	+	75	NA	promoter-TSS (ZSCAN30)	NA	417	ZNF271								
P31FUJ_4_776_R1_peak_15503	chr19	45178886	45179405	+	75	NA	promoter-TSS (TRAPPC6A)	NA	400	BLOC1S3								
P31FUJ_4_776_R1_peak_29135	chr9	31346657	31347629	+	75	NA	Intergenic	NA	34347	LOC101929620								
P31FUJ_4_776_R1_peak_13809	chr17	82451113	82451453	+	75	NA	promoter-TSS (C17orf62)	NA	-1557	C17orf62								
P31FUJ_4_776_R1_peak_3181	chr10	5291076	5292915	+	75	NA	Intergenic	NA	-73018	UCN3								
P31FUJ_4_776_R1_peak_1134	chr1	63367631	63368388	+	75	NA	intron (ALG6, intron 1 of 14)	NA	419	ALG6								
P31FUJ_4_776_R1_peak_6030	chr11	119727432	119728957	+	75	NA	intron (PVRL1, intron 1 of 5)	NA	531	PVRL1								
P31FUJ_4_776_R1_peak_14804	chr19	12775157	12775550	+	75	NA	promoter-TSS (HOOK2)	NA	13	HOOK2								
P31FUJ_4_776_R1_peak_24679	chr6	1910812	1911578	+	75	NA	intron (GMDS, intron 7 of 7)	NA	264796	GMDS								
P31FUJ_4_776_R1_peak_9383	chr14	59740080	59740557	+	75	NA	intron (RTN1, intron 2 of 8)	NA	-93335	MIR5586								
P31FUJ_4_776_R1_peak_6804	chr12	46459381	46460501	+	75	NA	intron (RP11-96H19.1, intron 2 of 2)	NA	76211	RP11-96H19.1								
P31FUJ_4_776_R1_peak_4752	chr11	9692377	9693032	+	75	NA	intron (SWAP70, intron 1 of 10)	NA	13692	LOC101927955								
P31FUJ_4_776_R1_peak_9763	chr14	89721204	89722203	+	75	NA	Intergenic	NA	-87874	LOC102723683								
P31FUJ_4_776_R1_peak_2138	chr1	169486307	169486729	+	75	NA	promoter-TSS (SLC19A2)	NA	-548	SLC19A2								
P31FUJ_4_776_R1_peak_11969	chr16	72008818	72009158	+	75	NA	exon (DHODH, exon 1 of 9)	NA	187	DHODH								
P31FUJ_4_776_R1_peak_26384	chr6	157823516	157824198	+	75	NA	intron (SNX9, intron 1 of 17)	NA	107811	SNX9								
P31FUJ_4_776_R1_peak_16379	chr2	42935852	42936416	+	75	NA	Intergenic	NA	103413	LOC102723854								
P31FUJ_4_776_R1_peak_23477	chr5	60271632	60272160	+	75	NA	intron (PDE4D, intron 1 of 16)	NA	-216036	PART1								
P31FUJ_4_776_R1_peak_1324	chr1	89489296	89490157	+	75	NA	Intergenic	NA	-68987	LRRC8B								
P31FUJ_4_776_R1_peak_17727	chr2	181363666	181366668	+	75	NA	intron (AC104820.2, intron 4 of 5)	NA	-59515	MIR4437								
P31FUJ_4_776_R1_peak_3940	chr10	78817050	78818349	+	75	NA	Intergenic	NA	249749	ZMIZ1-AS1								
P31FUJ_4_776_R1_peak_5535	chr11	68903990	68904744	+	75	NA	promoter-TSS (MRPL21)	NA	516	IGHMBP2								
P31FUJ_4_776_R1_peak_19091	chr20	59253192	59253893	+	75	NA	intron (ZNF831, intron 4 of 4)	NA	-46902	EDN3								
P31FUJ_4_776_R1_peak_21831	chr3	171460673	171461774	+	75	NA	promoter-TSS (LOC102724479)	NA	-121	LOC102724479								
P31FUJ_4_776_R1_peak_17818	chr2	191660635	191661495	+	75	NA	Intergenic	NA	-17007	NABP1								
P31FUJ_4_776_R1_peak_6548	chr12	12032225	12032822	+	75	NA	Intergenic	NA	-17341	LOC102724106								
P31FUJ_4_776_R1_peak_25092	chr6	27824416	27824944	+	75	NA	TTS (HIST1H4J)	NA	555	HIST1H4J								
P31FUJ_4_776_R1_peak_7753	chr12	120902792	120904029	+	75	NA	intron (SPPL3, intron 1 of 10)	NA	942	SPPL3								
P31FUJ_4_776_R1_peak_1554	chr1	111506042	111507649	+	75	NA	intron (ADORA3, intron 1 of 5)	NA	-2724	ADORA3								
P31FUJ_4_776_R1_peak_10296	chr15	51331698	51334000	+	75	NA	intron (CYP19A1, intron 1 of 10)	NA	-8806	GLDN								
P31FUJ_4_776_R1_peak_16357	chr2	40511755	40512255	+	75	NA	exon (LOC101929667, exon 1 of 3)	NA	496	LOC101929667								
P31FUJ_4_776_R1_peak_12562	chr17	17841967	17842924	+	75	NA	Intergenic	NA	-5428	SREBF1								
P31FUJ_4_776_R1_peak_28648	chr8	124197253	124197876	+	75	NA	intron (RP11-37N22.1, intron 2 of 2)	NA	-26042	FER1L6-AS2								
P31FUJ_4_776_R1_peak_17252	chr2	118951422	118952386	+	75	NA	intron (MARCO, intron 1 of 16)	NA	9735	MARCO								
P31FUJ_4_776_R1_peak_29781	chr9	114364353	114364970	+	75	NA	intron (AKNA, intron 6 of 21)	NA	33803	AKNA								
P31FUJ_4_776_R1_peak_9329	chr14	54440627	54441411	+	75	NA	intron (CNIH1, intron 1 of 4)	NA	512	CNIH1								
P31FUJ_4_776_R1_peak_1909	chr1	155609588	155610092	+	75	NA	promoter-TSS (MSTO1)	NA	-330	MSTO1								
P31FUJ_4_776_R1_peak_521	chr1	27862403	27863323	+	75	NA	Intergenic	NA	-9680	THEMIS2								
P31FUJ_4_776_R1_peak_14999	chr19	18128452	18128932	+	75	NA	intron (MAST3, intron 12 of 27)	NA	17940	MAST3								
P31FUJ_4_776_R1_peak_14284	chr18	63980562	63981216	+	75	NA	intron (SERPINB8, intron 3 of 6)	NA	10860	SERPINB8								
P31FUJ_4_776_R1_peak_21594	chr3	141401941	141402385	+	75	NA	promoter-TSS (ZBTB38)	NA	15284	ZBTB38								
P31FUJ_4_776_R1_peak_11989	chr16	74367763	74368102	+	75	NA	exon (LOC440386, exon 1 of 1)	NA	323	LOC283922								
P31FUJ_4_776_R1_peak_25321	chr6	35041410	35044581	+	75	NA	intron (ANKS1A, intron 12 of 24)	NA	98415	TCP11								
P31FUJ_4_776_R1_peak_706	chr1	36401119	36401593	+	75	NA	Intergenic	NA	-3464	LSM10								
P31FUJ_4_776_R1_peak_13811	chr17	82458783	82459450	+	75	NA	intron (NARF, intron 1 of 9)	NA	452	NARF								
P31FUJ_4_776_R1_peak_20632	chr3	34016630	34017389	+	75	NA	Intergenic	NA	-142986	LOC101928114								
P31FUJ_4_776_R1_peak_28054	chr8	29847727	29848263	+	75	NA	Intergenic	NA	-19491	RP11-94H18.1								
P31FUJ_4_776_R1_peak_1565	chr1	112264523	112265335	+	75	NA	Intergenic	NA	-87315	LOC101928754								
P31FUJ_4_776_R1_peak_24984	chr6	20169429	20170139	+	75	NA	intron (MBOAT1, intron 1 of 12)	NA	-42328	LOC101928573								
P31FUJ_4_776_R1_peak_25371	chr6	36442357	36442834	+	75	NA	promoter-TSS (KCTD20)	NA	-172	KCTD20								
P31FUJ_4_776_R1_peak_16253	chr2	32166055	32166759	+	75	NA	intron (SLC30A6, intron 1 of 12)	NA	566	SLC30A6								
P31FUJ_4_776_R1_peak_28517	chr8	103614404	103614928	+	75	NA	intron (RIMS2, intron 1 of 25)	NA	-199331	SLC25A32								
P31FUJ_4_776_R1_peak_4162	chr10	97354441	97354835	+	75	NA	Intergenic	NA	-19937	FRAT2								
P31FUJ_4_776_R1_peak_9519	chr14	69153355	69153803	+	75	NA	promoter-TSS (DCAF5)	NA	-382	DCAF5								
P31FUJ_4_776_R1_peak_2187	chr1	173476301	173477036	+	75	NA	promoter-TSS (PRDX6)	NA	487	LOC100506023								
P31FUJ_4_776_R1_peak_5220	chr11	60389937	60391190	+	75	NA	intron (MS4A7, intron 4 of 5)	NA	-5451	MS4A14								
P31FUJ_4_776_R1_peak_4757	chr11	10308111	10308752	+	75	NA	exon (CAND1.11, exon 1 of 4)	NA	118	CAND1.11								
P31FUJ_4_776_R1_peak_9938	chr14	102517109	102517474	+	75	NA	Intergenic	NA	-7500	ANKRD9								
P31FUJ_4_776_R1_peak_15289	chr19	39341042	39341893	+	75	NA	Intergenic	NA	-1001	SAMD4B								
P31FUJ_4_776_R1_peak_20774	chr3	45538378	45539069	+	75	NA	intron (LARS2, intron 20 of 21)	NA	-29178	LARS2-AS1								
P31FUJ_4_776_R1_peak_13006	chr17	43544793	43545200	+	75	NA	exon (ETV4, exon 4 of 13)	NA	-14561	ETV4								
P31FUJ_4_776_R1_peak_4965	chr11	33920627	33921472	+	75	NA	Intergenic	NA	-29774	LMO2								
P31FUJ_4_776_R1_peak_16832	chr2	70552725	70554087	+	75	NA	exon (TGFA, exon 1 of 6)	NA	232	TGFA								
P31FUJ_4_776_R1_peak_12373	chr17	6651062	6651515	+	75	NA	promoter-TSS (C17orf100)	NA	346	MED31								
P31FUJ_4_776_R1_peak_9862	chr14	95516287	95517542	+	75	NA	promoter-TSS (SYNE3)	NA	791	LOC101929107								
P31FUJ_4_776_R1_peak_511	chr1	27630441	27631587	+	75	NA	intron (FGR, intron 1 of 12)	NA	-3844	FGR								
P31FUJ_4_776_R1_peak_9786	chr14	91062702	91063336	+	75	NA	Intergenic	NA	-2370	RPS6KA5								
P31FUJ_4_776_R1_peak_908	chr1	44674237	44674523	+	75	NA	promoter-TSS (C1orf228)	NA	199	TMEM53								
