PeakID (cmd=annotatePeaks.pl MONOMAC1_3_777_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MONOMAC1_3_777_R1_peak_9932	chr15	75693521	75693970	+	61	NA	intron (CSPG4, intron 1 of 9)	NA	19103	CSPG4								
MONOMAC1_3_777_R1_peak_3622	chr10	63217428	63218288	+	61	NA	intron (JMJD1C, intron 2 of 23)	NA	33112	LOC102724807								
MONOMAC1_3_777_R1_peak_19008	chr22	19643438	19643866	+	61	NA	Intergenic	NA	-73568	SEPT5-GP1BB								
MONOMAC1_3_777_R1_peak_2280	chr1	184973823	184974403	+	61	NA	intron (FAM129A, intron 1 of 13)	NA	473	FAM129A								
MONOMAC1_3_777_R1_peak_7630	chr13	32166625	32167049	+	61	NA	intron (FRY, intron 17 of 62)	NA	-135198	FRY-AS1								
MONOMAC1_3_777_R1_peak_20048	chr3	39406051	39406555	+	61	NA	promoter-TSS (RPSA)	NA	-1318	RPSA								
MONOMAC1_3_777_R1_peak_3376	chr10	30488619	30489031	+	61	NA	Intergenic	NA	54164	MAP3K8								
MONOMAC1_3_777_R1_peak_22557	chr4	143336017	143337554	+	61	NA	promoter-TSS (GAB1)	NA	-6684	MIR3139								
MONOMAC1_3_777_R1_peak_972	chr1	50990163	50990672	+	61	NA	intron (C1orf185, intron 3 of 6)	NA	20447	CDKN2C								
MONOMAC1_3_777_R1_peak_29431	chr9	79610366	79611389	+	61	NA	intron (TLE4, intron 5 of 20)	NA	38277	TLE4								
MONOMAC1_3_777_R1_peak_16839	chr2	159123810	159124893	+	61	NA	intron (TANC1, intron 4 of 25)	NA	-62484	MIR6888								
MONOMAC1_3_777_R1_peak_7707	chr13	41194709	41194983	+	61	NA	promoter-TSS (KBTBD7)	NA	-280	KBTBD7								
MONOMAC1_3_777_R1_peak_15526	chr2	25252571	25252893	+	61	NA	promoter-TSS (DNMT3A)	NA	75989	MIR1301								
MONOMAC1_3_777_R1_peak_17030	chr2	181300372	181301072	+	61	NA	intron (AC104820.2, intron 3 of 5)	NA	4930	MIR4437								
MONOMAC1_3_777_R1_peak_6437	chr12	45234638	45235157	+	61	NA	intron (ANO6, intron 1 of 18)	NA	-18891	PLEKHA8P1								
MONOMAC1_3_777_R1_peak_28123	chr8	57446423	57447012	+	61	NA	Intergenic	NA	102930	RP11-756K15.2								
MONOMAC1_3_777_R1_peak_13791	chr19	2042415	2042901	+	61	NA	exon (MKNK2, exon 9 of 14)	NA	8586	MKNK2								
MONOMAC1_3_777_R1_peak_28720	chr8	129553763	129555331	+	61	NA	Intergenic	NA	-70405	MIR3686								
MONOMAC1_3_777_R1_peak_12698	chr17	69093550	69094111	+	61	NA	intron (ABCA6, intron 25 of 38)	NA	-5740	MIR4524B								
MONOMAC1_3_777_R1_peak_3122	chr10	5976944	5977507	+	61	NA	intron (IL15RA, intron 1 of 7)	NA	1353	IL15RA								
MONOMAC1_3_777_R1_peak_2281	chr1	185045460	185046475	+	61	NA	intron (RNF2, intron 1 of 6)	NA	548	RNF2								
MONOMAC1_3_777_R1_peak_9101	chr14	105313932	105314465	+	61	NA	promoter-TSS (PACS2)	NA	-552	PACS2								
MONOMAC1_3_777_R1_peak_14372	chr19	16471357	16471944	+	61	NA	intron (EPS15L1, intron 1 of 22)	NA	362	EPS15L1								
MONOMAC1_3_777_R1_peak_10872	chr16	30715341	30716320	+	61	NA	intron (SRCAP, intron 16 of 33)	NA	5293	SNORA30								
MONOMAC1_3_777_R1_peak_17384	chr2	223866281	223867018	+	61	NA	Intergenic	NA	-29047	AP1S3								
MONOMAC1_3_777_R1_peak_8002	chr13	92097728	92098106	+	61	NA	intron (GPC5, intron 6 of 7)	NA	-392246	MIR548AS								
MONOMAC1_3_777_R1_peak_18008	chr20	25310600	25311622	+	61	NA	intron (ABHD12, intron 6 of 10)	NA	63053	PYGB								
MONOMAC1_3_777_R1_peak_16397	chr2	96486208	96486609	+	61	NA	Intergenic	NA	21701	NEURL3								
MONOMAC1_3_777_R1_peak_1427	chr1	108556700	108558145	+	61	NA	Intergenic	NA	-2927	FAM102B								
MONOMAC1_3_777_R1_peak_20785	chr3	128584630	128585922	+	61	NA	Intergenic	NA	-9190	C3orf27								
MONOMAC1_3_777_R1_peak_14169	chr19	10759201	10759688	+	61	NA	intron (DNM2, intron 1 of 20)	NA	-20819	MIR4748								
MONOMAC1_3_777_R1_peak_15545	chr2	25756070	25756521	+	61	NA	intron (ASXL2, intron 9 of 12)	NA	38432	ASXL2								
MONOMAC1_3_777_R1_peak_14267	chr19	13208517	13209013	+	61	NA	exon (CACNA1A, exon 46 of 47)	NA	58297	IER2								
MONOMAC1_3_777_R1_peak_22079	chr4	69750557	69751198	+	61	NA	intron (SULT1B1, intron 4 of 8)	NA	9774	SULT1B1								
MONOMAC1_3_777_R1_peak_23307	chr5	81759302	81759786	+	61	NA	Intergenic	NA	-8291	SSBP2								
MONOMAC1_3_777_R1_peak_11695	chr17	8915798	8916373	+	61	NA	intron (PIK3R5, intron 1 of 18)	NA	-48408	PIK3R6								
MONOMAC1_3_777_R1_peak_29806	chr9	113156197	113156693	+	61	NA	intron (SLC31A2, intron 1 of 3)	NA	5487	SLC31A2								
MONOMAC1_3_777_R1_peak_26229	chr7	2519176	2519500	+	61	NA	promoter-TSS (LFNG)	NA	1475	LFNG								
MONOMAC1_3_777_R1_peak_31204	chrX	154444534	154444908	+	61	NA	intron (FAM50A, intron 1 of 12)	NA	595	FAM50A								
MONOMAC1_3_777_R1_peak_10275	chr15	101675993	101676331	+	61	NA	intron (TARSL2, intron 12 of 18)	NA	-23373	TM2D3								
MONOMAC1_3_777_R1_peak_26871	chr7	76294148	76294770	+	61	NA	Intergenic	NA	-8099	HSPB1								
MONOMAC1_3_777_R1_peak_11014	chr16	54193933	54194345	+	61	NA	Intergenic	NA	76736	LOC100996338								
MONOMAC1_3_777_R1_peak_7265	chr12	121388201	121388524	+	61	NA	Intergenic	NA	-11721	RNF34								
MONOMAC1_3_777_R1_peak_22852	chr5	23404943	23405346	+	61	NA	Intergenic	NA	-102471	PRDM9								
MONOMAC1_3_777_R1_peak_11442	chr16	88570369	88570922	+	61	NA	intron (ZC3H18, intron 1 of 17)	NA	264	ZC3H18								
MONOMAC1_3_777_R1_peak_28723	chr8	129585848	129587096	+	61	NA	Intergenic	NA	-102330	MIR3686								
MONOMAC1_3_777_R1_peak_1732	chr1	150821569	150821918	+	61	NA	intron (ARNT, intron 13 of 20)	NA	-13302	CTSK								
MONOMAC1_3_777_R1_peak_988	chr1	52142153	52142586	+	61	NA	exon (ZFYVE9, exon 1 of 18)	NA	275	ZFYVE9								
MONOMAC1_3_777_R1_peak_1316	chr1	92096014	92096388	+	61	NA	intron (BTBD8, intron 2 of 8)	NA	15896	BTBD8								
MONOMAC1_3_777_R1_peak_1917	chr1	156128534	156129301	+	61	NA	intron (LMNA, intron 2 of 10)	NA	14247	LMNA								
MONOMAC1_3_777_R1_peak_28026	chr8	42856299	42856914	+	61	NA	intron (RNF170, intron 7 of 7)	NA	-13275	THAP1								
MONOMAC1_3_777_R1_peak_12059	chr17	39176082	39176833	+	61	NA	TTS (CACNB1)	NA	-10296	ARL5C								
MONOMAC1_3_777_R1_peak_8011	chr13	94596385	94596761	+	61	NA	promoter-TSS (TGDS)	NA	-316	TGDS								
MONOMAC1_3_777_R1_peak_18792	chr21	35050265	35050768	+	61	NA	Intergenic	NA	-1218	RUNX1								
MONOMAC1_3_777_R1_peak_27063	chr7	100367941	100369131	+	61	NA	TTS (STAG3L5P-PVRIG2P-PILRB)	NA	-4909	PILRA								
MONOMAC1_3_777_R1_peak_12927	chr17	81324066	81324487	+	61	NA	intron (TMEM105, intron 1 of 2)	NA	6398	TMEM105								
MONOMAC1_3_777_R1_peak_2385	chr1	201153887	201154549	+	61	NA	exon (TMEM9, exon 1 of 5)	NA	17364	TMEM9								
MONOMAC1_3_777_R1_peak_10960	chr16	50039587	50040031	+	61	NA	Intergenic	NA	14603	CNEP1R1								
MONOMAC1_3_777_R1_peak_12786	chr17	75344272	75344673	+	61	NA	intron (GRB2, intron 2 of 5)	NA	-55023	SLC25A19								
MONOMAC1_3_777_R1_peak_22447	chr4	120227574	120228044	+	61	NA	Intergenic	NA	-160951	MAD2L1								
MONOMAC1_3_777_R1_peak_7608	chr13	31950481	31951217	+	61	NA	intron (EEF1DP3, intron 2 of 3)	NA	-80451	FRY								
MONOMAC1_3_777_R1_peak_27835	chr8	27351240	27351827	+	61	NA	intron (PTK2B, intron 1 of 29)	NA	40051	PTK2B								
MONOMAC1_3_777_R1_peak_29287	chr9	37195520	37197169	+	61	NA	intron (ZCCHC7, intron 2 of 8)	NA	74880	ZCCHC7								
MONOMAC1_3_777_R1_peak_1464	chr1	110209682	110210084	+	61	NA	promoter-TSS (KCNC4)	NA	104	KCNC4-AS1								
MONOMAC1_3_777_R1_peak_11037	chr16	56424589	56425291	+	61	NA	promoter-TSS (AMFR)	NA	598	AMFR								
MONOMAC1_3_777_R1_peak_20841	chr3	129577035	129578055	+	61	NA	intron (PLXND1, intron 9 of 35)	NA	29194	PLXND1								
MONOMAC1_3_777_R1_peak_28064	chr8	47961951	47962327	+	61	NA	exon (MCM4, exon 4 of 17)	NA	1883	MCM4								
MONOMAC1_3_777_R1_peak_9526	chr15	52179423	52180062	+	61	NA	promoter-TSS (RP11-430B1.2)	NA	223	GNB5								
MONOMAC1_3_777_R1_peak_17245	chr2	207632275	207632681	+	61	NA	Intergenic	NA	-7229	METTL21A								
MONOMAC1_3_777_R1_peak_11853	chr17	29559834	29560364	+	61	NA	TTS (ABHD15)	NA	6925	ABHD15								
MONOMAC1_3_777_R1_peak_3052	chr1	247407365	247408667	+	61	NA	Intergenic	NA	-8140	NLRP3								
MONOMAC1_3_777_R1_peak_15191	chr19	51798940	51799457	+	61	NA	intron (FPR3, intron 1 of 1)	NA	4040	FPR3								
MONOMAC1_3_777_R1_peak_16250	chr2	74179218	74179556	+	61	NA	promoter-TSS (MOB1A)	NA	-519	MOB1A								
MONOMAC1_3_777_R1_peak_21538	chr3	195900942	195901520	+	61	NA	intron (TNK2, intron 1 of 14)	NA	-8483	TNK2								
MONOMAC1_3_777_R1_peak_17579	chr2	237693484	237694252	+	61	NA	intron (LRRFIP1, intron 1 of 9)	NA	1676	LRRFIP1								
MONOMAC1_3_777_R1_peak_5630	chr11	107682572	107683178	+	61	NA	Intergenic	NA	29186	SLN								
MONOMAC1_3_777_R1_peak_22365	chr4	106708850	106709229	+	61	NA	Intergenic	NA	327257	DKK2								
MONOMAC1_3_777_R1_peak_17870	chr20	10674148	10674857	+	61	NA	promoter-TSS (JAG1)	NA	-456	JAG1								
MONOMAC1_3_777_R1_peak_18511	chr20	62407488	62408163	+	61	NA	promoter-TSS (CABLES2)	NA	-542	CABLES2								
MONOMAC1_3_777_R1_peak_9783	chr15	67506044	67507418	+	61	NA	intron (IQCH-AS1, intron 2 of 5)	NA	-14453	C15orf61								
MONOMAC1_3_777_R1_peak_13096	chr18	8609815	8610439	+	61	NA	intron (RAB12, intron 1 of 5)	NA	682	RAB12								
MONOMAC1_3_777_R1_peak_27545	chr7	155994262	155994974	+	61	NA	Intergenic	NA	31980	LOC389602								
MONOMAC1_3_777_R1_peak_21384	chr3	185693993	185694745	+	61	NA	intron (IGF2BP2, intron 4 of 16)	NA	-5136	IGF2BP2								
MONOMAC1_3_777_R1_peak_2279	chr1	184867390	184867781	+	61	NA	intron (FAM129A, intron 5 of 13)	NA	107001	FAM129A								
MONOMAC1_3_777_R1_peak_3928	chr10	76306432	76306839	+	61	NA	intron (C10orf11, intron 5 of 6)	NA	523874	C10orf11								
MONOMAC1_3_777_R1_peak_6466	chr12	46387175	46387881	+	61	NA	exon (RP11-96H19.1, exon 1 of 3)	NA	133	RP11-96H19.1								
MONOMAC1_3_777_R1_peak_27364	chr7	138196768	138197362	+	61	NA	Intergenic	NA	73262	MIR4468								
MONOMAC1_3_777_R1_peak_9116	chr14	105817403	105819301	+	61	NA	Intergenic	NA	39792	MIR4507								
MONOMAC1_3_777_R1_peak_4958	chr11	61963559	61964335	+	61	NA	TTS (FTH1)	NA	3713	FTH1								
MONOMAC1_3_777_R1_peak_8600	chr14	61553213	61553579	+	61	NA	Intergenic	NA	17085	RP11-47I22.2								
MONOMAC1_3_777_R1_peak_20950	chr3	141808428	141808740	+	61	NA	intron (GRK7, intron 3 of 3)	NA	30383	GRK7								
MONOMAC1_3_777_R1_peak_19893	chr3	18113698	18114032	+	61	NA	intron (LOC339862, intron 4 of 4)	NA	151293	LOC339862								
MONOMAC1_3_777_R1_peak_14541	chr19	23273711	23274084	+	61	NA	intron (LOC100132815, intron 1 of 4)	NA	354	LOC100132815								
MONOMAC1_3_777_R1_peak_19258	chr22	36508037	36509007	+	61	NA	Intergenic	NA	-1421	FOXRED2								
MONOMAC1_3_777_R1_peak_28097	chr8	54629741	54630235	+	61	NA	exon (RP1, exon 4 of 4)	NA	13921	RP1								
MONOMAC1_3_777_R1_peak_5790	chr11	119263024	119263523	+	61	NA	intron (CBL, intron 2 of 15)	NA	49734	MIR6756								
MONOMAC1_3_777_R1_peak_123	chr1	8937841	8938282	+	61	NA	Intergenic	NA	-7773	CA6								
MONOMAC1_3_777_R1_peak_30024	chr9	127741130	127741569	+	61	NA	intron (SH2D3C, intron 9 of 11)	NA	-6000	TOR2A								
MONOMAC1_3_777_R1_peak_8617	chr14	64445122	64445662	+	61	NA	intron (MTHFD1, intron 22 of 27)	NA	-20107	AKAP5								
MONOMAC1_3_777_R1_peak_1056	chr1	61086422	61087546	+	61	NA	intron (NFIA, intron 1 of 10)	NA	4676	NFIA								
MONOMAC1_3_777_R1_peak_5398	chr11	74467149	74467837	+	61	NA	promoter-TSS (KCNE3)	NA	62	KCNE3								
MONOMAC1_3_777_R1_peak_15293	chr19	55486407	55488170	+	61	NA	exon (NAT14, exon 3 of 3)	NA	-1215	SSC5D								
MONOMAC1_3_777_R1_peak_13221	chr18	23487835	23488423	+	61	NA	Intergenic	NA	-15341	C18orf8								
MONOMAC1_3_777_R1_peak_3807	chr10	72490670	72491029	+	61	NA	intron (MICU1, intron 1 of 6)	NA	-116281	LOC102723386								
MONOMAC1_3_777_R1_peak_29694	chr9	105364285	105365152	+	61	NA	exon (SLC44A1, exon 10 of 16)	NA	-83078	FSD1L								
MONOMAC1_3_777_R1_peak_25565	chr6	108874383	108874869	+	61	NA	intron (ARMC2, intron 3 of 16)	NA	16394	ARMC2								
MONOMAC1_3_777_R1_peak_4764	chr11	46126588	46127200	+	61	NA	Intergenic	NA	-7050	PHF21A								
MONOMAC1_3_777_R1_peak_14668	chr19	37779038	37779942	+	61	NA	promoter-TSS (ZNF573)	NA	100	ZNF573								
MONOMAC1_3_777_R1_peak_10557	chr16	11688515	11689439	+	61	NA	intron (TXNDC11, intron 8 of 11)	NA	20544	SNN								
MONOMAC1_3_777_R1_peak_7892	chr13	66557819	66558601	+	61	NA	intron (PCDH9, intron 4 of 4)	NA	-266959	PCDH9-AS2								
MONOMAC1_3_777_R1_peak_2049	chr1	162790112	162790527	+	61	NA	promoter-TSS (HSD17B7)	NA	-391	HSD17B7								
MONOMAC1_3_777_R1_peak_19390	chr22	40432532	40433182	+	61	NA	intron (MKL1, intron 4 of 13)	NA	62266	SGSM3								
MONOMAC1_3_777_R1_peak_26027	chr6	155341456	155342235	+	61	NA	Intergenic	NA	-27362	TFB1M								
MONOMAC1_3_777_R1_peak_28091	chr8	54159239	54159639	+	61	NA	Intergenic	NA	24218	MRPL15								
MONOMAC1_3_777_R1_peak_19186	chr22	31222102	31222461	+	61	NA	intron (LIMK2, intron 1 of 15)	NA	-26081	LIMK2								
MONOMAC1_3_777_R1_peak_20872	chr3	132231942	132232889	+	61	NA	promoter-TSS (TRNAC18)	NA	-546	TRNAC18								
MONOMAC1_3_777_R1_peak_21495	chr3	191329269	191330079	+	61	NA	exon (CCDC50, exon 1 of 12)	NA	589	CCDC50								
MONOMAC1_3_777_R1_peak_13996	chr19	6532168	6533261	+	61	NA	intron (TNFSF9, intron 1 of 2)	NA	4152	TNFSF9								
MONOMAC1_3_777_R1_peak_29519	chr9	91302284	91303705	+	61	NA	intron (AUH, intron 1 of 6)	NA	58930	AUH								
MONOMAC1_3_777_R1_peak_18369	chr20	50116084	50116577	+	61	NA	promoter-TSS (UBE2V1)	NA	-3132	UBE2V1								
MONOMAC1_3_777_R1_peak_7611	chr13	32003988	32004368	+	61	NA	Intergenic	NA	-27122	FRY								
MONOMAC1_3_777_R1_peak_29835	chr9	114383039	114384340	+	61	NA	intron (AKNA, intron 1 of 21)	NA	4293	AKNA								
MONOMAC1_3_777_R1_peak_11487	chr16	89712041	89712541	+	61	NA	intron (VPS9D1-AS1, intron 1 of 3)	NA	435	VPS9D1-AS1								
MONOMAC1_3_777_R1_peak_25391	chr6	81844233	81845722	+	61	NA	exon (LOC102724168, exon 3 of 3)	NA	-30785	LOC101928770								
MONOMAC1_3_777_R1_peak_4178	chr10	102450101	102450472	+	61	NA	exon (LOC100505761, exon 2 of 3)	NA	469	LOC100505761								
MONOMAC1_3_777_R1_peak_14782	chr19	41334575	41334885	+	61	NA	intron (TGFB1, intron 5 of 6)	NA	19203	TGFB1								
MONOMAC1_3_777_R1_peak_12807	chr17	75780108	75780626	+	61	NA	promoter-TSS (H3F3B)	NA	-588	H3F3B								
MONOMAC1_3_777_R1_peak_4282	chr10	123008344	123008726	+	61	NA	promoter-TSS (ACADSB)	NA	152	IKZF5								
MONOMAC1_3_777_R1_peak_14497	chr19	18975299	18976195	+	61	NA	Intergenic	NA	29547	LOC102724360								
MONOMAC1_3_777_R1_peak_4854	chr11	57432195	57432790	+	61	NA	Intergenic	NA	-5344	SLC43A3								
MONOMAC1_3_777_R1_peak_7810	chr13	49113480	49114120	+	61	NA	intron (FNDC3A, intron 1 of 23)	NA	-106538	MLNR								
MONOMAC1_3_777_R1_peak_28028	chr8	42891422	42892463	+	61	NA	intron (RNF170, intron 1 of 7)	NA	4333	MIR4469								
MONOMAC1_3_777_R1_peak_21204	chr3	170007238	170007644	+	61	NA	Intergenic	NA	40649	SEC62								
MONOMAC1_3_777_R1_peak_1451	chr1	109426882	109427436	+	61	NA	promoter-TSS (PSMA5)	NA	-711	PSMA5								
MONOMAC1_3_777_R1_peak_2190	chr1	179142234	179143323	+	61	NA	intron (ABL2, intron 1 of 12)	NA	60801	TOR3A								
MONOMAC1_3_777_R1_peak_27821	chr8	26571902	26572262	+	61	NA	intron (DPYSL2, intron 1 of 13)	NA	-6323	DPYSL2								
MONOMAC1_3_777_R1_peak_2792	chr1	231757067	231757569	+	61	NA	intron (DISC1, intron 4 of 10)	NA	61199	DISC2								
MONOMAC1_3_777_R1_peak_24701	chr6	26351206	26351496	+	61	NA	Intergenic	NA	-13808	BTN3A2								
MONOMAC1_3_777_R1_peak_20767	chr3	127778206	127778761	+	61	NA	intron (MGLL, intron 3 of 6)	NA	44399	MGLL								
MONOMAC1_3_777_R1_peak_6819	chr12	66119271	66119635	+	61	NA	Intergenic	NA	11300	LLPH								
MONOMAC1_3_777_R1_peak_11630	chr17	7233552	7234877	+	61	NA	TTS (PHF23)	NA	330	DVL2								
MONOMAC1_3_777_R1_peak_27972	chr8	38834426	38834790	+	61	NA	intron (TACC1, intron 8 of 14)	NA	-66627	PLEKHA2								
MONOMAC1_3_777_R1_peak_10706	chr16	23862145	23862421	+	61	NA	intron (PRKCB, intron 2 of 16)	NA	26304	PRKCB								
MONOMAC1_3_777_R1_peak_16364	chr2	89188030	89188414	+	61	NA	Intergenic	NA	32222	LOC102724839								
MONOMAC1_3_777_R1_peak_14500	chr19	19076903	19077275	+	61	NA	intron (SLC25A42, intron 1 of 7)	NA	1044	SLC25A42								
MONOMAC1_3_777_R1_peak_5774	chr11	119029382	119030806	+	61	NA	promoter-TSS (SLC37A4)	NA	-526	SLC37A4								
MONOMAC1_3_777_R1_peak_11719	chr17	12020912	12021271	+	61	NA	intron (MAP2K4, intron 1 of 9)	NA	269	MAP2K4								
MONOMAC1_3_777_R1_peak_8553	chr14	56092409	56092912	+	61	NA	Intergenic	NA	25943	LOC102723682								
MONOMAC1_3_777_R1_peak_23936	chr5	151149878	151150449	+	61	NA	intron (ANXA6, intron 1 of 24)	NA	7719	ANXA6								
MONOMAC1_3_777_R1_peak_25903	chr6	141875126	141875973	+	61	NA	Intergenic	NA	213250	NMBR								
MONOMAC1_3_777_R1_peak_6598	chr12	53093909	53094447	+	61	NA	Intergenic	NA	-3474	IGFBP6								
MONOMAC1_3_777_R1_peak_25750	chr6	131399706	131400620	+	61	NA	Intergenic	NA	150004	AKAP7								
MONOMAC1_3_777_R1_peak_12664	chr17	67490409	67491069	+	61	NA	intron (PITPNC1, intron 1 of 8)	NA	-19154	MIR548D2								
MONOMAC1_3_777_R1_peak_13170	chr18	12596240	12596514	+	61	NA	intron (SPIRE1, intron 2 of 15)	NA	61671	SPIRE1								
MONOMAC1_3_777_R1_peak_25945	chr6	146545057	146545701	+	61	NA	intron (RAB32, intron 1 of 2)	NA	1687	RAB32								
MONOMAC1_3_777_R1_peak_1283	chr1	89675142	89675683	+	61	NA	intron (LRRC8C, intron 1 of 2)	NA	7118	LRRC8C								
MONOMAC1_3_777_R1_peak_3624	chr10	63229231	63229613	+	61	NA	intron (JMJD1C, intron 2 of 24)	NA	44676	LOC102724807								
MONOMAC1_3_777_R1_peak_20727	chr3	123067146	123067755	+	61	NA	intron (PDIA5, intron 1 of 15)	NA	441	PDIA5								
MONOMAC1_3_777_R1_peak_22606	chr4	154189853	154190329	+	61	NA	Intergenic	NA	301687	DCHS2								
MONOMAC1_3_777_R1_peak_26111	chr6	166360249	166361009	+	61	NA	Intergenic	NA	17998	LOC100289495								
MONOMAC1_3_777_R1_peak_26208	chr7	2019875	2020425	+	61	NA	intron (MAD1L1, intron 12 of 18)	NA	-175906	MIR4655								
MONOMAC1_3_777_R1_peak_3274	chr10	17473969	17474348	+	61	NA	Intergenic	NA	-19903	ST8SIA6								
MONOMAC1_3_777_R1_peak_26707	chr7	50274228	50275051	+	61	NA	Intergenic	NA	-30143	IKZF1								
MONOMAC1_3_777_R1_peak_28390	chr8	96874522	96874939	+	61	NA	intron (CPQ, intron 4 of 8)	NA	142412	CPQ								
MONOMAC1_3_777_R1_peak_16373	chr2	96145624	96145990	+	61	NA	promoter-TSS (DUSP2)	NA	-367	DUSP2								
MONOMAC1_3_777_R1_peak_15849	chr2	43133730	43134028	+	61	NA	Intergenic	NA	-31434	LOC100506047								
MONOMAC1_3_777_R1_peak_9792	chr15	67882684	67883183	+	61	NA	Intergenic	NA	-42888	RNU6-1								
MONOMAC1_3_777_R1_peak_6626	chr12	53624901	53625289	+	61	NA	promoter-TSS (ATF7)	NA	-386	ATF7								
MONOMAC1_3_777_R1_peak_9502	chr15	51846123	51846452	+	61	NA	intron (TMOD3, intron 1 of 9)	NA	16659	TMOD3								
MONOMAC1_3_777_R1_peak_24817	chr6	30032964	30033582	+	61	NA	intron (ZNRD1-AS1, intron 5 of 5)	NA	-19351	HCG8								
MONOMAC1_3_777_R1_peak_25473	chr6	92687790	92688405	+	61	NA	Intergenic	NA	-43292	LOC102724665								
MONOMAC1_3_777_R1_peak_13518	chr18	62815791	62816474	+	61	NA	intron (PHLPP1, intron 1 of 16)	NA	100693	PHLPP1								
MONOMAC1_3_777_R1_peak_9325	chr15	41416350	41416994	+	61	NA	promoter-TSS (RTF1)	NA	-432	RTF1								
MONOMAC1_3_777_R1_peak_19779	chr3	12267724	12268483	+	61	NA	Intergenic	NA	-101975	PPARG								
MONOMAC1_3_777_R1_peak_19934	chr3	23723610	23723973	+	61	NA	Intergenic	NA	-86652	UBE2E1								
MONOMAC1_3_777_R1_peak_10296	chr16	370146	370455	+	61	NA	TTS (TMEM8A)	NA	284	MRPL28								
MONOMAC1_3_777_R1_peak_10530	chr16	10297211	10297521	+	61	NA	Intergenic	NA	-114612	GRIN2A								
MONOMAC1_3_777_R1_peak_27416	chr7	141944851	141945405	+	61	NA	intron (CLEC5A, intron 3 of 6)	NA	1855	CLEC5A								
MONOMAC1_3_777_R1_peak_12452	chr17	58514104	58514628	+	61	NA	exon (MTMR4, exon 1 of 18)	NA	3542	MTMR4								
MONOMAC1_3_777_R1_peak_22741	chr4	184854998	184855451	+	61	NA	Intergenic	NA	-4136	MIR3945								
MONOMAC1_3_777_R1_peak_4485	chr11	6606659	6607055	+	61	NA	intron (ILK, intron 2 of 11)	NA	3102	ILK								
MONOMAC1_3_777_R1_peak_12653	chr17	67376563	67377138	+	61	NA	promoter-TSS (PITPNC1)	NA	-431	PITPNC1								
MONOMAC1_3_777_R1_peak_27669	chr8	11859139	11859413	+	61	NA	intron (CTSB, intron 1 of 9)	NA	8838	CTSB								
MONOMAC1_3_777_R1_peak_12805	chr17	75764788	75765138	+	61	NA	intron (GALK1, intron 1 of 7)	NA	236	GALK1								
MONOMAC1_3_777_R1_peak_6310	chr12	26831994	26832406	+	61	NA	intron (ITPR2, intron 1 of 56)	NA	998	ITPR2								
MONOMAC1_3_777_R1_peak_24085	chr5	172179257	172179622	+	61	NA	intron (STK10, intron 1 of 18)	NA	8903	STK10								
MONOMAC1_3_777_R1_peak_11594	chr17	4902078	4902566	+	61	NA	exon (C17orf107, exon 3 of 3)	NA	752	CHRNE								
MONOMAC1_3_777_R1_peak_12715	chr17	73143430	73144136	+	61	NA	Intergenic	NA	-21238	SSTR2								
MONOMAC1_3_777_R1_peak_19933	chr3	23659409	23659742	+	61	NA	Intergenic	NA	-150868	UBE2E1								
MONOMAC1_3_777_R1_peak_20204	chr3	48614474	48614924	+	61	NA	Intergenic	NA	-5034	UQCRC1								
MONOMAC1_3_777_R1_peak_13621	chr18	76506337	76507091	+	61	NA	Intergenic	NA	11193	FLJ44313								
MONOMAC1_3_777_R1_peak_31156	chrX	152831109	152831733	+	61	NA	promoter-TSS (CETN2)	NA	-664	CETN2								
MONOMAC1_3_777_R1_peak_19913	chr3	18429348	18429700	+	61	NA	intron (SATB1, intron 1 of 10)	NA	-14518	LOC101929587								
MONOMAC1_3_777_R1_peak_23752	chr5	139246130	139246439	+	61	NA	Intergenic	NA	-27468	MATR3								
MONOMAC1_3_777_R1_peak_26263	chr7	5236889	5237537	+	61	NA	Intergenic	NA	-45731	SLC29A4								
MONOMAC1_3_777_R1_peak_21119	chr3	159920215	159920783	+	61	NA	intron (IL12A-AS1, intron 9 of 9)	NA	-68337	IL12A								
MONOMAC1_3_777_R1_peak_13207	chr18	21704935	21705272	+	61	NA	promoter-TSS (ABHD3)	NA	-298	ABHD3								
MONOMAC1_3_777_R1_peak_11124	chr16	67159537	67159857	+	61	NA	promoter-TSS (FBXL8)	NA	212	TRADD								
MONOMAC1_3_777_R1_peak_10231	chr15	99251568	99252146	+	61	NA	promoter-TSS (TTC23)	NA	48	LRRC28								
MONOMAC1_3_777_R1_peak_10760	chr16	29013381	29013996	+	61	NA	Intergenic	NA	28622	LAT								
MONOMAC1_3_777_R1_peak_13823	chr19	2426086	2426551	+	61	NA	TTS (TMPRSS9)	NA	1598	TIMM13								
MONOMAC1_3_777_R1_peak_7467	chr13	21075381	21075899	+	61	NA	Intergenic	NA	-14057	LATS2								
MONOMAC1_3_777_R1_peak_14855	chr19	43678676	43679031	+	61	NA	Intergenic	NA	-10552	PLAUR								
MONOMAC1_3_777_R1_peak_24852	chr6	30782945	30783273	+	61	NA	Intergenic	NA	-38559	IER3								
