PeakID (cmd=annotatePeaks.pl UT7_3_187_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
UT7_3_187_R1_peak_24307	chr21	43743608	43744148	+	78	NA	intron (PDXK, intron 3 of 9)	NA	10285	PDXK								
UT7_3_187_R1_peak_26167	chr3	46989006	46989217	+	78	NA	exon (NBEAL2, exon 4 of 54)	NA	9428	NBEAL2								
UT7_3_187_R1_peak_35202	chr8	41828290	41828910	+	78	NA	intron (ANK1, intron 1 of 42)	NA	68162	ANK1								
UT7_3_187_R1_peak_25843	chr3	20038983	20040754	+	78	NA	promoter-TSS (KAT2B)	NA	-510	KAT2B								
UT7_3_187_R1_peak_16385	chr17	74775522	74775740	+	78	NA	promoter-TSS (TMEM104)	NA	764	NAT9								
UT7_3_187_R1_peak_14166	chr16	66899460	66900030	+	78	NA	TTS (LOC101927816)	NA	7178	LOC101927816								
UT7_3_187_R1_peak_4967	chr10	71802982	71803454	+	78	NA	exon (CDH23, exon 8 of 23)	NA	12471	MIR7152								
UT7_3_187_R1_peak_37648	chr9	130768004	130768490	+	78	NA	intron (ABL1, intron 1 of 10)	NA	53648	LOC102723787								
UT7_3_187_R1_peak_29077	chr5	10303409	10304149	+	78	NA	intron (CMBL, intron 1 of 5)	NA	4277	CMBL								
UT7_3_187_R1_peak_11827	chr15	40454542	40455136	+	78	NA	intron (BAHD1, intron 1 of 6)	NA	11842	BAHD1								
UT7_3_187_R1_peak_7115	chr11	75590365	75590587	+	78	NA	intron (MAP6, intron 3 of 3)	NA	27638	SERPINH1								
UT7_3_187_R1_peak_37783	chr9	135505783	135506032	+	78	NA	exon (RP11-426A6.5, exon 1 of 3)	NA	540	RP11-426A6.5								
UT7_3_187_R1_peak_23659	chr20	59012052	59012310	+	78	NA	Intergenic	NA	-4927	CTSZ								
UT7_3_187_R1_peak_32707	chr6	135117567	135117875	+	78	NA	Intergenic	NA	-62823	HBS1L								
UT7_3_187_R1_peak_6361	chr11	57383051	57383458	+	78	NA	Intergenic	NA	-2104	PRG3								
UT7_3_187_R1_peak_33262	chr7	954266	954533	+	78	NA	exon (ADAP1, exon 1 of 11)	NA	-8583	ADAP1								
UT7_3_187_R1_peak_12632	chr15	75153413	75154005	+	78	NA	Intergenic	NA	-48171	C15orf39								
UT7_3_187_R1_peak_7411	chr11	110070029	110070538	+	78	NA	Intergenic	NA	-22665	ZC3H12C								
UT7_3_187_R1_peak_24232	chr21	39175785	39176083	+	78	NA	intron (PSMG1, intron 6 of 6)	NA	7580	PSMG1								
UT7_3_187_R1_peak_23729	chr20	62641684	62642441	+	78	NA	promoter-TSS (SLCO4A1)	NA	-381	SLCO4A1								
UT7_3_187_R1_peak_883	chr1	28553065	28553999	+	78	NA	intron (TRNAU1AP, intron 1 of 9)	NA	515	TRNAU1AP								
UT7_3_187_R1_peak_809	chr1	27603253	27603450	+	78	NA	intron (AHDC1, intron 2 of 8)	NA	601	AHDC1								
UT7_3_187_R1_peak_10398	chr14	21436889	21437251	+	78	NA	intron (CHD8, intron 1 of 37)	NA	228	CHD8								
UT7_3_187_R1_peak_14740	chr17	715120	715317	+	78	NA	promoter-TSS (VPS53)	NA	-362	VPS53								
UT7_3_187_R1_peak_2676	chr1	155273779	155274288	+	78	NA	promoter-TSS (CLK2)	NA	-519	CLK2								
UT7_3_187_R1_peak_24802	chr22	30425855	30426202	+	78	NA	TTS (SEC14L2)	NA	405	MTFP1								
UT7_3_187_R1_peak_3535	chr1	204494320	204494636	+	78	NA	promoter-TSS (PIK3C2B)	NA	337	PIK3C2B								
UT7_3_187_R1_peak_8375	chr12	42472666	42473018	+	78	NA	intron (PRICKLE1, intron 1 of 7)	NA	11153	PRICKLE1								
UT7_3_187_R1_peak_24777	chr22	30258881	30259157	+	78	NA	Intergenic	NA	6346	OSM								
UT7_3_187_R1_peak_31309	chr6	27895785	27896473	+	78	NA	Intergenic	NA	2704	HIST1H2BO								
UT7_3_187_R1_peak_21154	chr2	118013320	118014030	+	78	NA	intron (CCDC93, intron 1 of 23)	NA	488	CCDC93								
UT7_3_187_R1_peak_6187	chr11	34045019	34045456	+	78	NA	exon (LOC101929918, exon 3 of 3)	NA	5938	LOC101929918								
UT7_3_187_R1_peak_22567	chr20	671061	671427	+	78	NA	intron (SCRT2, intron 1 of 1)	NA	4935	SCRT2								
UT7_3_187_R1_peak_13379	chr16	4253192	4253580	+	78	NA	intron (RP11-95P2.1, intron 1 of 2)	NA	403	RP11-95P2.1								
UT7_3_187_R1_peak_17839	chr19	10408921	10409638	+	78	NA	Intergenic	NA	-5684	CDC37								
UT7_3_187_R1_peak_19015	chr19	42397182	42397571	+	78	NA	intron (LIPE-AS1, intron 1 of 2)	NA	-3197	LOC101930071								
UT7_3_187_R1_peak_21984	chr2	201780458	201780776	+	78	NA	promoter-TSS (ALS2)	NA	-25812	CDK15								
UT7_3_187_R1_peak_8633	chr12	50533180	50533853	+	78	NA	intron (DIP2B, intron 1 of 37)	NA	28491	DIP2B								
UT7_3_187_R1_peak_26262	chr3	49351802	49352252	+	78	NA	Intergenic	NA	6331	GPX1								
UT7_3_187_R1_peak_20162	chr2	39145987	39146272	+	78	NA	Intergenic	NA	-25586	SOS1								
UT7_3_187_R1_peak_27313	chr3	170222530	170222847	+	78	NA	exon (PRKCI, exon 1 of 18)	NA	256	PRKCI								
UT7_3_187_R1_peak_2827	chr1	159304842	159305060	+	78	NA	intron (FCER1A, intron 5 of 6)	NA	9708	OR10J3								
UT7_3_187_R1_peak_38800	chrX	155998950	155999960	+	78	NA	intron (IL9R, intron 1 of 8)	NA	-3374	IL9R								
UT7_3_187_R1_peak_3171	chr1	180563341	180563768	+	78	NA	Intergenic	NA	-60667	ACBD6								
UT7_3_187_R1_peak_7711	chr11	129949816	129950100	+	78	NA	intron (PRDM10, intron 4 of 21)	NA	-52666	LINC00167								
UT7_3_187_R1_peak_34745	chr8	2126964	2127417	+	78	NA	intron (MYOM2, intron 31 of 36)	NA	50601	MIR7160								
UT7_3_187_R1_peak_21125	chr2	112811489	112812231	+	78	NA	Intergenic	NA	24919	IL1B								
UT7_3_187_R1_peak_11874	chr15	41696340	41696621	+	78	NA	exon (MGA, exon 3 of 24)	NA	4895	MIR626								
UT7_3_187_R1_peak_16337	chr17	73010057	73010343	+	78	NA	intron (SLC39A11, intron 4 of 7)	NA	82514	SLC39A11								
UT7_3_187_R1_peak_8713	chr12	51361303	51361574	+	78	NA	intron (GALNT6, intron 5 of 10)	NA	-14759	CELA1								
UT7_3_187_R1_peak_35316	chr8	55888075	55888335	+	78	NA	intron (LYN, intron 1 of 12)	NA	-46029	LYN								
UT7_3_187_R1_peak_20615	chr2	70009830	70010327	+	78	NA	intron (PCBP1-AS1, intron 7 of 10)	NA	-47813	ASPRV1								
UT7_3_187_R1_peak_13205	chr16	679610	679888	+	78	NA	promoter-TSS (STUB1)	NA	-366	STUB1								
UT7_3_187_R1_peak_35940	chr8	129571733	129572001	+	78	NA	Intergenic	NA	-87779	MIR3686								
UT7_3_187_R1_peak_13835	chr16	29741482	29741823	+	78	NA	TTS (C16orf54)	NA	4367	C16orf54								
UT7_3_187_R1_peak_32255	chr6	80004580	80005135	+	78	NA	intron (TTK, intron 1 of 21)	NA	252	TTK								
UT7_3_187_R1_peak_1023	chr1	33143159	33143969	+	78	NA	Intergenic	NA	38506	TRIM62								
UT7_3_187_R1_peak_19803	chr19	57488523	57489149	+	78	NA	intron (ZNF419, intron 1 of 3)	NA	1125	ZNF419								
UT7_3_187_R1_peak_23252	chr20	38452593	38453065	+	78	NA	Intergenic	NA	3460	SNORA60								
UT7_3_187_R1_peak_13390	chr16	4434303	4434620	+	78	NA	exon (DNAJA3, exon 2 of 11)	NA	8656	DNAJA3								
UT7_3_187_R1_peak_12718	chr15	78939345	78940171	+	78	NA	intron (CTSH, intron 1 of 11)	NA	5320	CTSH								
UT7_3_187_R1_peak_31226	chr6	26577494	26578304	+	78	NA	TTS (TRNAY7)	NA	795	TRNAY7								
UT7_3_187_R1_peak_23602	chr20	53917639	53917920	+	78	NA	Intergenic	NA	-42070	SUMO1P1								
UT7_3_187_R1_peak_12918	chr15	89815269	89815841	+	78	NA	promoter-TSS (ANPEP)	NA	-676	ANPEP								
UT7_3_187_R1_peak_12885	chr15	89129112	89129733	+	78	NA	intron (ABHD2, intron 6 of 13)	NA	24898	ABHD2								
UT7_3_187_R1_peak_19134	chr19	45302453	45302947	+	78	NA	exon (MARK4, exon 17 of 17)	NA	20344	CKM								
UT7_3_187_R1_peak_18149	chr19	14528920	14529167	+	78	NA	promoter-TSS (TECR)	NA	150	DNAJB1								
UT7_3_187_R1_peak_20749	chr2	74862751	74863533	+	78	NA	intron (HK2, intron 2 of 17)	NA	28967	HK2								
UT7_3_187_R1_peak_1957	chr1	92446893	92447272	+	78	NA	Intergenic	NA	37870	GFI1								
UT7_3_187_R1_peak_27448	chr3	183868483	183868784	+	78	NA	promoter-TSS (PARL)	NA	16268	PARL								
UT7_3_187_R1_peak_12199	chr15	60424416	60424694	+	78	NA	intron (NARG2, intron 15 of 15)	NA	-26569	ANXA2								
UT7_3_187_R1_peak_6935	chr11	69415769	69416068	+	78	NA	Intergenic	NA	-9772	LOC102724265								
UT7_3_187_R1_peak_23442	chr20	48831709	48831952	+	78	NA	Intergenic	NA	-3947	PREX1								
UT7_3_187_R1_peak_4719	chr10	45421394	45421666	+	78	NA	intron (ALOX5, intron 4 of 13)	NA	31603	LOC102724323								
UT7_3_187_R1_peak_8642	chr12	50554056	50554285	+	78	NA	intron (DIP2B, intron 1 of 37)	NA	49145	DIP2B								
UT7_3_187_R1_peak_7788	chr12	1500099	1500766	+	78	NA	promoter-TSS (LINC00942)	NA	-59	LINC00942								
UT7_3_187_R1_peak_6823	chr11	67279286	67280090	+	78	NA	exon (ADRBK1, exon 5 of 21)	NA	-9666	ANKRD13D								
UT7_3_187_R1_peak_33961	chr7	76318463	76318745	+	78	NA	Intergenic	NA	16046	HSPB1								
UT7_3_187_R1_peak_1588	chr1	54547245	54548071	+	78	NA	promoter-TSS (ACOT11)	NA	-476	ACOT11								
UT7_3_187_R1_peak_25509	chr22	50190510	50190806	+	78	NA	intron (TRABD, intron 1 of 10)	NA	-1774	TRABD								
UT7_3_187_R1_peak_16592	chr17	78774964	78775410	+	78	NA	intron (CYTH1, intron 1 of 12)	NA	-47475	CYTH1								
UT7_3_187_R1_peak_24260	chr21	42235892	42236486	+	78	NA	intron (ABCG1, intron 4 of 16)	NA	36377	ABCG1								
UT7_3_187_R1_peak_29085	chr5	10438653	10438876	+	78	NA	exon (MARCH6, exon 26 of 26)	NA	3087	ROPN1L-AS1								
UT7_3_187_R1_peak_35797	chr8	124198372	124198954	+	78	NA	intron (RP11-37N22.1, intron 2 of 2)	NA	-27141	FER1L6-AS2								
UT7_3_187_R1_peak_3471	chr1	202157975	202158404	+	78	NA	exon (PTPN7, exon 3 of 10)	NA	2734	PTPN7								
UT7_3_187_R1_peak_31773	chr6	36769344	36769646	+	78	NA	intron (CPNE5, intron 11 of 21)	NA	69949	CPNE5								
UT7_3_187_R1_peak_3259	chr1	185138833	185139024	+	78	NA	intron (TRMT1L, intron 9 of 14)	NA	18056	TRMT1L								
UT7_3_187_R1_peak_10690	chr14	50666038	50666570	+	78	NA	intron (SAV1, intron 1 of 4)	NA	2049	SAV1								
UT7_3_187_R1_peak_31259	chr6	27472415	27473029	+	78	NA	exon (ZNF184, exon 1 of 6)	NA	396	ZNF184								
UT7_3_187_R1_peak_24720	chr22	29553252	29553714	+	78	NA	exon (THOC5, exon 1 of 21)	NA	264	THOC5								
UT7_3_187_R1_peak_15938	chr17	49723711	49724070	+	78	NA	intron (FAM117A, intron 2 of 7)	NA	-16446	SLC35B1								
UT7_3_187_R1_peak_8395	chr12	43758929	43759755	+	78	NA	promoter-TSS (PUS7L)	NA	295	IRAK4								
UT7_3_187_R1_peak_35721	chr8	118111956	118112247	+	78	NA	promoter-TSS (EXT1)	NA	-282	EXT1								
UT7_3_187_R1_peak_11323	chr14	92540188	92540789	+	78	NA	intron (RIN3, intron 1 of 9)	NA	26707	RIN3								
UT7_3_187_R1_peak_26433	chr3	52253713	52254233	+	78	NA	TTS (WDR82)	NA	8193	PPM1M								
UT7_3_187_R1_peak_32220	chr6	73654121	73654321	+	78	NA	promoter-TSS (SLC17A5)	NA	-207	SLC17A5								
UT7_3_187_R1_peak_10550	chr14	31420805	31421013	+	78	NA	promoter-TSS (HEATR5A)	NA	151	LOC101927124								
UT7_3_187_R1_peak_17781	chr19	8572498	8573031	+	78	NA	intron (MYO1F, intron 1 of 26)	NA	4683	MYO1F								
UT7_3_187_R1_peak_31481	chr6	30743751	30744564	+	78	NA	exon (IER3, exon 2 of 2)	NA	393	IER3								
UT7_3_187_R1_peak_23443	chr20	48920918	48921586	+	78	NA	promoter-TSS (ARFGEF2)	NA	-461	ARFGEF2								
UT7_3_187_R1_peak_10455	chr14	23009521	23009758	+	78	NA	intron (C14orf93, intron 1 of 8)	NA	562	C14orf93								
UT7_3_187_R1_peak_22668	chr20	4171257	4171510	+	78	NA	intron (SMOX, intron 1 of 6)	NA	-21707	RP4-779E11.3								
UT7_3_187_R1_peak_3630	chr1	207320831	207321322	+	78	NA	promoter-TSS (CD55)	NA	-396	CD55								
UT7_3_187_R1_peak_34153	chr7	100372427	100372861	+	78	NA	promoter-TSS (PILRA)	NA	5109	PILRA								
UT7_3_187_R1_peak_15517	chr17	39325538	39325890	+	78	NA	intron (FBXL20, intron 2 of 13)	NA	75942	FBXL20								
UT7_3_187_R1_peak_18273	chr19	16896160	16896822	+	78	NA	exon (CPAMD8, exon 40 of 42)	NA	7301	F2RL3								
UT7_3_187_R1_peak_37485	chr9	127699101	127699358	+	78	NA	Intergenic	NA	-7763	C9orf117								
UT7_3_187_R1_peak_19712	chr19	55459443	55460380	+	77	NA	intron (ISOC2, intron 1 of 4)	NA	1783	ISOC2								
UT7_3_187_R1_peak_27588	chr3	194257115	194257619	+	77	NA	exon (RP11-513G11.3, exon 4 of 4)	NA	9719	RP11-513G11.3								
UT7_3_187_R1_peak_10707	chr14	51205996	51206280	+	77	NA	Intergenic	NA	-34030	TMX1								
UT7_3_187_R1_peak_20644	chr2	71071358	71071888	+	77	NA	intron (NAGK, intron 3 of 9)	NA	3303	NAGK								
UT7_3_187_R1_peak_11531	chr14	103522538	103522788	+	77	NA	intron (CKB, intron 1 of 7)	NA	196	CKB								
UT7_3_187_R1_peak_2555	chr1	153526997	153527416	+	77	NA	Intergenic	NA	9035	S100A6								
UT7_3_187_R1_peak_29547	chr5	80255485	80255906	+	77	NA	intron (SERINC5, intron 1 of 12)	NA	384	SERINC5								
UT7_3_187_R1_peak_27492	chr3	185960111	185960442	+	77	NA	intron (LOC344887, intron 1 of 5)	NA	307	LOC344887								
UT7_3_187_R1_peak_35897	chr8	128052082	128052389	+	77	NA	intron (PVT1, intron 4 of 7)	NA	3032	MIR1207								
UT7_3_187_R1_peak_31634	chr6	33429329	33429584	+	77	NA	intron (SYNGAP1, intron 3 of 18)	NA	-8941	MIR5004								
UT7_3_187_R1_peak_7944	chr12	7189167	7189501	+	77	NA	promoter-TSS (PEX5)	NA	-368	PEX5								
UT7_3_187_R1_peak_11530	chr14	103521900	103522469	+	77	NA	intron (CKB, intron 2 of 7)	NA	675	CKB								
UT7_3_187_R1_peak_36265	chr9	470283	470491	+	77	NA	promoter-TSS (KANK1)	NA	197339	DOCK8								
UT7_3_187_R1_peak_35068	chr8	37748187	37748444	+	77	NA	promoter-TSS (LOC728024)	NA	-269	LOC728024								
UT7_3_187_R1_peak_22818	chr20	19465826	19466024	+	77	NA	intron (SLC24A3, intron 2 of 16)	NA	-181329	RP5-1027G4.3								
UT7_3_187_R1_peak_8481	chr12	47781881	47782135	+	77	NA	TTS (HDAC7)	NA	23286	SLC48A1								
UT7_3_187_R1_peak_31886	chr6	41546350	41547233	+	77	NA	promoter-TSS (LOC101060264)	NA	234	FOXP4								
UT7_3_187_R1_peak_1692	chr1	65224670	65225020	+	77	NA	exon (AK4, exon 5 of 6)	NA	-39849	DNAJC6								
UT7_3_187_R1_peak_36283	chr9	2027622	2028399	+	77	NA	intron (SMARCA2, intron 1 of 33)	NA	12791	SMARCA2								
UT7_3_187_R1_peak_32162	chr6	57222475	57222753	+	77	NA	promoter-TSS (RAB23)	NA	-1153	RAB23								
UT7_3_187_R1_peak_3578	chr1	206487338	206487636	+	77	NA	intron (IKBKE, intron 15 of 21)	NA	12643	MIR6769B								
UT7_3_187_R1_peak_12020	chr15	50254263	50254545	+	77	NA	intron (HDC, intron 5 of 11)	NA	11561	HDC								
UT7_3_187_R1_peak_2447	chr1	150548944	150549378	+	77	NA	promoter-TSS (ADAMTSL4)	NA	-208	ADAMTSL4								
UT7_3_187_R1_peak_196	chr1	8427188	8427424	+	77	NA	intron (LOC102724552, intron 1 of 3)	NA	3739	LOC102724552								
UT7_3_187_R1_peak_4147	chr1	243286312	243286613	+	77	NA	intron (SDCCAG8, intron 5 of 14)	NA	30436	SDCCAG8								
UT7_3_187_R1_peak_23845	chr21	14755248	14755555	+	77	NA	Intergenic	NA	-112294	LOC388813								
UT7_3_187_R1_peak_16608	chr17	79824988	79825285	+	77	NA	Intergenic	NA	7265	LOC102723961								
UT7_3_187_R1_peak_5949	chr11	5809998	5810569	+	77	NA	Intergenic	NA	-10053	OR52N2								
UT7_3_187_R1_peak_27626	chr3	195804552	195804985	+	77	NA	intron (MUC4, intron 1 of 24)	NA	7205	MUC4								
UT7_3_187_R1_peak_27604	chr3	195003399	195003688	+	77	NA	Intergenic	NA	-91045	XXYLT1-AS1								
UT7_3_187_R1_peak_11223	chr14	81430014	81430366	+	77	NA	Intergenic	NA	19967	RP11-299L17.3								
UT7_3_187_R1_peak_20443	chr2	62040615	62041042	+	77	NA	intron (COMMD1, intron 2 of 2)	NA	151993	COMMD1								
UT7_3_187_R1_peak_8322	chr12	40098837	40099226	+	77	NA	intron (SLC2A13, intron 1 of 9)	NA	7014	SLC2A13								
UT7_3_187_R1_peak_34889	chr8	18078891	18079218	+	77	NA	intron (ASAH1, intron 1 of 13)	NA	5944	ASAH1								
UT7_3_187_R1_peak_36489	chr9	15306667	15307261	+	77	NA	intron (TTC39B, intron 1 of 18)	NA	396	TTC39B								
UT7_3_187_R1_peak_34849	chr8	13116051	13116370	+	77	NA	promoter-TSS (DLC1)	NA	-61029	LOC102724803								
UT7_3_187_R1_peak_20743	chr2	74576490	74576722	+	77	NA	exon (M1AP, exon 6 of 7)	NA	22221	DOK1								
UT7_3_187_R1_peak_20233	chr2	44044466	44044742	+	77	NA	Intergenic	NA	-48615	LRPPRC								
UT7_3_187_R1_peak_17716	chr19	7293849	7294297	+	77	NA	promoter-TSS (INSR)	NA	-14215	INSR								
UT7_3_187_R1_peak_2185	chr1	111489962	111490181	+	77	NA	promoter-TSS (ADORA3)	NA	16187	C1orf162								
UT7_3_187_R1_peak_36558	chr9	19159612	19159846	+	77	NA	Intergenic	NA	-32123	PLIN2								
UT7_3_187_R1_peak_31046	chr6	20652038	20652503	+	77	NA	intron (CDKAL1, intron 5 of 15)	NA	117813	CDKAL1								
UT7_3_187_R1_peak_3515	chr1	203778315	203778743	+	77	NA	Intergenic	NA	13180	LAX1								
UT7_3_187_R1_peak_23241	chr20	38165026	38165305	+	77	NA	intron (TGM2, intron 1 of 9)	NA	133	TGM2								
UT7_3_187_R1_peak_24275	chr21	42552634	42553063	+	77	NA	intron (SLC37A1, intron 10 of 18)	NA	26909	LOC101928212								
UT7_3_187_R1_peak_16187	chr17	62628815	62629527	+	77	NA	intron (MRC2, intron 1 of 29)	NA	1770	MRC2								
UT7_3_187_R1_peak_2543	chr1	152036592	152036945	+	77	NA	intron (S100A11, intron 1 of 2)	NA	267	S100A11								
UT7_3_187_R1_peak_16497	chr17	76269654	76269904	+	77	NA	intron (UBALD2, intron 2 of 2)	NA	4574	UBALD2								
UT7_3_187_R1_peak_1672	chr1	64744753	64745358	+	77	NA	promoter-TSS (RAVER2)	NA	-188	RAVER2								
UT7_3_187_R1_peak_18449	chr19	19642588	19643530	+	77	NA	intron (GMIP, intron 1 of 20)	NA	608	GMIP								
UT7_3_187_R1_peak_32991	chr6	149890554	149890883	+	77	NA	intron (RAET1E-AS1, intron 1 of 2)	NA	5341	RAET1E								
UT7_3_187_R1_peak_492	chr1	21154332	21154536	+	77	NA	intron (EIF4G3, intron 3 of 14)	NA	22454	EIF4G3								
UT7_3_187_R1_peak_13896	chr16	30452299	30453097	+	77	NA	Intergenic	NA	-6723	SEPHS2								
UT7_3_187_R1_peak_14981	chr17	7482830	7483298	+	76	NA	TTS (SLC35G6)	NA	-1315	POLR2A								
UT7_3_187_R1_peak_6592	chr11	63688538	63689584	+	76	NA	intron (RTN3, intron 1 of 4)	NA	7611	RTN3								
UT7_3_187_R1_peak_10313	chr13	113363516	113364119	+	76	NA	exon (GRTP1, exon 2 of 6)	NA	325	GRTP1								
UT7_3_187_R1_peak_1280	chr1	42962391	42962609	+	76	NA	intron (SLC2A1-AS1, intron 1 of 3)	NA	-3324	SLC2A1								
UT7_3_187_R1_peak_13664	chr16	22191082	22191653	+	76	NA	Intergenic	NA	4425	TRNAL7								
UT7_3_187_R1_peak_17118	chr18	46059735	46060079	+	76	NA	intron (PSTPIP2, intron 1 of 14)	NA	12377	PSTPIP2								
UT7_3_187_R1_peak_15491	chr17	38415415	38415993	+	76	NA	Intergenic	NA	-12767	ARHGAP23								
UT7_3_187_R1_peak_8189	chr12	24947021	24947308	+	76	NA	intron (BCAT1, intron 1 of 10)	NA	2295	BCAT1								
UT7_3_187_R1_peak_32238	chr6	79079618	79080086	+	76	NA	Intergenic	NA	-1558	PHIP								
UT7_3_187_R1_peak_27423	chr3	182979121	182979735	+	76	NA	intron (DCUN1D1, intron 1 of 6)	NA	1110	DCUN1D1								
UT7_3_187_R1_peak_14822	chr17	2282659	2282969	+	76	NA	exon (SMG6, exon 8 of 9)	NA	-23490	SRR								
UT7_3_187_R1_peak_21951	chr2	201129746	201130290	+	76	NA	exon (CFLAR, exon 2 of 8)	NA	11547	LOC102724614								
UT7_3_187_R1_peak_32936	chr6	146938901	146939342	+	76	NA	intron (STXBP5-AS1, intron 7 of 10)	NA	-135297	KATNBL1P6								
UT7_3_187_R1_peak_3361	chr1	198620873	198621365	+	76	NA	Intergenic	NA	-17849	PTPRC								
UT7_3_187_R1_peak_30212	chr5	154787165	154787397	+	76	NA	intron (LARP1, intron 1 of 18)	NA	31706	LARP1								
UT7_3_187_R1_peak_5329	chr10	98414725	98415172	+	76	NA	intron (PYROXD2, intron 1 of 15)	NA	966	PYROXD2								
UT7_3_187_R1_peak_17338	chr18	79518779	79519224	+	76	NA	TTS (LOC102723506)	NA	4345	LOC102723506								
UT7_3_187_R1_peak_28261	chr4	76983062	76983644	+	76	NA	intron (SEPT11, intron 1 of 9)	NA	-4461	SEPT11								
UT7_3_187_R1_peak_6041	chr11	12150420	12151016	+	76	NA	intron (MICAL2, intron 1 of 21)	NA	-11361	MICAL2								
UT7_3_187_R1_peak_21377	chr2	144332742	144333262	+	76	NA	promoter-TSS (GTDC1)	NA	-468	GTDC1								
UT7_3_187_R1_peak_22796	chr20	17973698	17974072	+	76	NA	intron (MGME1, intron 3 of 5)	NA	4766	MGME1								
UT7_3_187_R1_peak_11461	chr14	101825310	101825744	+	76	NA	intron (PPP2R5C, intron 1 of 13)	NA	15724	PPP2R5C								
UT7_3_187_R1_peak_5337	chr10	98908918	98909306	+	76	NA	intron (HPSE2, intron 3 of 11)	NA	15456	MIR6507								
UT7_3_187_R1_peak_4372	chr10	11163731	11164071	+	76	NA	intron (CELF2, intron 1 of 13)	NA	-1186	CELF2								
UT7_3_187_R1_peak_33281	chr7	1473864	1474121	+	76	NA	intron (INTS1, intron 41 of 47)	NA	-14519	MICALL2								
UT7_3_187_R1_peak_28706	chr4	138910072	138910477	+	76	NA	Intergenic	NA	-105485	CCRN4L								
UT7_3_187_R1_peak_3152	chr1	179175162	179175492	+	76	NA	intron (ABL2, intron 1 of 12)	NA	54357	ABL2								
UT7_3_187_R1_peak_13722	chr16	23949573	23950053	+	76	NA	intron (PRKCB, intron 2 of 16)	NA	113834	PRKCB								
UT7_3_187_R1_peak_7869	chr12	6568366	6568792	+	76	NA	promoter-TSS (NOP2)	NA	-247	NOP2								
UT7_3_187_R1_peak_8153	chr12	16348042	16348286	+	76	NA	intron (MGST1, intron 1 of 2)	NA	1022	MGST1								
UT7_3_187_R1_peak_14016	chr16	47462328	47462560	+	76	NA	intron (PHKB, intron 1 of 30)	NA	1145	PHKB								
UT7_3_187_R1_peak_30308	chr5	170201331	170201714	+	76	NA	Intergenic	NA	-2381	LINC01187								
UT7_3_187_R1_peak_30385	chr5	173007696	173008033	+	76	NA	intron (ATP6V0E1, intron 2 of 3)	NA	-12862	SNORA74B								
UT7_3_187_R1_peak_1057	chr1	35804593	35805118	+	76	NA	Intergenic	NA	-12130	AGO4								
UT7_3_187_R1_peak_10043	chr13	52021865	52022425	+	76	NA	intron (ALG11, intron 2 of 3)	NA	-2546	UTP14C								
UT7_3_187_R1_peak_33213	chr6	167855389	167856042	+	76	NA	intron (MLLT4, intron 1 of 33)	NA	28724	MLLT4								
UT7_3_187_R1_peak_14878	chr17	3976229	3976434	+	76	NA	Intergenic	NA	-11867	ATP2A3								
UT7_3_187_R1_peak_10570	chr14	34630312	34630545	+	76	NA	promoter-TSS (SNX6)	NA	-270	SNX6								
UT7_3_187_R1_peak_5012	chr10	72331119	72331887	+	76	NA	Intergenic	NA	23646	DNAJB12								
UT7_3_187_R1_peak_22203	chr2	219130245	219130924	+	76	NA	intron (NHEJ1, intron 5 of 7)	NA	30281	NHEJ1								
UT7_3_187_R1_peak_22183	chr2	218659815	218660362	+	76	NA	promoter-TSS (ZNF142)	NA	432	BCS1L								
UT7_3_187_R1_peak_752	chr1	26529390	26529683	+	76	NA	promoter-TSS (RPS6KA1)	NA	-13576	RPS6KA1								
UT7_3_187_R1_peak_36730	chr9	37465995	37466660	+	76	NA	promoter-TSS (ZBTB5)	NA	-917	ZBTB5								
UT7_3_187_R1_peak_14452	chr16	81629537	81629879	+	76	NA	intron (CMIP, intron 3 of 20)	NA	18360	MIR6504								
UT7_3_187_R1_peak_28042	chr4	48211704	48212039	+	76	NA	intron (TEC, intron 1 of 16)	NA	-13730	TEC								
UT7_3_187_R1_peak_7598	chr11	122731915	122732524	+	76	NA	intron (UBASH3B, intron 1 of 13)	NA	76529	UBASH3B								
UT7_3_187_R1_peak_25828	chr3	17340031	17340271	+	76	NA	intron (TBC1D5, intron 13 of 21)	NA	402486	TBC1D5								
UT7_3_187_R1_peak_30757	chr6	7142411	7142725	+	76	NA	intron (RREB1, intron 1 of 12)	NA	34715	RREB1								
UT7_3_187_R1_peak_26369	chr3	51385254	51385870	+	76	NA	intron (MANF, intron 1 of 3)	NA	301	MANF								
UT7_3_187_R1_peak_1988	chr1	94417648	94418150	+	76	NA	promoter-TSS (ABCD3)	NA	-478	ABCD3								
UT7_3_187_R1_peak_1678	chr1	64947318	64947688	+	76	NA	intron (JAK1, intron 1 of 24)	NA	9514	JAK1								
UT7_3_187_R1_peak_29958	chr5	136157406	136157690	+	76	NA	intron (SMAD5, intron 4 of 8)	NA	-22658	SMAD5-AS1								
UT7_3_187_R1_peak_20563	chr2	68466700	68467125	+	76	NA	promoter-TSS (FBXO48)	NA	404	FBXO48								
