PeakID (cmd=annotatePeaks.pl SP1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_6001	chr11	106988518	106988790	+	0	NA	intron (GUCY1A2, intron 1 of 7)	NA	29791	GUCY1A2								
Interval_27098	chr6	52995036	52995806	+	0	NA	promoter-TSS (RN7SK)	NA	-41	GSTA4								
Interval_10106	chr15	79896487	79897416	+	0	NA	promoter-TSS (MTHFS)	NA	98	MTHFS								
Interval_30517	chr8	130309408	130309677	+	0	NA	intron (ASAP1, intron 1 of 28)	NA	-13009	ASAP1-IT1								
Interval_4360	chr10	119103616	119104462	+	0	NA	promoter-TSS (FAM45A)	NA	-43	FAM45A								
Interval_23790	chr4	15396245	15396477	+	0	NA	intron (C1QTNF7, intron 1 of 2)	NA	-31644	C1QTNF7								
Interval_31916	chr9	133793124	133793330	+	0	NA	intron (VAV2, intron 11 of 26)	NA	-53285	SARDH								
Interval_29623	chr8	23181019	23181202	+	0	NA	Intergenic	NA	-17080	TNFRSF10D								
Interval_1995	chr1	151791242	151791430	+	0	NA	promoter-TSS (TDRKH)	NA	514	LOC101927929								
Interval_1460	chr1	84620618	84621280	+	0	NA	promoter-TSS (LOC101927773)	NA	111	LOC101927773								
Interval_13335	chr17	60677221	60678170	+	0	NA	promoter-TSS (BCAS3)	NA	-165	BCAS3								
Interval_1087	chr1	40802191	40802976	+	0	NA	intron (KCNQ4, intron 1 of 13)	NA	18571	KCNQ4								
Interval_27990	chr7	3044265	3044511	+	0	NA	promoter-TSS (LOC102723892)	NA	-449	LOC102723892								
Interval_12268	chr17	10295819	10296092	+	0	NA	Intergenic	NA	-24437	LOC102724366								
Interval_12794	chr17	40191478	40191750	+	0	NA	exon (RAPGEFL1, exon 11 of 16)	NA	-1988	MIR6867								
Interval_10724	chr16	11345165	11345638	+	0	NA	promoter-TSS (RMI2)	NA	-53	RMI2								
Interval_31267	chr9	94030413	94031058	+	0	NA	promoter-TSS (PTPDC1)	NA	-74	PTPDC1								
Interval_8913	chr14	75295053	75295345	+	0	NA	intron (RP11-293M10.5, intron 2 of 2)	NA	795	RP11-293M10.5								
Interval_18275	chr2	86225595	86225928	+	0	NA	intron (REEP1, intron 6 of 7)	NA	26328	MRPL35								
Interval_18657	chr2	130145035	130145275	+	0	NA	promoter-TSS (CCDC74B)	NA	-76	CCDC74B								
Interval_30634	chr8	141367177	141367445	+	0	NA	promoter-TSS (GPR20)	NA	-46	GPR20								
Interval_26181	chr6	7468740	7468912	+	0	NA	Intergenic	NA	41920	LOC102724234								
Interval_13689	chr17	76772879	76773257	+	0	NA	intron (MFSD11, intron 8 of 10)	NA	-25974	LOC101928514								
Interval_8345	chr13	112640769	112640960	+	0	NA	Intergenic	NA	-6180	C13orf35								
Interval_22103	chr3	32626539	32626781	+	0	NA	Intergenic	NA	-55786	DYNC1LI1								
Interval_32254	chrX	15854424	15855393	+	0	NA	promoter-TSS (AP1S2)	NA	106	AP1S2								
Interval_23135	chr3	150606046	150606263	+	0	NA	intron (SELT, intron 1 of 5)	NA	2875	SELT								
Interval_1046	chr1	39408341	39409483	+	0	NA	promoter-TSS (KIAA0754)	NA	-592	KIAA0754								
Interval_12039	chr17	4365006	4365711	+	0	NA	intron (UBE2G1, intron 1 of 5)	NA	1316	UBE2G1								
Interval_8564	chr14	35932741	35933066	+	0	NA	Intergenic	NA	106512	BRMS1L								
Interval_3653	chr10	50623802	50625429	+	0	NA	promoter-TSS (SGMS1)	NA	-115318	ASAH2B								
Interval_16878	chr19	48868423	48868776	+	0	NA	promoter-TSS (PLEKHA4)	NA	28	PLEKHA4								
Interval_27396	chr6	111482880	111484375	+	0	NA	promoter-TSS (REV3L)	NA	88	REV3L								
Interval_28449	chr7	58925628	58925791	+	0	NA	Intergenic	NA	-1057659	LOC102723842								
Interval_17916	chr2	48440410	48441048	+	0	NA	promoter-TSS (PPP1R21)	NA	-40	PPP1R21								
Interval_4048	chr10	91410014	91410564	+	0	NA	promoter-TSS (HECTD2)	NA	4	HECTD2								
Interval_3407	chr10	22690725	22690887	+	0	NA	intron (PIP4K2A, intron 1 of 8)	NA	23768	PIP4K2A								
Interval_16291	chr19	38664662	38664938	+	0	NA	intron (ACTN4, intron 1 of 20)	NA	17173	ACTN4								
Interval_12521	chr17	29390140	29390792	+	0	NA	promoter-TSS (TAOK1)	NA	-196	MIR4523								
Interval_14126	chr18	10454170	10454362	+	0	NA	promoter-TSS (APCDD1)	NA	-362	APCDD1								
Interval_5278	chr11	62004572	62004842	+	0	NA	Intergenic	NA	15397	LOC102723745								
Interval_25350	chr5	127517198	127518212	+	0	NA	promoter-TSS (PRRC1)	NA	96	PRRC1								
Interval_16887	chr19	48963454	48964203	+	0	NA	Intergenic	NA	-1481	FTL								
Interval_16703	chr19	46193134	46193403	+	0	NA	intron (AC006262.5, intron 2 of 2)	NA	9794	AC006262.5								
Interval_30147	chr8	89838934	89839239	+	0	NA	Intergenic	NA	-63448	OSGIN2								
Interval_3270	chr10	3172430	3173775	+	0	NA	promoter-TSS (PITRM1)	NA	-262	PITRM1								
Interval_2250	chr1	160070142	160070665	+	0	NA	promoter-TSS (KCNJ10)	NA	-142	KCNJ10								
Interval_22635	chr3	71725372	71725679	+	0	NA	promoter-TSS (EIF4E3)	NA	-28525	GPR27								
Interval_2561	chr1	197354810	197355009	+	0	NA	intron (CRB1, intron 4 of 9)	NA	153447	CRB1								
Interval_9365	chr15	24954841	24955032	+	0	NA	promoter-TSS (SNURF)	NA	13	SNURF								
Interval_13698	chr17	77319367	77319648	+	0	NA	promoter-TSS (SEPT9)	NA	38097	SEPT9								
Interval_28642	chr7	87059592	87059950	+	0	NA	promoter-TSS (KIAA1324L)	NA	-93374	DMTF1								
Interval_10438	chr16	740594	741331	+	0	NA	promoter-TSS (NARFL)	NA	35	NARFL								
Interval_29904	chr8	52150494	52150912	+	0	NA	intron (ST18, intron 15 of 25)	NA	-43656	LOC101929341								
Interval_21586	chr22	42368934	42369703	+	0	NA	promoter-TSS (LOC102723775)	NA	-72	LOC102723775								
Interval_5713	chr11	70203737	70204087	+	0	NA	intron (FADD, intron 1 of 1)	NA	749	FADD								
Interval_30880	chr9	6230506	6230668	+	0	NA	intron (IL33, intron 1 of 4)	NA	15438	IL33								
Interval_6985	chr12	53366005	53366227	+	0	NA	Intergenic	NA	-15097	SP1								
Interval_22604	chr3	66500514	66501653	+	0	NA	promoter-TSS (LRIG1)	NA	-662	LRIG1								
Interval_12509	chr17	29139885	29140748	+	0	NA	intron (MYO18A, intron 2 of 41)	NA	40073	MYO18A								
Interval_21921	chr3	11367184	11367372	+	0	NA	intron (ATG7, intron 16 of 17)	NA	94954	ATG7								
Interval_6459	chr12	6550388	6550599	+	0	NA	intron (IFFO1, intron 3 of 9)	NA	5590	IFFO1								
Interval_976	chr1	36155693	36156240	+	0	NA	promoter-TSS (MAP7D1)	NA	1	MAP7D1								
Interval_19957	chr20	33230000	33230182	+	0	NA	Intergenic	NA	-5905	BPIFA1								
Interval_11317	chr16	58197993	58198605	+	0	NA	promoter-TSS (CSNK2A2)	NA	-421	CSNK2A2								
Interval_22507	chr3	53045255	53045424	+	0	NA	promoter-TSS (SFMBT1)	NA	-2085	SFMBT1								
Interval_20979	chr22	17773822	17774254	+	0	NA	promoter-TSS (BID)	NA	4	BID								
Interval_594	chr1	24190169	24190584	+	0	NA	Intergenic	NA	-3101	IFNLR1								
Interval_470	chr1	17675623	17676408	+	0	NA	intron (ARHGEF10L, intron 26 of 28)	NA	57702	ARHGEF10L								
Interval_12841	chr17	41836064	41836609	+	0	NA	promoter-TSS (NT5C3B)	NA	-65	NT5C3B								
Interval_832	chr1	30757768	30758045	+	0	NA	promoter-TSS (LAPTM5)	NA	-70	LAPTM5								
Interval_31232	chr9	92133994	92134349	+	0	NA	intron (LOC100128076, intron 2 of 12)	NA	1337	LOC100128076								
Interval_18007	chr2	64018973	64019194	+	0	NA	promoter-TSS (VPS54)	NA	-3	VPS54								
Interval_13723	chr17	77609972	77610512	+	0	NA	Intergenic	NA	-47514	LOC102723805								
Interval_30036	chr8	67343287	67344122	+	0	NA	promoter-TSS (LOC102724708)	NA	-24	LOC102724708								
Interval_20860	chr21	43776204	43776915	+	0	NA	promoter-TSS (CSTB)	NA	-184	CSTB								
Interval_21143	chr22	24554738	24556142	+	0	NA	promoter-TSS (SNRPD3)	NA	-210	SNRPD3								
Interval_17730	chr2	32262224	32262448	+	0	NA	intron (NLRC4, intron 1 of 8)	NA	2544	NLRC4								
Interval_15545	chr19	13167428	13167964	+	0	NA	Intergenic	NA	17228	IER2								
Interval_12210	chr17	8173075	8174088	+	0	NA	promoter-TSS (SNORD118)	NA	7	SNORD118								
Interval_15735	chr19	16659439	16661282	+	0	NA	promoter-TSS (TMEM38A)	NA	-216	SMIM7								
Interval_24477	chr4	152535839	152536979	+	0	NA	promoter-TSS (MIR4453)	NA	-23	MIR4453								
Interval_15873	chr19	18220676	18221289	+	0	NA	intron (PDE4C, intron 4 of 14)	NA	5493	PDE4C								
Interval_21329	chr22	36239568	36239760	+	0	NA	promoter-TSS (APOL2)	NA	290	APOL2								
Interval_2534	chr1	186374966	186376014	+	0	NA	promoter-TSS (C1orf27)	NA	261	TPR								
Interval_21976	chr3	13549629	13549820	+	0	NA	intron (FBLN2, intron 1 of 16)	NA	599	FBLN2								
Interval_13211	chr17	51121644	51122121	+	0	NA	Intergenic	NA	-1017	SPAG9								
Interval_32167	chrUn_KI270752v1	12534	12879	+	0	NA	intron (LOC102723822, intron 1 of 14)	NA	1326	LOC102723822								
Interval_27756	chr6	159267249	159267488	+	0	NA	intron (FNDC1, intron 21 of 22)	NA	97971	FNDC1								
Interval_30475	chr8	125698837	125699149	+	0	NA	Intergenic	NA	223365	LOC101927634								
Interval_2006	chr1	152035845	152036690	+	0	NA	intron (S100A11, intron 1 of 2)	NA	768	S100A11								
Interval_26512	chr6	28252146	28252414	+	0	NA	promoter-TSS (ZKSCAN4)	NA	6939	ZKSCAN4								
Interval_30864	chr9	4741508	4741738	+	0	NA	promoter-TSS (AK3)	NA	-314	AK3								
Interval_27979	chr7	2719065	2719278	+	0	NA	Intergenic	NA	39649	AMZ1								
Interval_3750	chr10	70145601	70146274	+	0	NA	exon (TYSND1, exon 1 of 2)	NA	803	TYSND1								
Interval_2937	chr1	225250568	225250778	+	0	NA	exon (DNAH14, exon 43 of 84)	NA	177440	LBR								
Interval_29654	chr8	26437726	26437926	+	0	NA	Intergenic	NA	47436	BNIP3L								
Interval_10858	chr16	22297789	22298077	+	0	NA	TTS (TRNAL27)	NA	558	POLR3E								
Interval_28446	chr7	56064899	56065272	+	0	NA	intron (SUMF2, intron 1 of 7)	NA	861	SUMF2								
Interval_26321	chr6	18148288	18148642	+	0	NA	intron (TPMT, intron 2 of 8)	NA	6678	TPMT								
Interval_17157	chr19	53102837	53103143	+	0	NA	intron (ZNF160, intron 1 of 6)	NA	444	ZNF160								
Interval_22834	chr3	122514407	122515070	+	0	NA	intron (KPNA1, intron 1 of 13)	NA	201	KPNA1								
Interval_22701	chr3	100400522	100401738	+	0	NA	promoter-TSS (LNP1)	NA	-63	LNP1								
Interval_13235	chr17	56799015	56799296	+	0	NA	intron (C17orf67, intron 4 of 5)	NA	33756	C17orf67								
Interval_11315	chr16	58025080	58025855	+	0	NA	promoter-TSS (MMP15)	NA	89	MMP15								
Interval_19289	chr2	224603048	224603277	+	0	NA	Intergenic	NA	-39822	CUL3								
Interval_3040	chr1	230186945	230187136	+	0	NA	intron (GALNT2, intron 2 of 15)	NA	119831	GALNT2								
Interval_31647	chr9	126804792	126805521	+	0	NA	promoter-TSS (ZBTB43)	NA	150	ZBTB43								
Interval_30971	chr9	27572799	27574244	+	0	NA	promoter-TSS (C9orf72)	NA	-28	C9orf72								
Interval_27334	chr6	107657845	107658308	+	0	NA	intron (SOBP, intron 7 of 7)	NA	-48681	LOC101927442								
Interval_12328	chr17	16536693	16537110	+	0	NA	Intergenic	NA	32305	ZNF287								
Interval_3818	chr10	72260527	72261534	+	0	NA	Intergenic	NA	-12889	DDIT4								
Interval_11565	chr16	79770373	79770942	+	0	NA	promoter-TSS (LOC102467146)	NA	-125	LOC102467146								
Interval_25645	chr5	149680878	149681146	+	0	NA	Intergenic	NA	-39974	LOC102724061								
Interval_25810	chr5	170312767	170312939	+	0	NA	Intergenic	NA	-15035	LCP2								
Interval_1240	chr1	47231736	47232107	+	0	NA	promoter-TSS (TAL1)	NA	327	TAL1								
Interval_25774	chr5	160399893	160400273	+	0	NA	promoter-TSS (C5orf54)	NA	-30	C5orf54								
Interval_16629	chr19	45250801	45251816	+	0	NA	promoter-TSS (MARK4)	NA	50	MARK4								
Interval_6968	chr12	53198419	53198610	+	0	NA	intron (ITGB7, intron 3 of 15)	NA	8765	ITGB7								
Interval_19961	chr20	33489581	33490722	+	0	NA	promoter-TSS (CBFA2T2)	NA	-46298	SNTA1								
Interval_783	chr1	28111165	28111416	+	0	NA	Intergenic	NA	-22653	EYA3								
Interval_25771	chr5	160118476	160119066	+	0	NA	promoter-TSS (PWWP2A)	NA	62	PWWP2A								
Interval_13253	chr17	57561064	57561385	+	0	NA	intron (MSI2, intron 6 of 9)	NA	-37627	RP11-118E18.2								
Interval_11779	chr16	88801821	88802022	+	0	NA	Intergenic	NA	-1857	CDT1								
Interval_7846	chr12	124927310	124927586	+	0	NA	promoter-TSS (TRNAD15)	NA	-32	TRNAD15								
Interval_15411	chr19	11420453	11420886	+	0	NA	TTS (CCDC151)	NA	-1327	RGL3								
Interval_111	chr1	2311608	2311839	+	0	NA	Intergenic	NA	40938	LOC100129534								
Interval_10249	chr15	90249253	90249840	+	0	NA	promoter-TSS (TTLL13)	NA	14	TTLL13								
Interval_3677	chr10	61867504	61868195	+	0	NA	Intergenic	NA	-181362	ARID5B								
Interval_31218	chr9	90801520	90801866	+	0	NA	promoter-TSS (SYK)	NA	-37	SYK								
Interval_18975	chr2	186485958	186486428	+	0	NA	promoter-TSS (ZC3H15)	NA	35	ZC3H15								
Interval_25658	chr5	150412549	150413056	+	0	NA	exon (CD74, exon 1 of 8)	NA	178	CD74								
Interval_29854	chr8	42412763	42413164	+	0	NA	Intergenic	NA	21202	VDAC3								
Interval_5630	chr11	67437524	67437843	+	0	NA	promoter-TSS (PTPRCAP)	NA	-1	PTPRCAP								
Interval_15542	chr19	13162598	13163709	+	0	NA	Intergenic	NA	12685	IER2								
Interval_18649	chr2	128901956	128902237	+	0	NA	Intergenic	NA	37496	LOC101927881								
Interval_9990	chr15	74724072	74724302	+	0	NA	intron (CYP1A1, intron 1 of 6)	NA	1349	CYP1A1								
Interval_24125	chr4	82900304	82901252	+	0	NA	promoter-TSS (THAP9)	NA	94	THAP9								
Interval_13096	chr17	48055739	48056058	+	0	NA	intron (LOC102724556, intron 1 of 2)	NA	1964	LOC102724556								
Interval_27670	chr6	150599721	150599894	+	0	NA	promoter-TSS (PLEKHG1)	NA	-83796	PLEKHG1								
Interval_4543	chr10	132434510	132434717	+	0	NA	Intergenic	NA	-10597	C10orf91								
Interval_5103	chr11	46361377	46361637	+	0	NA	promoter-TSS (DGKZ)	NA	-2830	DGKZ								
Interval_6479	chr12	6752629	6753848	+	0	NA	promoter-TSS (MLF2)	NA	-322	MLF2								
Interval_654	chr1	25820660	25820892	+	0	NA	promoter-TSS (MTFR1L)	NA	870	MTFR1L								
Interval_6173	chr11	119172566	119172734	+	0	NA	intron (NLRX1, intron 3 of 9)	NA	4316	NLRX1								
Interval_15226	chr19	8335575	8335746	+	0	NA	exon (KANK3, exon 2 of 10)	NA	7558	KANK3								
Interval_17022	chr19	50341075	50341553	+	0	NA	intron (NAPSB, intron 1 of 8)	NA	3434	NAPSB								
Interval_11747	chr16	88453999	88454190	+	0	NA	intron (ZFPM1, intron 1 of 9)	NA	488	ZFPM1								
Interval_8722	chr14	60734622	60734871	+	0	NA	promoter-TSS (MNAT1)	NA	5	MNAT1								
Interval_16440	chr19	41531406	41532101	+	0	NA	Intergenic	NA	-3631	LOC101927931								
Interval_23600	chr4	1217417	1217766	+	0	NA	exon (CTBP1-AS, exon 6 of 6)	NA	7471	CTBP1-AS								
Interval_23809	chr4	17595738	17595940	+	0	NA	intron (LAP3, intron 8 of 12)	NA	18535	LAP3								
Interval_16555	chr19	43983892	43984283	+	0	NA	promoter-TSS (ZNF155)	NA	-83	ZNF155								
Interval_27814	chr6	166998672	166999858	+	0	NA	promoter-TSS (FGFR1OP)	NA	-52	FGFR1OP								
Interval_12588	chr17	31451491	31451744	+	0	NA	intron (RAB11FIP4, intron 3 of 14)	NA	59993	RAB11FIP4								
Interval_30503	chr8	129591931	129592529	+	0	NA	Intergenic	NA	-108142	MIR3686								
Interval_21990	chr3	14377770	14378027	+	0	NA	Intergenic	NA	-24678	SLC6A6								
Interval_8488	chr14	24140586	24141270	+	0	NA	exon (EMC9, exon 2 of 5)	NA	692	EMC9								
Interval_25616	chr5	144192111	144192344	+	0	NA	intron (KCTD16, intron 2 of 3)	NA	-13176	KCTD16								
Interval_28093	chr7	10940047	10940696	+	0	NA	promoter-TSS (NDUFA4)	NA	-185	NDUFA4								
Interval_1041	chr1	39196363	39196554	+	0	NA	intron (MACF1, intron 1 of 101)	NA	112291	MACF1								
Interval_2787	chr1	209784336	209784972	+	0	NA	promoter-TSS (C1orf74)	NA	-109	C1orf74								
Interval_18027	chr2	64865592	64865884	+	0	NA	Intergenic	NA	-2107	AC007880.1								
Interval_12177	chr17	7851609	7852089	+	0	NA	intron (KDM6B, intron 17 of 21)	NA	-3136	TMEM88								
Interval_19052	chr2	199463256	199463906	+	0	NA	intron (SATB2, intron 1 of 11)	NA	-2167	SATB2								
Interval_30960	chr9	25989557	25989743	+	0	NA	Intergenic	NA	-77025	LOC100506422								
Interval_617	chr1	24925190	24925440	+	0	NA	intron (RUNX3, intron 4 of 6)	NA	4964	RUNX3								
Interval_156	chr1	3796342	3796842	+	0	NA	promoter-TSS (LRRC47)	NA	-88	LRRC47								
Interval_15634	chr19	14480082	14480418	+	0	NA	intron (GIPC1, intron 4 of 6)	NA	-4888	PTGER1								
Interval_21131	chr22	24155720	24155977	+	0	NA	intron (CABIN1, intron 29 of 36)	NA	-25628	SUSD2								
Interval_14047	chr18	400471	400636	+	0	NA	intron (COLEC12, intron 2 of 5)	NA	100176	COLEC12								
Interval_30521	chr8	131814434	131814693	+	0	NA	Intergenic	NA	-89546	EFR3A								
Interval_31174	chr9	83707822	83708463	+	0	NA	exon (UBQLN1, exon 1 of 11)	NA	111	UBQLN1								
Interval_12231	chr17	8629430	8629630	+	0	NA	intron (MYH10, intron 1 of 43)	NA	1231	MYH10								
Interval_2366	chr1	167715517	167715732	+	0	NA	promoter-TSS (TRNAP4)	NA	-65	TRNAP4								
Interval_15137	chr19	6887298	6887660	+	0	NA	promoter-TSS (EMR1)	NA	-70	EMR1								
Interval_7296	chr12	89524685	89525053	+	0	NA	promoter-TSS (GALNT4)	NA	-63	GALNT4								
Interval_2328	chr1	164651703	164651924	+	0	NA	intron (LOC102724387, intron 1 of 1)	NA	14036	LOC102724387								
Interval_1302	chr1	53945102	53946839	+	0	NA	promoter-TSS (LRRC42)	NA	-355	HSPB11								
Interval_20313	chr20	51984920	51985266	+	0	NA	Intergenic	NA	-122180	RP5-1112F19.2								
Interval_20769	chr21	38805378	38806148	+	0	NA	promoter-TSS (ETS2)	NA	456	ETS2								
Interval_6813	chr12	47963353	47963888	+	0	NA	promoter-TSS (TMEM106C)	NA	73	TMEM106C								
Interval_4418	chr10	122979994	122980174	+	0	NA	promoter-TSS (PSTK)	NA	-330	PSTK								
Interval_25244	chr5	109688874	109690126	+	0	NA	promoter-TSS (MAN2A1)	NA	134	MAN2A1								
Interval_2432	chr1	176206919	176207758	+	0	NA	promoter-TSS (RFWD2)	NA	-88	RFWD2								
Interval_15666	chr19	15210239	15210649	+	0	NA	Intergenic	NA	-9463	NOTCH3								
Interval_12796	chr17	40219033	40219902	+	0	NA	promoter-TSS (WIPF2)	NA	-323	WIPF2								
Interval_23502	chr3	196202508	196202835	+	0	NA	intron (ZDHHC19, intron 5 of 6)	NA	-7314	LOC102723473								
Interval_20136	chr20	44210327	44211298	+	0	NA	promoter-TSS (OSER1-AS1)	NA	170	OSER1								
Interval_5371	chr11	64215086	64215331	+	0	NA	intron (FERMT3, intron 6 of 14)	NA	8528	FERMT3								
Interval_9845	chr15	67091319	67091494	+	0	NA	intron (SMAD3, intron 1 of 8)	NA	-72925	SMAD3								
Interval_3767	chr10	70578624	70578786	+	0	NA	Intergenic	NA	24070	PRF1								
Interval_7432	chr12	104286563	104287415	+	0	NA	exon (TXNRD1, exon 1 of 14)	NA	307	TXNRD1								
Interval_9092	chr14	93955272	93955445	+	0	NA	intron (ASB2, intron 4 of 10)	NA	-7106	MIR4506								
Interval_26841	chr6	36754184	36754352	+	0	NA	intron (CPNE5, intron 14 of 21)	NA	56417	RAB44								
Interval_10779	chr16	15756612	15756898	+	0	NA	intron (MYH11, intron 14 of 41)	NA	100275	MYH11								
Interval_26948	chr6	42028206	42028457	+	0	NA	intron (CCND3, intron 1 of 4)	NA	-22182	TAF8								
Interval_73	chr1	1629676	1630729	+	0	NA	intron (MIB2, intron 18 of 18)	NA	-1479	MMP23B								
Interval_32184	chrX	1239666	1240088	+	0	NA	Intergenic	NA	-27241	CRLF2								
Interval_32503	chrX	64205115	64205388	+	0	NA	intron (AMER1, intron 1 of 2)	NA	493	AMER1								
Interval_1118	chr1	42455896	42457085	+	0	NA	promoter-TSS (PPCS)	NA	-4	PPCS								
Interval_8297	chr13	99501145	99501821	+	0	NA	exon (TM9SF2, exon 1 of 17)	NA	109	TM9SF2								
Interval_27325	chr6	106974839	106975030	+	0	NA	promoter-TSS (CD24)	NA	520	CD24								
Interval_26483	chr6	27808471	27808657	+	0	NA	promoter-TSS (HIST1H2BL)	NA	365	HIST1H2AI								
Interval_25181	chr5	93054821	93055029	+	0	NA	Intergenic	NA	526395	NR2F1-AS1								
Interval_14551	chr18	77128299	77128651	+	0	NA	intron (MBP, intron 1 of 7)	NA	-23189	MBP								
Interval_16683	chr19	45779102	45780101	+	0	NA	promoter-TSS (DMPK)	NA	2956	DMPK								
Interval_23300	chr3	179852324	179852514	+	0	NA	intron (PEX5L, intron 7 of 13)	NA	35775	PEX5L								
Interval_31588	chr9	124197134	124197371	+	0	NA	Intergenic	NA	-89036	NEK6								
Interval_19095	chr2	202265071	202265997	+	0	NA	promoter-TSS (NOP58)	NA	-258	NOP58								
Interval_28046	chr7	5898498	5898777	+	0	NA	promoter-TSS (CCZ1)	NA	-73	CCZ1								
Interval_17603	chr2	24971193	24972357	+	0	NA	promoter-TSS (DNAJC27-AS1)	NA	319	DNAJC27								
Interval_1741	chr1	112714051	112714385	+	0	NA	intron (PPM1J, intron 1 of 9)	NA	1110	PPM1J								
Interval_28934	chr7	108525490	108526783	+	0	NA	promoter-TSS (PNPLA8)	NA	182	PNPLA8								
Interval_11694	chr16	86554986	86555488	+	0	NA	promoter-TSS (MTHFSD)	NA	-2	MTHFSD								
Interval_11290	chr16	57535704	57536681	+	0	NA	intron (CCDC102A, intron 1 of 8)	NA	373	CCDC102A								
Interval_6492	chr12	6890749	6891521	+	0	NA	Intergenic	NA	6453	DSTNP2								
Interval_17001	chr19	49928550	49930995	+	0	NA	promoter-TSS (NUP62)	NA	-233	IL4I1								
Interval_28789	chr7	100583400	100583562	+	0	NA	intron (LRCH4, intron 1 of 15)	NA	2672	LRCH4								
Interval_13387	chr17	63849062	63849436	+	0	NA	Intergenic	NA	-6789	SMARCD2								
Interval_8885	chr14	74083876	74084046	+	0	NA	promoter-TSS (LIN52)	NA	532	ALDH6A1								
Interval_4818	chr11	9574144	9574326	+	0	NA	promoter-TSS (WEE1)	NA	-452	WEE1								
Interval_26736	chr6	33427793	33428490	+	0	NA	intron (SYNGAP1, intron 3 of 18)	NA	8071	SYNGAP1								
Interval_3074	chr1	232704848	232705037	+	0	NA	Intergenic	NA	37773	RP11-66A2.2								
Interval_15404	chr19	11361844	11362069	+	0	NA	intron (LPPR2, intron 6 of 9)	NA	6570	LPPR2								
Interval_27344	chr6	108142378	108142594	+	0	NA	intron (OSTM1-AS1, intron 1 of 1)	NA	18850	OSTM1-AS1								
Interval_19541	chr2	241764136	241764484	+	0	NA	intron (D2HGDH, intron 9 of 9)	NA	-12515	GAL3ST2								
Interval_3426	chr10	24952298	24952726	+	0	NA	promoter-TSS (PRTFDC1)	NA	132	PRTFDC1								
Interval_12227	chr17	8376513	8376920	+	0	NA	promoter-TSS (KRBA2)	NA	-7	KRBA2								
Interval_29384	chr8	1763531	1764691	+	0	NA	promoter-TSS (LOC101927752)	NA	322	CLN8								
Interval_31945	chr9	134443402	134443625	+	0	NA	Intergenic	NA	36931	RXRA								
Interval_28567	chr7	75358901	75359337	+	0	NA	promoter-TSS (PMS2L2)	NA	-81	STAG3L1								
Interval_1106	chr1	41667339	41667533	+	0	NA	intron (HIVEP3, intron 1 of 7)	NA	-182808	EDN2								
