PeakID (cmd=annotatePeaks.pl ZMYND8.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_24617	chrX	44872705	44873275	+	0	NA	promoter-TSS (KDM6A)	NA	-185	KDM6A								
Interval_17176	chr3	179604152	179604342	+	0	NA	promoter-TSS (NDUFB5)	NA	399	MRPL47								
Interval_3329	chr10	124461945	124462261	+	0	NA	intron (LHPP, intron 1 of 7)	NA	280	LHPP								
Interval_23393	chr8	143973350	143973767	+	0	NA	promoter-TSS (PLEC)	NA	12909	PARP10								
Interval_6224	chr13	110714987	110715803	+	0	NA	promoter-TSS (ING1)	NA	2772	ING1								
Interval_2576	chr10	34205521	34205742	+	0	NA	intron (PARD3, intron 20 of 22)	NA	-432951	LINC00838								
Interval_6681	chr14	76151699	76152163	+	0	NA	promoter-TSS (GPATCH2L)	NA	-2423	GPATCH2L								
Interval_13569	chr2	137968918	137969514	+	0	NA	intron (HNMT, intron 1 of 4)	NA	4978	HNMT								
Interval_1179	chr1	112819141	112819358	+	0	NA	TTS (RP11-426L16.8)	NA	31394	RP11-426L16.8								
Interval_13616	chr2	145751694	145751978	+	0	NA	Intergenic	NA	728720	LOC100505498								
Interval_6488	chr14	58749245	58749512	+	0	NA	intron (LOC102723725, intron 2 of 2)	NA	627	LOC102723725								
Interval_15993	chr3	10015413	10015745	+	0	NA	Intergenic	NA	-4484	AC022007.5								
Interval_18288	chr5	693372	693543	+	0	NA	promoter-TSS (TPPP)	NA	-62	TPPP								
Interval_20685	chr6	139161902	139162182	+	0	NA	intron (HECA, intron 1 of 3)	NA	26930	HECA								
Interval_6640	chr14	73943053	73943386	+	0	NA	intron (FAM161B, intron 3 of 8)	NA	-7061	COQ6								
Interval_11126	chr19	7543542	7543892	+	0	NA	intron (PNPLA6, intron 16 of 34)	NA	9475	PNPLA6								
Interval_11304	chr19	12789479	12790601	+	0	NA	Intergenic	NA	-1456	JUNB								
Interval_16309	chr3	46222539	46222825	+	0	NA	Intergenic	NA	-14341	CCR1								
Interval_23764	chr9	92293370	92294055	+	0	NA	promoter-TSS (IARS)	NA	44	IARS								
Interval_18219	chr4	183659127	183659542	+	0	NA	promoter-TSS (TRAPPC11)	NA	67	TRAPPC11								
Interval_24671	chrX	49190909	49191145	+	0	NA	intron (SYP, intron 6 of 6)	NA	-6124	PRICKLE3								
Interval_24091	chr9	124868565	124869392	+	0	NA	promoter-TSS (ARPC5L)	NA	6848	ARPC5L								
Interval_21681	chr7	99504459	99505356	+	0	NA	promoter-TSS (ZKSCAN5)	NA	-341	ZKSCAN5								
Interval_18264	chr5	375477	375787	+	0	NA	intron (AHRR, intron 3 of 10)	NA	67511	C5orf55								
Interval_21991	chr7	142581343	142581625	+	0	NA	Intergenic	NA	-84815	MTRNR2L6								
Interval_24648	chrX	48597437	48597723	+	0	NA	promoter-TSS (WDR13)	NA	92	WDR13								
Interval_21142	chr7	18178090	18178593	+	0	NA	intron (HDAC9, intron 2 of 11)	NA	-51087	MIR1302-6								
Interval_13755	chr2	173997242	173997642	+	0	NA	Intergenic	NA	-27844	LOC100128905								
Interval_12754	chr2	32356627	32357843	+	0	NA	exon (BIRC6, exon 1 of 74)	NA	568	BIRC6								
Interval_14128	chr2	231342364	231342566	+	0	NA	intron (ARMC9, intron 20 of 20)	NA	-20299	MIR4777								
Interval_4844	chr12	10613258	10613814	+	0	NA	promoter-TSS (MAGOHB)	NA	73	MAGOHB								
Interval_14843	chr20	49812458	49813196	+	0	NA	promoter-TSS (SLC9A8)	NA	-42692	SLC9A8								
Interval_24376	chr9	137240227	137242074	+	0	NA	promoter-TSS (TUBB4B)	NA	-109	TUBB4B								
Interval_4310	chr11	77589414	77589697	+	0	NA	promoter-TSS (AQP11)	NA	-276	AQP11								
Interval_8494	chr16	57536090	57536412	+	0	NA	intron (CCDC102A, intron 1 of 8)	NA	314	CCDC102A								
Interval_22775	chr8	74146750	74147324	+	0	NA	Intergenic	NA	-120611	LOC101926965								
Interval_19360	chr5	176610057	176610361	+	0	NA	promoter-TSS (GPRIN1)	NA	-79	GPRIN1								
Interval_13142	chr2	71950762	71951015	+	0	NA	Intergenic	NA	193577	CYP26B1								
Interval_23357	chr8	143235581	143235851	+	0	NA	Intergenic	NA	-11212	ZFP41								
Interval_12015	chr19	45115800	45116212	+	0	NA	intron (PPP1R37, intron 1 of 12)	NA	22833	PPP1R37								
Interval_12753	chr2	32277675	32278349	+	0	NA	exon (YIPF4, exon 1 of 6)	NA	123	YIPF4								
Interval_15113	chr21	29476638	29476871	+	0	NA	Intergenic	NA	-119286	GRIK1-AS2								
Interval_3564	chr11	9662291	9662569	+	0	NA	Intergenic	NA	-1647	SWAP70								
Interval_6500	chr14	60753660	60754119	+	0	NA	intron (MNAT1, intron 1 of 6)	NA	19148	MNAT1								
Interval_8313	chr16	30377568	30378575	+	0	NA	promoter-TSS (ZNF48)	NA	-243	ZNF48								
Interval_1812	chr1	200891239	200891429	+	0	NA	promoter-TSS (C1orf106)	NA	-165	C1orf106								
Interval_16088	chr3	16179751	16180001	+	0	NA	intron (GALNT15, intron 1 of 9)	NA	5297	GALNT15								
Interval_17472	chr4	3388980	3389151	+	0	NA	intron (RGS12, intron 2 of 15)	NA	19068	RGS12								
Interval_21057	chr7	5662162	5662336	+	0	NA	TTS (RNF216-IT1)	NA	18212	RNF216-IT1								
Interval_16076	chr3	15271776	15272209	+	0	NA	intron (SH3BP5, intron 3 of 8)	NA	1144	SH3BP5								
Interval_2104	chr1	226643302	226643582	+	0	NA	intron (ITPKB, intron 4 of 7)	NA	31626	ITPKB-IT1								
Interval_8423	chr16	50611661	50611831	+	0	NA	intron (NKD1, intron 2 of 7)	NA	-54451	RP11-401P9.5								
Interval_6437	chr14	50937774	50938185	+	0	NA	intron (PYGL, intron 1 of 19)	NA	6551	PYGL								
Interval_1776	chr1	192609132	192609392	+	0	NA	Intergenic	NA	-26876	RGS13								
Interval_14422	chr20	6489362	6490197	+	0	NA	intron (CASC20, intron 3 of 3)	NA	63047	CASC20								
Interval_17614	chr4	37977161	37978107	+	0	NA	intron (TBC1D1, intron 1 of 21)	NA	17199	PTTG2								
Interval_5143	chr12	52203134	52203530	+	0	NA	Intergenic	NA	7523	C12orf80								
Interval_18051	chr4	139214068	139214443	+	0	NA	Intergenic	NA	-37037	ELF2								
Interval_21333	chr7	41759984	41760178	+	0	NA	intron (INHBA-AS1, intron 2 of 3)	NA	-56973	INHBA								
Interval_2341	chr1	246215647	246215860	+	0	NA	intron (SMYD3, intron 5 of 11)	NA	104760	LOC101928089								
Interval_2681	chr10	60032626	60033118	+	0	NA	intron (ANK3, intron 43 of 43)	NA	-71959	C10orf40								
Interval_14688	chr20	37043622	37043939	+	0	NA	intron (RBL1, intron 12 of 20)	NA	52220	RBL1								
Interval_9292	chr17	21034868	21035256	+	0	NA	intron (USP22, intron 1 of 12)	NA	7977	USP22								
Interval_15485	chr22	28674075	28674538	+	0	NA	intron (TTC28, intron 1 of 21)	NA	67528	CHEK2								
Interval_20766	chr6	149864278	149864525	+	0	NA	promoter-TSS (LRP11)	NA	-53	LRP11								
Interval_1698	chr1	181089658	181089873	+	0	NA	exon (IER5, exon 1 of 1)	NA	1263	IER5								
Interval_18517	chr5	55307609	55308175	+	0	NA	promoter-TSS (DHX29)	NA	144	SKIV2L2								
Interval_9314	chr17	27353303	27354190	+	0	NA	Intergenic	NA	59666	WSB1								
Interval_23833	chr9	98104426	98104706	+	0	NA	intron (TRIM14, intron 2 of 6)	NA	14847	TRIM14								
Interval_12458	chr19	58361945	58363107	+	0	NA	intron (ZNF497, intron 1 of 2)	NA	322	ZNF497								
Interval_20901	chr6	165183559	165184924	+	0	NA	Intergenic	NA	125375	C6orf118								
Interval_17622	chr4	38663242	38663681	+	0	NA	promoter-TSS (KLF3)	NA	-708	KLF3								
Interval_3548	chr11	9003514	9004072	+	0	NA	exon (NRIP3, exon 1 of 7)	NA	256	NRIP3								
Interval_7926	chr16	2010224	2010552	+	0	NA	promoter-TSS (ZNF598)	NA	-567	ZNF598								
Interval_23031	chr8	115451533	115451975	+	0	NA	intron (TRPS1, intron 5 of 6)	NA	216540	TRPS1								
Interval_22830	chr8	85467905	85468075	+	0	NA	intron (CA2, intron 2 of 6)	NA	4088	CA2								
Interval_23964	chr9	112174362	112175453	+	0	NA	intron (SUSD1, intron 1 of 16)	NA	390	SUSD1								
Interval_5653	chr12	113185099	113185739	+	0	NA	promoter-TSS (DDX54)	NA	60	DDX54								
Interval_15026	chr20	63955881	63956078	+	0	NA	TTS (ZNF512B)	NA	437	UCKL1								
Interval_2826	chr10	72692234	72692546	+	0	NA	promoter-TSS (MCU)	NA	259	MCU								
Interval_10399	chr18	12839528	12840008	+	0	NA	intron (PTPN2, intron 2 of 10)	NA	1145	PTPN2								
Interval_21061	chr7	5781232	5781402	+	0	NA	intron (RNF216, intron 1 of 16)	NA	386	RNF216								
Interval_16700	chr3	101849085	101849747	+	0	NA	promoter-TSS (NFKBIZ)	NA	-98	NFKBIZ								
Interval_9792	chr17	56918998	56919358	+	0	NA	Intergenic	NA	-5130	TRIM25								
Interval_5730	chr12	120904166	120904569	+	0	NA	promoter-TSS (SPPL3)	NA	-15	SPPL3								
Interval_5809	chr12	124171686	124171920	+	0	NA	intron (ZNF664-FAM101A, intron 3 of 4)	NA	-117361	FAM101A								
Interval_1582	chr1	164717017	164717225	+	0	NA	intron (PBX1, intron 1 of 7)	NA	16654	PBX1								
Interval_22363	chr8	23798491	23798715	+	0	NA	Intergenic	NA	56204	STC1								
Interval_13442	chr2	113889563	113890929	+	0	NA	promoter-TSS (ACTR3)	NA	-352	ACTR3								
Interval_18186	chr4	170202741	170203014	+	0	NA	Intergenic	NA	-26745	RP11-789C1.1								
Interval_1268	chr1	145425477	145425733	+	0	NA	Intergenic	NA	-5009	NBPF20								
Interval_8881	chr16	89926215	89926513	+	0	NA	intron (TUBB3, intron 1 of 3)	NA	4355	TUBB3								
Interval_15152	chr21	33541813	33543430	+	0	NA	promoter-TSS (SON)	NA	31	GART								
Interval_14796	chr20	47415407	47415705	+	0	NA	Intergenic	NA	-8756	LOC102723442								
Interval_6965	chr14	104647748	104647923	+	0	NA	Intergenic	NA	17717	LOC101929634								
Interval_18324	chr5	8019865	8020117	+	0	NA	Intergenic	NA	-50031	LOC102723339								
Interval_18694	chr5	83077009	83077376	+	0	NA	promoter-TSS (XRCC4)	NA	261	TMEM167A								
Interval_22062	chr7	151339827	151340066	+	0	NA	Intergenic	NA	-1905	NUB1								
Interval_1753	chr1	184946125	184946343	+	0	NA	intron (FAM129A, intron 1 of 13)	NA	28352	FAM129A								
Interval_23256	chr8	133753189	133753408	+	0	NA	Intergenic	NA	24054	LOC101927798								
Interval_1793	chr1	198157180	198157537	+	0	NA	intron (NEK7, intron 1 of 9)	NA	380	NEK7								
Interval_3155	chr10	102743662	102743957	+	0	NA	promoter-TSS (WBP1L)	NA	18873	SFXN2								
Interval_10083	chr17	75997304	75997576	+	0	NA	intron (TEN1, intron 3 of 3)	NA	-3466	CDK3								
Interval_17647	chr4	40057625	40058138	+	0	NA	promoter-TSS (LOC344967)	NA	-682	LOC344967								
Interval_22189	chr8	8797086	8797713	+	0	NA	exon (MFHAS1, exon 2 of 3)	NA	95243	CLDN23								
Interval_19598	chr6	10533813	10533995	+	0	NA	intron (GCNT2, intron 3 of 4)	NA	-12666	LOC101928146								
Interval_6793	chr14	90758160	90758677	+	0	NA	intron (TTC7B, intron 3 of 20)	NA	-13496	TTC7B								
Interval_20585	chr6	125780730	125781128	+	0	NA	promoter-TSS (NCOA7)	NA	-611	TRNAE19								
Interval_15544	chr22	30978300	30978692	+	0	NA	exon (TUG1, exon 3 of 3)	NA	8848	TUG1								
Interval_1418	chr1	155000776	155001330	+	0	NA	Intergenic	NA	-1586	ZBTB7B								
Interval_4725	chr12	2876400	2876925	+	0	NA	promoter-TSS (RHNO1)	NA	404	RHNO1								
Interval_9892	chr17	63600696	63601116	+	0	NA	promoter-TSS (TACO1)	NA	34	TACO1								
Interval_3018	chr10	92757134	92757471	+	0	NA	Intergenic	NA	67378	HHEX								
Interval_22042	chr7	150388540	150388742	+	0	NA	intron (ZNF775, intron 2 of 2)	NA	9324	ZNF775								
Interval_22160	chr8	6074185	6074569	+	0	NA	Intergenic	NA	332171	LOC100287015								
Interval_8259	chr16	28879889	28880091	+	0	NA	promoter-TSS (LOC100289092)	NA	-53	ATP2A1								
Interval_21751	chr7	102046015	102046185	+	0	NA	intron (CUX1, intron 3 of 23)	NA	227506	LOC101927772								
Interval_4785	chr12	6753337	6753814	+	0	NA	promoter-TSS (MLF2)	NA	-105	MLF2								
Interval_438	chr1	26921692	26922171	+	0	NA	intron (NUDC, intron 1 of 8)	NA	209	NUDC								
Interval_10781	chr18	79630488	79630775	+	0	NA	Intergenic	NA	49108	FLJ25715								
Interval_8451	chr16	54373794	54374286	+	0	NA	Intergenic	NA	-3375	LOC100996345								
Interval_6777	chr14	89954517	89955013	+	0	NA	promoter-TSS (EFCAB11)	NA	-208	EFCAB11								
Interval_1832	chr1	202159287	202159870	+	0	NA	exon (PTPN7, exon 1 of 9)	NA	413	PTPN7								
Interval_8752	chr16	85027527	85027946	+	0	NA	promoter-TSS (KIAA0513)	NA	-70	KIAA0513								
Interval_8787	chr16	86520942	86521154	+	0	NA	Intergenic	NA	10521	FOXF1								
Interval_13084	chr2	68829226	68829679	+	0	NA	Intergenic	NA	42065	BMP10								
Interval_18930	chr5	133026314	133026697	+	0	NA	promoter-TSS (ZCCHC10)	NA	43	ZCCHC10								
Interval_1180	chr1	112840570	112840885	+	0	NA	intron (RP11-426L16.8, intron 2 of 6)	NA	9916	RP11-426L16.8								
Interval_10045	chr17	75205219	75205830	+	0	NA	promoter-TSS (NUP85)	NA	-166	NUP85								
Interval_5810	chr12	124246787	124247137	+	0	NA	intron (ZNF664-FAM101A, intron 3 of 4)	NA	-42202	FAM101A								
Interval_3301	chr10	122980271	122980871	+	0	NA	exon (PSTK, exon 1 of 7)	NA	157	PSTK								
Interval_482	chr1	28123480	28123875	+	0	NA	Intergenic	NA	-35046	EYA3								
Interval_7435	chr15	67091216	67091533	+	0	NA	intron (SMAD3, intron 1 of 8)	NA	-34342	SMAD3								
Interval_15231	chr21	38679569	38679923	+	0	NA	Intergenic	NA	-19079	ERG								
Interval_17098	chr3	167484675	167484874	+	0	NA	intron (WDR49, intron 14 of 14)	NA	-10642	SERPINI2								
Interval_401	chr1	26019708	26019989	+	0	NA	Intergenic	NA	-1927	EXTL1								
Interval_12132	chr19	48363170	48364545	+	0	NA	promoter-TSS (SYNGR4)	NA	72	TMEM143								
Interval_2562	chr10	32139373	32139630	+	0	NA	Intergenic	NA	-83058	KIF5B								
Interval_21043	chr7	5230685	5230903	+	0	NA	intron (WIPI2, intron 12 of 12)	NA	40590	WIPI2								
Interval_11105	chr19	6997854	6998047	+	0	NA	Intergenic	NA	-7104	EMR4P								
Interval_18549	chr5	58582916	58583177	+	0	NA	promoter-TSS (RAB3C)	NA	-24803	LOC101928600								
Interval_22446	chr8	30094551	30095293	+	0	NA	promoter-TSS (LEPROTL1)	NA	-484	LEPROTL1								
Interval_8833	chr16	88650977	88651335	+	0	NA	promoter-TSS (CYBA)	NA	-72	CYBA								
Interval_23742	chr9	88781815	88782102	+	0	NA	Intergenic	NA	-36063	MIR4289								
Interval_8043	chr16	9033218	9033435	+	0	NA	Intergenic	NA	-58354	C16orf72								
Interval_18718	chr5	89293918	89294164	+	0	NA	Intergenic	NA	-404717	MEF2C								
Interval_7543	chr15	74615094	74616363	+	0	NA	promoter-TSS (CLK3)	NA	-5211	LOC102723750								
Interval_481	chr1	28115275	28115651	+	0	NA	Intergenic	NA	-26832	EYA3								
Interval_3129	chr10	102065148	102065454	+	0	NA	promoter-TSS (HPS6)	NA	-66	HPS6								
Interval_3304	chr10	123136052	123136750	+	0	NA	exon (HMX3, exon 1 of 2)	NA	350	HMX3								
Interval_2907	chr10	78756705	78757160	+	0	NA	Intergenic	NA	310516	ZMIZ1-AS1								
Interval_17079	chr3	158801649	158802521	+	0	NA	promoter-TSS (MFSD1)	NA	159	MFSD1								
Interval_4526	chr11	117985946	117986538	+	0	NA	promoter-TSS (IL10RA)	NA	-149	IL10RA								
Interval_9507	chr17	38926766	38926987	+	0	NA	exon (LINC00672, exon 2 of 2)	NA	1708	LINC00672								
Interval_10858	chr19	1251477	1251655	+	0	NA	exon (MIDN, exon 3 of 9)	NA	3008	MIDN								
Interval_17274	chr3	188796134	188796525	+	0	NA	intron (LPP, intron 7 of 9)	NA	107535	MIR28								
Interval_3186	chr10	107689447	107689676	+	0	NA	Intergenic	NA	-13961	LOC101927573								
Interval_23280	chr8	140114601	140114897	+	0	NA	intron (TRAPPC9, intron 16 of 21)	NA	343013	TRAPPC9								
Interval_20881	chr6	162151091	162151316	+	0	NA	intron (PARK2, intron 4 of 11)	NA	-575929	PACRG								
Interval_7729	chr15	89750766	89751052	+	0	NA	exon (MESP1, exon 1 of 2)	NA	400	MESP1								
Interval_17328	chr3	195100990	195101359	+	0	NA	intron (XXYLT1, intron 3 of 3)	NA	6586	XXYLT1-AS1								
Interval_17007	chr3	144028861	144029065	+	0	NA	Intergenic	NA	55638	C3orf58								
Interval_7668	chr15	82809540	82809808	+	0	NA	promoter-TSS (WHAMM)	NA	-799	WHAMM								
Interval_4705	chr12	1601651	1601821	+	0	NA	Intergenic	NA	-7571	FBXL14								
Interval_9554	chr17	40818768	40819324	+	0	NA	promoter-TSS (TMEM99)	NA	3555	KRT10								
Interval_289	chr1	19508843	19509230	+	0	NA	Intergenic	NA	-56820	CAPZB								
Interval_20641	chr6	135191792	135192115	+	0	NA	intron (MYB, intron 5 of 14)	NA	10638	MYB								
Interval_6526	chr14	64673804	64674120	+	0	NA	Intergenic	NA	-29908	PLEKHG3								
Interval_20972	chr7	923285	923578	+	0	NA	intron (ADAP1, intron 3 of 10)	NA	-2542	ADAP1								
Interval_24740	chrX	77785978	77786394	+	0	NA	promoter-TSS (ATRX)	NA	83	ATRX								
Interval_9286	chr17	19977327	19978427	+	0	NA	promoter-TSS (AKAP10)	NA	-40	AKAP10								
Interval_24285	chr9	133558879	133559097	+	0	NA	intron (ADAMTSL2, intron 11 of 18)	NA	22973	ADAMTSL2								
Interval_8367	chr16	31253581	31254014	+	0	NA	Intergenic	NA	-6170	ITGAM								
Interval_4183	chr11	69505594	69506250	+	0	NA	Intergenic	NA	20361	LOC101928292								
Interval_17589	chr4	26273645	26273884	+	0	NA	intron (RBPJ, intron 1 of 11)	NA	-47043	RBPJ								
Interval_18933	chr5	133932688	133933124	+	0	NA	Intergenic	NA	35809	C5orf15								
Interval_21834	chr7	113118590	113118811	+	0	NA	promoter-TSS (LINC00998)	NA	-118	LINC00998								
Interval_18821	chr5	114433620	114433880	+	0	NA	exon (KCNN2, exon 1 of 6)	NA	71431	KCNN2								
Interval_15080	chr21	25561650	25561981	+	0	NA	promoter-TSS (MIR155HG)	NA	-330	MIR155HG								
Interval_11991	chr19	44770407	44770960	+	0	NA	Intergenic	NA	-7186	CBLC								
Interval_2147	chr1	229508129	229508611	+	0	NA	promoter-TSS (RP4-613A2.1)	NA	-28	RP4-613A2.1								
Interval_17485	chr4	5038340	5038510	+	0	NA	Intergenic	NA	6807	LOC101928329								
Interval_15835	chr22	45309500	45310203	+	0	NA	promoter-TSS (FAM118A)	NA	-53	FAM118A								
Interval_7942	chr16	2473989	2474250	+	0	NA	TTS (NTN3)	NA	-1027	TBC1D24								
Interval_3677	chr11	30322912	30323542	+	0	NA	intron (ARL14EP, intron 1 of 3)	NA	-8154	ARL14EP								
Interval_18941	chr5	134225581	134226714	+	0	NA	TTS (MIR3661)	NA	112	PPP2CA								
Interval_18893	chr5	131104477	131104719	+	0	NA	Intergenic	NA	60750	HINT1								
Interval_20271	chr6	47134531	47134939	+	0	NA	Intergenic	NA	-92389	GPR110								
Interval_20547	chr6	113971191	113971666	+	0	NA	promoter-TSS (HDAC2)	NA	-68	RP3-399L15.3								
Interval_15595	chr22	35627867	35628137	+	0	NA	Intergenic	NA	-4648	MB								
Interval_23233	chr8	133217832	133218172	+	0	NA	intron (WISP1, intron 2 of 2)	NA	-5088	LOC102723635								
Interval_13803	chr2	181363275	181363462	+	0	NA	intron (AC104820.2, intron 4 of 5)	NA	-57716	MIR4437								
Interval_18780	chr5	102531601	102531820	+	0	NA	Intergenic	NA	-32694	SLCO6A1								
Interval_5574	chr12	108633686	108634295	+	0	NA	promoter-TSS (SELPLG)	NA	-31	SELPLG								
Interval_13298	chr2	98134129	98134742	+	0	NA	intron (VWA3B, intron 6 of 25)	NA	47268	VWA3B								
Interval_23200	chr8	130008622	130009109	+	0	NA	promoter-TSS (MIR5194)	NA	-484	MIR5194								
Interval_11247	chr19	10960322	10961516	+	0	NA	promoter-TSS (SMARCA4)	NA	-80	SMARCA4								
Interval_11627	chr19	29714924	29715495	+	0	NA	promoter-TSS (C19orf12)	NA	580	C19orf12								
Interval_18136	chr4	154078490	154078911	+	0	NA	Intergenic	NA	-289624	SFRP2								
Interval_956	chr1	77759737	77760050	+	0	NA	promoter-TSS (USP33)	NA	-14	USP33								
Interval_17362	chr3	196620378	196620563	+	0	NA	Intergenic	NA	12168	LINC01063								
Interval_9427	chr17	34236502	34236805	+	0	NA	Intergenic	NA	-18624	CCL2								
Interval_24714	chrX	66015959	66016152	+	0	NA	Intergenic	NA	-2815	MIR223								
Interval_9970	chr17	68580254	68580530	+	0	NA	intron (FAM20A, intron 1 of 7)	NA	-21999	FAM20A								
Interval_9338	chr17	28571404	28571708	+	0	NA	exon (PIGS, exon 1 of 12)	NA	313	PIGS								
Interval_13177	chr2	74507311	74507924	+	0	NA	promoter-TSS (PCGF1)	NA	-180	PCGF1								
Interval_24934	chrX	154717858	154718082	+	0	NA	intron (GAB3, intron 1 of 8)	NA	33613	GAB3								
Interval_5331	chr12	68784096	68784266	+	0	NA	Intergenic	NA	21313	LOC100130075								
Interval_17395	chr3	197959944	197960200	+	0	NA	promoter-TSS (LMLN)	NA	-128	LMLN								
Interval_9905	chr17	64129757	64130500	+	0	NA	promoter-TSS (ERN1)	NA	671	ERN1								
Interval_7716	chr15	88638693	88638993	+	0	NA	promoter-TSS (ISG20)	NA	3206	ISG20								
Interval_14036	chr2	219160227	219160920	+	0	NA	TTS (SLC23A3)	NA	292	NHEJ1								
Interval_6942	chr14	103122939	103123822	+	0	NA	intron (LOC102723726, intron 1 of 3)	NA	2028	LOC102723726								
Interval_20557	chr6	117498221	117498393	+	0	NA	intron (DCBLD1, intron 1 of 12)	NA	15650	DCBLD1								
Interval_5960	chr13	27483010	27483319	+	0	NA	Intergenic	NA	-4974	RNU6-63P								
Interval_4438	chr11	103798121	103798329	+	0	NA	Intergenic	NA	46679	LOC102723862								
Interval_21578	chr7	77798274	77799128	+	0	NA	promoter-TSS (PHTF2)	NA	-271	TMEM60								
Interval_17284	chr3	190533564	190533856	+	0	NA	intron (IL1RAP, intron 1 of 10)	NA	19659	IL1RAP								
Interval_22604	chr8	49455345	49455562	+	0	NA	Intergenic	NA	56760	LOC100507464								
Interval_9766	chr17	50935357	50935584	+	0	NA	Intergenic	NA	68791	TOB1-AS1								
Interval_15752	chr22	41447880	41448733	+	0	NA	promoter-TSS (TOB2)	NA	-3020	TOB2								
Interval_21771	chr7	103149088	103149968	+	0	NA	promoter-TSS (NAPEPLD)	NA	-1424	NAPEPLD								
Interval_14460	chr20	13995096	13995553	+	0	NA	promoter-TSS (SEL1L2)	NA	-4705	SEL1L2								
Interval_12861	chr2	43221928	43222109	+	0	NA	TTS (ZFP36L2)	NA	4588	ZFP36L2								
Interval_7210	chr15	48811042	48811366	+	0	NA	promoter-TSS (CEP152)	NA	-610	CEP152								
Interval_9177	chr17	10198753	10198978	+	0	NA	promoter-TSS (GAS7)	NA	-121527	LOC102724366								
Interval_11076	chr19	6460289	6460593	+	0	NA	promoter-TSS (SLC25A23)	NA	-671	SLC25A23								
Interval_11592	chr19	19865750	19866331	+	0	NA	intron (ZNF253, intron 1 of 3)	NA	135	ZNF253								
Interval_1080	chr1	100037917	100038855	+	0	NA	intron (HIAT1, intron 1 of 11)	NA	272	HIAT1								
Interval_20773	chr6	150865689	150866530	+	0	NA	promoter-TSS (MTHFD1L)	NA	346	MTHFD1L								
Interval_12520	chr2	9206304	9206488	+	0	NA	promoter-TSS (ASAP2)	NA	48	LOC100506317								
Interval_10636	chr18	60656629	60656811	+	0	NA	Intergenic	NA	-283952	MC4R								
Interval_2483	chr10	22606278	22606467	+	0	NA	intron (PIP4K2A, intron 3 of 9)	NA	-51136	LOC101928970								
Interval_6722	chr14	81127775	81128049	+	0	NA	intron (TSHR, intron 9 of 10)	NA	-32454	LOC101928462								
Interval_14646	chr20	34704271	34704869	+	0	NA	intron (TP53INP2, intron 1 of 4)	NA	226	TP53INP2								
