PeakID (cmd=annotatePeaks.pl MEF2C.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_4322	chr8	42051852	42052183	+	0	NA	promoter-TSS (KAT6A)	NA	-30	KAT6A								
Interval_3277	chr4	49709743	49710097	+	0	NA	Intergenic	NA	-220596	LOC101060532								
Interval_3160	chr3	171788624	171788864	+	0	NA	intron (PLD1, intron 1 of 25)	NA	-17385	PLD1								
Interval_3962	chr6	169208140	169208254	+	0	NA	Intergenic	NA	-5015	LOC101929523								
Interval_2389	chr2	108585387	108585503	+	0	NA	intron (LIMS1, intron 1 of 10)	NA	-51226	FLJ38668								
Interval_1104	chr12	131783924	131784048	+	0	NA	intron (SFSWAP, intron 13 of 16)	NA	-44410	MMP17								
Interval_2780	chr21	39159403	39159569	+	0	NA	Intergenic	NA	24028	PSMG1								
Interval_2409	chr2	127412167	127412306	+	0	NA	Intergenic	NA	-6184	PROC								
Interval_110	chr1	50517576	50517818	+	0	NA	intron (FAF1, intron 15 of 18)	NA	-94250	DMRTA2								
Interval_3440	chr5	10264516	10264657	+	0	NA	intron (CCT5, intron 10 of 10)	NA	14416	CCT5								
Interval_2365	chr2	98081843	98082005	+	0	NA	Intergenic	NA	-5243	VWA3B								
Interval_3286	chr4	61877916	61878230	+	0	NA	intron (LPHN3, intron 6 of 22)	NA	-14587	LPHN3								
Interval_1215	chr14	45759646	45759860	+	0	NA	Intergenic	NA	-506351	MIS18BP1								
Interval_2600	chr20	2800967	2801159	+	0	NA	promoter-TSS (CPXM1)	NA	-417	CPXM1								
Interval_2632	chr20	16699407	16699702	+	0	NA	Intergenic	NA	-30410	SNRPB2								
Interval_909	chr12	25712273	25712444	+	0	NA	Intergenic	NA	-159075	IFLTD1								
Interval_4649	chr9	105115443	105115598	+	0	NA	Intergenic	NA	-123758	LOC101928579								
Interval_1863	chr18	3177993	3178335	+	0	NA	intron (MYOM1, intron 5 of 37)	NA	41944	MYOM1								
Interval_3258	chr4	37749788	37749951	+	0	NA	Intergenic	NA	-63492	RELL1								
Interval_1239	chr14	60188306	60188444	+	0	NA	Intergenic	NA	-22070	DHRS7								
Interval_3768	chr6	41789167	41789301	+	0	NA	TTS (USP49)	NA	1791	TOMM6								
Interval_3414	chr4	183448499	183448738	+	0	NA	TTS (CDKN2AIP)	NA	3982	CDKN2AIP								
Interval_3037	chr3	72043478	72043834	+	0	NA	intron (LINC00877, intron 6 of 6)	NA	56799	LINC00877								
Interval_474	chr10	6927551	6927739	+	0	NA	Intergenic	NA	148047	LINC00707								
Interval_3031	chr3	67389390	67389561	+	0	NA	intron (SUCLG2, intron 10 of 11)	NA	163975	MIR4272								
Interval_3404	chr4	173958579	173958762	+	0	NA	Intergenic	NA	33035	LOC102723577								
Interval_4503	chr8	128239104	128239526	+	0	NA	Intergenic	NA	89188	MIR1208								
Interval_2080	chr19	21028591	21028844	+	0	NA	intron (ZNF430, intron 2 of 4)	NA	8083	ZNF430								
Interval_2171	chr19	51726357	51726540	+	0	NA	Intergenic	NA	-2480	HAS1								
Interval_1697	chr17	6640697	6640849	+	0	NA	promoter-TSS (LOC101928083)	NA	-129	TXNDC17								
Interval_2297	chr2	54560616	54560799	+	0	NA	intron (SPTBN1, intron 1 of 30)	NA	31485	RPL23AP32								
Interval_1286	chr14	86639191	86639514	+	0	NA	Intergenic	NA	-266426	LOC283585								
Interval_300	chr1	180042113	180042307	+	0	NA	intron (CEP350, intron 19 of 38)	NA	87392	CEP350								
Interval_2520	chr2	209526642	209526806	+	0	NA	intron (MAP2, intron 2 of 18)	NA	102715	MAP2								
Interval_3641	chr5	162052853	162053027	+	0	NA	Intergenic	NA	-14702	GABRG2								
Interval_127	chr1	61834227	61834421	+	0	NA	intron (INADL, intron 17 of 43)	NA	91845	INADL								
Interval_3639	chr5	159773389	159773612	+	0	NA	Intergenic	NA	97884	AC011343.1								
Interval_3872	chr6	119147387	119147708	+	0	NA	intron (FAM184A, intron 1 of 16)	NA	1646	FAM184A								
Interval_525	chr10	48634377	48634581	+	0	NA	intron (ARHGAP22, intron 1 of 9)	NA	-29348	ARHGAP22								
Interval_1453	chr15	74790063	74790385	+	0	NA	intron (CSK, intron 1 of 12)	NA	-1467	MIR4513								
Interval_4558	chr9	3434698	3434916	+	0	NA	intron (RFX3, intron 1 of 16)	NA	-30240	DSERG1								
Interval_750	chr11	65472112	65472506	+	0	NA	Intergenic	NA	17471	LOC101927789								
Interval_1225	chr14	52311619	52311795	+	0	NA	Intergenic	NA	-2591	PTGER2								
Interval_1817	chr17	69170500	69170623	+	0	NA	intron (ABCA10, intron 26 of 39)	NA	-28569	ABCA6								
Interval_4063	chr7	50281635	50281871	+	0	NA	Intergenic	NA	-23029	IKZF1								
Interval_1933	chr18	58658086	58658403	+	0	NA	Intergenic	NA	-1621	LOC102724745								
Interval_738	chr11	61061496	61061659	+	0	NA	Intergenic	NA	-40881	CD5								
Interval_3369	chr4	144356479	144356616	+	0	NA	Intergenic	NA	-215796	GYPA								
Interval_3177	chr3	183295244	183295441	+	0	NA	exon (MCF2L2, exon 13 of 30)	NA	30096	B3GNT5								
Interval_659	chr10	128054266	128054460	+	0	NA	intron (PTPRE, intron 5 of 19)	NA	71841	MKI67								
Interval_4026	chr7	28083753	28083982	+	0	NA	intron (JAZF1, intron 1 of 4)	NA	-96590	JAZF1-AS1								
Interval_2098	chr19	35909362	35909531	+	0	NA	promoter-TSS (TYROBP)	NA	-1137	TYROBP								
Interval_979	chr12	72275122	72275400	+	0	NA	intron (TRHDE, intron 1 of 18)	NA	-1752	TRHDE-AS1								
Interval_2754	chr21	33246564	33246780	+	0	NA	intron (IFNAR2, intron 4 of 8)	NA	16777	IFNAR2								
Interval_694	chr11	15636808	15636987	+	0	NA	intron (LOC102724957, intron 1 of 3)	NA	12740	LOC102724957								
Interval_653	chr10	124145242	124145434	+	0	NA	Intergenic	NA	-81381	CHST15								
Interval_652	chr10	124067497	124067667	+	0	NA	intron (CHST15, intron 1 of 7)	NA	-3625	CHST15								
Interval_1969	chr18	76565838	76566102	+	0	NA	intron (LOC102723325, intron 1 of 1)	NA	561	LOC102723325								
Interval_2454	chr2	159635478	159635656	+	0	NA	Intergenic	NA	-19971	BAZ2B								
Interval_1855	chr17	82708097	82708290	+	0	NA	Intergenic	NA	8255	LOC101929552								
Interval_1465	chr15	78361349	78361593	+	0	NA	Intergenic	NA	21147	CRABP1								
Interval_3960	chr6	169112565	169112753	+	0	NA	Intergenic	NA	44873	LOC102724357								
Interval_1130	chr13	30651761	30651895	+	0	NA	intron (USPL1, intron 7 of 8)	NA	22209	TRNAN7								
Interval_2191	chr19	56882410	56882625	+	0	NA	Intergenic	NA	41615	MIMT1								
Interval_2407	chr2	121722553	121722770	+	0	NA	intron (NIFK-AS1, intron 3 of 3)	NA	14266	NIFK								
Interval_2382	chr2	101308828	101309076	+	0	NA	promoter-TSS (RNF149)	NA	-236	RNF149								
Interval_1501	chr15	97084679	97084921	+	0	NA	Intergenic	NA	301354	SPATA8								
Interval_4808	chrX	40013487	40013695	+	0	NA	Intergenic	NA	83875	BCOR								
Interval_1492	chr15	90657807	90658100	+	0	NA	intron (LOC101926895, intron 2 of 2)	NA	-2281	RP11-387D10.3								
Interval_3490	chr5	61331972	61332131	+	0	NA	promoter-TSS (ZSWIM6)	NA	-222	ZSWIM6								
Interval_432	chr1	231612744	231612959	+	0	NA	promoter-TSS (LINC00582)	NA	-761	LINC00582								
Interval_262	chr1	157734413	157734651	+	0	NA	Intergenic	NA	-33769	FCRL3								
Interval_2443	chr2	157420847	157421130	+	0	NA	intron (CYTIP, intron 6 of 7)	NA	23104	CYTIP								
Interval_2824	chr22	24402614	24402921	+	0	NA	intron (SPECC1L, intron 13 of 14)	NA	-24795	ADORA2A								
Interval_2691	chr20	47975457	47975599	+	0	NA	Intergenic	NA	-7698	LOC101060004								
Interval_1528	chr16	9279750	9279955	+	0	NA	Intergenic	NA	-121878	LOC101927009								
Interval_3362	chr4	139815962	139816260	+	0	NA	intron (MAML3, intron 2 of 4)	NA	150343	MGST2								
Interval_3015	chr3	54713481	54713676	+	0	NA	intron (CACNA2D3, intron 11 of 37)	NA	-73721	ESRG								
Interval_2441	chr2	156342392	156342745	+	0	NA	Intergenic	NA	-9853	NR4A2								
Interval_1033	chr12	100699282	100699485	+	0	NA	Intergenic	NA	125700	GAS2L3								
Interval_3701	chr6	14355077	14355466	+	0	NA	Intergenic	NA	-69817	LINC01108								
Interval_194	chr1	109274958	109275168	+	0	NA	exon (CELSR2, exon 34 of 34)	NA	8078	PSRC1								
Interval_4546	chr8	143208558	143208735	+	0	NA	Intergenic	NA	-4547	GPIHBP1								
Interval_1917	chr18	50410922	50411183	+	0	NA	Intergenic	NA	36030	SKA1								
Interval_2223	chr2	14235431	14235560	+	0	NA	intron (LINC00276, intron 3 of 3)	NA	165463	LINC00276								
Interval_4713	chr9	130185535	130185731	+	0	NA	intron (NCS1, intron 1 of 7)	NA	-14960	NCS1								
Interval_810	chr11	104594817	104594998	+	0	NA	Intergenic	NA	-22310	LOC102723895								
Interval_349	chr1	203402606	203402884	+	0	NA	Intergenic	NA	29672	LOC102723529								
Interval_3443	chr5	10913848	10914027	+	0	NA	Intergenic	NA	-128415	LOC102723441								
Interval_3186	chr3	187042066	187042302	+	0	NA	intron (ST6GAL1, intron 3 of 6)	NA	-50024	LOC101929079								
Interval_3413	chr4	183205300	183205420	+	0	NA	intron (WWC2, intron 2 of 15)	NA	35274	LOC101928734								
Interval_512	chr10	35092912	35093054	+	0	NA	Intergenic	NA	-2600	CUL2								
Interval_4825	chrX	77814275	77814547	+	0	NA	Intergenic	NA	-28142	ATRX								
Interval_4039	chr7	36192150	36192338	+	0	NA	intron (EEPD1, intron 2 of 7)	NA	39017	EEPD1								
Interval_252	chr1	155860342	155860681	+	0	NA	intron (SYT11, intron 1 of 3)	NA	1042	SYT11								
Interval_3479	chr5	53468115	53468260	+	0	NA	Intergenic	NA	-12247	FST								
Interval_2741	chr21	25298595	25298950	+	0	NA	Intergenic	NA	132929	LINC00158								
Interval_2371	chr2	99150784	99150975	+	0	NA	exon (C2orf15, exon 4 of 4)	NA	-4076	LIPT1								
Interval_3941	chr6	159456249	159456467	+	0	NA	Intergenic	NA	-8708	LOC101929142								
Interval_529	chr10	49139199	49139344	+	0	NA	intron (FAM170B-AS1, intron 2 of 5)	NA	-5251	FAM170B								
Interval_754	chr11	65588099	65588454	+	0	NA	intron (EHBP1L1, intron 13 of 19)	NA	7720	KCNK7								
Interval_4375	chr8	66123706	66123877	+	0	NA	intron (LOC101060153, intron 2 of 2)	NA	-3338	TRIM55								
Interval_1255	chr14	68757645	68758082	+	0	NA	Intergenic	NA	36051	ZFP36L1								
Interval_2506	chr2	201881208	201881324	+	0	NA	intron (CDK15, intron 12 of 13)	NA	57434	LOC102723977								
Interval_4081	chr7	73560144	73560381	+	0	NA	Intergenic	NA	-2990	BCL7B								
Interval_3250	chr4	31548056	31548280	+	0	NA	Intergenic	NA	371547	LOC102723778								
Interval_3233	chr4	14229132	14229357	+	0	NA	Intergenic	NA	117276	LINC01085								
Interval_2982	chr3	42760548	42760738	+	0	NA	intron (CCDC13, intron 1 of 15)	NA	-9969	LOC729083								
Interval_1443	chr15	70870246	70870459	+	0	NA	intron (LRRC49, intron 1 of 16)	NA	-16087	LARP6								
Interval_4109	chr7	87152788	87152984	+	0	NA	promoter-TSS (DMTF1)	NA	3790	LOC101927420								
Interval_2369	chr2	98252589	98252727	+	0	NA	intron (VWA3B, intron 21 of 28)	NA	-93497	CNGA3								
Interval_4592	chr9	30617605	30617816	+	0	NA	Intergenic	NA	-209256	LOC401497								
Interval_4180	chr7	141960637	141961025	+	0	NA	intron (MGAM, intron 1 of 70)	NA	12942	TAS2R38								
Interval_4313	chr8	39961194	39961303	+	0	NA	intron (IDO2, intron 2 of 10)	NA	26293	IDO2								
Interval_2324	chr2	68271696	68271998	+	0	NA	intron (LOC102724389, intron 1 of 2)	NA	-19328	PPP3R1								
Interval_2268	chr2	38602904	38603068	+	0	NA	promoter-TSS (HNRNPLL)	NA	47	HNRNPLL								
Interval_3180	chr3	184687599	184687915	+	0	NA	Intergenic	NA	24291	MAGEF1								
Interval_54	chr1	25549449	25549819	+	0	NA	intron (LDLRAP1, intron 1 of 8)	NA	6054	LDLRAP1								
Interval_4525	chr8	133498523	133498729	+	0	NA	intron (ST3GAL1, intron 2 of 7)	NA	73314	ST3GAL1								
Interval_393	chr1	219088988	219089303	+	0	NA	intron (RP11-135J2.4, intron 3 of 4)	NA	84643	RP11-135J2.4								
Interval_2875	chr22	39412611	39412794	+	0	NA	intron (TAB1, intron 1 of 10)	NA	12948	TAB1								
Interval_2603	chr20	3559723	3559868	+	0	NA	intron (ATRN, intron 7 of 24)	NA	88777	ATRN								
Interval_2194	chr1_KI270709v1_random	4037	4193	+	0	NA	NA	NA	NA	NA								
Interval_333	chr1	200206870	200207172	+	0	NA	Intergenic	NA	166771	LINC00862								
Interval_4243	chr8	16197020	16197229	+	0	NA	Intergenic	NA	-4333	MSR1								
Interval_1747	chr17	36090043	36090602	+	0	NA	promoter-TSS (CCL3)	NA	-162	CCL3								
Interval_1112	chr13	20126526	20126788	+	0	NA	Intergenic	NA	34387	GJA3								
Interval_3586	chr5	135433837	135434084	+	0	NA	Intergenic	NA	13388	C5orf20								
Interval_166	chr1	92486595	92486795	+	0	NA	promoter-TSS (GFI1)	NA	-2896	GFI1								
Interval_2383	chr2	101328463	101328756	+	0	NA	Intergenic	NA	19159	MIR5696								
Interval_1897	chr18	34562347	34562547	+	0	NA	intron (DTNA, intron 1 of 16)	NA	-30872	DTNA								
Interval_2918	chr3	12731063	12731200	+	0	NA	Intergenic	NA	28178	TMEM40								
Interval_444	chr1	234984568	234984684	+	0	NA	Intergenic	NA	85192	LOC731656								
Interval_4811	chrX	41449601	41449940	+	0	NA	intron (NYX, intron 1 of 1)	NA	2310	NYX								
Interval_649	chr10	120789963	120790119	+	0	NA	intron (WDR11-AS1, intron 1 of 2)	NA	-61134	WDR11								
Interval_4612	chr9	77827445	77827565	+	0	NA	intron (GNAQ, intron 2 of 6)	NA	-179189	GNA14								
Interval_933	chr12	46386982	46387198	+	0	NA	promoter-TSS (RP11-96H19.1)	NA	-305	RP11-96H19.1								
Interval_4817	chrX	53714091	53714291	+	0	NA	Intergenic	NA	-60055	HUWE1								
Interval_762	chr11	68472093	68472310	+	0	NA	intron (PPP6R3, intron 1 of 24)	NA	-32944	PPP6R3								
Interval_1586	chr16	34589455	34589589	+	0	NA	Intergenic	NA	157530	LOC102724523								
Interval_517	chr10	42079310	42079419	+	0	NA	Intergenic	NA	-163159	LOC101929373								
Interval_4697	chr9	124291757	124291993	+	0	NA	promoter-TSS (NEK6)	NA	33624	NEK6								
Interval_4848	chrX	143703208	143703410	+	0	NA	Intergenic	NA	18114	SPANXN2								
Interval_3076	chr3	113899018	113899198	+	0	NA	intron (GRAMD1C, intron 1 of 12)	NA	-48957	ZDHHC23								
Interval_2527	chr2	215728689	215728818	+	0	NA	intron (LINC00607, intron 5 of 9)	NA	50569	LOC102724861								
Interval_2245	chr2	26823008	26823119	+	0	NA	Intergenic	NA	-25226	DPYSL5								
Interval_4795	chrX	20516268	20516477	+	0	NA	Intergenic	NA	-275703	RPS6KA3								
Interval_3550	chr5	109248048	109248221	+	0	NA	intron (LOC285638, intron 3 of 3)	NA	78235	LOC285638								
Interval_1148	chr13	44259180	44259427	+	0	NA	Intergenic	NA	-63103	MIR8079								
Interval_2332	chr2	69927235	69927398	+	0	NA	intron (MXD1, intron 3 of 5)	NA	12275	MXD1								
Interval_3018	chr3	56773347	56773529	+	0	NA	intron (ARHGEF3, intron 5 of 12)	NA	2279	ARHGEF3								
Interval_2326	chr2	68411398	68411555	+	0	NA	Intergenic	NA	-45783	LOC101927723								
Interval_1977	chr18	78169493	78169809	+	0	NA	Intergenic	NA	-175924	LINC01029								
Interval_1972	chr18	77067394	77067664	+	0	NA	intron (MBP, intron 1 of 7)	NA	37757	MBP								
Interval_332	chr1	200072708	200072913	+	0	NA	intron (NR5A2, intron 4 of 6)	NA	45169	NR5A2								
Interval_1973	chr18	77114476	77114750	+	0	NA	intron (MBP, intron 1 of 7)	NA	-9327	MBP								
Interval_1013	chr12	92208697	92208916	+	0	NA	Intergenic	NA	62122	LOC101928617								
Interval_4283	chr8	29085901	29086310	+	0	NA	intron (KIF13B, intron 37 of 39)	NA	176988	KIF13B								
Interval_4136	chr7	105718680	105718946	+	0	NA	intron (ATXN7L1, intron 3 of 11)	NA	-53525	ATXN7L1								
Interval_2530	chr2	216619523	216619686	+	0	NA	Intergenic	NA	-12666	AC073321.3								
Interval_3458	chr5	32042565	32042740	+	0	NA	intron (PDZD2, intron 6 of 24)	NA	-106493	MIR4279								
Interval_1400	chr15	55282355	55282464	+	0	NA	intron (RAB27A, intron 1 of 6)	NA	-11500	RAB27A								
Interval_2592	chr20	373451	373767	+	0	NA	Intergenic	NA	-7691	TRIB3								
Interval_168	chr1	93317347	93317468	+	0	NA	intron (LOC100131564, intron 8 of 8)	NA	28404	LOC100131564								
Interval_1726	chr17	23016234	23016370	+	0	NA	Intergenic	NA	-493116	LOC102723754								
Interval_1719	chr17	17903104	17903220	+	0	NA	intron (TOM1L2, intron 2 of 15)	NA	-42359	LOC100507131								
Interval_1045	chr12	106030539	106030721	+	0	NA	Intergenic	NA	109403	NUAK1								
Interval_4323	chr8	42175384	42175631	+	0	NA	exon (PLAT, exon 13 of 13)	NA	22561	AP3M2								
Interval_578	chr10	74166656	74166811	+	0	NA	intron (ADK, intron 1 of 10)	NA	15548	ADK								
Interval_1838	chr17	77233952	77234196	+	0	NA	Intergenic	NA	144657	MIR6516								
Interval_3010	chr3	52090189	52090507	+	0	NA	intron (POC1A, intron 9 of 9)	NA	-25236	LINC00696								
Interval_3931	chr6	155528838	155529293	+	0	NA	Intergenic	NA	-73162	NOX3								
Interval_3043	chr3	76554795	76555223	+	0	NA	intron (ROBO2, intron 2 of 23)	NA	-154649	LOC102724949								
Interval_2974	chr3	41117457	41117574	+	0	NA	Intergenic	NA	-81936	CTNNB1								
Interval_676	chr11	5234600	5234824	+	0	NA	promoter-TSS (HBD)	NA	-84	HBD								
Interval_3499	chr5	67196778	67196939	+	0	NA	promoter-TSS (CD180)	NA	-69	CD180								
Interval_4528	chr8	133572003	133572322	+	0	NA	promoter-TSS (ST3GAL1)	NA	-222	ST3GAL1								
Interval_1155	chr13	50934285	50934415	+	0	NA	intron (RNASEH2B, intron 4 of 11)	NA	23558	RNASEH2B								
Interval_2280	chr2	43109372	43109686	+	0	NA	Intergenic	NA	-7084	LOC100506047								
Interval_15	chr1	8713073	8713191	+	0	NA	intron (RERE, intron 1 of 22)	NA	-9918	RERE								
Interval_2890	chr3	2527496	2527644	+	0	NA	intron (CNTN4, intron 3 of 24)	NA	-383329	CNTN4-AS2								
Interval_4398	chr8	76617316	76617845	+	0	NA	intron (ZFHX4-AS1, intron 2 of 3)	NA	-63700	ZFHX4								
Interval_3326	chr4	107710038	107710269	+	0	NA	intron (PAPSS1, intron 1 of 11)	NA	10110	PAPSS1								
Interval_2703	chr20	51535055	51535273	+	0	NA	intron (NFATC2, intron 1 of 9)	NA	27667	NFATC2								
Interval_290	chr1	173112233	173112362	+	0	NA	Intergenic	NA	-61334	TNFSF18								
Interval_2327	chr2	68714926	68715096	+	0	NA	Intergenic	NA	-20063	ARHGAP25								
Interval_398	chr1	220878321	220878520	+	0	NA	promoter-TSS (HLX)	NA	-981	HLX								
Interval_2244	chr2	26735098	26735280	+	0	NA	Intergenic	NA	-29085	SLC35F6								
Interval_598	chr10	89888749	89889025	+	0	NA	Intergenic	NA	59394	LINC00865								
Interval_1474	chr15	81023863	81023979	+	0	NA	Intergenic	NA	22967	MESDC1								
Interval_2788	chr21	43307124	43307313	+	0	NA	Intergenic	NA	24821	LINC00322								
Interval_2634	chr20	17910918	17911249	+	0	NA	Intergenic	NA	51863	SNORD17								
Interval_1616	chr16	55534765	55535024	+	0	NA	intron (LPCAT2, intron 7 of 13)	NA	25822	LPCAT2								
Interval_4348	chr8	51294148	51294347	+	0	NA	Intergenic	NA	-421589	LOC102724313								
Interval_769	chr11	72223281	72223471	+	0	NA	promoter-TSS (INPPL1)	NA	-500	INPPL1								
Interval_3484	chr5	56735987	56736498	+	0	NA	Intergenic	NA	-84314	MAP3K1								
Interval_991	chr12	82358330	82358774	+	0	NA	promoter-TSS (METTL25)	NA	55	METTL25								
Interval_1152	chr13	46355015	46355131	+	0	NA	intron (KIAA0226L, intron 9 of 13)	NA	32427	KIAA0226L								
Interval_656	chr10	127919944	127920166	+	0	NA	intron (PTPRE, intron 1 of 20)	NA	12994	PTPRE								
Interval_3699	chr6	13762670	13762957	+	0	NA	Intergenic	NA	51747	MCUR1								
Interval_2311	chr2	62039434	62039648	+	0	NA	intron (COMMD1, intron 2 of 2)	NA	150706	COMMD1								
Interval_2312	chr2	62129656	62129929	+	0	NA	intron (COMMD1, intron 2 of 2)	NA	-66335	B3GNT2								
Interval_1428	chr15	67081011	67081351	+	0	NA	intron (SMAD3, intron 1 of 8)	NA	15324	SMAD3								
Interval_3103	chr3	128854769	128854920	+	0	NA	Intergenic	NA	16697	RP11-723O4.2								
Interval_4195	chr7	151415829	151416040	+	0	NA	Intergenic	NA	-5896	WDR86								
Interval_4704	chr9	127836230	127836377	+	0	NA	intron (ENG, intron 2 of 14)	NA	18470	ENG								
Interval_3129	chr3	146072944	146073094	+	0	NA	intron (PLOD2, intron 15 of 18)	NA	88476	PLOD2								
Interval_2852	chr22	34866761	34867243	+	0	NA	Intergenic	NA	-199135	ISX								
Interval_2405	chr2	120470406	120470654	+	0	NA	Intergenic	NA	-4181	LINC01101								
Interval_3713	chr6	15901715	15901897	+	0	NA	Intergenic	NA	-93138	LOC101928406								
Interval_1218	chr14	49857477	49857842	+	0	NA	Intergenic	NA	-4614	NEMF								
Interval_4046	chr7	41816292	41816429	+	0	NA	Intergenic	NA	-113252	INHBA								
Interval_984	chr12	76621599	76621764	+	0	NA	Intergenic	NA	-61876	OSBPL8								
Interval_3805	chr6	71921466	71921914	+	0	NA	intron (RIMS1, intron 1 of 25)	NA	34711	RIMS1								
Interval_3928	chr6	155320542	155320662	+	0	NA	Intergenic	NA	-6334	TFB1M								
Interval_2160	chr19	49869536	49869726	+	0	NA	exon (AKT1S1, exon 5 of 5)	NA	-2066	PNKP								
Interval_2019	chr19	7272907	7273182	+	0	NA	intron (INSR, intron 1 of 20)	NA	21284	INSR								
Interval_4460	chr8	113740462	113740580	+	0	NA	Intergenic	NA	-303508	CSMD3								
Interval_451	chr1	240396260	240396502	+	0	NA	intron (FMN2, intron 16 of 18)	NA	135328	GREM2								
Interval_3558	chr5	114412989	114413140	+	0	NA	intron (KCNN2, intron 3 of 8)	NA	50745	KCNN2								
Interval_4459	chr8	111598847	111599016	+	0	NA	Intergenic	NA	-362750	RP11-946L20.4								
Interval_4194	chr7	151249347	151249535	+	0	NA	promoter-TSS (SMARCD3)	NA	-778	SMARCD3								
Interval_4466	chr8	115427686	115427852	+	0	NA	intron (TRPS1, intron 5 of 6)	NA	241259	TRPS1								
Interval_731	chr11	47928585	47928814	+	0	NA	Intergenic	NA	-51859	PTPRJ								
Interval_368	chr1	209039461	209039794	+	0	NA	Intergenic	NA	111878	LOC100509303								
Interval_238	chr1	150611542	150611789	+	0	NA	Intergenic	NA	17957	ENSA								
Interval_4565	chr9	11113007	11113131	+	0	NA	Intergenic	NA	59212	LOC102724027								
Interval_1050	chr12	108047130	108047495	+	0	NA	Intergenic	NA	-82255	WSCD2								
Interval_1472	chr15	80777202	80777418	+	0	NA	Intergenic	NA	-2061	KIAA1199								
Interval_4157	chr7	124457904	124458100	+	0	NA	Intergenic	NA	69553	LOC102724577								
Interval_3861	chr6	110233997	110234250	+	0	NA	Intergenic	NA	53702	CDC40								
Interval_2915	chr3	12560973	12561156	+	0	NA	promoter-TSS (C3orf83)	NA	-143	C3orf83								
