PeakID (cmd=annotatePeaks.pl LMO2.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_15542	chr3	50617147	50618341	+	0	NA	exon (MAPKAPK3, exon 2 of 11)	NA	5882	MAPKAPK3								
Interval_13118	chr2	202910039	202910730	+	0	NA	intron (WDR12, intron 1 of 12)	NA	-1834	CARF								
Interval_13192	chr2	218216704	218217123	+	0	NA	promoter-TSS (ARPC2)	NA	180	LOC101928487								
Interval_15717	chr3	87997401	87997622	+	0	NA	Intergenic	NA	61485	CGGBP1								
Interval_2696	chr10	73782040	73782634	+	0	NA	exon (CHCHD1, exon 2 of 3)	NA	287	CHCHD1								
Interval_15704	chr3	75136315	75137210	+	0	NA	Intergenic	NA	-77756	MIR4444-2								
Interval_3901	chr11	66920997	66921238	+	0	NA	intron (PC, intron 1 of 20)	NA	13389	MIR3163								
Interval_2989	chr10	103350488	103351229	+	0	NA	exon (PCGF6, exon 1 of 8)	NA	276	PCGF6								
Interval_20405	chr7	150404556	150405243	+	0	NA	promoter-TSS (LOC728743)	NA	529	LOC101928806								
Interval_20729	chr8	33514663	33514842	+	0	NA	Intergenic	NA	1277	SNORD13								
Interval_14194	chr21	14383569	14384227	+	0	NA	promoter-TSS (HSPA13)	NA	-710	HSPA13								
Interval_3004	chr10	103915892	103916093	+	0	NA	intron (OBFC1, intron 2 of 10)	NA	2295	OBFC1								
Interval_19076	chr6	111605126	111605798	+	0	NA	intron (TRAF3IP2, intron 1 of 9)	NA	812	TRAF3IP2								
Interval_15436	chr3	48187597	48187869	+	0	NA	intron (CDC25A, intron 1 of 14)	NA	559	CDC25A								
Interval_13003	chr2	184600182	184600615	+	0	NA	intron (ZNF804A, intron 1 of 3)	NA	2032	ZNF804A								
Interval_8540	chr17	7561460	7561728	+	0	NA	promoter-TSS (SENP3)	NA	-398	SENP3								
Interval_16219	chr3	184362847	184363214	+	0	NA	promoter-TSS (POLR2H)	NA	47	POLR2H								
Interval_12158	chr2	46983109	46983505	+	0	NA	intron (TTC7A, intron 5 of 13)	NA	42133	TTC7A								
Interval_19548	chr7	6448010	6448404	+	0	NA	promoter-TSS (DAGLB)	NA	-195	DAGLB								
Interval_1	chr1	966398	966751	+	0	NA	promoter-TSS (PLEKHN1)	NA	82	PLEKHN1								
Interval_14891	chr22	43955567	43955840	+	0	NA	intron (SAMM50, intron 1 of 14)	NA	322	SAMM50								
Interval_22612	chrX	44872341	44872898	+	0	NA	promoter-TSS (KDM6A)	NA	-561	KDM6A								
Interval_14417	chr21	44012314	44012711	+	0	NA	exon (TRAPPC10, exon 1 of 17)	NA	146	TRAPPC10								
Interval_18528	chr6	30102263	30103215	+	0	NA	TTS (TRIM31)	NA	10356	TRIM31								
Interval_17984	chr5	170295918	170298014	+	0	NA	intron (LCP2, intron 1 of 20)	NA	852	LCP2								
Interval_16986	chr4	154911832	154912042	+	0	NA	Intergenic	NA	130432	RBM46								
Interval_7684	chr16	23852863	23853144	+	0	NA	intron (PRKCB, intron 2 of 16)	NA	17024	PRKCB								
Interval_2771	chr10	80204908	80205561	+	0	NA	promoter-TSS (ANXA11)	NA	338	ANXA11								
Interval_9441	chr17	75295138	75295802	+	0	NA	Intergenic	NA	-6111	SLC25A19								
Interval_12963	chr2	175203644	175203787	+	0	NA	Intergenic	NA	-21953	ATP5G3								
Interval_8493	chr17	6640337	6640803	+	0	NA	promoter-TSS (KIAA0753)	NA	-121	LOC101928083								
Interval_21014	chr8	86601563	86601944	+	0	NA	intron (CNGB3, intron 12 of 14)	NA	87316	CPNE3								
Interval_2013	chr1	226738817	226739098	+	0	NA	intron (ITPKB, intron 1 of 2)	NA	218	ITPKB								
Interval_5064	chr12	89040223	89040454	+	0	NA	Intergenic	NA	-20646	RP11-13A1.1								
Interval_17505	chr5	87412350	87412827	+	0	NA	exon (CCNH, exon 1 of 9)	NA	283	CCNH								
Interval_7196	chr15	85667539	85668105	+	0	NA	intron (AKAP13, intron 14 of 37)	NA	88808	RP11-158M2.5								
Interval_13450	chr20	543079	544172	+	0	NA	intron (CSNK2A1, intron 1 of 13)	NA	165	CSNK2A1								
Interval_3351	chr11	9313991	9314531	+	0	NA	intron (TMEM41B, intron 1 of 6)	NA	507	TMEM41B								
Interval_21083	chr8	98540260	98540569	+	0	NA	intron (STK3, intron 11 of 12)	NA	113392	KCNS2								
Interval_11329	chr19	44954746	44955208	+	0	NA	promoter-TSS (CLPTM1)	NA	-16	CLPTM1								
Interval_21059	chr8	96620834	96622193	+	0	NA	Intergenic	NA	-23714	CPQ								
Interval_19306	chr6	157982018	157982410	+	0	NA	intron (SYNJ2, intron 1 of 25)	NA	358	SYNJ2								
Interval_21582	chr9	19127070	19128410	+	0	NA	promoter-TSS (PLIN2)	NA	-134	PLIN2								
Interval_15970	chr3	138890645	138890857	+	0	NA	Intergenic	NA	-55813	PIK3CB								
Interval_2138	chr1	235022230	235022668	+	0	NA	Intergenic	NA	47369	LOC731656								
Interval_17185	chr5	17217665	17218054	+	0	NA	promoter-TSS (AC091878.1)	NA	-437	AC091878.1								
Interval_2428	chr10	30493992	30494396	+	0	NA	Intergenic	NA	59548	MAP3K8								
Interval_18209	chr6	7112393	7113190	+	0	NA	intron (RREB1, intron 1 of 12)	NA	-48490	RREB1								
Interval_5359	chr12	120687178	120687795	+	0	NA	exon (MLEC, exon 1 of 5)	NA	340	MLEC								
Interval_12902	chr2	161161237	161161424	+	0	NA	exon (TANK, exon 2 of 9)	NA	24403	TANK								
Interval_11364	chr19	45508362	45508865	+	0	NA	intron (VASP, intron 1 of 12)	NA	1171	VASP								
Interval_3186	chr10	132588010	132588732	+	0	NA	intron (INPP5A, intron 1 of 15)	NA	50522	INPP5A								
Interval_7338	chr16	352146	352650	+	0	NA	exon (AXIN1, exon 1 of 10)	NA	278	AXIN1								
Interval_9269	chr17	62064803	62066033	+	0	NA	promoter-TSS (MED13)	NA	-136	MED13								
Interval_7798	chr16	30470490	30470694	+	0	NA	Intergenic	NA	-2070	ITGAL								
Interval_11440	chr19	48110522	48110813	+	0	NA	exon (PLA2G4C, exon 1 of 17)	NA	185	PLA2G4C								
Interval_883	chr1	66372633	66373110	+	0	NA	exon (PDE4B, exon 15 of 15)	NA	18493	PDE4B								
Interval_15421	chr3	47347285	47347532	+	0	NA	TTS (KLHL18)	NA	-33593	PTPN23								
Interval_12987	chr2	178478604	178478956	+	0	NA	promoter-TSS (FKBP7)	NA	-152	FKBP7								
Interval_21810	chr9	91151068	91151253	+	0	NA	Intergenic	NA	-32132	LOC100507103								
Interval_17701	chr5	135411640	135411819	+	0	NA	Intergenic	NA	-12113	H2AFY								
Interval_7064	chr15	74907028	74907384	+	0	NA	promoter-TSS (FAM219B)	NA	-47	FAM219B								
Interval_233	chr1	16513966	16514206	+	0	NA	TTS (RNU1-1)	NA	199	RNU1-1								
Interval_5454	chr12	124568704	124569083	+	0	NA	Intergenic	NA	-1429	NCOR2								
Interval_18788	chr6	42332749	42335130	+	0	NA	intron (TRERF1, intron 3 of 17)	NA	-116074	MRPS10								
Interval_21081	chr8	98157605	98157889	+	0	NA	exon (POP1, exon 16 of 16)	NA	39907	POP1								
Interval_19802	chr7	45110936	45111831	+	0	NA	intron (TBRG4, intron 1 of 8)	NA	364	TBRG4								
Interval_13266	chr2	226791846	226792044	+	0	NA	exon (IRS1, exon 2 of 2)	NA	7884	IRS1								
Interval_10905	chr19	19191524	19192072	+	0	NA	promoter-TSS (RFXANK)	NA	-401	RFXANK								
Interval_10055	chr18	74139411	74140008	+	0	NA	intron (FBXO15, intron 2 of 9)	NA	8156	FBXO15								
Interval_18562	chr6	30955581	30955836	+	0	NA	promoter-TSS (LOC102723346)	NA	3	LOC102723346								
Interval_7352	chr16	636437	636741	+	0	NA	promoter-TSS (C16orf13)	NA	98	LOC100287175								
Interval_18748	chr6	39193378	39193683	+	0	NA	intron (KCNK5, intron 4 of 4)	NA	35678	KCNK5								
Interval_3954	chr11	68142173	68142352	+	0	NA	Intergenic	NA	-58504	CHKA								
Interval_11293	chr19	44002465	44002795	+	0	NA	promoter-TSS (ZNF230)	NA	206	RP11-15A1.7								
Interval_6784	chr15	50883934	50884217	+	0	NA	Intergenic	NA	-24550	AP4E1								
Interval_17502	chr5	84718380	84718562	+	0	NA	Intergenic	NA	-333604	EDIL3								
Interval_583	chr1	36464020	36464391	+	0	NA	exon (MRPS15, exon 1 of 8)	NA	234	MRPS15								
Interval_10992	chr19	33176427	33177421	+	0	NA	promoter-TSS (TRNAT4)	NA	-133	TRNAT4								
Interval_4266	chr11	117097651	117099042	+	0	NA	promoter-TSS (SIK3)	NA	-45938	PAFAH1B2								
Interval_21392	chr8	141095426	141095951	+	0	NA	Intergenic	NA	31975	LOC101927963								
Interval_8693	chr17	19306292	19306625	+	0	NA	promoter-TSS (EPN2-AS1)	NA	-197	EPN2-AS1								
Interval_20844	chr8	51345908	51346078	+	0	NA	intron (PXDNL, intron 17 of 20)	NA	-369843	LOC102724313								
Interval_19832	chr7	50304788	50305410	+	0	NA	intron (IKZF1, intron 1 of 5)	NA	317	IKZF1								
Interval_5269	chr12	112012654	112014792	+	0	NA	promoter-TSS (TMEM116)	NA	375	ERP29								
Interval_3978	chr11	69382581	69382946	+	0	NA	Intergenic	NA	12813	LOC101928262								
Interval_17253	chr5	40484826	40485086	+	0	NA	Intergenic	NA	-195995	PTGER4								
Interval_22976	chrY	12905894	12906379	+	0	NA	intron (DDX3Y, intron 1 of 16)	NA	2151	DDX3Y								
Interval_20167	chr7	102433063	102433999	+	0	NA	promoter-TSS (ORAI2)	NA	1	ORAI2								
Interval_12910	chr2	165953947	165954133	+	0	NA	promoter-TSS (TTC21B)	NA	-202	TTC21B								
Interval_9173	chr17	56912434	56913088	+	0	NA	intron (TRIM25, intron 1 of 8)	NA	1287	TRIM25								
Interval_10802	chr19	17267537	17267866	+	0	NA	intron (BABAM1, intron 1 of 8)	NA	325	BABAM1								
Interval_19235	chr6	148204133	148204282	+	0	NA	Intergenic	NA	-138386	SASH1								
Interval_1957	chr1	222655025	222655227	+	0	NA	intron (MIA3, intron 13 of 22)	NA	10818	MIA3								
Interval_17910	chr5	151214605	151215353	+	0	NA	intron (CCDC69, intron 1 of 8)	NA	9114	CCDC69								
Interval_9674	chr17	82241270	82241479	+	0	NA	intron (CSNK1D, intron 8 of 8)	NA	4706	MIR6787								
Interval_12975	chr2	177252295	177253175	+	0	NA	intron (NFE2L2, intron 1 of 4)	NA	3275	MIR3128								
Interval_14720	chr22	36529372	36529852	+	0	NA	promoter-TSS (EIF3D)	NA	-382	EIF3D								
Interval_9820	chr18	13567219	13567434	+	0	NA	intron (LDLRAD4, intron 3 of 5)	NA	25250	LOC102724615								
Interval_3294	chr11	2991392	2991620	+	0	NA	intron (NAP1L4, intron 1 of 15)	NA	871	NAP1L4								
Interval_5774	chr13	101706674	101706876	+	0	NA	exon (ITGBL1, exon 9 of 12)	NA	254199	ITGBL1								
Interval_1073	chr1	109426146	109426330	+	0	NA	intron (PSMA5, intron 1 of 8)	NA	210	PSMA5								
Interval_20872	chr8	55886511	55886765	+	0	NA	intron (LYN, intron 1 of 12)	NA	6811	LYN								
Interval_2676	chr10	72625488	72625917	+	0	NA	intron (MICU1, intron 1 of 12)	NA	489	MICU1								
Interval_15642	chr3	58008036	58008239	+	0	NA	promoter-TSS (FLNB)	NA	-283	FLNB								
Interval_19806	chr7	45689487	45689787	+	0	NA	intron (ADCY1, intron 14 of 19)	NA	79381	SEPT7P2								
Interval_11524	chr19	49954306	49954502	+	0	NA	intron (SIGLEC11, intron 7 of 9)	NA	6772	SIGLEC11								
Interval_15885	chr3	128051650	128052165	+	0	NA	promoter-TSS (SEC61A1)	NA	-462	SEC61A1								
Interval_11577	chr19	51367835	51368447	+	0	NA	intron (CLDND2, intron 1 of 3)	NA	862	CLDND2								
Interval_22433	chrUn_KI270333v1	14	306	+	0	NA	NA	NA	NA	NA								
Interval_5621	chr13	31199995	31200201	+	0	NA	exon (B3GALTL, exon 1 of 15)	NA	-6217	B3GALTL								
Interval_9559	chr17	78840011	78840884	+	0	NA	intron (USP36, intron 1 of 20)	NA	440	USP36								
Interval_51	chr1	2232394	2232611	+	0	NA	intron (SKI, intron 1 of 6)	NA	-8000	SKI								
Interval_4984	chr12	66130329	66130513	+	0	NA	intron (LLPH, intron 1 of 2)	NA	332	LLPH								
Interval_8464	chr17	4946813	4947031	+	0	NA	intron (PFN1, intron 1 of 2)	NA	2164	PFN1								
Interval_9563	chr17	79009240	79010146	+	0	NA	promoter-TSS (CANT1)	NA	100	CANT1								
Interval_5927	chr14	24195133	24196188	+	0	NA	promoter-TSS (TM9SF1)	NA	76	TM9SF1								
Interval_21570	chr9	15423131	15423507	+	0	NA	intron (SNAPC3, intron 1 of 9)	NA	535	SNAPC3								
Interval_16293	chr3	195002963	195003163	+	0	NA	Intergenic	NA	-91525	XXYLT1-AS1								
Interval_22654	chrX	49001636	49002227	+	0	NA	intron (GRIPAP1, intron 1 of 25)	NA	333	GRIPAP1								
Interval_2867	chr10	96124729	96125438	+	0	NA	Intergenic	NA	-4973	ZNF518A								
Interval_10308	chr19	2950125	2950724	+	0	NA	Intergenic	NA	-5470	ZNF77								
Interval_13426	chr2	241686224	241686770	+	0	NA	intron (DTYMK, intron 1 of 4)	NA	471	DTYMK								
Interval_10177	chr19	984011	984196	+	0	NA	promoter-TSS (WDR18)	NA	-225	WDR18								
Interval_22191	chr9	128456189	128456664	+	0	NA	promoter-TSS (ODF2)	NA	274	ODF2								
Interval_7448	chr16	2980655	2981034	+	0	NA	promoter-TSS (PKMYT1)	NA	-305	PKMYT1								
Interval_18631	chr6	32844073	32844702	+	0	NA	promoter-TSS (PSMB8)	NA	301	TAPSAR1								
Interval_17210	chr5	33440317	33440648	+	0	NA	promoter-TSS (TARS)	NA	-294	TARS								
Interval_14425	chr21	44352177	44352679	+	0	NA	intron (TRPM2, intron 1 of 32)	NA	2265	TRPM2								
Interval_14301	chr21	34614450	34614630	+	0	NA	promoter-TSS (RCAN1)	NA	602	RCAN1								
Interval_3233	chr11	502475	503530	+	0	NA	intron (RNH1, intron 1 of 9)	NA	4281	RNH1								
Interval_18520	chr6	29964864	29965987	+	0	NA	Intergenic	NA	-9690	HCG9								
Interval_20802	chr8	42271232	42271906	+	0	NA	promoter-TSS (LOC101929897)	NA	-352	LOC101929897								
Interval_2876	chr10	96718989	96719263	+	0	NA	intron (PIK3AP1, intron 1 of 16)	NA	1396	PIK3AP1								
Interval_14884	chr22	43152217	43152641	+	0	NA	intron (TSPO, intron 1 of 3)	NA	494	TSPO								
Interval_15217	chr3	23945328	23945851	+	0	NA	promoter-TSS (NR1D2)	NA	329	NR1D2								
Interval_20373	chr7	148940663	148941487	+	0	NA	promoter-TSS (RNY5)	NA	-413	RNY5								
Interval_12950	chr2	174032189	174032386	+	0	NA	Intergenic	NA	7001	LOC100128905								
Interval_19048	chr6	109440289	109440485	+	0	NA	promoter-TSS (SMPD2)	NA	784	PPIL6								
Interval_3894	chr11	66638094	66638360	+	0	NA	promoter-TSS (RBM4)	NA	-390	RBM4								
Interval_15192	chr3	18421510	18421790	+	0	NA	intron (SATB1, intron 1 of 10)	NA	3687	SATB1								
Interval_19027	chr6	106629605	106630054	+	0	NA	promoter-TSS (RTN4IP1)	NA	263	QRSL1								
Interval_2621	chr10	70053497	70053832	+	0	NA	intron (H2AFY2, intron 1 of 8)	NA	1063	H2AFY2								
Interval_15685	chr3	71542168	71542654	+	0	NA	promoter-TSS (MIR1284)	NA	-351	MIR1284								
Interval_11135	chr19	39434954	39436085	+	0	NA	intron (RPS16, intron 2 of 4)	NA	459	RPS16								
Interval_15631	chr3	57556993	57557214	+	0	NA	exon (PDE12, exon 1 of 3)	NA	849	PDE12								
Interval_18104	chr5	179623934	179624571	+	0	NA	promoter-TSS (HNRNPH1)	NA	-542	HNRNPH1								
Interval_14537	chr22	20956718	20957098	+	0	NA	intron (LOC101928891, intron 1 of 2)	NA	3690	LOC101928891								
Interval_22389	chr9	137030338	137030547	+	0	NA	exon (FUT7, exon 2 of 2)	NA	-2154	ABCA2								
Interval_10027	chr18	63198306	63198556	+	0	NA	intron (BCL2, intron 2 of 2)	NA	121347	BCL2								
Interval_17758	chr5	139517703	139518051	+	0	NA	Intergenic	NA	-35119	TMEM173								
Interval_5539	chr13	20566919	20567603	+	0	NA	promoter-TSS (IFT88)	NA	815	IFT88								
Interval_4428	chr12	2795520	2795742	+	0	NA	intron (FKBP4, intron 1 of 9)	NA	689	FKBP4								
Interval_6596	chr15	34038303	34039479	+	0	NA	exon (AVEN, exon 1 of 6)	NA	-31821	AVEN								
Interval_10542	chr19	9674441	9675512	+	0	NA	promoter-TSS (ZNF562)	NA	-15151	ZNF562								
Interval_19316	chr6	158818362	158818940	+	0	NA	promoter-TSS (EZR)	NA	672	EZR-AS1								
Interval_5669	chr13	42378125	42378523	+	0	NA	Intergenic	NA	106172	AKAP11								
Interval_18217	chr6	7139781	7142930	+	0	NA	intron (RREB1, intron 1 of 12)	NA	-19926	RREB1								
Interval_22918	chrX	152831046	152831331	+	0	NA	promoter-TSS (CETN2)	NA	-431	CETN2								
Interval_7497	chr16	4538300	4538489	+	0	NA	promoter-TSS (CDIP1)	NA	421	CDIP1								
Interval_21814	chr9	91193811	91194325	+	0	NA	Intergenic	NA	-75040	LOC100507103								
Interval_21241	chr8	124372051	124372614	+	0	NA	exon (TMEM65, exon 1 of 7)	NA	367	TMEM65								
Interval_8437	chr17	3914771	3915069	+	0	NA	intron (P2RX1, intron 1 of 11)	NA	1586	P2RX1								
Interval_17935	chr5	157596508	157596730	+	0	NA	Intergenic	NA	-20844	ADAM19								
Interval_9119	chr17	49000863	49001131	+	0	NA	intron (IGF2BP1, intron 2 of 14)	NA	3585	IGF2BP1								
Interval_315	chr1	23343463	23345149	+	0	NA	promoter-TSS (HNRNPR)	NA	344	HNRNPR								
Interval_15661	chr3	63864095	63864675	+	0	NA	promoter-TSS (ATXN7)	NA	-599	THOC7								
Interval_2670	chr10	72331684	72331863	+	0	NA	Intergenic	NA	23227	DNAJB12								
Interval_4381	chr11	130069948	130070692	+	0	NA	promoter-TSS (APLP2)	NA	499	APLP2								
Interval_17580	chr5	112861308	112861962	+	0	NA	intron (SRP19, intron 1 of 3)	NA	447	SRP19								
Interval_16650	chr4	73222645	73222939	+	0	NA	intron (ANKRD17, intron 1 of 33)	NA	36349	ANKRD17								
Interval_4431	chr12	3728307	3728908	+	0	NA	intron (EFCAB4B, intron 2 of 19)	NA	24593	EFCAB4B								
Interval_20245	chr7	118642262	118642458	+	0	NA	Intergenic	NA	382499	LOC102724495								
Interval_5630	chr13	32314980	32316713	+	0	NA	intron (BRCA2, intron 1 of 26)	NA	366	BRCA2								
Interval_11237	chr19	42075120	42075827	+	0	NA	promoter-TSS (ZNF574)	NA	-665	ZNF574								
Interval_18224	chr6	7165646	7166445	+	0	NA	intron (RREB1, intron 1 of 12)	NA	4764	RREB1								
Interval_1989	chr1	225444685	225444920	+	0	NA	Intergenic	NA	-16689	LBR								
Interval_6126	chr14	66507529	66507864	+	0	NA	promoter-TSS (GPHN)	NA	289	GPHN								
Interval_14502	chr22	19292069	19292307	+	0	NA	promoter-TSS (CLTCL1)	NA	-465	CLTCL1								
Interval_2861	chr10	95767751	95768178	+	0	NA	intron (ENTPD1-AS1, intron 5 of 5)	NA	12048	ENTPD1								
Interval_11858	chr2	12502957	12503185	+	0	NA	intron (AC096559.1, intron 4 of 5)	NA	-213801	TRIB2								
Interval_16644	chr4	70892324	70892587	+	0	NA	Intergenic	NA	-9885	MOB1B								
Interval_2290	chr10	5813543	5814298	+	0	NA	promoter-TSS (GDI2)	NA	-371	GDI2								
Interval_7069	chr15	74956886	74957385	+	0	NA	exon (RPP25, exon 1 of 1)	NA	299	RPP25								
Interval_6305	chr14	88385818	88386093	+	0	NA	intron (SPATA7, intron 1 of 12)	NA	311	SPATA7								
Interval_14950	chr22	47124248	47124517	+	0	NA	intron (TBC1D22A, intron 10 of 10)	NA	-6147	LOC100128818								
Interval_6628	chr15	39920584	39920864	+	0	NA	promoter-TSS (LOC100505534)	NA	-323	LOC100505534								
Interval_9707	chr17	83052918	83053210	+	0	NA	Intergenic	NA	-1268	B3GNTL1								
Interval_8298	chr16	88839699	88839895	+	0	NA	intron (GALNS, intron 4 of 13)	NA	17169	GALNS								
Interval_5764	chr13	98577267	98577719	+	0	NA	promoter-TSS (STK24)	NA	-34463	STK24								
Interval_1472	chr1	156591758	156592074	+	0	NA	exon (APOA1BP, exon 1 of 6)	NA	150	APOA1BP								
Interval_3931	chr11	67428497	67428796	+	0	NA	intron (RPS6KB2, intron 1 of 14)	NA	152	RPS6KB2								
Interval_7975	chr16	56989082	56989452	+	0	NA	promoter-TSS (NLRC5)	NA	-290	NLRC5								
Interval_4552	chr12	11749134	11751127	+	0	NA	intron (ETV6, intron 1 of 7)	NA	62614	LOC101928186								
Interval_7625	chr16	19119061	19119240	+	0	NA	exon (ITPRIPL2, exon 1 of 1)	NA	5218	ITPRIPL2								
Interval_22775	chrX	101408213	101408796	+	0	NA	promoter-TSS (GLA)	NA	371	HNRNPH2								
Interval_2349	chr10	17228630	17229140	+	0	NA	exon (VIM, exon 1 of 9)	NA	950	VIM								
Interval_11915	chr2	25304378	25304650	+	0	NA	intron (DNMT3A, intron 2 of 3)	NA	24207	MIR1301								
Interval_3373	chr11	10857332	10858049	+	0	NA	promoter-TSS (ZBED5-AS1)	NA	383	ZBED5								
Interval_16230	chr3	185816031	185816210	+	0	NA	intron (IGF2BP2, intron 2 of 16)	NA	-48252	MIR548AQ								
Interval_50	chr1	2229675	2230085	+	0	NA	intron (SKI, intron 1 of 6)	NA	-10622	SKI								
Interval_2767	chr10	79413305	79413484	+	0	NA	intron (ZCCHC24, intron 2 of 2)	NA	32226	ZCCHC24								
Interval_19828	chr7	50266942	50267184	+	0	NA	Intergenic	NA	-37719	IKZF1								
Interval_3833	chr11	65574991	65575170	+	0	NA	promoter-TSS (EHBP1L1)	NA	-964	EHBP1L1								
Interval_22296	chr9	132670036	132670686	+	0	NA	promoter-TSS (DDX31)	NA	20	GTF3C4								
Interval_8800	chr17	30708004	30708247	+	0	NA	Intergenic	NA	-1483	SUZ12P1								
Interval_22828	chrX	119574556	119574973	+	0	NA	intron (UBE2A, intron 1 of 5)	NA	297	UBE2A								
Interval_16769	chr4	98143043	98143283	+	0	NA	promoter-TSS (STPG2)	NA	77	STPG2								
Interval_18363	chr6	24403313	24403704	+	0	NA	intron (MRS2, intron 1 of 9)	NA	600	MRS2								
Interval_11079	chr19	37172469	37172903	+	0	NA	promoter-TSS (ZNF585A)	NA	55	ZNF585A								
Interval_363	chr1	25997365	25997971	+	0	NA	promoter-TSS (PAFAH2)	NA	-194	PAFAH2								
Interval_7262	chr15	92807303	92809035	+	0	NA	intron (LOC101926994, intron 1 of 3)	NA	2165	LOC101926994								
Interval_6751	chr15	49156416	49156595	+	0	NA	promoter-TSS (COPS2)	NA	207	NDUFAF4P1								
Interval_3914	chr11	67286759	67287337	+	0	NA	TTS (ADRBK1)	NA	-2306	ANKRD13D								
Interval_16751	chr4	87422166	87423065	+	0	NA	promoter-TSS (NUDT9)	NA	39	NUDT9								
Interval_3616	chr11	48107277	48107462	+	0	NA	intron (PTPRJ, intron 1 of 8)	NA	-2608	PTPRJ								
Interval_8839	chr17	33968578	33968866	+	0	NA	intron (ASIC2, intron 1 of 9)	NA	214910	RP11-215E13.1								
Interval_16652	chr4	73704708	73704870	+	0	NA	Intergenic	NA	-35717	IL8								
Interval_16002	chr3	149812554	149813146	+	0	NA	exon (RNF13, exon 1 of 10)	NA	162	RNF13								
Interval_17729	chr5	137752956	137754357	+	0	NA	exon (HNRNPA0, exon 1 of 1)	NA	694	HNRNPA0								
Interval_21033	chr8	91070628	91070819	+	0	NA	promoter-TSS (GS1-251I9.4)	NA	527	OTUD6B								
Interval_21793	chr9	87479834	87480021	+	0	NA	Intergenic	NA	-18608	DAPK1								
Interval_19251	chr6	149545371	149546047	+	0	NA	intron (PPIL4, intron 1 of 12)	NA	393	PPIL4								
Interval_19175	chr6	137967809	137968113	+	0	NA	Intergenic	NA	-99728	RP11-356I2.4								
Interval_11072	chr19	36797579	36797783	+	0	NA	exon (ZNF790-AS1, exon 1 of 4)	NA	131	ZNF790-AS1								
Interval_20126	chr7	100693511	100694177	+	0	NA	intron (GIGYF1, intron 1 of 27)	NA	-4597	GIGYF1								
Interval_2123	chr1	234842217	234843561	+	0	NA	Intergenic	NA	-82839	PP2672								
Interval_22492	chrX	10157033	10157216	+	0	NA	intron (CLCN4, intron 1 of 10)	NA	179	CLCN4								
Interval_6183	chr14	72700226	72700931	+	0	NA	intron (DPF3, intron 6 of 10)	NA	135905	DPF3								
Interval_11995	chr2	28622145	28622333	+	0	NA	intron (PLB1, intron 49 of 57)	NA	113986	LOC100505774								
Interval_12479	chr2	86562605	86563613	+	0	NA	intron (RNF103-CHMP3, intron 3 of 7)	NA	388	CHMP3								
Interval_22631	chrX	47630320	47630470	+	0	NA	promoter-TSS (CFP)	NA	-90	CFP								
