PeakID (cmd=annotatePeaks.pl ZEB2.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_8978	chr19	51313732	51314273	+	0	NA	intron (IGLON5, intron 1 of 7)	NA	2154	IGLON5								
Interval_15557	chr7	152759703	152760183	+	0	NA	intron (ACTR3B, intron 1 of 10)	NA	194	ACTR3B								
Interval_258	chr1	16678009	16678186	+	0	NA	TTS (TRNAG-CCC)	NA	244	TRNAG-CCC								
Interval_2027	chr10	74255246	74255436	+	0	NA	intron (ADK, intron 3 of 9)	NA	78852	ADK								
Interval_16242	chr8	100953308	100953466	+	0	NA	promoter-TSS (YWHAZ)	NA	-2816	YWHAZ								
Interval_295	chr1	20165658	20166134	+	0	NA	intron (PLA2G2C, intron 2 of 2)	NA	9298	PLA2G2C								
Interval_5683	chr16	28977808	28978077	+	0	NA	promoter-TSS (LOC102723751)	NA	3167	SPNS1								
Interval_11777	chr3	31399302	31399734	+	0	NA	Intergenic	NA	-133120	STT3B								
Interval_9859	chr2	130728107	130728265	+	0	NA	promoter-TSS (GPR148)	NA	-884	GPR148								
Interval_7866	chr19	6463230	6463595	+	0	NA	promoter-TSS (CRB3)	NA	-365	CRB3								
Interval_4377	chr14	24310991	24311287	+	0	NA	promoter-TSS (LTB4R)	NA	231	CIDEB								
Interval_15773	chr8	23559183	23559458	+	0	NA	intron (SLC25A37, intron 1 of 3)	NA	2348	SLC25A37								
Interval_1633	chr1	235866770	235867141	+	0	NA	promoter-TSS (LYST)	NA	-13934	MIR1537								
Interval_6706	chr17	44141664	44141900	+	0	NA	promoter-TSS (C17orf53)	NA	-124	C17orf53								
Interval_11363	chr22	35752247	35752589	+	0	NA	TTS (RBFOX2)	NA	38787	APOL5								
Interval_12754	chr4	49710278	49710992	+	0	NA	Intergenic	NA	-221311	LOC101060532								
Interval_7253	chr18	10213810	10213968	+	0	NA	Intergenic	NA	200481	RP11-243E13.1								
Interval_420	chr1	27001917	27002148	+	0	NA	Intergenic	NA	8328	TRNP1								
Interval_796	chr1	87326045	87326252	+	0	NA	Intergenic	NA	-2320	LMO4								
Interval_3253	chr12	6182943	6183103	+	0	NA	Intergenic	NA	-17293	CD9								
Interval_4045	chr12	124727345	124727608	+	0	NA	Intergenic	NA	-119915	LOC101927436								
Interval_10926	chr20	63216281	63216533	+	0	NA	promoter-TSS (YTHDF1)	NA	-221	YTHDF1								
Interval_3907	chr12	116547934	116548114	+	0	NA	Intergenic	NA	-11357	MAP1LC3B2								
Interval_7965	chr19	8515469	8515627	+	0	NA	Intergenic	NA	-1384	ZNF414								
Interval_5273	chr15	84725122	84725346	+	0	NA	Intergenic	NA	-8774	SEC11A								
Interval_3517	chr12	50088596	50088864	+	0	NA	intron (SMARCD1, intron 6 of 11)	NA	3530	SMARCD1								
Interval_16304	chr8	115427698	115427974	+	0	NA	intron (TRPS1, intron 4 of 5)	NA	241192	TRPS1								
Interval_11044	chr21	34808040	34808199	+	0	NA	intron (RUNX1, intron 6 of 7)	NA	-28765	LOC102724584								
Interval_1129	chr1	155244691	155244979	+	0	NA	promoter-TSS (GBA)	NA	-3560	GBA								
Interval_11384	chr22	36493856	36494039	+	0	NA	intron (FOXRED2, intron 6 of 7)	NA	-12307	TXN2								
Interval_5841	chr16	56679989	56680176	+	0	NA	Intergenic	NA	-2388	MT1X								
Interval_14638	chr6	150145845	150146113	+	0	NA	intron (PPP1R14C, intron 1 of 3)	NA	-51320	PPP1R14C								
Interval_7067	chr17	78128612	78128779	+	0	NA	promoter-TSS (TMC8)	NA	85	TMC6								
Interval_11184	chr22	19109548	19109769	+	0	NA	intron (DGCR2, intron 1 of 9)	NA	12796	DGCR2								
Interval_10247	chr2	230924862	230925220	+	0	NA	intron (GPR55, intron 1 of 1)	NA	185	GPR55								
Interval_2652	chr11	47361005	47361200	+	0	NA	intron (SPI1, intron 2 of 4)	NA	-8400	MYBPC3								
Interval_9881	chr2	136137051	136137240	+	0	NA	Intergenic	NA	-18990	CXCR4								
Interval_8750	chr19	45418008	45418318	+	0	NA	intron (ERCC1, intron 5 of 8)	NA	5756	ERCC1								
Interval_2362	chr10	133259102	133259600	+	0	NA	Intergenic	NA	-11466	MIR202HG								
Interval_8438	chr19	33274038	33274387	+	0	NA	Intergenic	NA	28352	CEBPA								
Interval_15910	chr8	38382187	38382395	+	0	NA	promoter-TSS (WHSC1L1)	NA	63	WHSC1L1								
Interval_11262	chr22	24463415	24463778	+	0	NA	intron (ADORA2A-AS1, intron 3 of 7)	NA	31219	ADORA2A-AS1								
Interval_9940	chr2	159633793	159634119	+	0	NA	Intergenic	NA	-18360	BAZ2B								
Interval_4156	chr13	27620127	27621987	+	0	NA	promoter-TSS (LNX2)	NA	-474	LNX2								
Interval_2581	chr11	34127961	34128457	+	0	NA	intron (NAT10, intron 10 of 26)	NA	22613	NAT10								
Interval_9554	chr2	69644232	69644539	+	0	NA	promoter-TSS (AAK1)	NA	-540	AAK1								
Interval_471	chr1	28418637	28418879	+	0	NA	intron (PHACTR4, intron 2 of 14)	NA	49149	PHACTR4								
Interval_3776	chr12	104138070	104138351	+	0	NA	promoter-TSS (NFYB)	NA	-752	NFYB								
Interval_1449	chr1	206797848	206798298	+	0	NA	promoter-TSS (IL19)	NA	-25579	IL10								
Interval_168	chr1	9633954	9634256	+	0	NA	intron (PIK3CD, intron 2 of 24)	NA	20481	C1orf200								
Interval_11602	chr22	50187210	50187483	+	0	NA	intron (TRABD, intron 1 of 10)	NA	1415	TRABD								
Interval_1441	chr1	206472070	206472228	+	0	NA	intron (IKBKE, intron 2 of 20)	NA	1906	IKBKE								
Interval_4409	chr14	35374389	35374651	+	0	NA	Intergenic	NA	-10563	LOC102723388								
Interval_14786	chr7	1820529	1820777	+	0	NA	intron (MAD1L1, intron 17 of 17)	NA	-17933	LOC100128374								
Interval_10351	chr2	241102310	241102567	+	0	NA	promoter-TSS (MTERFD2)	NA	-112	MTERFD2								
Interval_16905	chr9	105244263	105244950	+	0	NA	promoter-TSS (SLC44A1)	NA	-7	SLC44A1								
Interval_504	chr1	31524421	31524660	+	0	NA	TTS (RP11-439L8.4)	NA	6105	RP11-439L8.4								
Interval_5663	chr16	27230471	27230712	+	0	NA	intron (NSMCE1, intron 5 of 7)	NA	27105	KDM8								
Interval_10627	chr20	32778547	32778934	+	0	NA	intron (DNMT3B, intron 1 of 18)	NA	16355	DNMT3B								
Interval_2815	chr11	65507606	65507907	+	0	NA	Intergenic	NA	9994	MALAT1								
Interval_2194	chr10	102024508	102024691	+	0	NA	intron (C10orf76, intron 6 of 23)	NA	31574	C10orf76								
Interval_7071	chr17	78214089	78214297	+	0	NA	promoter-TSS (BIRC5)	NA	-3	BIRC5								
Interval_36	chr1	1606042	1606582	+	0	NA	Intergenic	NA	-6216	C1orf233								
Interval_4679	chr14	92584839	92585256	+	0	NA	intron (RIN3, intron 3 of 9)	NA	71266	RIN3								
Interval_11120	chr21	43725697	43726124	+	0	NA	intron (PDXK, intron 1 of 10)	NA	-7683	PDXK								
Interval_11074	chr21	37401520	37401887	+	0	NA	intron (DYRK1A, intron 1 of 11)	NA	34146	DYRK1A								
Interval_4664	chr14	91292722	91293703	+	0	NA	intron (CCDC88C, intron 8 of 14)	NA	19956	CCDC88C								
Interval_1529	chr1	224242580	224242743	+	0	NA	intron (NVL, intron 15 of 18)	NA	14480	MIR320B2								
Interval_5911	chr16	67413048	67413381	+	0	NA	intron (ZDHHC1, intron 1 of 10)	NA	-5401	ZDHHC1								
Interval_14830	chr7	5526707	5527167	+	0	NA	TTS (ACTB)	NA	2334	ACTB								
Interval_13005	chr4	146049766	146049971	+	0	NA	Intergenic	NA	72045	LINC01095								
Interval_12421	chr3	184545605	184545796	+	0	NA	Intergenic	NA	-16099	EPHB3								
Interval_7773	chr19	4104827	4105274	+	0	NA	intron (MAP2K2, intron 3 of 10)	NA	19139	MAP2K2								
Interval_1984	chr10	71750493	71750691	+	0	NA	exon (C10orf54, exon 7 of 7)	NA	-12768	C10orf105								
Interval_16124	chr8	80171112	80171788	+	0	NA	promoter-TSS (TPD52)	NA	-250	TPD52								
Interval_7835	chr19	4967543	4967827	+	0	NA	Intergenic	NA	-1427	KDM4B								
Interval_7289	chr18	23860019	23860422	+	0	NA	intron (LAMA3, intron 34 of 74)	NA	146273	LOC102724246								
Interval_11011	chr21	29271902	29272218	+	0	NA	intron (LINC00189, intron 1 of 1)	NA	-26744	BACH1								
Interval_5480	chr16	4177036	4177196	+	0	NA	Intergenic	NA	-60931	ADCY9								
Interval_9668	chr2	88691393	88691745	+	0	NA	promoter-TSS (LOC102724805)	NA	-77	LOC102724805								
Interval_3544	chr12	52197945	52198192	+	0	NA	Intergenic	NA	-6054	KRT80								
Interval_2179	chr10	100339191	100339449	+	0	NA	Intergenic	NA	-7695	SCD								
Interval_8964	chr19	50768129	50768342	+	0	NA	Intergenic	NA	-2229	GPR32								
Interval_2007	chr10	73096242	73096400	+	0	NA	intron (P4HA1, intron 1 of 15)	NA	653	P4HA1								
Interval_11341	chr22	32474986	32475144	+	0	NA	promoter-TSS (FBXO7)	NA	345	FBXO7								
Interval_4930	chr15	42608155	42608507	+	0	NA	intron (STARD9, intron 3 of 33)	NA	32672	STARD9								
Interval_2613	chr11	43869073	43869450	+	0	NA	Intergenic	NA	-11546	ALKBH3								
Interval_10444	chr20	4090146	4090472	+	0	NA	Intergenic	NA	-29633	LOC101929155								
Interval_1084	chr1	152188680	152188871	+	0	NA	Intergenic	NA	-29547	RPTN								
Interval_14164	chr6	35516307	35516465	+	0	NA	Intergenic	NA	-3484	TULP1								
Interval_14047	chr6	27146567	27146774	+	0	NA	promoter-TSS (MIR3143)	NA	188	HIST1H2BK								
Interval_16988	chr9	114574730	114574944	+	0	NA	Intergenic	NA	-12877	ATP6V1G1								
Interval_1672	chr1	244652597	244653180	+	0	NA	promoter-TSS (DESI2)	NA	-356	DESI2								
Interval_11957	chr3	51500068	51500342	+	0	NA	promoter-TSS (VPRBP)	NA	-198	VPRBP								
Interval_8582	chr19	40163677	40164115	+	0	NA	Intergenic	NA	-27702	MAP3K10								
Interval_8093	chr19	12775511	12775804	+	0	NA	promoter-TSS (HOOK2)	NA	-42	HOOK2								
Interval_14070	chr6	28104606	28104988	+	0	NA	Intergenic	NA	13990	ZSCAN12P1								
Interval_235	chr1	15329259	15329503	+	0	NA	exon (LOC101927417, exon 2 of 2)	NA	14502	LOC101927417								
Interval_10867	chr20	54207726	54207884	+	0	NA	promoter-TSS (PFDN4)	NA	-158	PFDN4								
Interval_16674	chr9	11780045	11780241	+	0	NA	Intergenic	NA	54567	LOC101929446								
Interval_12377	chr3	172142560	172142718	+	0	NA	intron (FNDC3B, intron 3 of 25)	NA	-39206	LOC101928615								
Interval_17523	chrX	150200911	150201152	+	0	NA	Intergenic	NA	-26985	MIR2114								
Interval_10430	chr20	3434481	3434716	+	0	NA	Intergenic	NA	-26936	C20orf194								
Interval_9263	chr2	23381053	23381227	+	0	NA	Intergenic	NA	-142777	KLHL29								
Interval_15836	chr8	28889895	28890512	+	0	NA	promoter-TSS (HMBOX1)	NA	-191	HMBOX1								
Interval_2566	chr11	32421275	32421433	+	0	NA	intron (WT1, intron 3 of 9)	NA	9463	WT1								
Interval_12400	chr3	183099831	183100074	+	0	NA	promoter-TSS (MCCC1)	NA	-375	MCCC1								
Interval_14425	chr6	105992407	105992610	+	0	NA	Intergenic	NA	-93812	PRDM1								
Interval_14411	chr6	99913582	99914243	+	0	NA	Intergenic	NA	-80126	MCHR2-AS1								
Interval_2971	chr11	76686576	76686780	+	0	NA	intron (GUCY2EP, intron 19 of 20)	NA	-20814	LRRC32								
Interval_9793	chr2	112839326	112839554	+	0	NA	Intergenic	NA	-3196	IL1B								
Interval_14953	chr7	35837909	35838102	+	0	NA	intron (SEPT7, intron 3 of 13)	NA	37019	SEPT7								
Interval_12356	chr3	169764982	169765140	+	0	NA	promoter-TSS (TERC)	NA	-1	TERC								
Interval_12530	chr3	197558103	197558303	+	0	NA	intron (BDH1, intron 1 of 6)	NA	42307	LOC102723589								
Interval_3496	chr12	49233828	49234078	+	0	NA	intron (LOC102723916, intron 2 of 2)	NA	25030	LOC102723916								
Interval_7801	chr19	4563603	4564120	+	0	NA	Intergenic	NA	-4102	SEMA6B								
Interval_1778	chr10	26696960	26697180	+	0	NA	promoter-TSS (PDSS1)	NA	-596	PDSS1								
Interval_15168	chr7	75878857	75879026	+	0	NA	promoter-TSS (RHBDD2)	NA	-58	RHBDD2								
Interval_2041	chr10	78029455	78029658	+	0	NA	promoter-TSS (POLR3A)	NA	-731	POLR3A								
Interval_6770	chr17	49414891	49415238	+	0	NA	promoter-TSS (PHB)	NA	-159	PHB								
Interval_9908	chr2	148644361	148644687	+	0	NA	promoter-TSS (EPC2)	NA	-99098	EPC2								
Interval_15685	chr8	12665583	12665822	+	0	NA	promoter-TSS (LOC729732)	NA	-91	LOC729732								
Interval_13507	chr5	134226498	134226668	+	0	NA	promoter-TSS (PPP2CA)	NA	-324	PPP2CA								
Interval_12005	chr3	56323881	56324104	+	0	NA	intron (ERC2, intron 2 of 18)	NA	144365	ERC2								
Interval_12253	chr3	130086510	130086781	+	0	NA	intron (ALG1L2, intron 1 of 7)	NA	4814	ALG1L2								
Interval_14300	chr6	52016070	52016272	+	0	NA	intron (PKHD1, intron 34 of 60)	NA	71454	PKHD1								
Interval_10097	chr2	200963200	200963652	+	0	NA	promoter-TSS (ORC2)	NA	275	ORC2								
Interval_8751	chr19	45418977	45419168	+	0	NA	intron (ERCC1, intron 5 of 8)	NA	4847	ERCC1								
Interval_5867	chr16	57694732	57695015	+	0	NA	promoter-TSS (CCDC135)	NA	72	CCDC135								
Interval_9168	chr2	6780864	6781069	+	0	NA	Intergenic	NA	-10655	LINC00487								
Interval_10473	chr20	5653873	5654057	+	0	NA	Intergenic	NA	-42939	GPCPD1								
Interval_12316	chr3	151265963	151266192	+	0	NA	intron (P2RY14, intron 1 of 3)	NA	13131	P2RY14								
Interval_3100	chr11	117857152	117857450	+	0	NA	intron (FXYD6, intron 1 of 8)	NA	19730	FXYD6								
Interval_17365	chrX	1291860	1292307	+	0	NA	intron (CSF2RA, intron 7 of 8)	NA	-1844	MIR3690								
Interval_6955	chr17	70120404	70120709	+	0	NA	intron (KCNJ16, intron 4 of 5)	NA	45349	KCNJ16								
Interval_11953	chr3	51390963	51391433	+	0	NA	promoter-TSS (RBM15B)	NA	-70	RBM15B								
Interval_13142	chr5	10445587	10445759	+	0	NA	intron (ROPN1L, intron 2 of 5)	NA	3811	ROPN1L								
Interval_11948	chr3	50605022	50605370	+	0	NA	Intergenic	NA	6635	CISH								
Interval_15109	chr7	73738847	73739341	+	0	NA	promoter-TSS (ABHD11)	NA	-240	ABHD11								
Interval_15964	chr8	46702466	46702624	+	0	NA	Intergenic	NA	131333	LOC102724241								
Interval_12053	chr3	67000109	67000269	+	0	NA	intron (KBTBD8, intron 2 of 3)	NA	1886	KBTBD8								
Interval_12659	chr4	23333991	23334214	+	0	NA	Intergenic	NA	555189	PPARGC1A								
Interval_14297	chr6	47159671	47160288	+	0	NA	Intergenic	NA	-117633	GPR110								
Interval_11025	chr21	33067522	33067808	+	0	NA	Intergenic	NA	-2479	OLIG1								
Interval_2119	chr10	91901954	91902200	+	0	NA	Intergenic	NA	7424	FGFBP3								
Interval_4002	chr12	122422002	122422161	+	0	NA	intron (CLIP1, intron 1 of 26)	NA	953	CLIP1								
Interval_8172	chr19	14576101	14576321	+	0	NA	Intergenic	NA	-4134	NDUFB7								
Interval_6002	chr16	75075717	75076026	+	0	NA	intron (ZNRF1, intron 1 of 4)	NA	40901	LDHD								
Interval_8319	chr19	18107676	18108029	+	0	NA	intron (MAST3, intron 2 of 27)	NA	-10198	MAST3								
Interval_6278	chr17	4647914	4648119	+	0	NA	Intergenic	NA	-6351	ALOX15								
Interval_12908	chr4	109945165	109945427	+	0	NA	intron (EGF, intron 5 of 21)	NA	32405	EGF								
Interval_16976	chr9	113274437	113274661	+	0	NA	intron (CDC26, intron 1 of 3)	NA	1040	CDC26								
Interval_6235	chr17	2303940	2304135	+	0	NA	promoter-TSS (SRR)	NA	-268	SMG6								
Interval_6458	chr17	20009901	20010173	+	0	NA	intron (SPECC1, intron 1 of 14)	NA	666	SPECC1								
Interval_6209	chr17	1395211	1395410	+	0	NA	intron (YWHAE, intron 1 of 6)	NA	4952	YWHAE								
Interval_1008	chr1	144551010	144551905	+	0	NA	Intergenic	NA	16131	TRNAN15								
Interval_6130	chr16	88025072	88025340	+	0	NA	intron (BANP, intron 6 of 11)	NA	44170	BANP								
Interval_13432	chr5	112160703	112161005	+	0	NA	promoter-TSS (SNORA13)	NA	328	EPB41L4A-AS1								
Interval_10436	chr20	3878586	3879410	+	0	NA	Intergenic	NA	-12246	PANK2								
Interval_3242	chr12	2836206	2836476	+	0	NA	promoter-TSS (LOC100507424)	NA	-475	LOC100507424								
Interval_15750	chr8	22705203	22705486	+	0	NA	Intergenic	NA	-12764	EGR3								
Interval_9230	chr2	11743944	11744301	+	0	NA	intron (LPIN1, intron 2 of 20)	NA	19773	LPIN1								
Interval_1539	chr1	225480916	225481258	+	0	NA	Intergenic	NA	-52974	LBR								
Interval_2942	chr11	73189407	73189679	+	0	NA	Intergenic	NA	-10937	LOC102724472								
Interval_572	chr1	37922864	37923107	+	0	NA	intron (INPP5B, intron 7 of 23)	NA	8756	INPP5B								
Interval_4496	chr14	61525506	61525766	+	0	NA	intron (PRKCH, intron 10 of 13)	NA	-44904	FLJ22447								
Interval_2714	chr11	61361889	61362131	+	0	NA	promoter-TSS (TMEM138)	NA	273	CYB561A3								
Interval_17191	chr9	134409937	134410132	+	0	NA	intron (RXRA, intron 3 of 8)	NA	30623	MIR4669								
Interval_13875	chr6	6879576	6879857	+	0	NA	Intergenic	NA	154894	LOC101928047								
Interval_2759	chr11	63888242	63888779	+	0	NA	promoter-TSS (MARK2)	NA	28334	RCOR2								
Interval_12945	chr4	123599657	123599815	+	0	NA	Intergenic	NA	-53049	LINC01091								
Interval_5072	chr15	65736428	65736586	+	0	NA	intron (DENND4A, intron 7 of 31)	NA	-17189	MIR4511								
Interval_10269	chr2	231643509	231643722	+	0	NA	Intergenic	NA	50751	C2orf57								
Interval_2411	chr11	932984	933271	+	0	NA	intron (AP2A2, intron 1 of 21)	NA	7318	AP2A2								
Interval_2883	chr11	68213451	68213928	+	0	NA	promoter-TSS (SUV420H1)	NA	-59	SUV420H1								
Interval_6329	chr17	7293177	7293553	+	0	NA	intron (YBX2, intron 2 of 8)	NA	1192	YBX2								
Interval_10373	chr2	242085951	242086144	+	0	NA	Intergenic	NA	-2646	LOC728323								
Interval_14477	chr6	111922873	111923061	+	0	NA	Intergenic	NA	49342	LOC102724646								
Interval_16542	chr8	141239081	141239993	+	0	NA	intron (SLC45A4, intron 2 of 7)	NA	15092	SLC45A4								
Interval_2886	chr11	68337405	68337650	+	0	NA	intron (LOC101928175, intron 1 of 1)	NA	644	LOC101928175								
Interval_1097	chr1	153566553	153566773	+	0	NA	promoter-TSS (S100A2)	NA	-833	S100A2								
Interval_15079	chr7	69493966	69494383	+	0	NA	Intergenic	NA	103321	LOC100507468								
Interval_16027	chr8	58671667	58671847	+	0	NA	Intergenic	NA	-11912	NSMAF								
Interval_11414	chr22	37701360	37701680	+	0	NA	intron (TRIOBP, intron 3 of 23)	NA	15183	NOL12								
Interval_16406	chr8	125330914	125331074	+	0	NA	intron (NSMCE2, intron 5 of 7)	NA	-101215	TRIB1								
Interval_3577	chr12	54359288	54359412	+	0	NA	Intergenic	NA	5136	GPR84								
Interval_4923	chr15	41689996	41690154	+	0	NA	intron (MGA, intron 2 of 23)	NA	-1510	MIR626								
Interval_3084	chr11	114603019	114604204	+	0	NA	Intergenic	NA	-7849	NXPE4								
Interval_8839	chr19	48329606	48329765	+	0	NA	intron (EMP3, intron 4 of 4)	NA	4313	EMP3								
Interval_3956	chr12	120972313	120972659	+	0	NA	promoter-TSS (HNF1A-AS1)	NA	-194	HNF1A-AS1								
Interval_6207	chr17	1268308	1268574	+	0	NA	Intergenic	NA	-2123	BHLHA9								
Interval_16896	chr9	101578615	101578803	+	0	NA	intron (GRIN3A, intron 7 of 8)	NA	16292	PPP3R2								
Interval_14062	chr6	27814272	27814435	+	0	NA	promoter-TSS (HIST1H2BM)	NA	387	HIST1H2AJ								
Interval_264	chr1	17013848	17014246	+	0	NA	Intergenic	NA	-2075	ATP13A2								
Interval_3929	chr12	118376112	118376343	+	0	NA	promoter-TSS (SUDS3)	NA	-326	SUDS3								
Interval_8461	chr19	35213823	35214282	+	0	NA	Intergenic	NA	14673	FAM187B								
Interval_659	chr1	45543912	45544135	+	0	NA	Intergenic	NA	-6760	AKR1A1								
Interval_12692	chr4	37977815	37978049	+	0	NA	intron (TBC1D1, intron 1 of 21)	NA	17497	PTTG2								
Interval_12971	chr4	139008419	139008598	+	0	NA	Intergenic	NA	-7251	CCRN4L								
Interval_12016	chr3	57696876	57697061	+	0	NA	TTS (LOC101929159)	NA	3763	LOC101929159								
Interval_8444	chr19	33312023	33312331	+	0	NA	Intergenic	NA	9320	CEBPA-AS1								
Interval_14259	chr6	43658939	43659097	+	0	NA	intron (RSPH9, intron 4 of 4)	NA	13961	RSPH9								
Interval_7931	chr19	7677640	7677842	+	0	NA	intron (C19orf59, intron 2 of 6)	NA	684	C19orf59								
Interval_1406	chr1	203287566	203287724	+	0	NA	intron (RP11-134P9.3, intron 1 of 1)	NA	609	RP11-134P9.3								
Interval_8446	chr19	33373813	33374221	+	0	NA	promoter-TSS (CEBPG)	NA	348	CEBPG								
Interval_8113	chr19	13260633	13261069	+	0	NA	intron (CACNA1A, intron 26 of 47)	NA	110383	IER2								
Interval_13841	chr6	2542900	2543059	+	0	NA	Intergenic	NA	92085	C6orf195								
Interval_12481	chr3	194951640	194951798	+	0	NA	Intergenic	NA	-142869	XXYLT1-AS1								
Interval_11326	chr22	31561269	31561480	+	0	NA	exon (SFI1, exon 6 of 30)	NA	60157	MIR7109								
Interval_12550	chr4	1082479	1082646	+	0	NA	intron (RNF212, intron 5 of 8)	NA	31232	RNF212								
Interval_2936	chr11	72793884	72794223	+	0	NA	promoter-TSS (STARD10)	NA	-348	STARD10								
Interval_5099	chr15	67851357	67851615	+	0	NA	Intergenic	NA	-11441	RNU6-1								
Interval_12354	chr3	168024595	168024876	+	0	NA	intron (GOLIM4, intron 13 of 15)	NA	71189	GOLIM4								
Interval_11221	chr22	22342819	22343190	+	0	NA	Intergenic	NA	44848	BMS1P20								
Interval_4022	chr12	123436406	123436647	+	0	NA	exon (RILPL2, exon 1 of 4)	NA	191	RILPL2								
Interval_6326	chr17	7239545	7239833	+	0	NA	promoter-TSS (PHF23)	NA	-759	PHF23								
Interval_7140	chr17	81518725	81518885	+	0	NA	intron (FSCN2, intron 1 of 5)	NA	-5939	ACTG1								
Interval_8662	chr19	42217654	42217836	+	0	NA	promoter-TSS (DEDD2)	NA	47	DEDD2								
Interval_8789	chr19	46764256	46764543	+	0	NA	intron (SLC1A5, intron 7 of 7)	NA	-17925	STRN4								
Interval_2260	chr10	116952754	116952980	+	0	NA	intron (KIAA1598, intron 4 of 15)	NA	52710	KIAA1598								
Interval_6415	chr17	17305464	17305772	+	0	NA	intron (NT5M, intron 2 of 5)	NA	2235	NT5M								
Interval_3175	chr11	128552106	128552265	+	0	NA	intron (ETS1, intron 3 of 9)	NA	26043	RP11-1007G5.2								
Interval_5442	chr16	1943574	1943732	+	0	NA	promoter-TSS (MSRB1)	NA	-360	MSRB1								
Interval_17040	chr9	124776422	124776628	+	0	NA	promoter-TSS (OLFML2A)	NA	-633	OLFML2A								
Interval_14338	chr6	70413385	70413559	+	0	NA	promoter-TSS (FAM135A)	NA	-14	FAM135A								
Interval_7845	chr19	5680433	5681014	+	0	NA	promoter-TSS (HSD11B1L)	NA	-42	HSD11B1L								
Interval_1010	chr1	144560754	144560937	+	0	NA	Intergenic	NA	6743	TRNAN15								
Interval_13497	chr5	132466982	132467215	+	0	NA	intron (C5orf56, intron 3 of 3)	NA	23675	IRF1								
Interval_5597	chr16	16039096	16039255	+	0	NA	intron (ABCC1, intron 6 of 29)	NA	89598	ABCC1								
Interval_9650	chr2	85699023	85699188	+	0	NA	TTS (GNLY)	NA	4803	GNLY								
Interval_16709	chr9	26892246	26892680	+	0	NA	exon (CAAP1, exon 1 of 6)	NA	365	CAAP1								
Interval_12862	chr4	88593279	88593437	+	0	NA	intron (HERC3, intron 1 of 24)	NA	935	HERC3								
Interval_3898	chr12	115917170	115917458	+	0	NA	Intergenic	NA	231280	MIR620								
