PeakID (cmd=annotatePeaks.pl IKZF1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_880	chr1	32351225	32351540	+	0	NA	Intergenic	NA	10861	FAM229A								
Interval_27696	chr4	150385707	150386018	+	0	NA	intron (LRBA, intron 48 of 57)	NA	-196063	MAB21L2								
Interval_12425	chr16	24517070	24517279	+	0	NA	Intergenic	NA	-21997	LOC101927875								
Interval_745	chr1	27869364	27869588	+	0	NA	Intergenic	NA	-3079	THEMIS2								
Interval_9435	chr13	74299945	74300101	+	0	NA	intron (LOC101927121, intron 1 of 2)	NA	-100061	LOC101927121								
Interval_28216	chr5	49666803	49667214	+	0	NA	Intergenic	NA	774392	EMB								
Interval_36844	chrUn_KI270333v1	30	342	+	0	NA	NA	NA	NA	NA								
Interval_12958	chr16	67007370	67007578	+	0	NA	intron (CES4A, intron 11 of 11)	NA	6961	CES4A								
Interval_8977	chr12	122720643	122720788	+	0	NA	Intergenic	NA	-3823	HCAR3								
Interval_2236	chr1	155323013	155323576	+	0	NA	promoter-TSS (RUSC1)	NA	853	RUSC1-AS1								
Interval_9125	chr12	130953722	130954027	+	0	NA	promoter-TSS (GPR133)	NA	-33	GPR133								
Interval_29474	chr5	177474072	177474405	+	0	NA	promoter-TSS (DBN1)	NA	-11830	DBN1								
Interval_31838	chr7	6706954	6707127	+	0	NA	promoter-TSS (ZNF12)	NA	-63	LOC102723953								
Interval_10237	chr14	75496563	75496733	+	0	NA	Intergenic	NA	-25793	BATF								
Interval_5272	chr10	128065184	128065407	+	0	NA	intron (PTPRE, intron 9 of 19)	NA	60909	MKI67								
Interval_25786	chr3	120596418	120596713	+	0	NA	intron (NDUFB4, intron 1 of 2)	NA	284	NDUFB4								
Interval_21849	chr20	905552	905729	+	0	NA	intron (ANGPT4, intron 1 of 8)	NA	-17048	ANGPT4								
Interval_36004	chr9	99591002	99591168	+	0	NA	intron (RP11-554F20.1, intron 4 of 6)	NA	-215828	NAMA								
Interval_11790	chr15	89938117	89938264	+	0	NA	Intergenic	NA	-25200	C15orf38-AP3S2								
Interval_19630	chr2	43774051	43774341	+	0	NA	intron (DYNC2LI1, intron 1 of 13)	NA	157	DYNC2LI1								
Interval_18934	chr19	55041614	55042240	+	0	NA	Intergenic	NA	-3663	GP6								
Interval_25703	chr3	107987410	107987547	+	0	NA	Intergenic	NA	103580	CD47								
Interval_7873	chr12	48862142	48862279	+	0	NA	intron (RND1, intron 2 of 4)	NA	3660	RND1								
Interval_19874	chr2	64634480	64634649	+	0	NA	exon (SERTAD2, exon 2 of 2)	NA	27252	AC007365.1								
Interval_36040	chr9	104926685	104926880	+	0	NA	intron (ABCA1, intron 1 of 36)	NA	1464	ABCA1								
Interval_36362	chr9	124266897	124267073	+	0	NA	intron (NEK6, intron 1 of 9)	NA	8734	NEK6								
Interval_29907	chr6	15329113	15329389	+	0	NA	intron (JARID2, intron 1 of 17)	NA	80396	JARID2								
Interval_28818	chr5	133953117	133953362	+	0	NA	Intergenic	NA	15476	C5orf15								
Interval_5753	chr11	32847456	32847681	+	0	NA	intron (PRRG4, intron 5 of 5)	NA	17633	PRRG4								
Interval_16469	chr18	76494791	76495082	+	0	NA	promoter-TSS (FLJ44313)	NA	254	ZNF516								
Interval_13699	chr17	7578645	7578798	+	0	NA	promoter-TSS (CD68)	NA	766	SNORA67								
Interval_12325	chr16	18800863	18801295	+	0	NA	intron (ARL6IP1, intron 1 of 5)	NA	456	ARL6IP1								
Interval_35969	chr9	98644000	98644378	+	0	NA	intron (GABBR2, intron 1 of 18)	NA	65008	GABBR2								
Interval_801	chr1	29736678	29736815	+	0	NA	Intergenic	NA	300866	RP11-111I12.1								
Interval_23425	chr21	33947967	33948126	+	0	NA	promoter-TSS (LOC400863)	NA	-880	LOC400863								
Interval_5193	chr10	123402363	123403007	+	0	NA	Intergenic	NA	248441	BUB3								
Interval_28162	chr5	40411010	40411304	+	0	NA	Intergenic	NA	-269794	PTGER4								
Interval_23984	chr22	33921645	33921782	+	0	NA	Intergenic	NA	-1285	LARGE								
Interval_9344	chr13	36432287	36432828	+	0	NA	exon (CCNA1, exon 1 of 9)	NA	285	CCNA1								
Interval_22320	chr20	31182107	31182339	+	0	NA	Intergenic	NA	-75441	DEFB115								
Interval_29674	chr6	5003839	5004277	+	0	NA	promoter-TSS (RPP40)	NA	5	RPP40								
Interval_21283	chr2	204256999	204257332	+	0	NA	Intergenic	NA	-288746	PARD3B								
Interval_31605	chr6	168000096	168000770	+	0	NA	intron (KIF25, intron 2 of 12)	NA	1580	KIF25								
Interval_25240	chr3	46987889	46988116	+	0	NA	promoter-TSS (NBEAL2)	NA	8316	NBEAL2								
Interval_6941	chr11	114260455	114260646	+	0	NA	intron (LOC101928916, intron 1 of 2)	NA	3049	LOC101928916								
Interval_4928	chr10	102024933	102025112	+	0	NA	intron (C10orf76, intron 6 of 25)	NA	31151	C10orf76								
Interval_31373	chr6	149482283	149482944	+	0	NA	intron (ZC3H12D, intron 1 of 5)	NA	2399	ZC3H12D								
Interval_264	chr1	11729865	11730156	+	0	NA	Intergenic	NA	-6075	AGTRAP								
Interval_2990	chr1	205631003	205631179	+	0	NA	intron (ELK4, intron 1 of 4)	NA	1781	ELK4								
Interval_7919	chr12	49625071	49625251	+	0	NA	exon (PRPF40B, exon 1 of 25)	NA	1384	PRPF40B								
Interval_12412	chr16	23788719	23788895	+	0	NA	Intergenic	NA	34180	CHP2								
Interval_7132	chr11	124876395	124876586	+	0	NA	intron (ROBO3, intron 17 of 27)	NA	11081	ROBO3								
Interval_29542	chr5	179853111	179853326	+	0	NA	intron (C5orf45, intron 2 of 6)	NA	5622	C5orf45								
Interval_24449	chr22	49502175	49502316	+	0	NA	Intergenic	NA	41213	MIR3667								
Interval_6339	chr11	65663557	65663704	+	0	NA	promoter-TSS (RELA)	NA	-658	RELA								
Interval_8751	chr12	111822907	111823247	+	0	NA	Intergenic	NA	-19122	MAPKAPK5								
Interval_30282	chr6	32255262	32255586	+	0	NA	Intergenic	NA	-31357	NOTCH4								
Interval_4064	chr10	41876484	41876941	+	0	NA	Intergenic	NA	-365811	LOC101929373								
Interval_697	chr1	27046023	27046177	+	0	NA	intron (LOC101928391, intron 1 of 3)	NA	873	LOC101928391								
Interval_32159	chr7	41886253	41886565	+	0	NA	Intergenic	NA	-183301	INHBA								
Interval_30732	chr6	49225472	49225771	+	0	NA	Intergenic	NA	237707	MUT								
Interval_27935	chr5	1174474	1174611	+	0	NA	exon (CTD-3080P12.3, exon 4 of 5)	NA	4063	CTD-3080P12.3								
Interval_10475	chr14	94129627	94129764	+	0	NA	promoter-TSS (IFI27L2)	NA	-75	IFI27L2								
Interval_12245	chr16	11609768	11609949	+	0	NA	Intergenic	NA	-34272	LITAF								
Interval_25353	chr3	50601046	50602292	+	0	NA	Intergenic	NA	10162	CISH								
Interval_6859	chr11	102879914	102880057	+	0	NA	Intergenic	NA	-4951	MMP12								
Interval_19584	chr2	43040668	43040811	+	0	NA	Intergenic	NA	-1192	LOC102723854								
Interval_1543	chr1	84852023	84852237	+	0	NA	intron (LPAR3, intron 1 of 1)	NA	41083	LPAR3								
Interval_32430	chr7	74210936	74211229	+	0	NA	intron (LAT2, intron 1 of 12)	NA	1155	LAT2								
Interval_28922	chr5	138661491	138661664	+	0	NA	Intergenic	NA	-85948	HSPA9								
Interval_16210	chr18	57387248	57387441	+	0	NA	Intergenic	NA	34854	ST8SIA3								
Interval_1825	chr1	111503674	111503895	+	0	NA	promoter-TSS (ADORA3)	NA	1251	ADORA3								
Interval_5947	chr11	46345268	46345449	+	0	NA	promoter-TSS (DGKZ)	NA	-18979	DGKZ								
Interval_2437	chr1	161196947	161197150	+	0	NA	promoter-TSS (NDUFS2)	NA	2005	ADAMTS4								
Interval_26034	chr3	138862607	138862844	+	0	NA	Intergenic	NA	84415	FOXL2								
Interval_22522	chr20	37575961	37576172	+	0	NA	Intergenic	NA	47053	LINC00489								
Interval_33576	chr8	21909503	21909749	+	0	NA	exon (DOK2, exon 4 of 4)	NA	4150	DOK2								
Interval_12234	chr16	11361983	11362376	+	0	NA	Intergenic	NA	-12859	LOC101927071								
Interval_16501	chr18	77112346	77112718	+	0	NA	intron (MBP, intron 1 of 7)	NA	-7246	MBP								
Interval_7104	chr11	123174782	123175026	+	0	NA	intron (CLMP, intron 1 of 6)	NA	20395	CLMP								
Interval_28933	chr5	139273610	139273867	+	0	NA	promoter-TSS (SNHG4)	NA	-14	SNHG4								
Interval_33831	chr8	29773286	29773791	+	0	NA	Intergenic	NA	16761	LOC102723484								
Interval_20566	chr2	117814478	117814788	+	0	NA	promoter-TSS (DDX18)	NA	-46	DDX18								
Interval_3629	chr1	246566637	246566945	+	0	NA	promoter-TSS (TFB2M)	NA	454	CNST								
Interval_36216	chr9	113614735	113614872	+	0	NA	Intergenic	NA	49861	RGS3								
Interval_27311	chr4	82652191	82652349	+	0	NA	intron (SCD5, intron 3 of 4)	NA	-30833	LINC00575								
Interval_5271	chr10	128064346	128065074	+	0	NA	intron (PTPRE, intron 9 of 19)	NA	61494	MKI67								
Interval_27415	chr4	99946185	99946454	+	0	NA	intron (DNAJB14, intron 1 of 3)	NA	4036	H2AFZ								
Interval_32820	chr7	106952982	106953257	+	0	NA	Intergenic	NA	87823	PIK3CG								
Interval_417	chr1	17509383	17509566	+	0	NA	intron (LOC102723454, intron 1 of 3)	NA	1949	LOC102723454								
Interval_8505	chr12	98503861	98504230	+	0	NA	promoter-TSS (LOC643770)	NA	-190	LOC643770								
Interval_20855	chr2	152320006	152320456	+	0	NA	Intergenic	NA	-15006	FMNL2								
Interval_3799	chr10	24723864	24724564	+	0	NA	promoter-TSS (ARHGAP21)	NA	-585	ARHGAP21								
Interval_35895	chr9	93231432	93231713	+	0	NA	intron (WNK2, intron 4 of 28)	NA	47417	WNK2								
Interval_4774	chr10	95666714	95666933	+	0	NA	intron (TCTN3, intron 9 of 9)	NA	-10013	ALDH18A1								
Interval_36892	chrUn_KI270438v1	108551	108805	+	0	NA	NA	NA	NA	NA								
Interval_792	chr1	28882095	28882337	+	0	NA	Intergenic	NA	-32358	EPB41								
Interval_13508	chr17	2402015	2402152	+	0	NA	Intergenic	NA	-1119	MNT								
Interval_24637	chr3	4588398	4588772	+	0	NA	intron (ITPR1, intron 4 of 58)	NA	95237	ITPR1								
Interval_25674	chr3	101898847	101899058	+	0	NA	Intergenic	NA	-41907	LOC152225								
Interval_12761	chr16	53091735	53091991	+	0	NA	intron (CHD9, intron 1 of 38)	NA	36870	CHD9								
Interval_15593	chr17	81666646	81666792	+	0	NA	promoter-TSS (OXLD1)	NA	-12	CCDC137								
Interval_26587	chr3	196624935	196625349	+	0	NA	Intergenic	NA	7496	LINC01063								
Interval_4052	chr10	41862394	41862982	+	0	NA	Intergenic	NA	-379835	LOC101929373								
Interval_16637	chr19	861905	862285	+	0	NA	intron (CFD, intron 4 of 4)	NA	2430	CFD								
Interval_37540	chrX	136063543	136063689	+	0	NA	Intergenic	NA	78177	SLC9A6								
Interval_11276	chr15	65170190	65170404	+	0	NA	intron (CLPX, intron 3 of 13)	NA	14928	CLPX								
Interval_28494	chr5	80370185	80370517	+	0	NA	Intergenic	NA	-18385	CRSP8P								
Interval_20751	chr2	137826850	137827271	+	0	NA	Intergenic	NA	99347	LOC101928273								
Interval_18603	chr19	48950198	48950414	+	0	NA	Intergenic	NA	-4554	BAX								
Interval_16570	chr18	80210148	80210287	+	0	NA	intron (PARD6G, intron 1 of 2)	NA	37297	PARD6G								
Interval_34711	chr8	104864650	104864941	+	0	NA	Intergenic	NA	-275771	LRP12								
Interval_37058	chrX	1514257	1514394	+	0	NA	intron (P2RY8, intron 1 of 1)	NA	-45733	P2RY8								
Interval_16289	chr18	62331843	62332258	+	0	NA	intron (TNFRSF11A, intron 1 of 8)	NA	6763	TNFRSF11A								
Interval_29486	chr5	177516997	177517344	+	0	NA	promoter-TSS (DDX41)	NA	-204	DDX41								
Interval_14605	chr17	42744512	42744833	+	0	NA	intron (EZH1, intron 1 of 20)	NA	381	EZH1								
Interval_32507	chr7	76364623	76364999	+	0	NA	Intergenic	NA	-5786	YWHAG								
Interval_23462	chr21	34891341	34891778	+	0	NA	intron (RUNX1, intron 3 of 8)	NA	-2869	RUNX1								
Interval_22088	chr20	12381724	12381883	+	0	NA	Intergenic	NA	491080	BTBD3								
Interval_1314	chr1	54327347	54327511	+	0	NA	intron (SSBP3, intron 4 of 16)	NA	78954	SSBP3								
Interval_109	chr1	6581920	6582148	+	0	NA	promoter-TSS (ZBTB48)	NA	2041	ZBTB48								
Interval_30376	chr6	34792742	34792981	+	0	NA	intron (UHRF1BP1, intron 1 of 17)	NA	844	UHRF1BP1								
Interval_23172	chr21	10325756	10325873	+	0	NA	Intergenic	NA	-87718	BAGE2								
Interval_5227	chr10	124672306	124672477	+	0	NA	intron (FAM53B, intron 4 of 4)	NA	-31530	FAM53B-AS1								
Interval_37883	chrY	20575494	20575747	+	0	NA	promoter-TSS (EIF1AY)	NA	-91	EIF1AY								
Interval_14955	chr17	57558287	57558513	+	0	NA	intron (MSI2, intron 6 of 9)	NA	-34803	RP11-118E18.2								
Interval_30253	chr6	31768789	31769041	+	0	NA	intron (VWA7, intron 10 of 15)	NA	5919	SAPCD1								
Interval_31812	chr7	5759151	5759297	+	0	NA	intron (RNF216, intron 2 of 16)	NA	22506	RNF216								
Interval_12502	chr16	29129485	29129730	+	0	NA	Intergenic	NA	-21419	LOC101928215								
Interval_32427	chr7	74203918	74204932	+	0	NA	Intergenic	NA	-5502	LAT2								
Interval_37247	chrX	40267084	40267932	+	0	NA	intron (RP11-320G24.1, intron 1 of 2)	NA	4624	RP11-320G24.1								
Interval_453	chr1	19448904	19449404	+	0	NA	exon (CAPZB, exon 2 of 9)	NA	36487	CAPZB								
Interval_20637	chr2	126776956	126777186	+	0	NA	Intergenic	NA	121136	GYPC								
Interval_8802	chr12	114933557	114933771	+	0	NA	Intergenic	NA	-80015	LOC102723639								
Interval_35157	chr8	133654284	133654756	+	0	NA	Intergenic	NA	-82580	ST3GAL1								
Interval_3102	chr1	211675630	211675794	+	0	NA	promoter-TSS (NEK2)	NA	-82	NEK2								
Interval_32613	chr7	96916369	96916560	+	0	NA	Intergenic	NA	-89514	DLX6								
Interval_28222	chr5	50501956	50502107	+	0	NA	Intergenic	NA	-60631	EMB								
Interval_18794	chr19	51503338	51503777	+	0	NA	Intergenic	NA	-3164	SIGLEC12								
Interval_25179	chr3	45689068	45689476	+	0	NA	promoter-TSS (SACM1L)	NA	-84	SACM1L								
Interval_7274	chr12	576272	576459	+	0	NA	intron (NINJ2, intron 1 of 3)	NA	65125	NINJ2								
Interval_18274	chr19	43652002	43652139	+	0	NA	intron (PLAUR, intron 6 of 6)	NA	-12249	CADM4								
Interval_21318	chr2	207529488	207529790	+	0	NA	promoter-TSS (CREB1)	NA	-303	CREB1								
Interval_9378	chr13	45068653	45068873	+	0	NA	Intergenic	NA	-37516	LOC101929259								
Interval_17075	chr19	7197181	7198246	+	0	NA	intron (INSR, intron 2 of 21)	NA	28325	LOC100996405								
Interval_36915	chrUn_KI270442v1	22302	22662	+	0	NA	Intergenic	NA	-222822	LOC102724902								
Interval_22468	chr20	36085390	36085734	+	0	NA	Intergenic	NA	-7102	EPB41L1								
Interval_21541	chr2	226439372	226439583	+	0	NA	Intergenic	NA	219264	MIR5702								
Interval_7672	chr12	24583916	24584337	+	0	NA	promoter-TSS (LINC00477)	NA	42	LINC00477								
Interval_20169	chr2	85539543	85539680	+	0	NA	promoter-TSS (LOC100630918)	NA	633	MAT2A								
Interval_9112	chr12	127771974	127772131	+	0	NA	Intergenic	NA	-109565	FLJ37505								
Interval_5792	chr11	34405138	34405662	+	0	NA	Intergenic	NA	-33525	CAT								
Interval_7291	chr12	1289784	1289949	+	0	NA	exon (ERC1, exon 14 of 19)	NA	-204190	LOC101929449								
Interval_4296	chr10	62995935	62996122	+	0	NA	Intergenic	NA	-137297	NRBF2								
Interval_3148	chr1	213325596	213325839	+	0	NA	Intergenic	NA	274465	RPS6KC1								
Interval_15173	chr17	66468613	66469198	+	0	NA	intron (PRKCA, intron 2 of 15)	NA	-53120	RP11-4F22.2								
Interval_13615	chr17	5229072	5229361	+	0	NA	intron (RP11-333E1.1, intron 5 of 7)	NA	5663	SCIMP								
Interval_20943	chr2	163884542	163884716	+	0	NA	Intergenic	NA	-148626	FIGN								
Interval_33284	chr7	159066000	159066234	+	0	NA	intron (VIPR2, intron 2 of 9)	NA	-26656	LOC101927982								
Interval_26368	chr3	184155045	184155425	+	0	NA	promoter-TSS (DVL3)	NA	-261	DVL3								
Interval_9820	chr14	45083804	45084110	+	0	NA	promoter-TSS (PRPF39)	NA	-142	PRPF39								
Interval_31136	chr6	129687147	129687456	+	0	NA	intron (ARHGAP18, intron 1 of 13)	NA	-25345	ARHGAP18								
Interval_12461	chr16	27550082	27550553	+	0	NA	promoter-TSS (GTF3C1)	NA	197	KIAA0556								
Interval_6457	chr11	68371141	68371290	+	0	NA	intron (LRP5, intron 5 of 23)	NA	-33044	LOC101928175								
Interval_24148	chr22	38204544	38204802	+	0	NA	intron (MAFF, intron 1 of 2)	NA	2741	MAFF								
Interval_11343	chr15	67396207	67396447	+	0	NA	intron (IQCH, intron 13 of 20)	NA	-124857	C15orf61								
Interval_19775	chr2	57443187	57443330	+	0	NA	Intergenic	NA	-258486	LOC101927235								
Interval_14153	chr17	27333016	27333319	+	0	NA	Intergenic	NA	39087	WSB1								
Interval_33020	chr7	138460254	138460393	+	0	NA	promoter-TSS (TRIM24)	NA	-11	TRIM24								
Interval_18480	chr19	46861903	46862167	+	0	NA	Intergenic	NA	-11266	AP2S1								
Interval_3849	chr10	29409341	29409644	+	0	NA	promoter-TSS (PTCHD3P1)	NA	-80	PTCHD3P1								
Interval_10106	chr14	70018696	70018873	+	0	NA	intron (SMOC1, intron 10 of 11)	NA	139387	SMOC1								
Interval_19723	chr2	48383143	48383320	+	0	NA	Intergenic	NA	54196	FOXN2								
Interval_22169	chr20	19909933	19910137	+	0	NA	intron (RIN2, intron 2 of 11)	NA	-107760	NAA20								
Interval_6232	chr11	64207556	64207858	+	0	NA	promoter-TSS (FERMT3)	NA	1027	FERMT3								
Interval_29822	chr6	12011817	12011956	+	0	NA	promoter-TSS (HIVEP1)	NA	-605	HIVEP1								
Interval_30029	chr6	25992566	25993117	+	0	NA	Intergenic	NA	24971	HIST1H1A								
Interval_3777	chr10	22723230	22723752	+	0	NA	Intergenic	NA	-8917	PIP4K2A								
Interval_18637	chr19	49362327	49362769	+	0	NA	promoter-TSS (TEAD2)	NA	-663	DKKL1								
Interval_25566	chr3	71396404	71396639	+	0	NA	intron (FOXP1, intron 3 of 6)	NA	145539	MIR1284								
Interval_28535	chr5	88194066	88194273	+	0	NA	intron (TMEM161B, intron 12 of 12)	NA	74710	TMEM161B								
Interval_28340	chr5	65625104	65625241	+	0	NA	promoter-TSS (TRIM23)	NA	441	TRAPPC13								
Interval_9399	chr13	48303388	48303833	+	0	NA	promoter-TSS (RB1)	NA	51	LINC00441								
Interval_21234	chr2	201120667	201120820	+	0	NA	intron (CFLAR, intron 1 of 9)	NA	2197	CFLAR								
Interval_5832	chr11	35821901	35822052	+	0	NA	Intergenic	NA	-122086	LDLRAD3								
Interval_37904	chrY	56683982	56684119	+	0	NA	Intergenic	NA	-272193	SPRY3-2								
Interval_33146	chr7	149872855	149872997	+	0	NA	promoter-TSS (ATP6V0E2)	NA	-42	ATP6V0E2								
Interval_21237	chr2	201130895	201131094	+	0	NA	intron (CFLAR, intron 2 of 9)	NA	12448	CFLAR								
Interval_22241	chr20	23267868	23268099	+	0	NA	Intergenic	NA	80361	LOC100505664								
Interval_34452	chr8	89844525	89844749	+	0	NA	Intergenic	NA	-57897	OSGIN2								
Interval_7553	chr12	10406710	10407047	+	0	NA	TTS (KLRC4)	NA	2879	KLRC4								
Interval_29000	chr5	140791147	140791328	+	0	NA	intron (PCDHA1, intron 1 of 3)	NA	-3622	PCDHA2								
Interval_23079	chr20	63822054	63822738	+	0	NA	exon (LOC101928604, exon 3 of 3)	NA	8325	ZBTB46								
Interval_31751	chr7	2638186	2638327	+	0	NA	intron (TTYH3, intron 1 of 13)	NA	6287	TTYH3								
Interval_10046	chr14	67766524	67766661	+	0	NA	intron (ZFYVE26, intron 31 of 41)	NA	-39512	LOC102723898								
Interval_27760	chr4	158766665	158766856	+	0	NA	Intergenic	NA	-2435	FNIP2								
Interval_22350	chr20	31667413	31667623	+	0	NA	intron (BCL2L1, intron 2 of 2)	NA	28399	COX4I2								
Interval_35735	chr9	37482481	37482624	+	0	NA	Intergenic	NA	-3874	POLR1E								
Interval_36344	chr9	123387769	123387908	+	0	NA	exon (DENND1A, exon 22 of 24)	NA	14750	MIR601								
Interval_33246	chr7	156640574	156640784	+	0	NA	promoter-TSS (RNF32)	NA	-25	C7orf13								
Interval_29462	chr5	177354650	177354913	+	0	NA	Intergenic	NA	-2897	LMAN2								
Interval_742	chr1	27773009	27773368	+	0	NA	promoter-TSS (STX12)	NA	5	STX12								
Interval_35854	chr9	90802117	90802315	+	0	NA	intron (SYK, intron 1 of 13)	NA	-25207	SYK								
Interval_25761	chr3	119294083	119294742	+	0	NA	promoter-TSS (ARHGAP31)	NA	39	ARHGAP31								
Interval_10598	chr14	101972421	101972703	+	0	NA	intron (DYNC1H1, intron 1 of 77)	NA	8034	DYNC1H1								
Interval_17434	chr19	14071832	14072132	+	0	NA	Intergenic	NA	-1027	LOC113230								
Interval_29451	chr5	176837737	176837987	+	0	NA	intron (UNC5A, intron 1 of 12)	NA	27303	UNC5A								
Interval_16656	chr19	1067706	1067895	+	0	NA	intron (HMHA1, intron 1 of 22)	NA	634	HMHA1								
Interval_23377	chr21	31874128	31874394	+	0	NA	intron (HUNK, intron 1 of 10)	NA	946	HUNK								
Interval_8625	chr12	108305491	108305874	+	0	NA	intron (CMKLR1, intron 1 of 2)	NA	33635	CMKLR1								
Interval_6286	chr11	65095957	65096273	+	0	NA	promoter-TSS (VPS51)	NA	0	VPS51								
Interval_37874	chrY	14850860	14851081	+	0	NA	Intergenic	NA	-46937	NLGN4Y-AS1								
Interval_5849	chr11	36453855	36454004	+	0	NA	intron (PRR5L, intron 8 of 8)	NA	56384	TRAF6								
Interval_18182	chr19	41393901	41394038	+	0	NA	intron (EXOSC5, intron 1 of 5)	NA	3382	EXOSC5								
Interval_14780	chr17	47757350	47757650	+	0	NA	Intergenic	NA	24256	TBX21								
Interval_12307	chr16	17318438	17318575	+	0	NA	intron (XYLT1, intron 2 of 11)	NA	152375	XYLT1								
Interval_20831	chr2	149160868	149161075	+	0	NA	intron (LYPD6B, intron 2 of 5)	NA	44554	LYPD6B								
Interval_8240	chr12	60494217	60494443	+	0	NA	Intergenic	NA	682236	LOC100996696								
Interval_17091	chr19	7490871	7491252	+	0	NA	promoter-TSS (PEX11G)	NA	-2029	PEX11G								
Interval_24619	chr3	2464334	2464484	+	0	NA	intron (CNTN4, intron 2 of 23)	NA	-320168	CNTN4-AS2								
Interval_17704	chr19	18416357	18416709	+	0	NA	Intergenic	NA	-2803	SSBP4								
Interval_14089	chr17	26792904	26793474	+	0	NA	Intergenic	NA	500753	MIR4522								
Interval_34156	chr8	54709303	54709509	+	0	NA	Intergenic	NA	-71502	LOC100287651								
Interval_27402	chr4	98261954	98262091	+	0	NA	intron (RAP1GDS1, intron 1 of 13)	NA	646	RAP1GDS1								
Interval_2561	chr1	172756087	172756265	+	0	NA	Intergenic	NA	97131	FASLG								
Interval_6059	chr11	59216496	59216963	+	0	NA	Intergenic	NA	-3708	MPEG1								
Interval_8601	chr12	106030467	106030713	+	0	NA	Intergenic	NA	109443	NUAK1								
Interval_11459	chr15	70589387	70589707	+	0	NA	Intergenic	NA	-2941	LOC101929151								
Interval_31752	chr7	2641538	2641874	+	0	NA	intron (TTYH3, intron 1 of 13)	NA	9737	TTYH3								
Interval_2840	chr1	200184440	200184600	+	0	NA	Intergenic	NA	156879	NR5A2								
Interval_6664	chr11	76599015	76599199	+	0	NA	Intergenic	NA	27727	LOC101928813								
Interval_25685	chr3	104878480	104878617	+	0	NA	Intergenic	NA	-488165	ALCAM								
